id	ja	zh-TW	en	ko
392	なんでだよ	為什麼啦。	What is it?	어째서야
393	（しかし　すげーいい場所だな　ここ）	（不過，這裡是超──棒的地方呢）	(This place is actually really nice.)	(그건 그렇고, 여기 정말 좋은 곳인데)
394	あ　流れ星	啊，有流星。	Oh, a shooting star.	아, 별똥별이다
395	（本読んで　のんびりしてるか）	（來翻個書悠哉一下好了）	(I'll just relax with my book.)	(책 읽으면서 느긋하게 있을까)
396	たまらん	太爽了。	I can't get enough.	끝내주는데
397	みんなの仮装…似合ってたな	大家的變裝打扮……都好適合喔。	Everyone's costumes look great.	전에 했던 변장, 다들 어울렸지…
398	"クリキャンって賑やかなイメージだ
…たまにはこういうのも悪くないか"	"聖誕露營的氣氛很熱鬧呢
……偶爾這樣也不錯呢。"	"Christmas camping is pretty lively.
I enjoy that kind of atmosphere too."	"크리캠은 떠들썩한 이미지네
…가끔은 이런 것도 나쁘지 않지"
399	小田原城　立派だったな	小田原城，真是壯觀啊。	Odawara Castle is magnificent.	오다와라성, 훌륭했지
400	みんなで過ごす正月もいいな	跟大家一起過新年也不錯呢。	"It'd be nice to spend New Year's
with everyone."	다 같이 보내는 새해 첫날도 좋은걸
401	パジャマ姿も　たまにはいいか	偶爾換成睡衣也不錯呢。	Pajamas are nice to wear sometimes.	파자마 차림도 가끔은 괜찮네
402	海キャン　楽しめたよな	充分享受海邊露營了呢。	Seaside camping was fun.	바다 캠핑, 재밌었지
403	祭りといえば　浴衣だな	一說到祭典就會想到浴衣呢。	Yukata is a must for festivals.	축제 하면 역시 유카타지
404	包まれてる感じで着心地いいな	一說到祭典就會想到浴衣呢。	Yukata is a must for festivals.	축제 하면 역시 유카타지
405	"今日は
あったかくなりそうだな"	"今天應該
會挺溫暖的呢。"	Weather looks warm today.	"오늘은
따뜻해질 것 같네"
406	"ハンモックって
元々は船の上で
使われたんだとよ"	"吊床最一開始
好像是給
在船上的人用的耶。"	"Hammocks were originally
used on ships."	"해먹은
원래 배 위에서
쓰던 거라더라"
407	"つくしって
食えるんだっけ…"	"衫菜
可不可以吃啊……"	Can you eat horsetails?	"뱀밥이란 거
먹을 수 있는 풀이던가…"
408	"ハンモックがあれば
最高の昼寝ができる！！"	"要是有吊床的話
就能睡個舒舒服服的午覺了！！"	"If you have a hammock, you're
sure to have the best naps!"	"해먹이 있으면
최고의 낮잠을 잘 수 있지!!"
409	"あたしの考えた最強キャンプ…
気になるだろ？"	"我想像中最強的露營……
是不是很在意啊？"	"I know the ultimate way to camp...
Want to hear?"	"내가 생각한 최강의 캠핑…
궁금하지?"
410	"ふわぁああ…
こういうときは…寝る！"	"呼哇啊啊……
這種時候就是要……睡！"	"*yawn*
I guess it's time for a nap!"	"흐아아암…
이럴 땐… 자자!"
411	"そろそろ
焚き火でも始めるか？"	"也差不多
該來生個篝火了吧？"	"It's about time to get a
campfire going."	"슬슬
모닥불이라도 피워볼까?"
412	"今日はあたしが
キャンプ飯を作るぞ！"	"今天是我要來做
露營餐哦！"	I'll be making the food today!	"오늘은 내가
캠핑 식사를 만들겠어!"
413	"ふむふむ…
後片付けのことまで
考え抜かれたレシピだな"	"嗯嗯……
這道食譜
甚至考慮到了善後收拾呢。"	"I see, I see...
This recipe even considers how
to easily clean up afterwards."	"흠흠…
뒷정리까지 확실히
감안한 레시피군"
414	温泉行くやつ　手ぇ上げろー！	要去泡溫泉的人，舉手──！	"Who wants to go to the hot
springs, raise your hands!"	온천 갈 녀석, 손 들어라~!
415	"そろそろシュラフに入るか
夜更かしするか…
それが問題だ"	"目前的問題是
差不多該鑽睡袋
還是乾脆熬夜了……"	"To sleep or not to sleep...
That is the question."	"슬슬 침낭에 들어갈까
밤을 새울까…
그게 고민이네"
416	"今夜も
動画上映会すっかー"	"今晚也來辦
影片放映會好了──"	Let's watch some movies tonight!	"오늘 밤도
영상 상영회할까~"
417	"あっちー！
あとで　川遊びでもするか！"	"熱死了──！
等等去河邊玩水好了！"	"It's hot out here! Probably a
good idea to hang out by the
river!"	"덥다~!
나중에 강에서 물놀이라도 할까!"
418	"熱中症予防には
塩アメだ"	"要預防中暑
就要吃鹽糖。"	"Salt candy helps to prevent
heat stroke!"	"열사병 예방에는
소금 사탕이지"
419	"ごくごくごく…
ぷっはー！　炭酸一気飲み！"	"咕嚕咕嚕……
呼啊──！用碳酸飲料乾杯！"	"*glug glug glug*
Fwah! I just chugged this soda
in one go!"	"꿀꺽꿀꺽꿀꺽…
푸하~! 탄산 원샷하기!"
420	"きょーうの　おーやつーは
なーんだーろなー♪
"	"今天～～的～~零嘴～～
是～～什麼～～呢～～♪
"	"Wonder what we have for
snacks today! ♪"	"오~늘의 간식은~
뭐얼~ 까아~♪
"
421	"糖分補給するか
ほい　アイス"	"補充一點糖分好了
來，冰淇淋。"	"I should replenish my sugar levels.
With ice cream."	"당분 보급 좀 할까?
자, 아이스크림"
422	"なんか
さっぱりしたモンが
食べたいかなー"	"現在啊
想吃一些
清爽的東西耶──"	"I want to eat something
refreshing."	"어쩐지
상큼한 레몬이
먹고 싶네~"
423	"ん？
どっかから　いい匂いが…"	"嗯？
從哪飄來這麼香的味道……"	"Hm? Something that smells good
is wafting over here..."	"응?
어디선가 좋은 냄새가…"
424	"夏の夕暮れって
爽やかだよな"	"夏天的夕陽啊
看起來很爽朗對吧。"	"Twilight during the summer
feels so fresh."	"여름 노을은
상쾌한 느낌이지"
425	"夏の薪割り
汗だくになる…！"	"在夏天劈柴
會滿身大汗耶……！"	"Chopping firewood in the summer
is sweaty work!"	"여름에 장작을 패면
땀범벅이 되지…!"
426	"この暑さだし
肝試しでもしたいなー"	"在這麼悶熱的時候啊
就會想要去試個膽耶──"	"On hot days like these,
I want to try a courage test."	"날씨가 이렇게 더우니
담력 시험도 해보고 싶은걸~"
427	"星空の下でのんびり…
最高だな"	"在星空下悠悠哉哉地……
真是太棒啦。"	"Relaxing under the starry skies
feels incredible."	"별빛 하늘 아래에서 느긋하게…
최고야"
428	"やっぱ夏は
スタミナメニューに限るぜ"	"夏天果然就是要吃
滋補料理嘛。"	"You definitely need to replenish your
electrolytes during summer."	"역시 여름에는
스태미너 메뉴가 최고지"
429	"よーし
薪割りするぞー！"	"好──
要來劈柴囉──！"	"Alright, let's make some
firewood!"	"좋아,
장작을 패자~!"
430	"ハーブティーってのも
なかなかいいな"	"香草茶
其實也不錯喝耶。"	Herbal tea isn't bad at all!	"허브티도
그럭저럭 괜찮은걸"
431	"パラコードで
なんか作るか"	"拿傘繩
來做點什麼好了。"	"Can I make something with this
paracord?"	"파라코드로
뭐 좀 만들까"
432	"焚き火の中に
とっておきのものを
入れておいたぞ"	"我在篝火裡
放了特地準備的
好東西哦。"	"I put a little special something
in the fire."	"모닥불 속에
비장의 음식을
넣어놨다구"
433	"たまには　読書でも
してみるかな"	"偶爾我也來
看點書好了。"	"It's nice to read a book every
now and then."	"가끔은 책이라도
읽어볼까"
434	"トンボの目を
ぐーるぐる…"	"對蜻蜓眼睛
轉～～圈圈……"	Dragonfly eyes are so googly.	"잠자리 눈앞에서
빙글빙글…"
435	"とっておきの新米で
おにぎりを作るぞ！"	"用這些特地準備的新米
要來捏飯糰囉！"	"I'm making rice balls with this
special first harvest rice!"	"비장의 햅쌀로
주먹밥을 만들자!"
436	"夕日が落ちるのって
何回見ても　感動するよな"	"夕陽西下啊
不管看幾次都會很感動耶。"	"No matter how many times I see
the sunset, it still leaves me
in awe."	"해가 지는 풍경은
몇 번을 봐도 감동적이야"
437	"きのこのホイル焼き
うまいよなー"	"鋁箔包烤香菇
很好吃耶──"	"Foil-roasted mushrooms taste
so good."	"버섯 포일 구이
맛있지~"
438	"過ごしやすいを通り越して
ちょっと寒いくらいだぞ…！"	"這已經不叫舒爽了
是不是有點太冷了啊……！"	"Rather than comfortable, it's starting
to get a little cold!"	"쾌적한 수준을 넘어서
조금 추울 정도인데…!"
439	"スマホのバッテリー
どこいったー？"	"手機電池
放去哪裡了──？"	"Where's my spare battery for
my phone?"	"스마트폰 배터리
어디 갔지~?"
440	"焚き火を囲んで
のんびり…いいよなぁ"	"圍著篝火
悠悠哉哉的……真棒啊。"	"Chilling around the campfire...
This is the life."	"모닥불을 둘러싸고
느긋하게… 좋지"
441	"くーっ
寒さに耐えられん！
焚き火するぞ！"	"嗚──
冷到受不了了！
來生篝火吧！"	"Brrr, I can't stand the cold.
Let's get a campfire going."	"크으~
견디기 힘든 추위다!
모닥불 피우자!"
442	"くっ…シュラフに
戻りたくなっちまう"	"唔……好想鑽回
睡袋裡去喔。"	"Brrr... I want to crawl back
into my sleeping bag."	"큭… 침낭으로
돌아가고 싶어져"
443	"ちらついてんのは…
まさか　雪…！？"	"好像有什麼東西在閃……
難道下雪了……！？"	"Something looks like it's sparkling...
It's not snow, is it?!"	"뭔가 조금씩 내리는데…
설마 눈…!?"
444	"よーし！
ガンガン焚き火するぞ！"	"好──！
那要來生一個夠大的篝火！"	"Okay!
Time to get that fire going!"	"좋~아!
모닥불을 더 많이 피우자!"
445	"暖をとるために
薪を割り続けるぜ！"	"繼續劈柴吧
這樣能保暖喔！"	"I have to keep chopping to keep
the fire going!"	"열기를 내기 위해
장작을 계속 쪼개야겠어!"
446	"おやつは
あったかーい　お汁粉だ！"	"零食就是
熱呼呼的──紅豆年糕湯！"	"For snacks, we have warm
red bean soup!"	"간식은
따끈~한 시루코야!"
447	"焚き火　あったけー…
特にこの季節は
離れらんないな"	"篝火好溫暖啊──……
尤其是在這種季節
根本離不開它啊。"	"The fire is so warm...
This weather makes me want
to stay here forever."	"모닥불 따뜻하네~
이 계절에는 특히
더 벗어날 수 없지"
448	"ちょっとそこまで
ライト借りてくぞ"	"稍微等一下
手電筒我就借走囉。"	"Hey, can you shine your light
over here, please?"	"잠깐 저기까지
라이트 좀 빌릴게"
449	"おーし
今からカイロを配るぞー"	"好──
現在來分暖暖包吧──"	"Alright, guys. Anyone who
needs a heat pack, come get
one!"	"좋아~
지금부터 핫팩을 나눠주겠다~"
450	"星　キレイだなー
…ん？　なんか動いてるぞ
流れ星にしちゃー遅いけど"	"星星好漂亮喔──
……嗯？是不是有東西在動啊？
那麼慢應該不是流星就是了。"	"The stars are beau—huh?
Is that a shooting star?
Too late to make a wish..."	"별이 아름답네~
…응? 뭔가 움직이잖아
별똥별이라기엔 느린데"
451	"今日の鍋も
めちゃくちゃウマかった…！"	"今天的火鍋也
超級好吃的……！"	Hotpot was delicious today!	"오늘의 전골도
무진장 맛있었어…!"
452	"気温がだいぶ
下がってきたなー
げっ　水が凍ってる…！"	"氣溫下降
不少了呢──
呃，水結冰了……！"	"The temperature is really coming
down—ack, the water is starting
to freeze!"	"기온이 꽤나
떨어졌구만~
컥, 물이 얼었어…!"
453	"なあ　欲しい
キャンプギアの話しようぜ！"	"我說啊，要不要來聊聊
想要的露營用品啊。"	"Hey, let's talk about the camping
gear on our wishlists!"	"있잖아, 갖고 싶은
캠핑 기어 이야기 좀 해보자!"
454	"山キャンもいいが
海キャンも捨てがたい
なんならグランピングも…"	"去山上露營是不錯啦
但是到海邊露營也很讚耶
我覺得豪華露營其實也……"	"Camping in the mountains is
great. By the seaside too.
Also glamping is fun..."	"산 캠핑도 좋지만
바다 캠핑도 좋지
아니면 글램핑도…"
455	"ノンアルカクテルの
新レシピでも試してみっか"	"來試試看
無酒精調酒的新酒單吧。"	"I guess I'll try making that new
mocktail."	"새로운 무알콜 칵테일
레시피라도 시험해 볼까"
456	"…向こうになんかある…
気になるな"	"……對面好像有什麼好玩的耶……
讓人很在意耶。"	"I kind of want to see what's
over on that side."	"…건너편에 뭔가가 있어…
신경 쓰이네"
457	うーん　今日は何見るか…	嗯──今天要看什麼好呢……	Hmmm, what should I watch today?	으음… 오늘은 뭘 볼까…
458	"たまにはお土産でも
買って帰るか"	"偶爾也買一點土產
回去好了。"	"I should bring home a souvenir
this time."	"가끔은
기념품이라도 사갈까"
459	"おっ
パラコードで作りたいもの
思いついたぞ！"	"哦
我想到要用傘繩
做什麼了！"	"Oh! I have a idea for what to
make with this paracord!"	"오!
파라코드로 만들고 싶은 게
생각났어!"
460	"あー
大自然って　いいもんだなー"	"啊──
大自然真棒啊──"	"Ahh... Being surrounded by
nature feels great."	"아~
대자연이라는 건 좋구나~"
461	"さてと
しばし　のんびりするか"	"好啦
稍微來放鬆一下吧。"	"I think I'll just lounge around
for a bit."	"그럼
잠시 느긋하게 있어 볼까"
462	"なでしこ　おめでとう！
うまいキャンプ飯
これからも　期待してるぞ！"	"撫子恭喜妳啊！
今後也很期待
妳做的好吃露營餐哦！"	"Nadeshiko, have a happy birthday!
I hope you'll keep making us
delicious camping meals!"	"나데시코, 축하해!
맛있는 캠핑 요리
앞으로도 기대할게!"
463	"リン　おめでとう！
これからも　頼りにしてるぜ！"	"澟恭喜妳啊！
今後也得依靠妳了哦！"	"Happy birthday, Rin!
I hope we can hang out lots!"	"린, 축하해!
앞으로도 믿고 있을게!"
464	"イヌ子　おめでとう！
ケーキ　用意してるから
楽しみにしててくれよ！"	"犬子恭喜妳啊！
我有準備了蛋糕喔
妳就好好期待一下吧！"	"Happy birthday, Inuko!
There's cake waiting for you!"	"이누코, 축하해!
케이크 준비해뒀으니
기대하라고!"
465	"恵那　おめでとう！
後でこのタスキ
かけてくれな"	"惠那恭喜妳啊！
等一下記得
掛這條背帶啊。"	"Happy birthday, Ena!
Put on this sash later, okay?"	"에나, 축하해!
이따가 이 어깨띠
두르고 와줘"
466	"あけましておめでとう
ございます！　今年も
キャンプ　楽しんでいくぞー！"	"新年快樂！
今年也要
好好享受露營哦──！"	"Happy new year! I hope this
year will be full of fun camping
again!"	"새해 복 많이
받으세요! 올해도
즐겁게 캠핑하자고~!"
467	"バレンタインだなー
チョコでも交換すっか！"	"是情人節耶──
那來交換巧克力吧！"	"It's Valentine's Day, huh?
Let's give each other chocolate!"	"발렌타인이네~
초콜릿이라도 교환할까!"
468	"富士山の日かー
…って　一体
何をすればいいんだ？"	"今天是富士山之日啊──
……呃，可是啊
今天要做什麼啊？"	"It's Mount Fuji Day...
So what do I do exactly?"	"후지산의 날인가~
…그런데 이 날엔
뭘 해야 하지?"
469	"ホワイトデーの
定番お菓子といえば
やっぱ　マシュマロだよな！"	"說到白色情人節
的招牌零嘴啊
當然就是棉花糖啊！"	"White Day typically means
marshmallows!"	"화이트데이의
단골 과자라고 하면
역시 마시멜로지!"
470	"お菓子をくれなきゃ
イタズラするぞぉ～！"	"不給我糖
就要搗蛋哦～～！"	"If you don't give me candy,
I'll play a trick on you!"	"과자를 주지 않으면
장난칠 거야~!"
471	"クリスマスの
準備をしないとだよな！
あー　忙しい忙しい…"	"得開始準備
聖誕節的事情才行了！
啊──忙死了忙死了……"	"I have to prepare for Christmas!
Oh, so much to do..."	"크리스마스
준비를 해야겠지!
아~ 바쁘다 바빠…"
472	"今日のために考えた
スペシャルモクテルだ！
メリークリスマス！"	"這可是為了今晚所準備的
特製無酒精調酒哦！
聖誕快樂！"	"I mixed a special mocktail
just for today!
Merry Christmas y'all!"	"오늘을 위해 생각해낸
스페셜 무알콜 칵테일이다!
메리 크리스마스!"
473	"今年ももう　終わりかー
よーし
たっぷりのお湯を沸かして…"	"今年馬上要結束啦──
好啦──
來煮一大鍋開水……"	"This year is already over, huh.
Alright, I'll put lots of hot water in..."	"올해도 벌써 끝인가~
좋~아
충분히 물을 끓이고…"
474	"なあ　あっちで
なんかやってるっぽいぞ"	"我說啊，那邊
是不是很熱鬧啊。"	"Hey, looks like they're up to
something over there."	"있잖아, 저기서
뭔가 하고 있나 본데?"
475	"一年　あっという間だったな
いやー　めでたいめでたい！
これもみなさんのおかげです！"	"一轉眼就過去一年了呢
嗯啊──恭喜身體健康發大財
全都是托大家的福喔！"	"The year is already over...
No, it flew by because it was
so much fun!"	"1년, 눈 깜짝할 새였네
이야~ 무사히 보내서 다행이야!
이것도 다 여러분 덕분입니다!"
476	すぅ…	呼……	*snore*...	쿨…
477	"うっ…ちくわ…
それだけは…
やっ…やめろォ…！"	"嗚……竹輪
拜託了……
住……住手啊……！"	"Urgh... Chikuwa, don't eat...
It's...mine..."	"윽… 치쿠와…
그것만은…
머… 멈춰어…!"
478	はぁ～…　和むぜぇ…	呼～～……真愜意啊……	Ahh... So calming...	하아~ 누그러지는군…
479	ちょっと休憩するか	休息一下下吧。	Ahh... So relaxing...	조금 쉴까
480	ふぅ…	呼……	Phew...	후우…
481	出来上がりが楽しみだぜ～！	太期待完成了呢～～！	I have a good feeling about it!	완성이 기대되는구만~!
482	次は…　これだな！	再來是這個哦！	Next... I do this!	다음은… 이거겠군!
483	作るぞー	來做囉──	I'm doing this!	만들어 보자고~
484	いつかは凝ったコーヒーを…！	以後我要精心地泡一杯咖啡……！	Someday, I'll have some fancy coffee!	언젠가는 공들인 커피를…!
485	スープでも作るか	來煮濃湯好了。	I guess I'll make soup too.	수프라도 만들까
486	お湯沸かすぞー	我要燒開水囉──	I'll boil some water.	뜨거운 물 끓인다~
487	ぷは～～～っ！！	呼啊～～～～！！	I'll just stay here for a bit.	푸핫~~~!!
488	潤うぜー	喉嚨被滋潤了──	Add water here...	갈증이 풀리네~
489	ごくごく	咕嚕咕嚕	*sluuuurp*	꿀꺽꿀꺽
490	癒されるな	真療癒啊。	I'm healed...	치유되는걸
491	視界良好！	能見度真好！	It lit up the place!	시야 양호!
492	おぉー	喔喔──	Oooh.	오오~
493	火力は問題ないな	火力看來沒問題呢。	The fire is perfect.	화력은 문제 없군
494	ばっちりだな	萬無一失呢。	This is perfect.	완벽한데
495	火がついたぞ！	火生起來了喔！	The fire is on!	불이 붙었어!
496	炎のゆらぎ…いいな…	火光搖擺……好棒喔……	"The flames are so relaxing...
It's great..."	흔들리는 불꽃… 좋은걸…
497	お楽しみの時間だぞ	這可是快樂時光哦。	This is the time to have fun!	기대하던 시간이야
498	着火！	點火！	Time to light it!	착화!
499	ん～…　寝心地最高だなぁ…	嗯～……真是超好睡的啦……	Hmm... This is way too comfortable...	음~ 최고의 잠자리야…
500	いい包まれ具合だ…	包得恰到好處……	Wrapped up nicely...	잘 포장했군…
501	おやすみー	晚安──	Good night.	잘 자~
502	アウトドア飯　最高だな！	戶外料理，讚啦！	Outdoor cooking is the best!	아웃도어 식사, 최고야!
503	おおー！　これいけるぞ！	喔喔──！這樣就行了啊！	Oooh! This is great!	오오! 이거 괜찮은데!
504	うまーっ！	好吃──！	Yum!	맛있다~!
505	いいこだなーおやつ食うか？	真是乖孩子──要不要吃零食？	Good dog! Want some treats?	착하네~ 간식 먹을래?
506	よーしよしよしよし	好──乖好乖。	Good boy! Who's a good boy?!	옳~지옳지옳지옳지
507	お手！	握手！	Paw!	손!
508	"うんうん
なかなか　快適だぞ"	"嗯嗯
這還挺舒適的嘛。"	Mhm. This is quite nice.	"응, 응
꽤나 쾌적한데"
509	これはまた格別だなー…	這真是別有一番風味──……	This is also exceptional...	이건 또 각별하네…
510	"安定感があって
いい椅子だよなぁ"	"坐起來很穩
真是張好椅子耶。"	This chair feels pretty stable.	"안정감도 있고
좋은 의자야"
511	"ご馳走になった肉…
あの味が忘れられねーぜ"	"人家招待的那塊肉……
我一輩子忘不了那味道。"	"That meat Aoi brought...
I can't forget it."	"대접받은 고기…
그 맛이 잊히질 않네~"
512	"これまでも　これからも
お世話になります！"	"至今為止，還有從今以後
都要承蒙妳照顧了！"	Thanks so much for everything!	"지금까지도 앞으로도
잘 부탁드립니다!"
513	ひとつあると便利だよなー	有這個的話會很方便喔──	This is convenient to have on hand.	하나 있으면 편리하지~
514	"こまめに手入れして
じっくり育てていくぞー"	"三不五時就要照顧一下
要讓它好好發育長大喔ー"	"If you take care of it diligently,
it's sure to grow."	"수시로 관리하면서
천천히 키워가자고~"
515	"挟んで焼いたらウマいもの…
ありすぎて　困る！"	"有太多東西夾起來烤會變好吃了……
真是傷腦筋！"	"It's delicious if you bake it in a
sandwich... There's too many option!"	"끼워서 구우면 맛있는 게…
너무 많아서 못 고르겠네!"
516	"ワッフルメーカーでお好み焼き
いつの日か　成功させるぞ…！"	"我以後一定要成功用
鬆餅機做一份御好燒給妳們瞧瞧……！"	"One day I will succeed in making
okonomiyaki with this waffle iron!"	"와플 메이커로 오코노미야키
언젠간 성공시키겠어…!"
517	"アウトドアはもちろん
インテリアにするのも
ありだよな"	"戶外活動就不用說了
在室內找事做
也頗有樂趣的。"	"There's an aesthetic for the outdoors,
too."	"아웃도어는 물론이고
인테리어로 즐겨도
좋단 말이지"
518	"ちっちゃいのに
デキるヤツ…リンみたいだな"	"明明小小隻
卻又很能幹……就像澟一樣呢。"	"It's so small, but it's really
capable... Exactly like Rin."	"쪼끄만데도
괜찮은 녀석… 린 같네"
519	"これからの時代のトレンドは
自転車で走りながらの
キャンプだ！"	"接下來的時代趨勢啊
就是邊騎腳踏車
邊露營啦！"	The future is camping while biking!	"다가올 시대의 트렌드는
자전거로 달리면서
즐기는 캠핑이다!"
520	"普通の焚き火とは
ちょっと違った雰囲気で
いいよなぁ"	"跟一般篝火的氛圍
有些不同呢
真有意思。"	"It's a different experience from
a regular campfire."	"평범한 모닥불과는
조금 다른 분위기라서
좋지~"
521	"年末セールでお安くなってた
焚き火台…大事に使うからな！"	"我會好好珍惜地用的……
這個過年特賣的超便宜篝火台！"	"I got this campfire stand on sale
during boxing week. Treat it well!"	"연말 세일로 저렴해진
모닥불 받침대… 소중하게 쓸 거야!"
522	"ポチろうとしたら
鼻血が出るなんて…
畏れ多い逸品だよ"	"就在我想要下標的時候
竟然開始流鼻血了……
是個令人生畏的好東西喔。"	"You'll get a nosebleed if you try
to shop online...
It's the forbidden click."	"인터넷 주문하려니까
코피가 나다니…
황송한 일품이네"
523	"これさえあれば
あたしに切れないものはない！"	"只要手握這個
就沒有我切不斷的東西啦！"	If I had this, I could chop anything!	"이것만 있으면
내가 벨 수 없는 건 없어!"
524	"確かにテントの外の物音って
気になるよな…
需要はありそうだ"	"帳篷外面的聲響
確實會讓人很在意呢……
這種需求看來有市場喔。"	"The sounds outside the tent also bother
me... Maybe I'll supply an answer to
the demand."	"확실히 텐트 바깥의 소리는
신경 쓰이지…
수요는 있겠는데"
525	よっと！	唉唷！	Heave-ho!	으쌰!
526	"ベーコン　ソーセージ
どんどん燻製するぜー"	"培根、香腸
通通都拿去煙燻吧──"	"Smoked bacon sausage...
Keep it coming!"	"베이컨, 소시지
잔뜩 훈제해야지~"
527	ハロウィンって感じするな	充滿萬聖節的氛圍呢。	It's very Halloween-y.	할로윈 같은 느낌이 나네
528	"この雪だるまはな…
光るんだぞ！！"	"這座雪人哪……
可是會發光的喔！！"	This snowman can light up!	"이 눈사람은 말이다…
빛이 난다고!!"
529	"先生のおつまみって
いつもおいしそうだよなー"	"老師的下酒菜啊
每次看都覺得好好吃的樣子喔──"	"Our teacher's snacks always
look delicious."	"선생님의 술안주는
언제나 맛있어 보이더라~"
530	"ピリッとしたしょうがが
いいアクセントになってんなー"	"生薑的那個嗆辣味啊
能多帶來一股層次呢──"	"The pungency of ginger gives
it a nice kick."	"매콤한 생강이
알맞은 악센트가 됐는데~"
531	"やっぱりあたしとしては
タコ・ウインナーさん
って呼びたくなるな"	"我果然還是
會想要叫
章魚香腸呢。"	"For me, these are more like
octo-wieners."	"아무래도 나는
문어 비엔나 씨
라고 부르고 싶은데"
532	"うまーっ！
よし　みなさんご一緒に…
アヒーッ！"	"好好吃！
好，那大家一起來……
欸嘿──！"	"Yum! Alright, everyone, eat up!
Myam!"	"맛있다~!
그럼 여러분도 다 같이…
아히~!"
533	"炭火でじっくり焼いた
伊勢エビ…
贅沢すぎる味だぜ…！"	"用炭火慢慢烤熟的
日本龍蝦……
這滋味真是太奢侈了……！"	"Charcoal-grilled spiny lobster...
I'm in the lap of luxury!"	"숯불로 천천히 구운
닭새우…
너무 호화로운 맛이잖아…!"
534	"シメのパスタ
うまみを吸いまくってて
うますぎるぜ！"	"收尾的義大利麵
把鮮味都吸得飽飽的
有夠好吃的啦！"	"Using pasta to soak up all the
flavors at the end is amazing!"	"마무리 파스타
감칠맛을 잔뜩 빨아들여서
너무 맛있어!"
535	"バリバリバリバリ…
くーっ　うまいぞ金目鯛！"	"脆脆脆……
天哪，紅金眼鯛真好吃耶！"	"Om nom nom...
Mmm, red bream supremacy!"	"바삭바삭바삭바삭…
크으~ 맛있구나, 금눈돔!"
536	"普通にうまいモンが
さらにレベルアップするなんて
驚きだよなぁ"	"本來就很好吃的東西
美味竟然還能再更上一層樓
真是太意外了。"	"It's already delicious, but now
it's on another level."	"그냥 먹어도 맛있는 게
더 레벨 업 하다니
놀랍단 말이지"
537	"隠し味はとんこつラーメンの
スープだなんて
なでしこ　すごいよなぁ"	"竟然加了豚骨拉麵
的湯粉當神秘香料
撫子還真厲害啊。"	"Nadeshiko is amazing for thinking
of adding tonkotsu soup base as a
secret ingredient."	"맛의 비결이 돼지뼈
라면의 스프라니
나데시코, 굉장한걸"
538	"伊勢エビのうまみを
これでもか！　って
味わえるぞ！"	"一吃下去啊
嘴裡整個就會爆出
滿滿的日本龍蝦鮮味耶！"	"The umami of spiny lobsters is
really in your face! You really
taste it!"	"닭새우의 감칠맛을
이렇게나! 싶을 정도로
맛볼 수 있어!"
539	"いい肉ですき焼き…
うまい…うまいぞ…！
はむはむっ…うまぁ…！"	"用上等肉煮的壽喜燒……
好吃……太好吃了……！
嚼嚼……好吃到不行……！"	"Good quality meat in sukiyaki is so
so good... So good!
Hum nyam nyam... Yum!"	"질 좋은 고기로 먹는 스키야키…
맛있어… 맛있다고…!
와구와구… 맛있어…!"
540	"トマト　うまぁ！
イヌ子の大胆アレンジ
むちゃくちゃうますぎる！"	"番茄好好吃喔！
犬子這大膽的配方改良
好吃到亂七八糟啊！"	"Tomatoes are so good!
Inuko, the way you prepared it is
genius!"	"토마토 맛있다!
이누코의 대담한 어레인지
무지막지 맛있어!"
541	"ぷりぷりのもつと
濃い味のスープがマッチして
うっまー！"	"富有彈性的內臟
跟這鮮濃高湯完美融合
超好吃的──！"	"The large pieces of offal and thick
soup go so well together!"	"탱글탱글한 내장과
진한 맛의 국물이 어울려서
맛있어!"
542	"ひとつひとつ
手作りしたきりたんぽ
めちゃくちゃうまいぞ！"	"這每一根烤米棒
都是手工製作的喔
超級好吃的！"	"Making kiritanpo by hand makes
them so delicious!"	"하나 하나
손으로 만든 키리탄포
무진장 맛있다!"
543	"お湯を入れて待つだけで
こんなにおいしくなるなんて
先人に感謝だな…！"	"只要倒開水然後等一下
就會變這麼好吃
真是太感謝先人們的努力了……！"	"All you do is add hot water and it'll
be delicious. I must thank our
ancestors for something so delicious!"	"온수 넣고 기다리기만 해도
이렇게 맛있어지다니
조상님께 감사해야겠어…!"
544	"簡単なのに
こんなにうまいパスタが
できるなんてな！"	"這麼簡單的方法
竟然可以做出
這麼好吃的義大利麵！"	"It's so easy, but it makes such
delicious pasta!"	"간단한데도
이렇게 맛있는 파스타를
만들 수 있다니!"
545	"これが本場の
激うまほうとうだ！"	"這就是當地的
終極好吃餺飥啦！"	This is the real, ultra-delicious hoto!	"이게 본고장의
진짜 맛있는 호토다!"
546	"くーっ
なんて贅沢なシメなんだ！"	"呼──
這收尾實在太奢侈了！"	"Ngh... What a superb way to
use up the sauces!"	"크으~
이 얼마나 사치스러운 마무리인가!"
547	"さらっと食べれて
何杯でもイケる味だぜ"	"這個口味能輕鬆下肚
不管幾碗都吃得下耶。"	"You won't get tired of this no matter
how much you eat."	"부드럽게 넘어가는 게
몇 그릇이든 먹을만한 맛이야"
548	"木皿のコーティングを
はがすときには
くれぐれも気をつけてくれな"	"要剝掉木盤
上的塗層的時候
千萬要小心哪。"	"You have to be careful when you
remove the coating on wooden plates."	"나무 그릇의 코팅을
벗길 때는
모쪼록 조심하라구"
