id	ja	zh-TW	en	ko
5028	"・「ガチャメダル(海キャン水着③)」のおまけつき！1回ガチャで「1枚」、10回ガチャで「10枚」メダルがもらえる！
・「ガチャメダル(海キャン水着③)」を規定数集めるとピックアップ★3コスチュームと交換できる！
・『つなキャン△』オリジナルのキャンプ衣装が手に入るチャンス！『海キャン水着』のあおいがピックアップ！
・50回目、100回目、200回目のガチャでは★3コスチュームが必ずGETできる！さらにピックアップコスチュームの出現率もアップ♪
・登場するコスチュームはすべて着せ替え衣装付き！ホームや記念撮影で撮影したり、キャンプに連れて行ったりしましょう♪
・『海キャン水着』のあおいはイベント「レッツクラフト！at海キャン」でポイントボーナス効果付き！
・「コスチュームガチャチケ」でもガチャができる！"	"・獲得附贈的「轉蛋獎章(海邊露營③)」！單次轉蛋可以得到「1張」，10次轉蛋可以得到「10張」獎章！
・集齊一定數量的「轉蛋獎章(海邊露營③)」，就可以將它們兌換成頭牌3星級服裝！
・有機會獲得《連營△》原創的露營服裝！「海邊露營泳裝」的凛和惠奈被挑選出來！
・在第50次、第100次、第200次轉蛋時，一定能得到3星級的服裝！此外，頭牌服裝的出現率也會增加♪
・所有出現的服裝都附帶著換裝功能！帶它們回家或者帶去露營拍紀念照吧♪
・「海邊露營泳裝」的葵在「讓我們來手工製作！在海邊露營」活動中都帶有點數獎勵效果！
・也可以使用「服裝轉蛋券」來轉蛋！"	"· Get bonus ""Gacha Medals (Seaside Camp ③)""! You get ""1"" medal for a single pull, and ""10"" medals for a 10-pull!
· Collect a certain number of ""Gacha Medals (Seaside Camp ③)"" and you can exchange them for a featured 3-star costume!
· A chance to get original camping outfits from ""Tie Up Camp△""! ""Sea Camp Swimsuits"" Aoi are featured!
· On the 50th, 100th, and 200th pull, you're guaranteed to get a 3-star costume! Additionally, the appearance rate of featured costumes also increases♪
· All the costumes that appear come with a dress-up feature! Take them home or to camp for commemorative photos♪
· ""Sea Camp Swimsuits"" Aoi come with point bonus effects in the event ""Let's Craft! at Sea Camp""!
· You can also do a gacha with ""Costume Gacha Tickets""!"	"・""뽑기 메달(바다 캠핑③)"" 보너스 포함! 1회 뽑기로 ""1장"", 10회 뽑기로 ""10장""의 메달을 받을 수 있습니다!
・""뽑기 메달(바다 캠핑③)""을 정해진 수량 모으면 픽업 ★3 코스튬으로 교환할 수 있습니다!
・""츠나캠△""의 오리지널 캠핑 의상을 얻을 수 있는 기회! ""바다 캠핑 수영복"" 아오이가 픽업되었습니다!
・50회차, 100회차, 200회차 뽑기에서는 ★3 코스튬을 반드시 획득할 수 있습니다! 또한 픽업 코스튬의 출현률도 상승♪
・코스튬은 모두 의상 변경이 가능합니다 ! 획득한 복장으로 홈이나 기념 촬영도 하시고 캠핑도 떠나 보세요♪
・""바다 캠핑 수영복""의 아오이는 이벤트 '렛츠 제작! at 바다 캠핑'에서 포인트 보너스 효과를 발휘!
・'코스튬 뽑기 티켓'으로도 뽑을 수 있습니다!"
5029	"・「ガチャメダル(お祭り浴衣)」のおまけつき！1回ガチャで「1枚」、10回ガチャで「10枚」メダルがもらえる！
・「ガチャメダル(お祭り浴衣)」を規定数集めると好きな★3コスチュームと交換できる！
・『つなキャン△』オリジナルのキャンプ衣装が手に入るチャンス！『お祭り浴衣服』のリン、恵那がピックアップ！
・50回目、250回目のガチャではピックアップ確定★3コスチュームが必ず手に入る！
・登場するコスチュームはすべて着せ替え衣装付き！ホームや記念撮影で撮影したり、キャンプに連れて行ったりしましょう♪
・『お祭り浴衣服』はイベント「浴衣キャンプと夏花火」でポイントボーナス効果付き！
・「コスチュームガチャチケ」でもガチャができる！"	"・獲得附贈的「轉蛋獎章(祭典浴衣)」！單次轉蛋可以得到「1張」，10次轉蛋可以得到「10張」獎章！
・集齊一定數量的「轉蛋獎章(祭典浴衣)」，就可以將它們兌換成頭牌3星級服裝！
・有機會獲得《連營△》原創的露營服裝！「祭典浴衣」的凛和惠奈被挑選出來！
・在第50次和第250次的扭蛋中，你将必定获得一件保底★3服装作为精选奖励！
・所有出現的服裝都附帶著換裝功能！帶它們回家或者帶去露營拍紀念照吧♪
・「祭典浴衣」的凛和惠奈在「浴衣露營與夏日煙火」活動中都帶有點數獎勵效果！
・也可以使用「服裝轉蛋券」來轉蛋！"	"· Get bonus ""Gacha Medals (Festival Yukata)""! You get ""1"" medal for a single pull, and ""10"" medals for a 10-pull!
· Collect a certain number of ""Gacha Medals (Festival Yukata)"" and you can exchange them for a featured 3-star costume!
· A chance to get original camping outfits from ""Tie Up Camp△""! ""Festival Yukata"" Rin and Ena  are featured!
· In the 50th and 250th gacha pulls, you are guaranteed to receive a ★3 costume through a pickup guarantee!
· All the costumes that appear come with a dress-up feature! Take them home or to camp for commemorative photos♪
· ""Festival Yukata"" Rin and Ena come with point bonus effects in the event ""Yukata Camp And Fireworks""!
· You can also do a gacha with ""Costume Gacha Tickets""!"	"・""뽑기 메달(축제 유카타)"" 보너스 포함! 1회 뽑기로 ""1장"", 10회 뽑기로 ""10장""의 메달을 받을 수 있습니다!
・""뽑기 메달(축제 유카타)""을 정해진 수량 모으면 픽업 ★3 코스튬으로 교환할 수 있습니다!
・""츠나캠△""의 오리지널 캠핑 의상을 얻을 수 있는 기회! ""축제 유카타"" 린그리고에나가 픽업되었습니다!
・50번째와 250번째 가차에서는 픽업 확정 ★3 코스튬을 반드시 획득합니다!
・코스튬은 모두 의상 변경이 가능합니다 ! 획득한 복장으로 홈이나 기념 촬영도 하시고 캠핑도 떠나 보세요♪
・""축제 유카타""의 린그리고에나는 이벤트 '유카타 캠핑과 여름 불꽃놀이'에서 포인트 보너스 효과를 발휘!
・'코스튬 뽑기 티켓'으로도 뽑을 수 있습니다!"
5030	"・「ガチャメダル(夏花火）」のおまけつき！1回ガチャで「1枚」、10回ガチャで「10枚」メダルがもらえる！
・「ガチャメダル(夏花火)」を規定数集めるとピックアップSRサポートカードと交換できる！
・『つなキャン△』オリジナルのカードやアニメ『ゆるキャン△』の印象的なシーンを使用したカードが手に入るチャンス！『キャンプで手作り夏祭り！』『手持ち花火でファイヤー！』『笛吹公園までのせてください』がピックアップ！
・50回目、100回目、200回目のガチャではSRサポートカードが必ずGETできる！さらにピックアップカードの出現率もアップ♪
・ピックアップカードはイベント「浴衣キャンプと夏花火」でポイントボーナス効果付き！
・「サポートカードガチャチケ」でもガチャができる！"	"・獲得附贈的「轉蛋獎章(夏季烟火)」！單次轉蛋可以得到「1張」，10次轉蛋可以得到「10張」獎章！
・集齊一定數量的「轉蛋獎章(夏季烟火)」，就可以將它們兌換成頭牌SR支援卡！
・有機會獲得《連營△》原創的卡牌或《輕鬆露營△》動畫中印象深刻場景的卡牌！「在露營時舉辦親手製夏日祭典！」、「拿手持式煙火盡情噴射──！」、「請載我去笛吹公園。」被挑選出來！
・在第50次、第100次、第200次轉蛋時，一定能得到SR支援卡！此外，頭牌卡牌的出現率也會增加♪
・頭牌卡牌在「讓我們來手工製作！在海邊露營」活動中都帶有點數獎勵效果！
・也可以使用「支援卡轉蛋券」來轉蛋！"	"· Get bonus ""Gacha Medals (Summer fireworks)""! You get ""1"" medal for a single pull, and ""10"" medals for a 10-pull!
· Collect a certain number of ""Gacha Medals (Summer fireworks)"" and you can exchange them for a featured SR support card!
· A chance to get original cards from ""Tie Up Camp△"" or cards featuring memorable scenes from the anime ""DIY Festival Camping!"", ""Fired Up Handheld Fireworks!"", ""Take Me To Fuefuki Please"" are featured!
· On the 50th, 100th, and 200th pull, you're guaranteed to get an SR support card! Additionally, the appearance rate of featured cards also increases♪
· Featured cards come with point bonus effects in the event ""Let's Craft! at Sea Camp""!
· You can also do a gacha with ""Support Card Gacha Tickets""!"	"・""뽑기 메달(여름 불꽃놀이)"" 보너스 포함! 1회 뽑기로 ""1장"", 10회 뽑기로 ""10장""의 메달을 받을 수 있습니다!
・""뽑기 메달(여름 불꽃놀이)""을 정해진 수량 모으면 픽업 SR 서포트 카드로 교환할 수 있습니다!
・""츠나캠△"" 오리지널 카드나 애니메이션 ""유루캠△""의 인상적인 장면을 사용한 카드를 얻을 수 있는 기회! ""직접 준비한 축제 캠핑!"", ""작은 폭죽으로 파이어!"", ""후에후키 공원까지 태워주세요""가 픽업되었습니다!
・50회차, 100회차, 200회차 뽑기에서는 SR 서포트 카드를 반드시 획득할 수 있습니다! 또한 픽업 카드의 출현률도 상승♪
・픽업 카드는 이벤트 '렛츠 제작! at 바다 캠핑'에서 포인트 보너스 효과를 발휘!
・'서포트 카드 뽑기 티켓'으로도 뽑을 수 있습니다!"
5031	"・絶対なでしこ育成MAXカムバックキャンペーン中、ログインだけでもらえるガチャチケでガチャができる！なんと最大200連無料♪
・「ガチャメダル(絶対育成MAX)」のおまけつき！1回ガチャで「1枚」、10回ガチャで「10枚」メダルがもらえる！
・「ガチャメダル(絶対育成MAX)」を規定数集めると好きな★3コスチュームと交換できる！
・アニメ『ゆるキャン△』で登場した衣装が手に入るチャンス！5人の『サバキャン水着』がピックアップ！
・30回目、60回目、100回目のガチャでは★3コスチュームが必ずGETできる！さらにピックアップコスチュームの出現率もアップ♪
・登場するコスチュームはすべて着せ替え衣装付き！ホームや記念撮影で撮影したり、キャンプに連れて行ったりしましょう♪"	"・在「絕對撫子培育MAX特別轉蛋」期間，您可以使用僅需登錄即可獲得的轉蛋獎牌來參與轉蛋！您最多可以免費抽取多達200次！
・獲得附贈的「轉蛋獎章(絕對培育MAX)」！單次轉蛋可以得到「1張」，10次轉蛋可以得到「10張」獎章！
・集齊一定數量的「轉蛋獎章(絕對培育MAX)」，可以兑换您喜欢的★3服装！有机会获得在动漫“Yuru Camp△”中出现的服装！5个角色的「求生露營泳裝」！
・在第30次、第60次、第100次轉蛋時，一定能得到3星級的服裝！此外，頭牌服裝的出現率也會增加♪
・所有出現的服裝都附有可更換的服飾！在家中或紀念照片中拍照，並帶到野營地♪"	"·During the Nadeshiko MAX Growth Special Gacha Comeback Campaign, you can use the gacha tickets you receive just by logging in to participate in the gacha! You can get up to 200 draws for free!
· Get bonus ""Gacha Medals (MAX Growth)""! You get ""1"" medal for a single pull, and ""10"" medals for a 10-pull!
· Collect a certain number of ""Gacha Medals (MAX Growth)"" and you can exchange them for a featured 3-star costume!
· Here's a chance to get costumes that appeared in the anime ""Yuru Camp△""! The ""Survival Camp Swimsuit"" for the 5 characters is featured!
· In the 30th, 60th and 100th gacha pulls, you are guaranteed to receive a ★3 costume through a pickup guarantee!
·All the costumes that appear come with interchangeable outfits! Take pictures at home or in commemorative photos, and bring them to the camp♪"	"""절대 나데시코 육성 MAX스페셜 뽑기""특별 가챠 컴백 캠페인 기간 동안, 로그인만 하면 받을 수 있는 가챠 티켓을 사용하여 가챠에 참여할 수 있습니다! 최대 200회까지 무료로 추첨할 수 있습니다! 
・""뽑기 메달(절대 육성 MAX)"" 보너스 포함! 1회 뽑기로 ""1장"", 10회 뽑기로 ""10장""의 메달을 받을 수 있습니다!
・""뽑기 메달(절대 육성 MAX)""을 정해진 수량 모으면 픽업 ★3 코스튬으로 교환할 수 있습니다!
애니메이션 ""유루 캠프△""에서 등장한 의상을 얻을 수 있는 기회입니다! 5명의 캐릭터들을 위한 ""서바캠 수영복""이 피처링되어 있습니다!
・30회차, 60회차, 100회차 뽑기에서는 ★3 코스튬을 반드시 획득할 수 있습니다! 또한 픽업 코스튬의 출현률도 상승♪
・출현하는 모든 의상은 서로 교환 가능한 복장과 함께 제공됩니다! 집에서나 기념용 사진에서 찍어보세요. 캠핑에서도 입어보세요 ♪"
5032	"・「ガチャメダル(お祭り浴衣②)」のおまけつき！1回ガチャで「1枚」、10回ガチャで「10枚」メダルがもらえる！
・「ガチャメダル(お祭り浴衣②)」を規定数集めると好きな★3コスチュームと交換できる！
・『つなキャン△』オリジナルのキャンプ衣装が手に入るチャンス！『お祭り浴衣』のなでしこがピックアップ！
・50回目、250回目のガチャではピックアップ確定★3コスチュームが必ず手に入る！
・登場するコスチュームはすべて着せ替え衣装付き！ホームや記念撮影で撮影したり、キャンプに連れて行ったりしましょう♪
・『お祭り浴衣』はイベント「レッツクラフト！atお祭りキャンプ」でポイントボーナス効果付き！
・「コスチュームガチャチケ」でもガチャができる！"	"・獲得附贈的「轉蛋獎章(祭典浴衣②)」！單次轉蛋可以得到「1張」，10次轉蛋可以得到「10張」獎章！
・集齊一定數量的「轉蛋獎章(祭典浴衣)」，就可以將它們兌換成頭牌3星級服裝！
・有機會獲得《連營△》原創的露營服裝！「祭典浴衣」的撫子被挑選出來！
・在第50次和第250次的扭蛋中，你将必定获得一件保底★3服装作为精选奖励！
・所有出現的服裝都附帶著換裝功能！帶它們回家或者帶去露營拍紀念照吧♪
・「祭典浴衣」的撫子在「一起來製作吧！ at 節日營地」活動中都帶有點數獎勵效果！
・也可以使用「服裝轉蛋券」來轉蛋！"	"· Get bonus ""Gacha Medals (Festival Yukata②)""! You get ""1"" medal for a single pull, and ""10"" medals for a 10-pull!
· Collect a certain number of ""Gacha Medals (Festival Yukata②)"" and you can exchange them for a featured 3-star costume!
· A chance to get original camping outfits from ""Tie Up Camp△""! ""Festival Yukata"" Nadeshiko are featured!
· In the 50th and 250th gacha pulls, you are guaranteed to receive a ★3 costume through a pickup guarantee!
· All the costumes that appear come with a dress-up feature! Take them home or to camp for commemorative photos♪
· ""Festival Yukata"" Nadeshiko come with point bonus effects in the event ""Let's Craft!  at Festival Camp""!
· You can also do a gacha with ""Costume Gacha Tickets""!"	"・""뽑기 메달(축제 유카타②)"" 보너스 포함! 1회 뽑기로 ""1장"", 10회 뽑기로 ""10장""의 메달을 받을 수 있습니다!
・""뽑기 메달(축제 유카타)""을 정해진 수량 모으면 픽업 ★3 코스튬으로 교환할 수 있습니다!
・""츠나캠△""의 오리지널 캠핑 의상을 얻을 수 있는 기회! ""축제 유카타"" 나데시코 픽업되었습니다!
・50번째와 250번째 가차에서는 픽업 확정 ★3 코스튬을 반드시 획득합니다!
・코스튬은 모두 의상 변경이 가능합니다 ! 획득한 복장으로 홈이나 기념 촬영도 하시고 캠핑도 떠나 보세요♪
・""축제 유카타""의 나데시코는 이벤트 '레츠 제작! at 축제 캠프'에서 포인트 보너스 효과를 발휘!
・'코스튬 뽑기 티켓'으로도 뽑을 수 있습니다!"
5033	"・「ガチャメダル(人気サポートカード②）」のおまけつき！1回ガチャで「1枚」、10回ガチャで「10枚」メダルがもらえる！
・「ガチャメダル(人気サポートカード②)」を規定数集めるとピックアップSRサポートカードと交換できる！
・『つなキャン△』オリジナルのカードやアニメ『ゆるキャン△』の印象的なシーンを使用したカードが手に入るチャンス！『麓キャンプ場の夕景』がピックアップ！
・50回目、100回目、200回目のガチャではSRサポートカードが必ずGETできる！さらにピックアップカードの出現率もアップ♪
・ピックアップカードはイベント「レッツクラフト！atお祭りキャンプ」でポイントボーナス効果付き！
・「サポートカードガチャチケ」でもガチャができる！"	"・附送“轉蛋金牌（熱門輔助卡②）”！單抽轉蛋可獲得“1枚”，10連轉蛋可獲得“10枚”金牌！
・收集一定數量的“轉蛋金牌（熱門輔助卡②）”可以兌換喜歡的SR支援卡！
・有機會獲得“相約露營”原創卡牌或使用動畫“悠哉日常大王”中令人印象深刻的場景的卡牌！“山麓露營場的夕陽美景”，為Pick-up卡牌！
・在第50次，100次，200次轉蛋時，一定可以獲得SR支援卡！此外，Pick-up卡的出現率也提高♪
・Pick-up卡在“一起來製作吧！ at 節日營地”活動中附帶積分加成效果！
・也可以使用“支援卡轉蛋券”轉蛋！"	"· With bonus ""Gacha Medals (Popular Cards②)""! Get ""1"" medal for a single pull and ""10"" medals for a 10-pull in Gacha!
· Collect a certain amount of ""Gacha Medals (Popular Cards②)"" to exchange for your favorite SR support card!
· A chance to get original ""Camp Together"" cards or cards featuring memorable scenes from the ""Laid-Back Camp"" anime! ""Twilight at Fumoto Campsite"" are featured in Pick-up!
· At the 50th, 100th, and 200th Gacha, you can definitely GET an SR support card! Plus, the appearance rate of pick-up cards is also increased♪
· Pick-up cards come with a point bonus effect in the event ""Let's Craft!  at Festival Camp"".
· You can also pull Gacha with ""Support Card Gacha Tickets""!"	"・'뽑기 메달(인기 서포트 카드②)' 보너스가 포함! 1회 뽑기로 '1개', 10회 뽑기로 '10개'의 메달을 받을 수 있습니다!
・'뽑기 메달(인기 서포트 카드②)'를 일정 수량 모으면 원하는 SR 서포트 카드와 교환할 수 있습니다!
・'츠나캠' 오리지널 카드나 애니메이션 '유루캠'의 인상적인 장면을 사용한 카드를 얻을 수 있는 기회! '후모토 캠핑장의 노을', 이 픽업되어 있습니다!
・50회, 100회, 200회 뽑기에서는 SR 서포트 카드를 반드시 획득 할 수 있습니다! 또한 픽업 카드의 출현률도 상승♪
・픽업 카드는 이벤트 '레츠 제작! at 축제 캠프'에서 포인트 보너스 효과를 발휘!
・'서포트 카드 뽑기 티켓'으로도 뽑을 수 있습니다!"
5034	"・「ガチャメダル(綾乃PU）」のおまけつき！1回ガチャで「1枚」、10回ガチャで「10枚」メダルがもらえる！
・「ガチャメダル(綾乃PU)」を規定数集めるとピックアップSRサポートカードと交換できる！
・『つなキャン△』オリジナルのカードやアニメ『ゆるキャン△』の印象的なシーンを使用したカードが手に入るチャンス！『幼馴染のアヤちゃん』がピックアップ！
・50回目、100回目、200回目のガチャではSRサポートカードが必ずGETできる！さらにピックアップカードの出現率もアップ♪
・ピックアップカードはイベント「レッツクラフト！atお祭りキャンプ」でポイントボーナス効果付き！
・「サポートカードガチャチケ」、「綾乃ピックアップガチャチケ」でもガチャができる！"	"・獲得附贈的「轉蛋獎章(綾乃PU)」！單次轉蛋可以得到「1張」，10次轉蛋可以得到「10張」獎章！
・集齊一定數量的「轉蛋獎章(綾乃PU)」，就可以將它們兌換成頭牌SR支援卡！
・有機會獲得《連營△》原創的卡牌或《輕鬆露營△》動畫中印象深刻場景的卡牌！「兒時玩伴的小綾。」被挑選出來！
・在第50次、第100次、第200次轉蛋時，一定能得到SR支援卡！此外，頭牌卡牌的出現率也會增加♪
・頭牌卡牌在「一起來製作吧！ at 節日營地」活動中都帶有點數獎勵效果！
・也可以使用「支援卡轉蛋券」來轉蛋！"	"· Get bonus ""Gacha Medals (Ayano PU)""! You get ""1"" medal for a single pull, and ""10"" medals for a 10-pull!
· Collect a certain number of ""Gacha Medals (Ayano PU)"" and you can exchange them for a featured SR support card!
· A chance to get original cards from ""Tie Up Camp△"" or cards featuring memorable scenes from the anime ""Childhood Friend Aya"" are featured!
· On the 50th, 100th, and 200th pull, you're guaranteed to get an SR support card! Additionally, the appearance rate of featured cards also increases♪
· Featured cards come with point bonus effects in the event ""Let's Craft!  at Festival Camp""!
· You can also do a gacha with ""Support Card Gacha Tickets"", ""Ayano Pickup Gacha Ticket""!"	"・""뽑기 메달(아야노PU)"" 보너스 포함! 1회 뽑기로 ""1장"", 10회 뽑기로 ""10장""의 메달을 받을 수 있습니다!
・""뽑기 메달(아야노PU)""을 정해진 수량 모으면 픽업 SR 서포트 카드로 교환할 수 있습니다!
・""츠나캠△"" 오리지널 카드나 애니메이션 ""유루캠△""의 인상적인 장면을 사용한 카드를 얻을 수 있는 기회! ""소꿉친구 아야""가 픽업되었습니다!
・50회차, 100회차, 200회차 뽑기에서는 SR 서포트 카드를 반드시 획득할 수 있습니다! 또한 픽업 카드의 출현률도 상승♪
・픽업 카드는 이벤트 '레츠 제작! at 축제 캠프'에서 포인트 보너스 효과를 발휘!
・'서포트 카드 뽑기 티켓'으로도 뽑을 수 있습니다!"
5035	"・「ガチャメダル(お祭り浴衣③)」のおまけつき！1回ガチャで「1枚」、10回ガチャで「10枚」メダルがもらえる！
・「ガチャメダル(お祭り浴衣③)」を規定数集めると好きな★3コスチュームと交換できる！
・『つなキャン△』オリジナルのキャンプ衣装が手に入るチャンス！『お祭り浴衣』の千明とあおいがピックアップ！
・50回目、250回目のガチャではピックアップ確定★3コスチュームが必ず手に入る！
・登場するコスチュームはすべて着せ替え衣装付き！ホームや記念撮影で撮影したり、キャンプに連れて行ったりしましょう♪
・『お祭り浴衣』はイベント「レッツクラフト！atお祭りキャンプ」でポイントボーナス効果付き！
・「コスチュームガチャチケ」でもガチャができる！"	"・獲得附贈的「轉蛋獎章(祭典浴衣③)」！單次轉蛋可以得到「1張」，10次轉蛋可以得到「10張」獎章！
・集齊一定數量的「轉蛋獎章(祭典浴衣③)」，就可以將它們兌換成頭牌3星級服裝！
・有機會獲得《連營△》原創的露營服裝！「祭典浴衣」的千明和葵被挑選出來！
・在第50次和第250次的扭蛋中，你将必定获得一件保底★3服装作为精选奖励！
・所有出現的服裝都附帶著換裝功能！帶它們回家或者帶去露營拍紀念照吧♪
・「祭典浴衣」的千明和葵在「一起來製作吧！ at 節日營地」活動中都帶有點數獎勵效果！
・也可以使用「服裝轉蛋券」來轉蛋！"	"· Get bonus ""Gacha Medals (Festival Yukata③)""! You get ""1"" medal for a single pull, and ""10"" medals for a 10-pull!
· Collect a certain number of ""Gacha Medals (Festival Yukata③)"" and you can exchange them for a featured 3-star costume!
· A chance to get original camping outfits from ""Tie Up Camp△""! ""Festival Yukata"" Chiaki and Aoi are featured!
· In the 50th and 250th gacha pulls, you are guaranteed to receive a ★3 costume through a pickup guarantee!
· All the costumes that appear come with a dress-up feature! Take them home or to camp for commemorative photos♪
· ""Festival Yukata"" Chiaki and Aoi come with point bonus effects in the event ""Let's Craft!  at Festival Camp""!
· You can also do a gacha with ""Costume Gacha Tickets""!"	"・""뽑기 메달(축제 유카타③)"" 보너스 포함! 1회 뽑기로 ""1장"", 10회 뽑기로 ""10장""의 메달을 받을 수 있습니다!
・""뽑기 메달(축제 유카타③)""을 정해진 수량 모으면 픽업 ★3 코스튬으로 교환할 수 있습니다!
・""츠나캠△""의 오리지널 캠핑 의상을 얻을 수 있는 기회! ""축제 유카타"" 치아키과 아오이 픽업되었습니다!
・50번째와 250번째 가차에서는 픽업 확정 ★3 코스튬을 반드시 획득합니다!
・코스튬은 모두 의상 변경이 가능합니다 ! 획득한 복장으로 홈이나 기념 촬영도 하시고 캠핑도 떠나 보세요♪
・""축제 유카타""의 치아키과 아오이는 이벤트 '레츠 제작! at 축제 캠프'에서 포인트 보너스 효과를 발휘!
・'코스튬 뽑기 티켓'으로도 뽑을 수 있습니다!"
5036	"・「ガチャメダル(夏花火②）」のおまけつき！1回ガチャで「1枚」、10回ガチャで「10枚」メダルがもらえる！
・「ガチャメダル(夏花火②)」を規定数集めるとピックアップSRサポートカードと交換できる！
・『つなキャン△』オリジナルのカードやアニメ『ゆるキャン△』の印象的なシーンを使用したカードが手に入るチャンス！『真夏の夜の打ち上げ花火』『伊豆ジオスポめぐりがんばろう！！』『薪屋さんのものがおすすめ』がピックアップ！
・50回目、100回目、200回目のガチャではSRサポートカードが必ずGETできる！さらにピックアップカードの出現率もアップ♪
・ピックアップカードはイベント「レッツクラフト！atお祭りキャンプ」でポイントボーナス効果付き！
・「サポートカードガチャチケ」でもガチャができる！"	"・獲得附贈的「轉蛋獎章(夏季烟火②)」！單次轉蛋可以得到「1張」，10次轉蛋可以得到「10張」獎章！
・集齊一定數量的「轉蛋獎章(夏季烟火②)」，就可以將它們兌換成頭牌SR支援卡！
・有機會獲得《連營△》原創的卡牌或《輕鬆露營△》動畫中印象深刻場景的卡牌！「仲夏之夜點燃沖天炮。」、「努力走遍伊豆地質公園吧！！」、「建議買木柴店賣的商品。」被挑選出來！
・在第50次、第100次、第200次轉蛋時，一定能得到SR支援卡！此外，頭牌卡牌的出現率也會增加♪
・頭牌卡牌在「一起來製作吧！ at 節日營地」活動中都帶有點數獎勵效果！
・也可以使用「支援卡轉蛋券」來轉蛋！"	"· Get bonus ""Gacha Medals (Sum Fireworks②)""! You get ""1"" medal for a single pull, and ""10"" medals for a 10-pull!
· Collect a certain number of ""Gacha Medals (Sum Fireworks②)"" and you can exchange them for a featured SR support card!
· A chance to get original cards from ""Tie Up Camp△"" or cards featuring memorable scenes from the anime ""Midsummer Night's Fireworks"", ""Visit Izu's Geospots!"", ""Go To The Firewood Shop"" are featured!
· On the 50th, 100th, and 200th pull, you're guaranteed to get an SR support card! Additionally, the appearance rate of featured cards also increases♪
· Featured cards come with point bonus effects in the event ""Let's Craft! at Festival Camp""!
· You can also do a gacha with ""Support Card Gacha Tickets""!"	"・""뽑기 메달(여름 불꽃놀이②)"" 보너스 포함! 1회 뽑기로 ""1장"", 10회 뽑기로 ""10장""의 메달을 받을 수 있습니다!
・""뽑기 메달(여름 불꽃놀이②)""을 정해진 수량 모으면 픽업 SR 서포트 카드로 교환할 수 있습니다!
・""츠나캠△"" 오리지널 카드나 애니메이션 ""유루캠△""의 인상적인 장면을 사용한 카드를 얻을 수 있는 기회! ""한여름 밤의 불꽃놀이 축제"", ""이즈 지오 스폿 순회, 힘내자!!"", ""장작 업체에서 사는 것을 추천""가 픽업되었습니다!
・50회차, 100회차, 200회차 뽑기에서는 SR 서포트 카드를 반드시 획득할 수 있습니다! 또한 픽업 카드의 출현률도 상승♪
・픽업 카드는 이벤트 '레츠 제작! at 축제 캠프'에서 포인트 보너스 효과를 발휘!
・'서포트 카드 뽑기 티켓'으로도 뽑을 수 있습니다!"
5037	"・「ガチャメダル(パジャマ)」のおまけつき！1回ガチャで「1枚」、10回ガチャで「10枚」メダルがもらえる！
・「ガチャメダル(パジャマ)」を規定数集めると好きな★3コスチュームと交換できる！
・『つなキャン△』オリジナルのキャンプ衣装が手に入るチャンス！『パジャマパーティー』の5人がピックアップ！
・50回目、250回目のガチャではピックアップ確定★3コスチュームが必ず手に入る！
・登場するコスチュームはすべて着せ替え衣装付き！ホームや記念撮影で撮影したり、キャンプに連れて行ったりしましょう♪
・「コスチュームガチャチケ」でもガチャができる！"	"・獲得附贈的「轉蛋獎章(睡衣)」！單次轉蛋可以得到「1張」，10次轉蛋可以得到「10張」獎章！
・集齊一定數量的「轉蛋獎章(睡衣)」，就可以將它們兌換成頭牌3星級服裝！
・有機會獲得《連營△》原創的露營服裝！「睡衣派對」的五个人被挑選出來！
・在第50次和第250次的扭蛋中，你将必定获得一件保底★3服装作为精选奖励！
・所有出現的服裝都附帶著換裝功能！帶它們回家或者帶去露營拍紀念照吧♪
・也可以使用「服裝轉蛋券」來轉蛋！"	"· Get bonus ""Gacha Medals (Pyjama)""! You get ""1"" medal for a single pull, and ""10"" medals for a 10-pull!
· Collect a certain number of ""Gacha Medals (Pyjama)"" and you can exchange them for a featured 3-star costume!
· A chance to get original camping outfits from ""Tie Up Camp△""! ""Pyjama Party"" of 5 characters are featured!
· In the 50th and 250th gacha pulls, you are guaranteed to receive a ★3 costume through a pickup guarantee!
· All the costumes that appear come with a dress-up feature! Take them home or to camp for commemorative photos♪
·  You can also do a gacha with ""Costume Gacha Tickets""!"	"・""뽑기 메달(파자마)"" 보너스 포함! 1회 뽑기로 ""1장"", 10회 뽑기로 ""10장""의 메달을 받을 수 있습니다!
・""뽑기 메달(파자마)""을 정해진 수량 모으면 픽업 ★3 코스튬으로 교환할 수 있습니다!
・""츠나캠△""의 오리지널 캠핑 의상을 얻을 수 있는 기회! ""파자마 파티"" 다섯 명 픽업되었습니다!
・50번째와 250번째 가차에서는 픽업 확정 ★3 코스튬을 반드시 획득합니다!
・코스튬은 모두 의상 변경이 가능합니다 ! 획득한 복장으로 홈이나 기념 촬영도 하시고 캠핑도 떠나 보세요♪
・'코스튬 뽑기 티켓'으로도 뽑을 수 있습니다!"
