id	ja	zh-TW	en	ko
231	なつかしいなぁ	好懷念啊。	Such nostalgic memories.	그립다 아이가~
232	"あんなことやこんなこと…
懐かしいわぁ"	"有那種事跟這種事……
好懷念喔。"	"We did all this...and all that...
So nostalgic."	"이거저거 많이 있었제…
그립네~"
233	ほんとだねー	真的耶──	It's true.	그러게~
234	思い出がたくさんだね	有好多的回憶喔。	There are a lot of memories, right?	추억이 가득하네
235	あ　あの写真！　思い出すなぁ	啊，那張照片！好懷念喔。	Oh, that photo! Brings back memories.	아, 그 사진! 그때 생각 난다~
236	ギアがたくさんのってるよ！	上面記載很多種用品哦！	There's a lot of gear!	기어가 잔뜩 있어!
237	"ギアって並べて見るのも
楽しいよな"	"把用品這樣排開來觀賞
也有一番樂趣呢。"	It's fun to see all the gear laid out.	"기어는 늘어놓고 바라보는 것도
재미있지"
238	私が持ってるの　あるかなー	我帶的東西裡不知道有沒有耶──	Do they have the one I own?	내가 가진 것도 있으려나~
239	いろんなギアを集めたな	蒐集了好多種用品呢。	That's a lot of gear in one spot.	다양한 기어를 모았네
240	便利なものがいっぱいだね	有好多方便的東西喔。	There's a lot of convenient stuff.	편리한 게 잔뜩 있어~
241	いろんなギアがあるなぁ	有很多種用品耶。	There's a lot of gear.	다양한 기어들이 있네~
242	ギアってこんなにあるんだー	原來用品有這麼多種啊──	There is so much gear.	기어는 이렇게나 다양하구나~
243	見てるだけでも楽しいよな	就算只是看看而已也會很開心呢。	Just browsing is fun too.	보기만 해도 재미있지
244	いろいろ　作りましたなぁ	我們做了很多種呢。	We made a lot of food.	여러 가지 만들었었네~
245	"ご飯は
キャンプの醍醐味だよな"	"吃飯
正是露營的精隨呢。"	Food is what camping is all about.	"밥은
곧 캠핑의 묘미지"
246	今度は何を作ろうか？	下次要做什麼呢？	What should we make this time?	다음에는 뭘 만들어 볼까?
247	キャンプ飯は最高だぜ	露營餐最棒了。	Camping food is the best.	캠핑 요리는 최고야
248	お腹空いてきた…	肚子開始餓了……	I'm hungry...	배고파졌어…
249	"眺めてるだけで
おなか空いてくるわぁ"	"只是盯著看
肚子就開始餓了呢。"	"Just looking at it is making
me hungry."	"보기만 해도
배고파진다 아이가~"
250	"キャンプで料理するの
楽しいよね"	"露營的時候做料理
很開心呢。"	Cooking while camping is so fun.	"캠핑 중에 하는 요리는
더 재밌는 것 같아"
251	"家とは一味違った
気分になるしなー"	"跟在家比起
別有一番風味呢──"	"It's feels different from home food.
"	"집에서 하는 거랑
좀 다른 느낌이 나지~"
252	どの称号がいいかなー	哪個稱號比較好呢──	Which title should we pick?	어떤 칭호가 좋을까~
253	どの称号にするか…	要選哪個稱號呢……	Which title to choose...	어떤 칭호로 할까…
254	"うーん　どの称号にするか
迷うぜ…"	"嗯──猶豫要用
哪個稱號呢……"	"Which title should we choose?
I don't know..."	"으음… 어떤 칭호로 할지
고민되네…"
255	どの称号にするか　迷うなぁ	要選哪個稱號呢，傷腦筋耶。	It's so hard to pick...	어떤 칭호로 할지 고민되네~
256	どれがいいかな	哪個比較好啊。	Which one to go with?	어떤 게 좋을까?
257	いろいろ売ってるねぃ	有賣很多東西呢。	So many things for sale.	이것저것 팔고 있네~
258	目移りしちゃうね	看得我眼花撩亂耶。	I'm lost on what to do.	다 구경해 보고 싶어져
259	何を買おうかな	要買什麼好呢。	What should I buy?	뭘 사볼까
260	全部買っちゃう？	要全都買起來嗎？	Why not buy everything?	다 사볼래?
261	どれを買うべきか…	要買哪個呢……	Which one should I buy?	어떤 걸 사야 하나…
262	たくさんあって迷うなあ	種類太多了好猶豫喔。	There are too many, I can't decide...	종류도 많아가 고민되네~
263	いろいろ売っとるなぁ	有賣很多種東西呢。	So many things for sale.	여러 가지 팔고 있데이~
264	ひと通り　見てみるか	都先看過一次好了。	Let's take a closer look.	한번 훑어볼까
265	うーん　何を買おうかな…	嗯──要買什麼好呢……	Hmm, what should we buy?	으음~ 뭘 사지…
266	まずは色々見てみよう！！	首先就到處看看吧！！	Let's check everything out first!	일단 이것저것 살펴보자!!
267	新しいやつがあるよ！	還有最新款的喔！	New stuff have been added!	새로운 물건이 있어!
268	おっ　どれどれ？	哦，讓我看看？	Oh? Let's see?	오, 어디 있어?
269	お　新商品か	哦，有新商品耶。	Oh, there are new products.	오, 신상품인가
270	"新しいものって
やっぱ見ちゃうよなー"	"新東西啊
就是會忍不住看一眼嘛──"	"I'll check out the new arrivals
after all."	"역시 새로운 물건에는
눈이 가는 법이지~"
271	新商品みたいだな！	有新商品的樣子喔！	There are new arrivals!	신상품인가 본데!
272	これは便利そう	這好像很方便耶。	This seems convenient.	이건 편리해 보이네
273	これ　新しいやつやん！	這個是那個新產品耶！	This is a new arrival!	봐라, 새 거 들어왔데이!
274	へぇ　いい感じだな！	喔──似乎不錯喔！	Hey, looks pretty good.	오~ 괜찮아 보이는데!
275	新しい商品があるみたい	好像有新商品喔。	Looks like there are some new products.	새로운 상품이 들어왔대
276	なんだ？	什麼事？	What's up?	뭘까?
277	売ってる時間が決まってるんだ	會賣的時間是固定的啊。	Limited time item for sale!	판매 시간이 정해져 있구나
278	お買い得ですよ　おくさん	這很划算喔，太太。	This is a bargain, Ma'am.	안 사시면 손해랍니다, 사모님
279	時間限定商品…気になるな	期間限定的商品……有點在意耶。	Limited editions... Interesting.	시간 한정 상품… 관심 가는데
280	お得なものがあるかも！！	說不定有什麼划算的東西喔！！	There might be some good deals!	사놓는 게 좋을지도 몰라!!
281	今しか買えないのがあるみたいだ	好像些東西只有現在才有賣耶。	Some stuff can only be bought now.	지금 아니면 못 사는 것도 있나 보네
282	要チェックだね	這得多注意了呢。	It's good to check.	체크해야겠는걸
283	限定品って　魅力的やね	限定商品總有種魅力耶。	Limited edition items are so tempting.	한정품은 매력적이제~
284	わかるよー	我懂喔──	I totally get it.	이해돼~
285	"今の時間しか売ってない商品
…どんなだろ？"	"只有現在的時段才有賣的商品
……會是什麼啊？"	"It's a limited edition product.
What's it like?"	"지금 시간에만 판매하는 상품
…어떤 걸까?"
286	見てみよか	來看看吧。	Let's go see.	함 보까
287	これもいいし…あれもいいなぁ…	這個很不錯……那個也很棒耶……	This one is nice... So is this one...	이것도 좋고… 저것도 괜찮은데…
288	そろそろ　決めよか～	差不多該決定了吧～～	I should decide soon.	슬슬 정해보까~
289	こっち…　いやこっち…？	選這個……不，還是這個呢……？	This one? Or maybe this one?	이거… 아니면 이걸로…?
290	どっちも買っちゃえー	通通都買吧──	Buy them all!	다 사버려~
291	"なでしこ　これなんか
いいんじゃないか？"	"撫子，這個
是不是不錯啊？"	"Nadeshiko, this looks pretty good,
right?"	"나데시코, 이런 것도
괜찮아 보이지 않아?"
292	"ホントだー！
あきちゃんナイス発見だよ"	"真的耶──！
小明妳的發現太棒了。"	"It's true!
Nice find, Aki-chan!"	"정말이네~!
아키, 잘 찾아냈어"
293	これもええし　あれも…うーん	這個很棒……那個也……嗯──	This one is nice... Hm, this one too...	이거도 좋고 저거도 좋고~ 으음…
294	悩んじゃうよねぃ	好傷腦筋喔。	I don't know...	고민되네~
295	リン　これ買って	凜，買這個啦。	Rin, buy this.	린, 이거 사줘
296	"なんでだよ
自分で買え"	"為什麼啊
自己買啦。"	"Why?
Buy it yourself."	"내가 왜
직접 사"
297	うう…　お金　足りるかなぁ	嗚嗚……錢不知道帶的夠不夠耶。	Hmm, do we have enough money?	으으… 돈은 충분하려나~
298	割り勘して　買っちゃう？	要不要一人出一半買起來？	Do you want to split the cost?	더치 페이로 살까?
299	これ買おうかな…	買這個好了……	Should I buy this?	이걸 살까…
300	"今度のキャンプに
持ってけそうだな　それ"	"下次的露營
那個好像可以帶過去耶。"	"Looks like I can bring this camping
next time."	"그거, 이번 캠핑에
가져갈 수 있겠는데"
301	これもいいし　あれも捨てがたい…	這個也不壞，那個也很棒耶……	This is nice, but so is that...	이것도 좋고 저것도 좋고…
302	見てるだけでも楽しいよね	就算只是看看而已也很開心耶。	Browsing is fun too.	보기만 해도 재밌는걸
303	あき　これ買ってー	小明，買這個啦──	Aki, buy this!	아키, 이거 사주라~
304	自分で買えって！	自己買啦！	Buy it yourself!	직접 사라고!
305	"……　
あ　つい考え込んでたよ"	"……
啊，一不小心就陷入沉思了。"	"...
Oh! I was lost in thought there."	"……
아, 그만 생각에 잠겨버렸어"
306	悩むんも楽しいよなあ	傷腦筋的時候也很開心喔。	Choosing can be quite fun too!	고민하는 기도 재밌데이
307	ふっふっふ　買っちゃいましたよ	哼哼哼，我買下手了唷。	Hehehe... We bought it!	훗 훗 훗, 사고 말았답니다~
308	うんうん　いい買い物したな！	嗯嗯，買到很划算的東西了！	That was some productive shopping!	음 음, 제대로 잘 샀군!
309	買っちった	不小心就買下去了。	I bought it.	사버렸다
310	"お買い上げやねー
後で見せてな"	"買下去了耶──
等一下借我看看喔。"	"Show me what you bought later.
"	"잘 샀다 아이가~
나중에 보여도"
311	これに決めたぜ！	就決定是這個啦！	This is the one!	이걸로 정했다!
312	何買うたん？	買了什麼東西啊？	What did you buy?	뭐 샀나?
313	ええ買い物ができたわ	買到好東西了呢。	That was some great shopping.	쇼핑 한번 잘했데이~
314	よかったな	太好了呢。	That's great.	잘됐네
315	買っちゃったー	買下去了──	I bought it.	사버렸다~
316	"何買ったんだ？
見せてくれよ"	"妳買了什麼啊？
也給我看看啦。"	"What did you buy?
Show me!"	"뭐 샀어?
보여줘"
317	わぁー！　おめでとう！	哇──！恭喜妳！	Yay! Congrats!	와~! 축하해!
318	よっし	很好。	Alright.	좋아
319	おおー！　これは凄いぞ！！	喔喔──！這好厲害啊！！	Oooh! This is great!	오오~! 이거 굉장한데!!
320	やったやなぁ！　おめでとう！	太棒了太棒了！恭喜妳啊！	Amazing! Congratulations!	잘했데이! 축하한다 아이가!
321	やったー	太好了──	Yay!	신난다~
322	"ふむふむ…
お得がいっぱいなんだねぃ"	"這樣子啊……
有很多很划算的東西呢。"	"Hmm...
So many great deals."	"흠 흠…
혜택이 많구나"
323	入るといいことがあるのか	加入的話會有什麼好康的嗎。	Do I get benefits if I join?	가입하면 좋은 게 있나 본데
324	ふむふむ　なんか得みたいだな	嗯嗯，好像挺划算的喔。	Hmm, seems like a good deal.	흠 흠, 들어가는 게 이득인가 본데
325	会員になると　お得なんやね	加入會員就有很多好康的喔。	Membership brings a lot of benefits!	회원이 되면 좋은 일이 있다카네~
326	"入るとお得なことが…！？
何だろ？"	"參加的話就會有好康的……！？
會是什麼啊？"	"There are great benefits for joining?
Like what?"	"가입하면 혜택이…!?
어떤 걸까?"
327	わかってるね　奥さん！	太太妳真懂耶！	You have a good eye, Missus!	잘 아시네요~ 사모님!
328	お　ちゃんと入ってるんだな	哦，妳有乖乖地加入耶。	Oh, good choice.	오, 제대로 가입됐어
329	"入ったからには
どんどん遊ぶぞー！"	"都進來了
那就要盡情的玩啊──！"	"Now that you're a member,
it's time to go all out!"	"모처럼 들어왔으니
마음껏 즐겨 보자고~!"
330	ますます　がんばれそうやな	又能繼續加油了呢。	Now I can try even harder!	더 열심히 해야지 싶어진데이
331	"え　ちくわも会員になりたいの？
犬も入れるかな？"	"咦，竹輪你也想當會員嗎？
狗狗也能參加嗎？"	"Huh? You want to be a member, Chikuwa?
Can dogs join too?"	"어, 치쿠와도 회원이 되고 싶어?
강아지도 들어갈 수 있나?"
332	どれと交換しよう…	要換哪個呢……	What should we trade for...	뭐하고 교환할까…
333	何を交換しよう？	要交換什麼呢？	What to trade for?	뭘로 교환할까?
334	どれを交換するかなー…	要換哪個呢──……	What to trade for...	뭘로 교환해 볼까……
335	どれを交換したらええんやろ	換什麼比較好呢。	I wonder what should I trade for?	뭐랑 교환해야 될까?
336	何を交換しようかな？	要交換什麼好呢？	What should I trade for?	뭘로 교환해 볼까?
337	地球にやさしくリサイクル！	回收護地球！	Eco-friendly recycling!	지구를 위해 리사이클!
338	リサイクルしてみるか	來試著回收看看吧。	Let's try recycling them.	리사이클 해볼까
339	使わないものはリサイクルだ！	用不到的東西就拿去回收吧！	Whatever we don't need, we recycle!	안 쓰는 건 리사이클이지!
340	リサイクルしよか	來做回收吧。	Let's recycle these.	리사이클 하까
341	リサイクルしてみよう	來試著回收看看吧。	We should recycle these.	리사이클 해보자
342	"もうそんなにやったんだ
すごいね！"	"已經做了這麼多了啊
好厲害耶！"	"So much is already done!
Amazing!"	"벌써 이렇게나 했구나
굉장해!"
343	へえ　結構進んでるな	嘿～～進展了不少嘛。	It's going quite well.	오~ 꽤 많이 진행했네
344	"結構頑張ってるな
この調子でいくぞー"	"看來妳挺努力的嘛
就保持這個樣子下去吧──"	"You're working hard.
Keep it up!"	"꽤 열심히 하고 있네
앞으로도 이렇게 하자고~"
345	"そんなにやっとるなんて
すごいわぁ"	"已經做了這麼多了
好厲害喔。"	That's really amazing.	"벌써 이렇게나 했나!
대단하데이"
346	"結構進んだみたい
この調子で頑張ろうっと"	"進度發展得不錯嘛。
就保持這個步調繼續下去吧。"	"Looks like we made a lot of progress.
Let's keep it going."	"꽤 진행한 것 같아
이 상태로 힘내보자"
347	"アイテムがもらえるから
受けとろうー"	"好像可以拿到道具喔
來去領取吧──"	"You can get items here.
Let's get some too."	"아이템을 받을 수 있으니
수령해 보자~"
348	"あ　今日のアイテム
まだもらってないや"	"啊，今天的道具
好像還沒領喔。"	"Oh, I haven't received today's
item yet."	"아, 오늘의 아이템
아직 안 받았었네"
349	今日のアイテムが貰えるぞ	可以領今天的道具喔。	I'm going to get today's item.	오늘의 아이템을 받을 수 있어
350	今日のアイテム　受け取ってなー	來領今天的道具吧──	I got today's item!	오늘의 아이템이데이, 받아도~
351	今日のアイテムが貰えるみたい	好像可以領今天的道具耶。	Looks like I can get today's item.	오늘의 아이템을 받을 수 있대
352	フレンドは大事にするんじゃよ	要珍惜好友們喔。	Cherish your friends!	친구는 소중히 여겨야 한단다~
353	友達か…	朋友嗎……	Friends, huh...	친구라…
354	友達は大事にしねぇとな	得好好珍惜朋友才行呢。	You need to take care of your friends.	친구는 소중히 여겨야 하지
355	友達って　ええもんや	有朋友真的很棒喔。	It's good to have friends.	친구는 좋은 기다 아이가
356	友達って　いいものだよねえ	朋友真的是寶物呢。	Friends are so nice to have!	친구는 참 좋은 존재야~
357	"気の合うフレンドが
見つかるといいね"	"要是能碰到
意氣相投的好友就好了呢。"	"It'd be nice to find a friend
who's fun to hang out with."	"마음이 맞는 친구를
찾게 되면 좋겠네"
358	"友達とキャンプするのも
悪くないよな"	"跟朋友一起露營
也不錯呢。"	"Camping with friends doesn't
sound too bad."	"친구와 캠핑하는 것도
나쁘진 않지"
359	野クルに相応しい逸材は…と	配得上野活組的人才……在哪呢。	Someone worthy of the Outclub!	야클에 어울리는 인재는…
360	どんな人がおるんやろ	會有怎樣的人呢。	I wonder what kind of people are there?	어떤 사람이 있을까?
361	友達　たくさんできるといいな	希望可以交到很多朋友呢。	Having a lot of friends is so nice.	친구가 많이 생기면 좋겠어
362	おぉー！　いいね！	哦哦──！很棒耶！	Ooh! Nice!	오오~! 좋다!
363	いいじゃん	很不錯嘛。	Looks good.	좋은데
364	めっちゃいいじゃん！	這超棒的耶！	This is really good!	엄청 좋은데!
365	ええやん！	很棒啊！	Nice!	좋데이!
366	いいね！	讚耶！	Sounds great!	좋은데!
367	みんな　すごーい	大家都好厲害喔──	Everyone's awesome!	모두 굉장해~
368	みんな　がんばってるな	大家都很努力呢。	Everyone is working hard.	모두 열심히 하네
369	みんなすげーがんばってるなー	大家都超努力的呢──	Everyone's really working hard.	다들 되게 열심히 하는데~
370	みんな　すごいなぁ	大家都好厲害喔。	Everyone's amazing!	다들 대단하데이
371	みんな　すごいなー	大家都好厲害喔──	I'm impressed by everyone.	모두 굉장해~
372	一緒に　がんばろうね	一起加油吧。	Let's do our best together.	같이 힘내자
373	私たちも　やんないと	我們也不能落人後啊。	We should work hard too.	우리도 해야겠지
374	負けてられないな！	我也不能輸啊！	I won't fall behind!	질 수 없겠는걸!
375	私らも　がんばってこな	我們也要加油喔。	We have to keep it up too.	우리도 열심히 하재이
376	私たちもがんばらないと	我們也得加油呢。	We can't be overshadowed!	우리도 열심히 해야겠어
377	"いろんな道具があって
まよっちゃうな"	"有好多種道具呢
好猶豫耶。"	"There are a lot of tools to choose
from. It's hard to decide."	"도구가 많아서
고민이 되네"
378	どのギアにするか　迷う…	好猶豫要用哪個用品喔……	Which gear should we choose?	어떤 기어로 할지 고민돼…
379	"いろんなのがあって
迷っちまうなぁ…"	"有好多種東西呢
好猶豫耶……"	"There are a lot to choose
from. It's hard to decide."	"여러 가지가 있어서
고민 돼…"
380	"便利なもんが
いろいろあるんやね"	"有好多
很方便的東西耶。"	There are so many useful things.	"편리한 물건들이
여러 가지 있데이"
381	"わ　たくさんある…
どれにしようかな"	"哇，有好多喔……
要選哪個好呢。"	"Wow, there are so many...
What should I do?"	"와, 진짜 많다…
어떤 걸로 할까?"
382	これ　使ってみよう！	來試著用用看這個吧！	Let's try this one!	이거 써보자!
383	"次のキャンプで
使えそうだな"	"下次的露營
好像用得到耶。"	"Seems useful for the next
camping trip."	"다음 캠핑에서
쓸 수 있겠는데"
384	"よし　次のキャンプで
使ってみようぜ！"	"好，在下次的露營
來用用看吧！"	"Alright, I'll use this on the
next camping trip!"	"좋아, 다음 캠핑 때
써보자고!"
385	使い方　チェックしとかな	要記得看看使用方法喔。	I have to check how to use this.	사용 방법 체크해보까
386	"これでもっとキャンプを
楽しめるようになるよ"	"這樣子就更能
體驗到露營的樂趣了喔。"	"With this, we can enjoy camping
even more!"	"이걸로 캠핑을 더욱
재밌게 즐길 수 있겠어"
387	どんな料理にしようかな？	要做什麼料理呢？	What should we cook?	어떤 요리를 해볼까?
388	うーん　何作るか…	嗯──要做什麼呢……	Hmm, what to make...	으음… 뭘 만들까…
389	さて　今日は何をつくるかな	好啦，今天要做什麼好呢。	What should I make today?	그럼 오늘은 뭘 만들어 볼까
390	"どれも
作り甲斐がありそうやわぁ"	"每一個都
很值得作作看呢。"	They all seem to be worth making.	"하나같이
만들 맛이 날 기 같네~"
391	今日のメニューは…	今天的菜色是……	Today's menu is...	오늘의 메뉴는…
392	"よーし！
がんばって　つくるぞー！"	"好──！
要來努力做了喔──！"	"Okay!
I'm going to do my best to make it!"	"좋아!
열심히 만들어 보자~!"
393	今日はこれで決まり	今天來做這個吧。	I've decide on this for today.	오늘은 이걸로 결정
394	これは間違いなく美味いやつだな！	這絕對會超好吃的吧！	This'll undoubtedly be delicious!	이건 무조건 맛있을 거야!
395	今日はこれを作るでー	今天來作這個吧──	I'll make this one today.	오늘은 이걸 만든데이~
396	"うん　我ながら
いいチョイスだと思うな"	"嗯，我自己也覺得
這選得很好喔。"	"Mhm.
Seems like a good choice."	"음, 내가 했지만
참 괜찮은 선택인걸"
397	どの道具も　素敵だねい	每個工具都很棒呢。	All these tools are wonderful!	도구들이 하나같이 다 멋지네~
398	"ギアのメンテ
忘れないようにしないと"	"可不能忘記
要維護用品才行呢。"	"Don't forget to take care
of the gear."	"기어 점검
잊지 말고 해야 돼"
399	メンテナンスはちゃんとしないとな	得仔細維護器材才行呢。	Make sure you maintain your gear.	정비는 제대로 해야지
400	ギアをきれいにしとこー	來清理一下用品吧──	I have to take care of my gear.	기어를 깨끗하게 해둬야제~
401	"ギアのメンテナンスも
忘れないようにしなくちゃ"	"用品也得記得
維護才行呢。"	"Can't forget to take care of
my gear."	"기어 점검도
잊지 말고 해야 하지"
402	これに決めた！	就決定是這個了！	This is the one!	이걸로 정했어!
403	よし　綺麗にしてやろう	好，來好好清潔一下吧。	Okay, let's clean these up.	좋아, 깨끗하게 만들어 주지
404	ちゃんと綺麗にしてやるからな	我會好好清潔的喔。	I'll keep them neat and clean!	아주 깨끗하게 만들어 주마~
405	ぴっかぴかにしておかんとな	要把它們擦到亮晶晶的喔。	All sparkly clean!	반짝반짝하게 해둬야제
406	"よしよし　綺麗にしてあげよう
ちくわ　洗ってるみたいだなー"	"很好很好，那就來清理一下吧。
看來竹輪也在洗呢──"	"Okay, let's make these as clean as
Chikuwa."	"착하지~ 깨끗하게 만들어줄게
치쿠와를 씻겨주는 느낌이야~"
407	"たしか　このあたりで
待ち合わせだったよね？"	"たしか　このあたりで
待ち合わせだったよね？"	"たしか　このあたりで
待ち合わせだったよね？"	"たしか　このあたりで
待ち合わせだったよね？"
408	"待ち合わせ場所
ここで合ってるかな"	"待ち合わせ場所
ここで合ってるかな"	"待ち合わせ場所
ここで合ってるかな"	"待ち合わせ場所
ここで合ってるかな"
409	"待ち合わせ場所は…
この辺りだったよな"	"待ち合わせ場所は…
この辺りだったよな"	"待ち合わせ場所は…
この辺りだったよな"	"待ち合わせ場所は…
この辺りだったよな"
410	"このあたりで
待ち合わせしとるはずやけど…"	"このあたりで
待ち合わせしとるはずやけど…"	"このあたりで
待ち合わせしとるはずやけど…"	"このあたりで
待ち合わせしとるはずやけど…"
411	"待ち合わせ場所って
ここでいいのかな？"	"待ち合わせ場所って
ここでいいのかな？"	"待ち合わせ場所って
ここでいいのかな？"	"待ち合わせ場所って
ここでいいのかな？"
412	ここで合ってるかなあ	ここで合ってるかなあ	ここで合ってるかなあ	ここで合ってるかなあ
413	"…あれ？　待ち合わせ場所
どこだ？"	"…あれ？　待ち合わせ場所
どこだ？"	"…あれ？　待ち合わせ場所
どこだ？"	"…あれ？　待ち合わせ場所
どこだ？"
414	"あれ　もしかして待ち合わせ場所
間違えてたか…？"	"あれ　もしかして待ち合わせ場所
間違えてたか…？"	"あれ　もしかして待ち合わせ場所
間違えてたか…？"	"あれ　もしかして待ち合わせ場所
間違えてたか…？"
415	みんな　まだ来てないんかな？	みんな　まだ来てないんかな？	みんな　まだ来てないんかな？	みんな　まだ来てないんかな？
416	"あれ？
どこで待ち合わせだっけ？"	"あれ？
どこで待ち合わせだっけ？"	"あれ？
どこで待ち合わせだっけ？"	"あれ？
どこで待ち合わせだっけ？"
417	リンちゃん　遅れてごめーん！	リンちゃん　遅れてごめーん！	リンちゃん　遅れてごめーん！	リンちゃん　遅れてごめーん！
418	大丈夫だよ	大丈夫だよ	大丈夫だよ	大丈夫だよ
419	"なでしこ　ごめん
遅れた"	"なでしこ　ごめん
遅れた"	"なでしこ　ごめん
遅れた"	"なでしこ　ごめん
遅れた"
420	"大丈夫
私もさっき来たところだよー"	"大丈夫
私もさっき来たところだよー"	"大丈夫
私もさっき来たところだよー"	"大丈夫
私もさっき来たところだよー"
421	遅れちゃってごめんな　リン	遅れちゃってごめんな　リン	遅れちゃってごめんな　リン	遅れちゃってごめんな　リン
422	まあ　別にいいけど	まあ　別にいいけど	まあ　別にいいけど	まあ　別にいいけど
423	なでしこちゃん　待たせたなぁ	なでしこちゃん　待たせたなぁ	なでしこちゃん　待たせたなぁ	なでしこちゃん　待たせたなぁ
424	大丈夫だよー	大丈夫だよー	大丈夫だよー	大丈夫だよー
425	遅れてごめん　リン	遅れてごめん　リン	遅れてごめん　リン	遅れてごめん　リン
426	"しゃーねえなあ…
許してやる"	"しゃーねえなあ…
許してやる"	"しゃーねえなあ…
許してやる"	"しゃーねえなあ…
許してやる"
427	あきちゃん　遅れてごめーん！	あきちゃん　遅れてごめーん！	あきちゃん　遅れてごめーん！	あきちゃん　遅れてごめーん！
428	おう　気にすんなって！	おう　気にすんなって！	おう　気にすんなって！	おう　気にすんなって！
429	"千明　ごめん
遅くなって"	"千明　ごめん
遅くなって"	"千明　ごめん
遅くなって"	"千明　ごめん
遅くなって"
430	ま　いいってことよ	ま　いいってことよ	ま　いいってことよ	ま　いいってことよ
431	"なでしこ　すまん！
遅れちまった！"	"なでしこ　すまん！
遅れちまった！"	"なでしこ　すまん！
遅れちまった！"	"なでしこ　すまん！
遅れちまった！"
432	ううん　気にしないでー	ううん　気にしないでー	ううん　気にしないでー	ううん　気にしないでー
433	リンちゃん　待たせたなぁ	リンちゃん　待たせたなぁ	リンちゃん　待たせたなぁ	リンちゃん　待たせたなぁ
434	平気だよ	平気だよ	平気だよ	平気だよ
435	あきちゃん　遅れてごめんね	あきちゃん　遅れてごめんね	あきちゃん　遅れてごめんね	あきちゃん　遅れてごめんね
436	"気にすんなって！
んじゃ行くか"	"気にすんなって！
んじゃ行くか"	"気にすんなって！
んじゃ行くか"	"気にすんなって！
んじゃ行くか"
437	あおいちゃん　遅れてごめーん！	あおいちゃん　遅れてごめーん！	あおいちゃん　遅れてごめーん！	あおいちゃん　遅れてごめーん！
438	"待っとる間に　面白い話
思い出したんよ　あのな…"	"待っとる間に　面白い話
思い出したんよ　あのな…"	"待っとる間に　面白い話
思い出したんよ　あのな…"	"待っとる間に　面白い話
思い出したんよ　あのな…"
439	"遅くなってごめん
あおい"	"遅くなってごめん
あおい"	"遅くなってごめん
あおい"	"遅くなってごめん
あおい"
440	気にせんでええよー	気にせんでええよー	気にせんでええよー	気にせんでええよー
441	遅れて悪かった　イヌ子！	遅れて悪かった　イヌ子！	遅れて悪かった　イヌ子！	遅れて悪かった　イヌ子！
442	貸し一つやで～	貸し一つやで～	貸し一つやで～	貸し一つやで～
443	あき　待たせたなぁ	あき　待たせたなぁ	あき　待たせたなぁ	あき　待たせたなぁ
444	いいってことよ…アイスおごりな	いいってことよ…アイスおごりな	いいってことよ…アイスおごりな	いいってことよ…アイスおごりな
445	"遅くなっちゃった…
ごめんね　あおいちゃん"	"遅くなっちゃった…
ごめんね　あおいちゃん"	"遅くなっちゃった…
ごめんね　あおいちゃん"	"遅くなっちゃった…
ごめんね　あおいちゃん"
446	大丈夫やでー	大丈夫やでー	大丈夫やでー	大丈夫やでー
447	恵那ちゃん　遅れてごめーん！	恵那ちゃん　遅れてごめーん！	恵那ちゃん　遅れてごめーん！	恵那ちゃん　遅れてごめーん！
448	私もいま来たとこだよー	私もいま来たとこだよー	私もいま来たとこだよー	私もいま来たとこだよー
449	"斉藤　すまん
ちょっと遅れた"	"斉藤　すまん
ちょっと遅れた"	"斉藤　すまん
ちょっと遅れた"	"斉藤　すまん
ちょっと遅れた"
450	"のんびりしてたから
時間過ぎてたの気づかなかったや"	"のんびりしてたから
時間過ぎてたの気づかなかったや"	"のんびりしてたから
時間過ぎてたの気づかなかったや"	"のんびりしてたから
時間過ぎてたの気づかなかったや"
451	ごめんな恵那　遅れちまって！	ごめんな恵那　遅れちまって！	ごめんな恵那　遅れちまって！	ごめんな恵那　遅れちまって！
452	恵那ちゃん　待たせたなぁ	恵那ちゃん　待たせたなぁ	恵那ちゃん　待たせたなぁ	恵那ちゃん　待たせたなぁ
453	いいよいいよー	いいよいいよー	いいよいいよー	いいよいいよー
454	"なでしこちゃん　おまたせ
遅れてごめんね"	"なでしこちゃん　おまたせ
遅れてごめんね"	"なでしこちゃん　おまたせ
遅れてごめんね"	"なでしこちゃん　おまたせ
遅れてごめんね"
455	ううん　大丈夫！	ううん　大丈夫！	ううん　大丈夫！	ううん　大丈夫！
456	"あきちゃん　あおいちゃん
遅れてごめんね…！"	"あきちゃん　あおいちゃん
遅れてごめんね…！"	"あきちゃん　あおいちゃん
遅れてごめんね…！"	"あきちゃん　あおいちゃん
遅れてごめんね…！"
457	"おっ　来た来た
謝らなくていいぞ"	"おっ　来た来た
謝らなくていいぞ"	"おっ　来た来た
謝らなくていいぞ"	"おっ　来た来た
謝らなくていいぞ"
458	まったり行こなー	まったり行こなー	まったり行こなー	まったり行こなー
459	"二人とも　ごめん
遅れた…"	"二人とも　ごめん
遅れた…"	"二人とも　ごめん
遅れた…"	"二人とも　ごめん
遅れた…"
460	お　ちょうどお前の話してたんだよ	お　ちょうどお前の話してたんだよ	お　ちょうどお前の話してたんだよ	お　ちょうどお前の話してたんだよ
