id	group_id	level	relationship	satisfaction	comfortableness	warmth	healing	hotness	coldness	sporty	relaxing	playing	cooking	camp_skill_level_slot1	camp_skill_level_slot2	camp_support_effect_level_slot1	camp_support_effect_level_slot2	camp_support_effect_level_slot3	camp_support_effect_level_slot4	camp_support_effect_level_slot5
105221	1052	21	4	4	4	4	4							1						
105222	1052	22	4	4	4	4	5							1						
105223	1052	23	4	4	4	5	5							1						
105224	1052	24	4	4	5	5	5							1						
105225	1052	25	4	5	5	5	5							1						
105226	1052	26	5	5	5	5	5							1						
105227	1052	27	5	5	5	5	6							1						
105228	1052	28	5	5	5	6	6							1						
105229	1052	29	5	5	6	6	6							1						
105230	1052	30	5	6	6	6	6							2						
105231	1052	31	6	6	6	6	6							2						
105232	1052	32	6	6	6	6	7							2						
105233	1052	33	6	6	6	7	7							2						
105234	1052	34	6	6	7	7	7							2						
105235	1052	35	6	7	7	7	7							2	2					
105236	1052	36	7	7	7	7	7							2	2					
105237	1052	37	7	7	7	7	8							2	2					
105238	1052	38	7	7	7	8	8							2	2					
105239	1052	39	7	7	8	8	8							2	2					
105240	1052	40	7	8	8	8	8							3	2					
105241	1052	41	8	8	8	8	8							3	2					
105242	1052	42	8	8	8	8	9							3	2					
105243	1052	43	8	8	8	9	9							3	2					
105244	1052	44	8	8	9	9	9							3	2					
105245	1052	45	8	9	9	9	9							3	3					
105246	1052	46	9	9	9	9	9							3	3					
105247	1052	47	9	9	9	9	10							3	3					
105248	1052	48	9	9	9	10	10							3	3					
105249	1052	49	9	9	10	10	10							3	3					
105250	1052	50	9	10	10	10	10							4	3					
105301	1053	1												1						
105302	1053	2					1							1						
105303	1053	3				1	1							1						
105304	1053	4			1	1	1							1						
105305	1053	5		1	1	1	1							1						
105306	1053	6	1	1	1	1	1							1						
105307	1053	7	1	1	1	1	2							1						
105308	1053	8	1	1	1	2	2							1						
105309	1053	9	1	1	2	2	2							1						
105310	1053	10	1	2	2	2	2							1						
105311	1053	11	2	2	2	2	2							1						
105312	1053	12	2	2	2	2	3							1						
105313	1053	13	2	2	2	3	3							1						
105314	1053	14	2	2	3	3	3							1						
105315	1053	15	2	3	3	3	3							1						
105316	1053	16	3	3	3	3	3							1						
105317	1053	17	3	3	3	3	4							1						
105318	1053	18	3	3	3	4	4							1						
105319	1053	19	3	3	4	4	4							1						
105320	1053	20	3	4	4	4	4							2						
105321	1053	21	4	4	4	4	4							2						
105322	1053	22	4	4	4	4	5							2						
105323	1053	23	4	4	4	5	5							2						
105324	1053	24	4	4	5	5	5							2						
105325	1053	25	4	5	5	5	5							2						
105326	1053	26	5	5	5	5	5							2						
105327	1053	27	5	5	5	5	6							2						
105328	1053	28	5	5	5	6	6							2						
105329	1053	29	5	5	6	6	6							2						
105330	1053	30	5	6	6	6	6							2						
105331	1053	31	6	6	6	6	6							2						
105332	1053	32	6	6	6	6	7							2						
105333	1053	33	6	6	6	7	7							2						
105334	1053	34	6	6	7	7	7							2						
105335	1053	35	6	7	7	7	7							2						
105336	1053	36	7	7	7	7	7							2						
105337	1053	37	7	7	7	7	8							2						
105338	1053	38	7	7	7	8	8							2						
105339	1053	39	7	7	8	8	8							2						
105340	1053	40	7	8	8	8	8							3						
105341	1053	41	8	8	8	8	8							3						
105342	1053	42	8	8	8	8	9							3						
105343	1053	43	8	8	8	9	9							3						
105344	1053	44	8	8	9	9	9							3						
105345	1053	45	8	9	9	9	9							3	3					
105346	1053	46	9	9	9	9	9							3	3					
105347	1053	47	9	9	9	9	10							3	3					
105348	1053	48	9	9	9	10	10							3	3					
105349	1053	49	9	9	10	10	10							3	3					
105350	1053	50	9	10	10	10	10							4	3					
105351	1053	51	10	10	10	10	10							4	3					
105352	1053	52	10	10	10	10	11							4	3					
105353	1053	53	10	10	10	11	11							4	3					
105354	1053	54	10	10	11	11	11							4	3					
105355	1053	55	10	11	11	11	11							4	4					
105356	1053	56	11	11	11	11	11							4	4					
105357	1053	57	11	11	11	11	12							4	4					
105358	1053	58	11	11	11	12	12							4	4					
105359	1053	59	11	11	12	12	12							4	4					
105360	1053	60	11	12	12	12	12							5	4					
200101	2001	1												1		1				
200102	2001	2												1		1	1			
200103	2001	3												1		2	1			
200104	2001	4												1		2	2			
200105	2001	5												2		2	2	1		
200106	2001	6												2		2	2	1	1	
200107	2001	7												2		2	2	2	1	
200108	2001	8												2		2	3	2	1	
200109	2001	9												2		2	3	2	2	
200110	2001	10												3		3	3	2	2	
200201	2002	1												1		2				
200202	2002	2												1		2	2			
200203	2002	3												1		3	2			
200204	2002	4												1		3	3			
200205	2002	5												2		3	3			
200206	2002	6												2		3	3	2		
200207	2002	7												2		4	3	2		
200208	2002	8												2		4	4	2		
200209	2002	9												2		4	4	3		
200210	2002	10												3		4	4	3		
200211	2002	11												3		4	4	3	3	
200212	2002	12												3		4	4	3	3	3
200213	2002	13												3		4	4	4	3	3
200214	2002	14												3		4	5	4	3	3
200215	2002	15												4		5	5	4	3	3
200301	2003	1												1		3				
200302	2003	2												1		3	3			
200303	2003	3												1		4	3			
200304	2003	4												1		4	4			
200305	2003	5												2		4	4			
200306	2003	6												2		4	4	3		
200307	2003	7												2		5	4	3		
200308	2003	8												2		5	5	3		
200309	2003	9												2		5	5	4		
200310	2003	10												3		5	5	4		
200311	2003	11												3		5	5	4	3	
200312	2003	12												3		6	5	4	3	
200313	2003	13												3		6	6	4	3	
200314	2003	14												3		6	6	5	3	
200315	2003	15												4		6	6	5	4	
200316	2003	16												4		6	6	5	4	5
200317	2003	17												4		6	6	5	5	5
200318	2003	18												4		6	6	6	5	5
200319	2003	19												4		6	7	6	5	5
200320	2003	20												5		7	7	6	5	5
999901	9999	1																		
999902	9999	2																		
999903	9999	3																		
999904	9999	4																		
999905	9999	5																		
999906	9999	6																		
999907	9999	7																		
999908	9999	8																		
999909	9999	9																		
999910	9999	10																		
999911	9999	11																		
999912	9999	12																		
999913	9999	13																		
999914	9999	14																		
999915	9999	15																		
999916	9999	16																		
999917	9999	17																		
999918	9999	18																		
999919	9999	19																		
999920	9999	20																		
999921	9999	21																		
999922	9999	22																		
999923	9999	23																		
999924	9999	24																		
999925	9999	25																		
999926	9999	26																		
999927	9999	27																		
999928	9999	28																		
999929	9999	29																		
999930	9999	30																		
999931	9999	31																		
999932	9999	32																		
999933	9999	33																		
999934	9999	34																		
999935	9999	35																		
999936	9999	36																		
999937	9999	37																		
999938	9999	38																		
999939	9999	39																		
999940	9999	40																		
999941	9999	41																		
999942	9999	42																		
999943	9999	43																		
999944	9999	44																		
999945	9999	45																		
999946	9999	46																		
999947	9999	47																		
999948	9999	48																		
999949	9999	49																		
999950	9999	50																		
999951	9999	51																		
999952	9999	52																		
999953	9999	53																		
999954	9999	54																		
999955	9999	55																		
999956	9999	56																		
999957	9999	57																		
999958	9999	58																		
999959	9999	59																		
999960	9999	60																		
999961	9999	61																		
999962	9999	62																		
999963	9999	63																		
999964	9999	64																		
999965	9999	65																		
999966	9999	66																		
999967	9999	67																		
999968	9999	68																		
999969	9999	69																		
999970	9999	70																		
999971	9999	71																		
999972	9999	72																		
999973	9999	73																		
999974	9999	74																		
999975	9999	75																		
999976	9999	76																		
999977	9999	77																		
999978	9999	78																		
999979	9999	79																		
999980	9999	80																		
999981	9999	81																		
999982	9999	82																		
999983	9999	83																		
999984	9999	84																		
999985	9999	85																		
999986	9999	86																		
999987	9999	87																		
999988	9999	88																		
999989	9999	89																		
999990	9999	90																		
999991	9999	91																		
999992	9999	92																		
999993	9999	93																		
999994	9999	94																		
999995	9999	95																		
999996	9999	96																		
999997	9999	97																		
999998	9999	98																		
999999	9999	99																		
