id	key	value	type	priority	open_date	close_date	open_time	close_time
24124	header_vip_item_shopid_member_24	400122	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24125	header_vip_item_shopid_member_25	400123	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24126	header_vip_item_shopid_member_26	400124	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24127	header_vip_item_shopid_member_27	400125	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24128	header_vip_item_shopid_member_28	400126	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24129	header_vip_item_shopid_member_29	400127	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24130	header_vip_item_shopid_member_30	400128	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24131	header_vip_item_shopid_member_32	400129	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24132	header_vip_item_shopid_member_33	400130	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24133	header_vip_item_shopid_member_34	400131	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24134	header_vip_item_shopid_member_15	400114	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24135	header_vip_item_shopid_member_35	400132	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24136	header_vip_item_shopid_member_36	400133	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24137	header_vip_item_shopid_member_37	400134	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24138	header_vip_item_shopid_member_38	400135	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24139	header_vip_item_shopid_member_39	400136	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24140	header_vip_item_shopid_member_40	400137	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24141	header_vip_item_shopid_member_41	400138	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24200	vip_continue_dialg_reward_count	3	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
25002	bbs_post_limit	1000	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
25003	bbs_post_interval	0	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
25004	bbs_report_interval	10	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
25005	bbs_topic_daily_create_limit	10	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
25006	bbs_is_open	false	1	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
25007	bbs_topic_expire_after_last_post	10	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
25008	bbs_topic_expire_after_create	90	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
25009	bbs_trend_multiplier_an_hour	20	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
25010	bbs_trend_multiplier_six_hours	15	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
25011	bbs_trend_multiplier_twelve_hours	10	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
25012	bbs_trend_multiplier_a_day	5	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26001	work_additional_budget_1	20	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26002	work_additional_budget_2	40	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26003	work_additional_budget_3	60	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26004	work_aptitude_rarity	15	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26005	work_aptitude_level	15	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26006	work_aptitude_condition	60	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26007	work_aptitude_member	15	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26008	work_aptitude_target_level_1	20	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26009	work_aptitude_target_level_2	25	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26010	work_aptitude_target_level_3	30	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26011	work_aptitude_target_level_4	55	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26012	work_aptitude_target_level_5	70	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26013	work_additional_budget_limit	100	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26014	work_center_member_enhance	1.1	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26018	work_card_exp_1	20	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26019	work_card_exp_2	50	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26020	work_card_exp_3	100	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26021	work_dear_point_1	5	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26022	work_dear_point_2	8	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26023	work_dear_point_3	10	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26024	work_mvp_dear_point_enhance	1.5	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26025	work_exp_a	0.8	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26026	work_exp_b	0.2	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26027	work_exp_c	30	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26028	work_card_exp_a	0.8	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26029	work_card_exp_b	0.6	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26030	work_card_exp_c	60	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26031	work_dear_point_a	0.6	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26032	work_dear_point_b	0.1	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26033	work_dear_point_c	30	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
26115	work_exp_1	20	2	1	2021-02-28 11:00:00	2100-12-31 00:00:00		
26116	work_exp_2	50	2	1	2021-02-28 11:00:00	2100-12-31 00:00:00		
26117	work_exp_3	100	2	1	2021-02-28 11:00:00	2100-12-31 00:00:00		
27001	gacha_home_member_picture_reward_rate	13.3	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
28002	oshimen_change_max_limit	2	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29001	unit_skill_max_active_skill_level	15	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29002	unit_skill_add_active_skill_a	1	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29003	unit_skill_add_active_skill_b	8	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29004	unit_skill_add_active_skill_exp_r1	100	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29005	unit_skill_add_active_skill_exp_r2	150	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29006	unit_skill_add_active_skill_exp_r3	300	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29007	unit_skill_add_active_skill_exp_r4	600	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29008	unit_skill_add_active_skill_exp_r5	1000	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29009	unit_skill_use_leaf_a	1	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29010	unit_skill_use_leaf_b	0	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29011	unit_skill_use_leaf_c	0	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29012	unit_skill_use_leaf_d	1	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29013	unit_skill_use_leaf_base_r1	250	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29014	unit_skill_use_leaf_base_r2	400	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29015	unit_skill_use_leaf_base_r3	600	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29016	unit_skill_use_leaf_base_r4	900	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29017	unit_skill_use_leaf_base_r5	1800	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29018	user_max_unitskill	9999	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29019	card_special_slot_max_default	3	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29020	card_special_slot_max_special_member	0	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29021	card_special_slot_max_gold_member	2	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29022	card_special_slot_max_add	3	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29023	card_special_slot_add_price	50	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29024	card_special_slot_voice_r1	1	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29025	card_special_slot_voice_r2	2	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29026	card_special_slot_voice_r3	2	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29027	card_special_slot_voice_r4	5	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29028	card_special_slot_voice_r5	5	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29029	card_special_slot_max_empty_voice	2	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29030	card_special_slot_max_empty_picture	3	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29031	card_special_slot_add_empty_voice_a	0.5	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29032	card_special_slot_add_empty_voice_b	0.5	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29033	card_special_slot_add_empty_picture_a	1	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29034	card_special_slot_add_empty_picture_b	1	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29035	card_special_slot_lot_passive_price	25	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29036	user_max_special_ap	3	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29037	user_recovery_sec_special_ap	1200	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29038	coupon_detail_url	https://www.lawson.co.jp/sp/service/regichoku/	4	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29039	reward_random_icon	30200000	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29040	unspecified_quest_id_type_SL	17	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29041	splesson_top_gacha_banner	1100029060	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29042	special_lesson_continue_additional_time	30	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29043	unit_skill_add_active_skill_exp_r6	2000	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29044	unit_skill_use_leaf_base_r6	3000	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29045	card_special_slot_voice_r6	5	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29100	gacha_pickup_card_change_enable	true	1	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29110	gacha_pickup_card_change_duration_hf	0.4	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29112	gacha_pickup_card_change_start_wait	0.2	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29114	gacha_pickup_card_change_comp_wait	0.8	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29120	gacha_pickup_card_voice_play_wait	0.5	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29130	app_patch_version_check	true	1	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29500	gacha_ticket_lump_valid	true	1	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
29510	past_campaign_open_period	30	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
30001	map_scroll_quest_3031	1	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
30002	map_scroll_quest_3034	1	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
30003	map_scroll_quest_3041	2	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
30004	map_scroll_quest_3043	2	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
30005	map_scroll_quest_3046	2	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
30006	map_scroll_quest_3048	2	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
30007	map_scroll_quest_3050	2	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
30008	map_scroll_quest_3052	1	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
30009	map_scroll_quest_3053	1	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
31000	guerrilla_live_count_per_day	4	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
31001	guerrilla_live_time_1	08:00	4	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
31002	guerrilla_live_time_2	12:00	4	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
31003	guerrilla_live_time_3	19:00	4	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
31004	guerrilla_live_time_4	23:00	4	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
32000	invitation_is_open	true	1	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
33001	revival_feature_play_per_day	10	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
33002	revival_feature_reset_price	20	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
33003	enable_revival_unread_story	true	1	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
34001	enable_download_size_notice	true	1	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
34002	enable_home_bgm_button	true	1	1	2019-02-27 00:00:00	2100-12-31 00:00:00		
34003	sort_filter_max_rarity	5	2	100	2016-11-16 00:00:00	2100-12-31 00:00:00		
34004	sort_filter_max_rarity	6	2	1	2100-01-01 00:00:00	2100-12-31 00:00:00		
35001	mycollection_page_change_interval	3	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
37001	max_card_rarity	5	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
37002	card_max_rarity	5	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
38001	team_battle_hide_score_time	0	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
38101	fortuneresult_bgmid	BGM2087	4	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
39001	home_ayumi_story_icon	true	1	1	2020-04-24 17:00:00	2100-12-31 23:59:00		
39101	gacha_list_show_alert_time	24	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
39201	ygp_close_datetime	2020-04-23 06:00:00	4	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
39211	ygp_close_message	"Yahoo!ゲームプレーヤー版は
サービスを終了しました。
サービス終了に伴う有償ダイヤの
返金対応につきましては、下記ボタンより
必要事項を記入の上ご連絡ください。"	4	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
39221	record_ranking_lock_date	2023-06-22	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100001	collection_page_release_cost_1	5	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
100002	collection_page_release_cost_2	25	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
100003	collection_page_release_cost_3	50	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
100004	collection_page_release_cost_4	75	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
100005	collection_page_release_cost_5	100	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
100006	tutorial_stage_id_1	101101	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
100007	tutorial_stage_id_2	101102	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
100008	init_card_id_1	10101	2	2	2020-05-01 00:00:00	2100-12-31 00:00:00		
100009	init_card_id_2	10102	2	2	2020-05-01 00:00:00	2100-12-31 00:00:00		
100010	init_card_id_3	10003	2	2	2020-05-01 00:00:00	2100-12-31 00:00:00		
100011	init_card_id_4	10004	2	2	2020-05-01 00:00:00	2100-12-31 00:00:00		
100012	init_card_id_5	10005	2	2	2020-05-01 00:00:00	2100-12-31 00:00:00		
100013	init_unit_card_id_1	10101	2	2	2020-05-01 00:00:00	2100-12-31 00:00:00		
100014	init_unit_card_id_2	10102	2	2	2020-05-01 00:00:00	2100-12-31 00:00:00		
100015	init_unit_card_id_3	10003	2	2	2020-05-01 00:00:00	2100-12-31 00:00:00		
100016	init_unit_card_id_4	10004	2	2	2020-05-01 00:00:00	2100-12-31 00:00:00		
100017	init_unit_card_id_5	10005	2	2	2020-05-01 00:00:00	2100-12-31 00:00:00		
100028	puzzle_clear_bonus_active_skill_1	80000001	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100029	puzzle_clear_bonus_active_skill_2	80000002	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100030	hiCheese_weightTime_success	8	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100031	hiCheese_weightTime_failure	17	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100032	hiCheese_result_bg_resource_id	10199001	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100033	new_voice_add_exp_r1	30	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100034	new_voice_add_exp_r2	60	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100035	new_voice_add_exp_r3	120	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100036	new_voice_add_exp_r4	240	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100037	new_voice_add_exp_r5	240	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100038	new_voice_add_exp_r6	240	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100039	limitbreak_add_exp_r1	10	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100040	limitbreak_add_exp_r2	35	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100041	limitbreak_add_exp_r3	40	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100042	limitbreak_add_exp_r4	40	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100043	limitbreak_add_exp_r5	40	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100044	limitbreak_add_exp_r6	40	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100045	member_top_image_ichika	23100000	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100046	member_top_image_nino	23100001	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100047	member_top_image_miku	23100002	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100048	member_top_image_yotsuba	23100003	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100049	member_top_image_itsuki	23100004	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100050	sub_card_exp_rate	0.2	3	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100051	mileage_rate	0.5	3	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100052	max_limitbreak_rank	100	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100053	member_edit_radar_unit_max	100000	3	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100054	member_edit_radar_character_max	60000	3	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100055	profile_default_picture	10199997	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100101	story_read_scenario_exp	300	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100102	story_read_movie_exp	300	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100103	story_read_chat_exp	300	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100104	story_read_voice_message_exp	300	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100105	story_read_exp_awakening_multiplier	1	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100106	work_mvp_dear_point_enhance	1.5	3	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100107	new_picture_add_exp_r1	10	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100108	new_picture_add_exp_r2	35	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100109	new_picture_add_exp_r3	40	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100110	new_picture_add_exp_r4	40	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100111	new_picture_add_exp_r5	40	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100112	new_picture_add_exp_r6	40	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100113	hiCheese_voiceCharacterNum_1	2	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100114	hiCheese_voiceCharacterNum_2	5	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100115	hiCheese_voiceCharacterNum_3	1	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100116	hiCheese_voiceCharacterNum_4	4	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100117	hiCheese_voiceCharacterNum_5	1	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100118	hiCheese_voiceInterval_1	2.5	3	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100119	hiCheese_voiceInterval_2	2.5	3	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100120	hiCheese_voiceInterval_3	2	3	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100121	hiCheese_voiceInterval_4	2.5	3	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100122	hiCheese_voiceInterval_5	3.5	3	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100123	work_mvp_card_exp_enhance	1.5	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
100124	appointment_default_member_message_1	"「そろそろ時間だね！
私、先行ってるね！」"	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100125	appointment_default_member_message_2	「お兄ちゃん…まだぁ」	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100126	appointment_default_member_message_3	"「先に待ち合わせ場所に
行ってるね！」"	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100127	work_additional_budget_enhance	0.5	3	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100128	home_notifcation_isCheck_unlockCondition	0	1	1	2020-05-01 00:00:00	2100-12-31 00:00:00		
100129	home_appearVice_01	V001_3048	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00	21600	35999
100130	home_appearVice_01	V001_3049	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00	43200	61199
100131	home_appearVice_01	V001_3050	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00	64800	86399
100132	home_appearVice_01	V001_3052	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100133	home_appearVice_01	V001_3056	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100134	home_appearVice_02	V002_3048	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00	21600	35999
100135	home_appearVice_02	V002_3049	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00	43200	61199
100136	home_appearVice_02	V002_3050	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00	64800	86399
100137	home_appearVice_02	V002_3053	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100138	home_appearVice_02	V002_3054	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100139	home_appearVice_03	V003_3048	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00	21600	35999
100140	home_appearVice_03	V003_3049	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00	43200	61199
100141	home_appearVice_03	V003_3050	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00	64800	86399
100142	home_appearVice_03	V003_3052	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100143	home_appearVice_03	V003_3036	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100144	home_appearVice_04	V004_3048	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00	21600	35999
100145	home_appearVice_04	V004_3049	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00	43200	61199
100146	home_appearVice_04	V004_3050	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00	64800	86399
100147	home_appearVice_04	V004_3054	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100148	home_appearVice_04	V004_3055	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100149	home_appearVice_05	V005_3048	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00	21600	35999
100150	home_appearVice_05	V005_3049	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00	43200	61199
100151	home_appearVice_05	V005_3050	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00	64800	86399
100152	home_appearVice_05	V005_3036	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100153	home_appearVice_05	V005_3039	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100154	home_raihaActor_characterId	9	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100155	home_raihaActor_modelKindId	1	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100156	home_raihaActor_clothes_id	1	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100157	normal_chapter_special_encore_boost	1	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100158	hard_chapter_special_encore_boost	1	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100159	very_hard_chapter_special_encore_boost	1	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100160	normal_chapter_secret_encore_boost	1	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100161	hard_chapter_secret_encore_boost	1	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100162	very_hard_chapter_secret_encore_boost	1	2	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100163	hiCheese_voiceInterval_hiCheese	2.3	3	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100200	work_select_voice_appropriate00_01	V001_3032	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100201	work_select_voice_appropriate01_01	V001_4028	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100202	work_select_voice_appropriate02_01	V001_4029	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100203	work_select_voice_appropriate03_01	V001_4030	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100204	work_select_voice_appropriate00_02	V002_3032	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100205	work_select_voice_appropriate01_02	V002_4028	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100206	work_select_voice_appropriate02_02	V002_4029	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100207	work_select_voice_appropriate03_02	V002_4030	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100208	work_select_voice_appropriate00_03	V003_3032	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100209	work_select_voice_appropriate01_03	V003_4028	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100210	work_select_voice_appropriate02_03	V003_4029	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100211	work_select_voice_appropriate03_03	V003_4030	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100212	work_select_voice_appropriate00_04	V004_3032	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100213	work_select_voice_appropriate01_04	V004_4028	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100214	work_select_voice_appropriate02_04	V004_4029	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
100215	work_select_voice_appropriate03_04	V004_4030	4	1	2020-05-01 00:00:00	2100-12-31 00:00:00		86399
