id	story_id	leader_chara_id	script_id
712200932	71220093	2	71200002
712200933	71220093	3	71200001
712200934	71220093	4	71200001
712200935	71220093	5	71200002
712200951	71220095	1	71200002
712200952	71220095	2	71200003
712200953	71220095	3	71200002
712200954	71220095	4	71200002
712200955	71220095	5	71200002
712200961	71220096	1	71200002
712200962	71220096	2	71200004
712200963	71220096	3	71200003
712200964	71220096	4	71200002
712200965	71220096	5	71200002
712200971	71220097	1	71200003
712200972	71220097	2	71200002
712200973	71220097	3	71200001
712200974	71220097	4	71200001
712200975	71220097	5	71200001
712200981	71220098	1	71200001
712200982	71220098	2	71200002
712200983	71220098	3	71200001
712200984	71220098	4	71200001
712200985	71220098	5	71200001
712200991	71220099	1	71200001
712200992	71220099	2	71200002
712200993	71220099	3	71200001
712200994	71220099	4	71200001
712200995	71220099	5	71200001
712201011	71220101	1	71200003
712201012	71220101	2	71200003
712201013	71220101	3	71200002
712201014	71220101	4	71200002
712201015	71220101	5	71200003
712201031	71220103	1	71200003
712201032	71220103	2	71200003
712201033	71220103	3	71200003
712201034	71220103	4	71200003
712201035	71220103	5	71200003
712201041	71220104	1	71200006
712201042	71220104	2	71200006
712201043	71220104	3	71200006
712201044	71220104	4	71200006
712201045	71220104	5	71200006
712201051	71220105	1	71200006
712201052	71220105	2	71200006
712201053	71220105	3	71200006
712201054	71220105	4	71200006
712201055	71220105	5	71200006
712201231	71220123	1	71200005
712201232	71220123	2	71200005
712201233	71220123	3	71200005
712201234	71220123	4	71200005
712201235	71220123	5	71200005
712201251	71220125	1	71200002
712201252	71220125	2	71200002
712201253	71220125	3	71200002
712201254	71220125	4	71200002
712201255	71220125	5	71200002
712201261	71220126	1	71200001
712201262	71220126	2	71200001
712201263	71220126	3	71200001
712201264	71220126	4	71200001
712201265	71220126	5	71200001
