id	level	name_text_id	description_text_id	exp	category	invoke_type	invoke_count	area_type	area_param1	area_param2	area_param3	erase_score	skill_type	skill_param1	skill_param2	skill_param3	limit_count
115	5	78	203		2	1	18	4	1			5000	38	9			
116	1	79	204	200	2	1	24						39	1	3		
116	2	79	204	1000	2	1	23						39	1	3		
116	3	79	204	2500	2	1	22						39	1	4		
116	4	79	204	5000	2	1	21						39	1	4		
116	5	79	204		2	1	20						39	1	5		
117	1	80	205	200	2	1	20					1000	40	1			1
117	2	80	205	1000	2	1	19					2000	40	1			1
117	3	80	205	2500	2	1	18					3000	40	1			1
117	4	80	205	5000	2	1	17					4000	40	1			1
117	5	80	205		2	1	16					5000	40	1			1
118	1	81	206	200	2	1	24	4	1				41	7			
118	2	81	206	1000	2	1	23	4	1				41	7			
118	3	81	206	2500	2	1	22	4	1				41	8			
118	4	81	206	5000	2	1	21	4	1				41	8			
118	5	81	206		2	1	20	4	1				41	9			
119	1	82	207	200	2	1	24	4	1				42				
119	2	82	207	1000	2	1	23	4	1				42				
119	3	82	207	2500	2	1	22	4	1				42				
119	4	82	207	5000	2	1	21	4	1				42				
119	5	82	207		2	1	20	4	1				42				
120	1	39	208	200	2	1	22					1000	43	7			
120	2	39	208	1000	2	1	21					2000	43	7			
120	3	39	208	2500	2	1	20					3000	43	8			
120	4	39	208	5000	2	1	19					4000	43	8			
120	5	39	208		2	1	18					5000	43	9			
121	1	83	209	200	1		19	12					45	3	10		
121	2	83	209	1000	1		18	12					45	3	10		
121	3	83	209	2500	1		17	12					45	4	15		
121	4	83	209	5000	1		16	12					45	4	15		
121	5	83	209		1		15	12					45	5	20		
122	1	14	106	200	1		15	11	5			1000					
122	2	14	106	1000	1		14	11	5			1200					
122	3	14	106	2500	1		13	11	6			1400					
122	4	14	106	5000	1		12	11	6			1600					
122	5	14	106		1		11	11	7			2000					
123	1	84	193	200	1		18	12					27	1	9		
123	2	84	193	1000	1		17	12					27	1	9		
123	3	84	193	2500	1		16	12					27	1	11		
123	4	84	193	5000	1		15	12					27	1	11		
123	5	84	193		1		14	12					27	1	13		
124	1	85	194	200	1		18	12					27	2	9		
124	2	85	194	1000	1		17	12					27	2	9		
124	3	85	194	2500	1		16	12					27	2	11		
124	4	85	194	5000	1		15	12					27	2	11		
124	5	85	194		1		14	12					27	2	13		
125	1	86	195	200	1		18	12					27	4	9		
125	2	86	195	1000	1		17	12					27	4	9		
125	3	86	195	2500	1		16	12					27	4	11		
125	4	86	195	5000	1		15	12					27	4	11		
125	5	86	195		1		14	12					27	4	13		
126	1	87	196	200	1		18	12					27	8	9		
126	2	87	196	1000	1		17	12					27	8	9		
126	3	87	196	2500	1		16	12					27	8	11		
126	4	87	196	5000	1		15	12					27	8	11		
126	5	87	196		1		14	12					27	8	13		
127	1	88	197	200	1		18	12					27	16	9		
127	2	88	197	1000	1		17	12					27	16	9		
127	3	88	197	2500	1		16	12					27	16	11		
127	4	88	197	5000	1		15	12					27	16	11		
127	5	88	197		1		14	12					27	16	13		
10041	1	91	151	200	1		19	12					16	1	10	1	
10041	2	91	151	1000	1		18	12					16	1	10	1	
10041	3	91	151	2500	1		17	12					16	1	10	1	
10041	4	91	151	5000	1		16	12					16	1	10	1	
10041	5	91	151		1		15	12					16	2	15	1	
10042	1	91	160	200	1		20	4	1				24	1			
10042	2	91	160	1000	1		19	4	1				24	1			
10042	3	91	160	2500	1		18	4	1				24	1			
10042	4	91	160	5000	1		17	4	1				24	1			
10042	5	91	160		1		16	4	2				24	1			
10043	1	91	97	200	1		17	12					3				
10043	2	91	97	1000	1		16	12					3				
10043	3	91	97	2500	1		15	12					3				
10043	4	91	97	5000	1		14	12					3				
10043	5	91	97		1		13	12					3				
10044	1	91	149	200	1		19	12					15	1	10	1	
10044	2	91	149	1000	1		18	12					15	1	10	1	
10044	3	91	149	2500	1		17	12					15	1	10	1	
10044	4	91	149	5000	1		16	12					15	1	10	1	
10044	5	91	149		1		15	12					15	2	15	1	
10045	1	91	212	200	1		19	12					5	29	2	5	
10045	2	91	212	1000	1		18	12					5	29	2	5	
10045	3	91	212	2500	1		17	12					5	29	2	6	
10045	4	91	212	5000	1		16	12					5	29	2	6	
10045	5	91	212		1		15	12					5	29	2	7	
10046	1	91	103	200	1		15	10	4	6		1000					
10046	2	91	103	1000	1		14	10	4	6		1200					
10046	3	91	103	2500	1		13	10	4	7		1400					
10046	4	91	103	5000	1		12	10	4	7		1600					
10046	5	91	103		1		11	10	4	8		2000					
10047	1	91	96	200	1		18	12					6	1	5	8	
10047	2	91	96	1000	1		17	12					6	1	5	8	
10047	3	91	96	2500	1		16	12					6	1	6	8	
10047	4	91	96	5000	1		15	12					6	1	6	8	
10047	5	91	96		1		14	12					6	1	7	8	
10048	1	91	105	200	1		15	10	16	6		1000					
10048	2	91	105	1000	1		14	10	16	6		1200					
10048	3	91	105	2500	1		13	10	16	7		1400					
10048	4	91	105	5000	1		12	10	16	7		1600					
10048	5	91	105		1		11	10	16	8		2000					
10049	1	91	139	200	1		18	12					6	1	5	1	
10049	2	91	139	1000	1		17	12					6	1	5	1	
10049	3	91	139	2500	1		16	12					6	1	6	1	
10049	4	91	139	5000	1		15	12					6	1	6	1	
10049	5	91	139		1		14	12					6	1	7	1	
10050	1	91	94	200	1		15	10	2	6		1000					
10050	2	91	94	1000	1		14	10	2	6		1200					
10050	3	91	94	2500	1		13	10	2	7		1400					
10050	4	91	94	5000	1		12	10	2	7		1600					
10050	5	91	94		1		11	10	2	8		2000					
10051	1	91	100	200	1		19	3		1		1000					
10051	2	91	100	1000	1		18	3		1		1200					
10051	3	91	100	2500	1		17	3		1		1400					
10051	4	91	100	5000	1		16	3		1		1600					
10051	5	91	100		1		15	3		1		2000					
10052	1	91	107	200	1		17	12					1	2000			
10052	2	91	107	1000	1		16	12					1	2200			
10052	3	91	107	2500	1		15	12					1	2400			
10052	4	91	107	5000	1		14	12					1	2600			
10052	5	91	107		1		13	12					1	3000			
10053	1	91	106	200	1		15	11	5			1000					
10053	2	91	106	1000	1		14	11	5			1200					
10053	3	91	106	2500	1		13	11	6			1400					
10053	4	91	106	5000	1		12	11	6			1600					
10053	5	91	106		1		11	11	7			2000					
10054	1	91	100	200	1		19	3		1		1000					
10054	2	91	100	1000	1		18	3		1		1200					
10054	3	91	100	2500	1		17	3		1		1400					
10054	4	91	100	5000	1		16	3		1		1600					
10054	5	91	100		1		15	3		1		2000					
10055	1	91	196	200	1		20	12					27	8	5		
10055	2	91	196	1000	1		19	12					27	8	5		
10055	3	91	196	2500	1		18	12					27	8	6		
10055	4	91	196	5000	1		17	12					27	8	6		
10055	5	91	196		1		16	12					27	8	7		
10056	1	91	143	200	1		18	12					7				
10056	2	91	143	1000	1		17	12					7				
10056	3	91	143	2500	1		16	12					7				
10056	4	91	143	5000	1		15	12					7				
10056	5	91	143		1		14	12					7				
10057	1	91	106	200	1		15	11	5			1000					
10057	2	91	106	1000	1		14	11	5			1200					
10057	3	91	106	2500	1		13	11	6			1400					
10057	4	91	106	5000	1		12	11	6			1600					
10057	5	91	106		1		11	11	7			2000					
10058	1	91	194	200	1		20	12					27	2	5		
10058	2	91	194	1000	1		19	12					27	2	5		
10058	3	91	194	2500	1		18	12					27	2	6		
10058	4	91	194	5000	1		17	12					27	2	6		
10058	5	91	194		1		16	12					27	2	7		
10059	1	91	107	200	1		17	12					1	2000			
10059	2	91	107	1000	1		16	12					1	2200			
10059	3	91	107	2500	1		15	12					1	2400			
10059	4	91	107	5000	1		14	12					1	2600			
10059	5	91	107		1		13	12					1	3000			
10060	1	91	153	200	1		24	12					28	5	1		
10060	2	91	153	1000	1		23	12					28	5	1		
10060	3	91	153	2500	1		22	12					28	6	1		
10060	4	91	153	5000	1		21	12					28	6	1		
10060	5	91	153		1		20	12					28	7	1		
10061	1	91	97	200	1		17	12					3				
10061	2	91	97	1000	1		16	12					3				
10061	3	91	97	2500	1		15	12					3				
10061	4	91	97	5000	1		14	12					3				
10061	5	91	97		1		13	12					3				
10062	1	91	153	200	1		24	12					28	5	1		
10062	2	91	153	1000	1		23	12					28	5	1		
10062	3	91	153	2500	1		22	12					28	6	1		
10062	4	91	153	5000	1		21	12					28	6	1		
10062	5	91	153		1		20	12					28	7	1		
10063	1	91	151	200	1		19	12					16	1	10	1	
10063	2	91	151	1000	1		18	12					16	1	10	1	
10063	3	91	151	2500	1		17	12					16	1	10	1	
10063	4	91	151	5000	1		16	12					16	1	10	1	
10063	5	91	151		1		15	12					16	2	15	1	
10064	1	91	106	200	1		15	11	5			1000					
10064	2	91	106	1000	1		14	11	5			1200					
10064	3	91	106	2500	1		13	11	6			1400					
10064	4	91	106	5000	1		12	11	6			1600					
10064	5	91	106		1		11	11	7			2000					
10065	1	91	110	200	1		16	12					4	1	2		
10065	2	91	110	1000	1		15	12					4	1	2		
10065	3	91	110	2500	1		14	12					4	1	2		
10065	4	91	110	5000	1		13	12					4	1	2		
10065	5	91	110		1		12	12					4	2	2		
10066	1	91	95	200	1		19	12					5	27	4	5	
10066	2	91	95	1000	1		18	12					5	27	4	5	
10066	3	91	95	2500	1		17	12					5	27	4	6	
10066	4	91	95	5000	1		16	12					5	27	4	6	
10066	5	91	95		1		15	12					5	27	4	7	
10067	1	91	130	200	1		18	12					5	1	16	5	
10067	2	91	130	1000	1		17	12					5	1	16	5	
10067	3	91	130	2500	1		16	12					5	1	16	6	
10067	4	91	130	5000	1		15	12					5	1	16	6	
10067	5	91	130		1		14	12					5	1	16	7	
10068	1	91	113	200	1		16	12					4	1	16		
10068	2	91	113	1000	1		15	12					4	1	16		
10068	3	91	113	2500	1		14	12					4	1	16		
10068	4	91	113	5000	1		13	12					4	1	16		
10068	5	91	113		1		12	12					4	2	16		
10069	1	91	213	200	1		19	12					5	30	1	5	
10069	2	91	213	1000	1		18	12					5	30	1	5	
10069	3	91	213	2500	1		17	12					5	30	1	6	
10069	4	91	213	5000	1		16	12					5	30	1	6	
10069	5	91	213		1		15	12					5	30	1	7	
10070	1	91	124	200	1		18	12					5	8	4	5	
10070	2	91	124	1000	1		17	12					5	8	4	5	
10070	3	91	124	2500	1		16	12					5	8	4	6	
10070	4	91	124	5000	1		15	12					5	8	4	6	
10070	5	91	124		1		14	12					5	8	4	7	
10071	1	91	103	200	1		15	10	4	6		1000					
10071	2	91	103	1000	1		14	10	4	6		1200					
10071	3	91	103	2500	1		13	10	4	7		1400					
10071	4	91	103	5000	1		12	10	4	7		1600					
10071	5	91	103		1		11	10	4	8		2000					
10072	1	91	96	200	1		18	12					6	1	5	8	
10072	2	91	96	1000	1		17	12					6	1	5	8	
10072	3	91	96	2500	1		16	12					6	1	6	8	
10072	4	91	96	5000	1		15	12					6	1	6	8	
10072	5	91	96		1		14	12					6	1	7	8	
10073	1	91	109	200	1		16	12					4	2	1		
10073	2	91	109	1000	1		15	12					4	2	1		
10073	3	91	109	2500	1		14	12					4	3	1		
10073	4	91	109	5000	1		13	12					4	3	1		
10073	5	91	109		1		12	12					4	4	1		
10074	1	91	105	200	1		14	10	16	8		1000					
10074	2	91	105	1000	1		13	10	16	9		1500					
10074	3	91	105	2500	1		12	10	16	10		2000					
10074	4	91	105	5000	1		11	10	16	11		2500					
10074	5	91	105		1		10	10	16	12		3000					
10075	1	91	106	200	1		15	11	9			1000					
10075	2	91	106	1000	1		14	11	10			1500					
10075	3	91	106	2500	1		13	11	11			2000					
10075	4	91	106	5000	1		12	11	12			2500					
10075	5	91	106		1		11	11	13			3000					
10076	1	91	195	200	1		16	12					27	4	7		
10076	2	91	195	1000	1		15	12					27	4	7		
10076	3	91	195	2500	1		14	12					27	4	8		
10076	4	91	195	5000	1		13	12					27	4	8		
10076	5	91	195		1		12	12					27	4	9		
10077	1	91	97	200	1		15	12					3				
10077	2	91	97	1000	1		14	12					3				
10077	3	91	97	2500	1		13	12					3				
10077	4	91	97	5000	1		12	12					3				
10077	5	91	97		1		11	12					3				
10078	1	91	143	200	1		16	12					7				
10078	2	91	143	1000	1		15	12					7				
10078	3	91	143	2500	1		14	12					7				
10078	4	91	143	5000	1		13	12					7				
10078	5	91	143		1		12	12					7				
10079	1	91	214	200	1		19	12					5	23	8	7	
10079	2	91	214	1000	1		18	12					5	23	8	7	
10079	3	91	214	2500	1		17	12					5	23	8	8	
10079	4	91	214	5000	1		16	12					5	23	8	8	
10079	5	91	214		1		15	12					5	23	8	9	
10080	1	91	110	200	1		16	12					4	2	2		
10080	2	91	110	1000	1		15	12					4	2	2		
10080	3	91	110	2500	1		14	12					4	3	2		
10080	4	91	110	5000	1		13	12					4	3	2		
10080	5	91	110		1		12	12					4	4	2		
10081	1	91	149	200	1		18	12					15	1	10	1	
10081	2	91	149	1000	1		17	12					15	1	10	1	
10081	3	91	149	2500	1		16	12					15	2	15	2	
10081	4	91	149	5000	1		15	12					15	2	15	2	
10081	5	91	149		1		14	12					15	3	20	3	
10082	1	91	142	200	1		16	12					6	1	6	16	
10082	2	91	142	1000	1		15	12					6	1	6	16	
10082	3	91	142	2500	1		14	12					6	1	7	16	
10082	4	91	142	5000	1		13	12					6	1	7	16	
10082	5	91	142		1		12	12					6	1	8	16	
10083	1	91	94	200	1		14	10	2	8		1000					
10083	2	91	94	1000	1		13	10	2	9		1500					
10083	3	91	94	2500	1		12	10	2	10		2000					
10083	4	91	94	5000	1		11	10	2	11		2500					
10083	5	91	94		1		10	10	2	12		3000					
10084	1	91	100	200	1		17	3		1		1000					
10084	2	91	100	1000	1		16	3		1		1200					
10084	3	91	100	2500	1		15	3		1		1400					
10084	4	91	100	5000	1		14	3		1		1600					
10084	5	91	100		1		13	3		1		2000					
10085	1	91	215	200	1		19	12					5	15	16	7	
10085	2	91	215	1000	1		18	12					5	15	16	7	
10085	3	91	215	2500	1		17	12					5	15	16	8	
10085	4	91	215	5000	1		16	12					5	15	16	8	
10085	5	91	215		1		15	12					5	15	16	9	
10086	1	91	138	200	1		18	12					5	3	16	7	
10086	2	91	138	1000	1		17	12					5	3	16	7	
10086	3	91	138	2500	1		16	12					5	3	16	8	
10086	4	91	138	5000	1		15	12					5	3	16	8	
10086	5	91	138		1		14	12					5	3	16	9	
10087	1	91	97	200	1		15	12					3				
10087	2	91	97	1000	1		14	12					3				
10087	3	91	97	2500	1		13	12					3				
10087	4	91	97	5000	1		12	12					3				
10087	5	91	97		1		11	12					3				
10088	1	91	185	200	1		16	12					33	10	8		
10088	2	91	185	1000	1		15	12					33	12	8		
10088	3	91	185	2500	1		14	12					33	14	8		
10088	4	91	185	5000	1		13	12					33	16	8		
10088	5	91	185		1		12	12					33	20	8		
10089	1	91	103	200	1		14	10	4	8		1000					
10089	2	91	103	1000	1		13	10	4	9		1500					
10089	3	91	103	2500	1		12	10	4	10		2000					
10089	4	91	103	5000	1		11	10	4	11		2500					
10089	5	91	103		1		10	10	4	12		3000					
10090	1	91	106	200	1		15	11	9			1000					
10090	2	91	106	1000	1		14	11	10			1500					
10090	3	91	106	2500	1		13	11	11			2000					
10090	4	91	106	5000	1		12	11	12			2500					
10090	5	91	106		1		11	11	13			3000					
10091	1	91	107	200	1		17	12					1	2500			
10091	2	91	107	1000	1		16	12					1	3000			
10091	3	91	107	2500	1		15	12					1	3500			
10091	4	91	107	5000	1		14	12					1	4000			
10091	5	91	107		1		13	12					1	5000			
10092	1	91	143	200	1		16	12					7				
10092	2	91	143	1000	1		15	12					7				
10092	3	91	143	2500	1		14	12					7				
10092	4	91	143	5000	1		13	12					7				
10092	5	91	143		1		12	12					7				
10093	1	91	101	200	1		21	4	1			1000					
10093	2	91	101	1000	1		20	4	1			2000					
10093	3	91	101	2500	1		19	4	1			3000					
10093	4	91	101	5000	1		18	4	1			4000					
10093	5	91	101		1		18	4	2			5000					
10094	1	91	128	200	1		17	12					5	4	8	7	
10094	2	91	128	1000	1		16	12					5	4	8	7	
10094	3	91	128	2500	1		15	12					5	4	8	8	
10094	4	91	128	5000	1		14	12					5	4	8	8	
10094	5	91	128		1		13	12					5	4	8	9	
10095	1	91	193	200	1		16	12					27	1	7		
10095	2	91	193	1000	1		15	12					27	1	7		
10095	3	91	193	2500	1		14	12					27	1	8		
10095	4	91	193	5000	1		13	12					27	1	8		
10095	5	91	193		1		12	12					27	1	9		
10096	1	91	149	200	1		18	12					15	1	10	1	
10096	2	91	149	1000	1		17	12					15	1	10	1	
10096	3	91	149	2500	1		16	12					15	2	15	2	
10096	4	91	149	5000	1		15	12					15	2	15	2	
10096	5	91	149		1		14	12					15	3	20	3	
10097	1	91	144	200	1		15	12					8	1	6		
10097	2	91	144	1000	1		14	12					8	1	6		
10097	3	91	144	2500	1		13	12					8	1	7		
10097	4	91	144	5000	1		12	12					8	1	7		
10097	5	91	144		1		11	12					8	1	8		
10098	1	91	188	200	1		16	12					34	10	2		
10098	2	91	188	1000	1		15	12					34	12	2		
10098	3	91	188	2500	1		14	12					34	15	2		
10098	4	91	188	5000	1		13	12					34	17	2		
10098	5	91	188		1		12	12					34	20	2		
10099	1	91	166	200	1		19	12					25	3	1	16	
10099	2	91	166	1000	1		18	12					25	3	1	16	
10099	3	91	166	2500	1		17	12					25	4	1	16	
10099	4	91	166	5000	1		16	12					25	4	1	16	
10099	5	91	166		1		15	12					25	5	1	16	
10100	1	91	106	200	1		15	11	5			1000					
10100	2	91	106	1000	1		14	11	5			2000					
10100	3	91	106	2500	1		13	11	6			3000					
10100	4	91	106	5000	1		12	11	6			4000					
10100	5	91	106		1		11	11	7			5000					
10101	1	91	146	200	1		15	12					10	3			
10101	2	91	146	1000	1		14	12					10	3			
10101	3	91	146	2500	1		13	12					10	4			
10101	4	91	146	5000	1		12	12					10	4			
10101	5	91	146		1		11	12					10	5			
10102	1	91	192	200	1		16	12					21		3		
10102	2	91	192	1000	1		15	12					21		3		
10102	3	91	192	2500	1		14	12					21		4		
10102	4	91	192	5000	1		13	12					21		4		
10102	5	91	192		1		12	12					21		5		
10103	1	91	93	200	1		19			1		1000					
10103	2	91	93	1000	1		18			1		2000					
10103	3	91	93	2500	1		17			1		3000					
10103	4	91	93	5000	1		16			1		4000					
10103	5	91	93		1		15			1		5000					
10104	1	91	153	200	1		20	12					28	5	1		
10104	2	91	153	1000	1		19	12					28	5	1		
10104	3	91	153	2500	1		18	12					28	6	1		
10104	4	91	153	5000	1		17	12					28	6	1		
10104	5	91	153		1		16	12					28	7	1		
10105	1	91	152	200	1		17	12					26	1	3		
10105	2	91	152	1000	1		16	12					26	1	3		
10105	3	91	152	2500	1		15	12					26	1	4		
10105	4	91	152	5000	1		14	12					26	1	4		
10105	5	91	152		1		13	12					26	1	5		
10106	1	91	193	200	1		16	12					27	1	7		
10106	2	91	193	1000	1		15	12					27	1	7		
10106	3	91	193	2500	1		14	12					27	1	8		
10106	4	91	193	5000	1		13	12					27	1	8		
10106	5	91	193		1		12	12					27	1	9		
10107	1	91	98	200	1		19	1		1		1000					
10107	2	91	98	1000	1		18	1		1		2000					
10107	3	91	98	2500	1		17	1		1		3000					
10107	4	91	98	5000	1		16	1		1		4000					
10107	5	91	98		1		15	1		1		5000					
10108	1	91	189	200	1		16	12					34	10	4		
10108	2	91	189	1000	1		15	12					34	12	4		
10108	3	91	189	2500	1		14	12					34	15	4		
10108	4	91	189	5000	1		13	12					34	17	4		
10108	5	91	189		1		12	12					34	20	4		
10109	1	91	106	200	1		15	11	5			1000					
10109	2	91	106	1000	1		14	11	5			2000					
10109	3	91	106	2500	1		13	11	6			3000					
10109	4	91	106	5000	1		12	11	6			4000					
10109	5	91	106		1		11	11	7			5000					
10110	1	91	140	200	1		16	12					6	1	6	2	
10110	2	91	140	1000	1		15	12					6	1	6	2	
10110	3	91	140	2500	1		14	12					6	1	7	2	
10110	4	91	140	5000	1		13	12					6	1	7	2	
10110	5	91	140		1		12	12					6	1	8	2	
10111	1	91	195	200	1		16	12					27	4	7		
10111	2	91	195	1000	1		15	12					27	4	7		
10111	3	91	195	2500	1		14	12					27	4	8		
10111	4	91	195	5000	1		13	12					27	4	8		
10111	5	91	195		1		12	12					27	4	9		
10112	1	91	165	200	1		19	12					25	3	1	8	
10112	2	91	165	1000	1		18	12					25	3	1	8	
10112	3	91	165	2500	1		17	12					25	4	1	8	
10112	4	91	165	5000	1		16	12					25	4	1	8	
10112	5	91	165		1		15	12					25	5	1	8	
10113	1	91	154	200	1		20	12					23	100	75	50	
10113	2	91	154	1000	1		19	12					23	100	75	50	
10113	3	91	154	2500	1		18	12					23	100	75	50	
10113	4	91	154	5000	1		17	12					23	100	75	50	
10113	5	91	154		1		16	12					23	100	75	50	
10114	1	91	159	200	1		26	12					22	999	3	10	1
10114	2	91	159	1000	1		25	12					22	999	3	10	1
10114	3	91	159	2500	1		24	12					22	999	4	15	1
10114	4	91	159	5000	1		23	12					22	999	4	15	1
10114	5	91	159		1		22	12					22	999	5	20	1
10115	1	91	99	200	1		19	2		1		1000					
10115	2	91	99	1000	1		18	2		1		2000					
10115	3	91	99	2500	1		17	2		1		3000					
10115	4	91	99	5000	1		16	2		1		4000					
10115	5	91	99		1		15	2		1		5000					
10116	1	91	113	200	1		15	12					4	4	16		
10116	2	91	113	1000	1		14	12					4	4	16		
10116	3	91	113	2500	1		13	12					4	4	16		
10116	4	91	113	5000	1		12	12					4	4	16		
10116	5	91	113		1		11	12					4	4	16		
10117	1	91	108	200	1		17	12					2	2	10		1
10117	2	91	108	1000	1		16	12					2	4	15		1
10117	3	91	108	2500	1		15	12					2	6	20		1
10117	4	91	108	5000	1		14	12					2	8	25		1
10117	5	91	108		1		13	12					2	10	30		1
10118	1	91	152	200	1		17	12					26	1	3		
10118	2	91	152	1000	1		16	12					26	1	3		
10118	3	91	152	2500	1		15	12					26	1	4		
10118	4	91	152	5000	1		14	12					26	1	4		
10118	5	91	152		1		13	12					26	1	5		
10119	1	91	149	200	1		18	12					15	1	10	1	
10119	2	91	149	1000	1		17	12					15	1	10	1	
10119	3	91	149	2500	1		16	12					15	2	15	2	
10119	4	91	149	5000	1		15	12					15	2	15	2	
10119	5	91	149		1		14	12					15	3	20	3	
10120	1	91	98	200	1		17	1		1		1000					
10120	2	91	98	1000	1		16	1		1		1500					
10120	3	91	98	2500	1		15	1		1		2000					
10120	4	91	98	5000	1		14	1		1		2500					
10120	5	91	98		1		13	1		1		3000					
10121	1	91	184	200	1		16	12					33	10	4		
10121	2	91	184	1000	1		15	12					33	12	4		
10121	3	91	184	2500	1		14	12					33	14	4		
10121	4	91	184	5000	1		13	12					33	16	4		
10121	5	91	184		1		12	12					33	20	4		
10122	1	91	147	200	1		14	12					12	1	6		
10122	2	91	147	1000	1		13	12					12	1	6		
10122	3	91	147	2500	1		12	12					12	1	7		
10122	4	91	147	5000	1		11	12					12	1	7		
10122	5	91	147		1		10	12					12	1	8		
10123	1	91	145	200	1		14	12					9	1	6		
10123	2	91	145	1000	1		13	12					9	1	6		
10123	3	91	145	2500	1		12	12					9	1	7		
10123	4	91	145	5000	1		11	12					9	1	7		
10123	5	91	145		1		10	12					9	1	8		
10124	1	91	152	200	1		17	12					26	1	3		
10124	2	91	152	1000	1		16	12					26	1	3		
10124	3	91	152	2500	1		15	12					26	1	4		
10124	4	91	152	5000	1		14	12					26	1	4		
10124	5	91	152		1		13	12					26	1	5		
10125	1	91	144	200	1		14	12					8	1	8		
10125	2	91	144	1000	1		13	12					8	1	8		
10125	3	91	144	2500	1		12	12					8	1	9		
10125	4	91	144	5000	1		11	12					8	1	9		
10125	5	91	144		1		10	12					8	1	10		
10126	1	91	171	200	1		19	12					30	3	1	16	
10126	2	91	171	1000	1		18	12					30	3	1	16	
10126	3	91	171	2500	1		17	12					30	4	1	16	
10126	4	91	171	5000	1		16	12					30	4	1	16	
10126	5	91	171		1		15	12					30	5	1	16	
10127	1	91	147	200	1		14	12					12	1	6		
10127	2	91	147	1000	1		13	12					12	1	6		
10127	3	91	147	2500	1		12	12					12	1	7		
10127	4	91	147	5000	1		11	12					12	1	7		
10127	5	91	147		1		10	12					12	1	8		
10128	1	91	97	200	1		15	12					3				
10128	2	91	97	1000	1		14	12					3				
10128	3	91	97	2500	1		13	12					3				
10128	4	91	97	5000	1		12	12					3				
10128	5	91	97		1		11	12					3				
10129	1	91	197	200	1		16	12					27	16	7		
10129	2	91	197	1000	1		15	12					27	16	7		
10129	3	91	197	2500	1		14	12					27	16	8		
10129	4	91	197	5000	1		13	12					27	16	8		
10129	5	91	197		1		12	12					27	16	9		
10130	1	91	100	200	1		17	3		1		1000					
10130	2	91	100	1000	1		16	3		1		1200					
10130	3	91	100	2500	1		15	3		1		1400					
10130	4	91	100	5000	1		14	3		1		1600					
10130	5	91	100		1		13	3		1		2000					
10131	1	91	102	200	1		14	10	1	8		1000					
10131	2	91	102	1000	1		13	10	1	9		1500					
10131	3	91	102	2500	1		12	10	1	10		2000					
10131	4	91	102	5000	1		11	10	1	11		2500					
10131	5	91	102		1		10	10	1	12		3000					
10132	1	91	95	200	1		19	12					5	27	4	7	
10132	2	91	95	1000	1		18	12					5	27	4	7	
10132	3	91	95	2500	1		17	12					5	27	4	8	
10132	4	91	95	5000	1		16	12					5	27	4	8	
10132	5	91	95		1		15	12					5	27	4	9	
10133	1	91	140	200	1		15	12					6	1	6	2	
10133	2	91	140	1000	1		14	12					6	1	6	2	
10133	3	91	140	2500	1		13	12					6	1	7	2	
10133	4	91	140	5000	1		12	12					6	1	7	2	
10133	5	91	140		1		11	12					6	1	8	2	
10134	1	91	104	200	1		13	10	8	8		1000					
10134	2	91	104	1000	1		12	10	8	9		1500					
10134	3	91	104	2500	1		11	10	8	10		2000					
10134	4	91	104	5000	1		10	10	8	11		2500					
10134	5	91	104		1		9	10	8	12		3000					
10135	1	91	147	200	1		14	12					12	1	6		
10135	2	91	147	1000	1		13	12					12	1	6		
10135	3	91	147	2500	1		12	12					12	1	7		
10135	4	91	147	5000	1		11	12					12	1	7		
10135	5	91	147		1		10	12					12	1	8		
10136	1	91	107	200	1		17	12					1	2500			
10136	2	91	107	1000	1		16	12					1	3000			
10136	3	91	107	2500	1		15	12					1	3500			
10136	4	91	107	5000	1		14	12					1	4000			
10136	5	91	107		1		13	12					1	5000			
10137	1	91	144	200	1		14	12					8	1	8		
10137	2	91	144	1000	1		13	12					8	1	8		
10137	3	91	144	2500	1		12	12					8	1	9		
10137	4	91	144	5000	1		11	12					8	1	9		
10137	5	91	144		1		10	12					8	1	10		
10138	1	91	216	200	1		15	12					10	3			
10138	2	91	216	1000	1		14	12					10	3			
10138	3	91	216	2500	1		13	12					10	4			
10138	4	91	216	5000	1		12	12					10	4			
10138	5	91	216		1		11	12					10	5			
10139	1	91	111	200	1		15	12					4	2	4		
10139	2	91	111	1000	1		14	12					4	2	4		
10139	3	91	111	2500	1		13	12					4	3	4		
10139	4	91	111	5000	1		12	12					4	3	4		
10139	5	91	111		1		11	12					4	4	4		
10140	1	91	143	200	1		16	12					7				
10140	2	91	143	1000	1		15	12					7				
10140	3	91	143	2500	1		14	12					7				
10140	4	91	143	5000	1		13	12					7				
10140	5	91	143		1		12	12					7				
10141	1	91	149	200	1		18	12					15	1	10	1	
10141	2	91	149	1000	1		17	12					15	1	10	1	
10141	3	91	149	2500	1		16	12					15	2	15	2	
10141	4	91	149	5000	1		15	12					15	2	15	2	
10141	5	91	149		1		14	12					15	3	20	3	
10142	1	91	217	200	1		16	12					21		3		
10142	2	91	217	1000	1		15	12					21		3		
10142	3	91	217	2500	1		14	12					21		4		
10142	4	91	217	5000	1		13	12					21		4		
10142	5	91	217		1		12	12					21		5		
10143	1	91	93	200	1		18			1		1000					
10143	2	91	93	1000	1		17			1		1500					
10143	3	91	93	2500	1		16			1		2000					
10143	4	91	93	5000	1		15			1		2500					
10143	5	91	93		1		14			1		3000					
