season_id	type	step	bonds_score	standard_reward_id	premium_reward_id	ep_bonus_rate	normal_ep_bonus_rate
20	1	13	17713	70000213	71000213		
20	1	14	19075	70000214	71000214		
20	1	15	20438	70000215	71000215		
20	1	16	21800	70000216	71000216		
20	1	17	23163	70000217	71000217		
20	1	18	24525	70000218	71000218		
20	1	19	25888	70000219	71000219		
20	1	20	27250	70000220	71000220		
20	2	1	28613	70000221	71000221		
20	2	2	29975	70000222	71000222		
20	2	3	31338	70000223	71000223		
20	2	4	32700	70000224	71000224		
20	2	5	34063	70000225	71000225		
20	2	6	35425	70000226	71000226		
20	2	7	36788	70000227	71000227		
20	2	8	38150	70000228	71000228		
20	2	9	39513	70000229	71000229		
20	2	10	40875	70000230	71000230		
20	2	11	42238	70000231	71000231		
20	2	12	43600	70000232	71000232		
20	2	13	44963	70000233	71000233		
20	2	14	46325	70000234	71000234		
20	2	15	47688	70000235	71000235		
20	2	16	49050	70000236	71000236		
20	2	17	50413	70000237	71000237		
20	2	18	51775	70000238	71000238		
20	2	19	53138	70000239	71000239		
20	2	20	54500	70000240	71000240		
21	1	1	1363	70000201	71000201		
21	1	2	2725	70000202	71000202		
21	1	3	4088	70000203	71000203		
21	1	4	5450	70000204	71000204		
21	1	5	6813	70000205	71000205		
21	1	6	8175	70000206	71000206		
21	1	7	9538	70000207	71000207		
21	1	8	10900	70000208	71000208		
21	1	9	12263	70000209	71000209		
21	1	10	13625	70000210	71000210		
21	1	11	14988	70000211	71000211		
21	1	12	16350	70000212	71000212		
21	1	13	17713	70000213	71000213		
21	1	14	19075	70000214	71000214		
21	1	15	20438	70000215	71000215		
21	1	16	21800	70000216	71000216		
21	1	17	23163	70000217	71000217		
21	1	18	24525	70000218	71000218		
21	1	19	25888	70000219	71000219		
21	1	20	27250	70000220	71000220		
21	2	1	28613	70000221	71000221		
21	2	2	29975	70000222	71000222		
21	2	3	31338	70000223	71000223		
21	2	4	32700	70000224	71000224		
21	2	5	34063	70000225	71000225		
21	2	6	35425	70000226	71000226		
21	2	7	36788	70000227	71000227		
21	2	8	38150	70000228	71000228		
21	2	9	39513	70000229	71000229		
21	2	10	40875	70000230	71000230		
21	2	11	42238	70000231	71000231		
21	2	12	43600	70000232	71000232		
21	2	13	44963	70000233	71000233		
21	2	14	46325	70000234	71000234		
21	2	15	47688	70000235	71000235		
21	2	16	49050	70000236	71000236		
21	2	17	50413	70000237	71000237		
21	2	18	51775	70000238	71000238		
21	2	19	53138	70000239	71000239		
21	2	20	54500	70000240	71000240		
22	1	1	1363	70000201	71000201		
22	1	2	2725	70000202	71000202		
22	1	3	4088	70000203	71000203		
22	1	4	5450	70000204	71000204		
22	1	5	6813	70000205	71000205		
22	1	6	8175	70000206	71000206		
22	1	7	9538	70000207	71000207		
22	1	8	10900	70000208	71000208		
22	1	9	12263	70000209	71000209		
22	1	10	13625	70000210	71000210		
22	1	11	14988	70000211	71000211		
22	1	12	16350	70000212	71000212		
22	1	13	17713	70000213	71000213		
22	1	14	19075	70000214	71000214		
22	1	15	20438	70000215	71000215		
22	1	16	21800	70000216	71000216		
22	1	17	23163	70000217	71000217		
22	1	18	24525	70000218	71000218		
22	1	19	25888	70000219	71000219		
22	1	20	27250	70000220	71000220		
22	2	1	28613	70000221	71000221		
22	2	2	29975	70000222	71000222		
22	2	3	31338	70000223	71000223		
22	2	4	32700	70000224	71000224		
22	2	5	34063	70000225	71000225		
22	2	6	35425	70000226	71000226		
22	2	7	36788	70000227	71000227		
22	2	8	38150	70000228	71000228		
22	2	9	39513	70000229	71000229		
22	2	10	40875	70000230	71000230		
22	2	11	42238	70000231	71000231		
22	2	12	43600	70000232	71000232		
22	2	13	44963	70000233	71000233		
22	2	14	46325	70000234	71000234		
22	2	15	47688	70000235	71000235		
22	2	16	49050	70000236	71000236		
22	2	17	50413	70000237	71000237		
22	2	18	51775	70000238	71000238		
22	2	19	53138	70000239	71000239		
22	2	20	54500	70000240	71000240		
23	1	1	1363	70000201	71000201		
23	1	2	2725	70000202	71000202		
23	1	3	4088	70000203	71000203		
23	1	4	5450	70000204	71000204		
23	1	5	6813	70000205	71000205		
23	1	6	8175	70000206	71000206		
23	1	7	9538	70000207	71000207		
23	1	8	10900	70000208	71000208		
23	1	9	12263	70000209	71000209		
23	1	10	13625	70000210	71000210		
23	1	11	14988	70000211	71000211		
23	1	12	16350	70000212	71000212		
23	1	13	17713	70000213	71000213		
23	1	14	19075	70000214	71000214		
23	1	15	20438	70000215	71000215		
23	1	16	21800	70000216	71000216		
23	1	17	23163	70000217	71000217		
23	1	18	24525	70000218	71000218		
23	1	19	25888	70000219	71000219		
23	1	20	27250	70000220	71000220		
23	2	1	28613	70000221	71000221		
23	2	2	29975	70000222	71000222		
23	2	3	31338	70000223	71000223		
23	2	4	32700	70000224	71000224		
23	2	5	34063	70000225	71000225		
23	2	6	35425	70000226	71000226		
23	2	7	36788	70000227	71000227		
23	2	8	38150	70000228	71000228		
23	2	9	39513	70000229	71000229		
23	2	10	40875	70000230	71000230		
23	2	11	42238	70000231	71000231		
23	2	12	43600	70000232	71000232		
23	2	13	44963	70000233	71000233		
23	2	14	46325	70000234	71000234		
23	2	15	47688	70000235	71000235		
23	2	16	49050	70000236	71000236		
23	2	17	50413	70000237	71000237		
23	2	18	51775	70000238	71000238		
23	2	19	53138	70000239	71000239		
23	2	20	54500	70000240	71000240		
24	1	1	1363	70000201	71000201		
24	1	2	2725	70000202	71000202		
24	1	3	4088	70000203	71000203		
24	1	4	5450	70000204	71000204		
24	1	5	6813	70000205	71000205		
24	1	6	8175	70000206	71000206		
24	1	7	9538	70000207	71000207		
24	1	8	10900	70000208	71000208		
24	1	9	12263	70000209	71000209		
24	1	10	13625	70000210	71000210		
24	1	11	14988	70000211	71000211		
24	1	12	16350	70000212	71000212		
24	1	13	17713	70000213	71000213		
24	1	14	19075	70000214	71000214		
24	1	15	20438	70000215	71000215		
24	1	16	21800	70000216	71000216		
24	1	17	23163	70000217	71000217		
24	1	18	24525	70000218	71000218		
24	1	19	25888	70000219	71000219		
24	1	20	27250	70000220	71000220		
24	2	1	28613	70000221	71000221		
24	2	2	29975	70000222	71000222		
24	2	3	31338	70000223	71000223		
24	2	4	32700	70000224	71000224		
24	2	5	34063	70000225	71000225		
24	2	6	35425	70000226	71000226		
24	2	7	36788	70000227	71000227		
24	2	8	38150	70000228	71000228		
24	2	9	39513	70000229	71000229		
24	2	10	40875	70000230	71000230		
24	2	11	42238	70000231	71000231		
24	2	12	43600	70000232	71000232		
24	2	13	44963	70000233	71000233		
24	2	14	46325	70000234	71000234		
24	2	15	47688	70000235	71000235		
24	2	16	49050	70000236	71000236		
24	2	17	50413	70000237	71000237		
24	2	18	51775	70000238	71000238		
24	2	19	53138	70000239	71000239		
24	2	20	54500	70000240	71000240		
25	1	1	1363	70000201	71000201		
25	1	2	2725	70000202	71000202		
25	1	3	4088	70000203	71000203		
25	1	4	5450	70000204	71000204		
25	1	5	6813	70000205	71000205		
25	1	6	8175	70000206	71000206		
25	1	7	9538	70000207	71000207		
25	1	8	10900	70000208	71000208		
25	1	9	12263	70000209	71000209		
25	1	10	13625	70000210	71000210		
25	1	11	14988	70000211	71000211		
25	1	12	16350	70000212	71000212		
25	1	13	17713	70000213	71000213		
25	1	14	19075	70000214	71000214		
25	1	15	20438	70000215	71000215		
25	1	16	21800	70000216	71000216		
25	1	17	23163	70000217	71000217		
25	1	18	24525	70000218	71000218		
25	1	19	25888	70000219	71000219		
25	1	20	27250	70000220	71000220		
25	2	1	28613	70000221	71000221		
25	2	2	29975	70000222	71000222		
25	2	3	31338	70000223	71000223		
25	2	4	32700	70000224	71000224		
25	2	5	34063	70000225	71000225		
25	2	6	35425	70000226	71000226		
25	2	7	36788	70000227	71000227		
25	2	8	38150	70000228	71000228		
25	2	9	39513	70000229	71000229		
25	2	10	40875	70000230	71000230		
25	2	11	42238	70000231	71000231		
25	2	12	43600	70000232	71000232		
25	2	13	44963	70000233	71000233		
25	2	14	46325	70000234	71000234		
25	2	15	47688	70000235	71000235		
25	2	16	49050	70000236	71000236		
25	2	17	50413	70000237	71000237		
25	2	18	51775	70000238	71000238		
25	2	19	53138	70000239	71000239		
25	2	20	54500	70000240	71000240		
26	1	1	1363	70000201	71000201		
26	1	2	2725	70000202	71000202		
26	1	3	4088	70000203	71000203		
26	1	4	5450	70000204	71000204		
26	1	5	6813	70000205	71000205		
26	1	6	8175	70000206	71000206		
26	1	7	9538	70000207	71000207		
26	1	8	10900	70000208	71000208		
26	1	9	12263	70000209	71000209		
26	1	10	13625	70000210	71000210		
26	1	11	14988	70000211	71000211		
26	1	12	16350	70000212	71000212		
26	1	13	17713	70000213	71000213		
26	1	14	19075	70000214	71000214		
26	1	15	20438	70000215	71000215		
26	1	16	21800	70000216	71000216		
26	1	17	23163	70000217	71000217		
26	1	18	24525	70000218	71000218		
26	1	19	25888	70000219	71000219		
26	1	20	27250	70000220	71000220		
26	2	1	28613	70000221	71000221		
26	2	2	29975	70000222	71000222		
26	2	3	31338	70000223	71000223		
26	2	4	32700	70000224	71000224		
26	2	5	34063	70000225	71000225		
26	2	6	35425	70000226	71000226		
26	2	7	36788	70000227	71000227		
26	2	8	38150	70000228	71000228		
26	2	9	39513	70000229	71000229		
26	2	10	40875	70000230	71000230		
26	2	11	42238	70000231	71000231		
26	2	12	43600	70000232	71000232		
26	2	13	44963	70000233	71000233		
26	2	14	46325	70000234	71000234		
26	2	15	47688	70000235	71000235		
26	2	16	49050	70000236	71000236		
26	2	17	50413	70000237	71000237		
26	2	18	51775	70000238	71000238		
26	2	19	53138	70000239	71000239		
26	2	20	54500	70000240	71000240		
27	1	1	1363	70000201	71000201		
27	1	2	2725	70000202	71000202		
27	1	3	4088	70000203	71000203		
27	1	4	5450	70000204	71000204		
27	1	5	6813	70000205	71000205		
27	1	6	8175	70000206	71000206		
27	1	7	9538	70000207	71000207		
27	1	8	10900	70000208	71000208		
27	1	9	12263	70000209	71000209		
27	1	10	13625	70000210	71000210		
27	1	11	14988	70000211	71000211		
27	1	12	16350	70000212	71000212		
27	1	13	17713	70000213	71000213		
27	1	14	19075	70000214	71000214		
27	1	15	20438	70000215	71000215		
27	1	16	21800	70000216	71000216		
27	1	17	23163	70000217	71000217		
27	1	18	24525	70000218	71000218		
27	1	19	25888	70000219	71000219		
27	1	20	27250	70000220	71000220		
27	2	1	28613	70000221	71000221		
27	2	2	29975	70000222	71000222		
27	2	3	31338	70000223	71000223		
27	2	4	32700	70000224	71000224		
27	2	5	34063	70000225	71000225		
27	2	6	35425	70000226	71000226		
27	2	7	36788	70000227	71000227		
27	2	8	38150	70000228	71000228		
27	2	9	39513	70000229	71000229		
27	2	10	40875	70000230	71000230		
27	2	11	42238	70000231	71000231		
27	2	12	43600	70000232	71000232		
27	2	13	44963	70000233	71000233		
27	2	14	46325	70000234	71000234		
27	2	15	47688	70000235	71000235		
27	2	16	49050	70000236	71000236		
27	2	17	50413	70000237	71000237		
27	2	18	51775	70000238	71000238		
27	2	19	53138	70000239	71000239		
27	2	20	54500	70000240	71000240		
999997	1	1	2200	1	1		
999997	1	2	4400	1	1		
999997	1	3	6600	1	1		
999997	1	4	8800	1	1		
999997	1	5	11000	1	1		
999997	1	6	13200	1	1		
999997	1	7	15400	1	1		
999997	1	8	17600	1	1		
999997	1	9	19800	1	1		
999997	1	10	22000	1	1		
999997	1	11	24200	1	1		
999997	1	12	26400	1	1		
999997	1	13	28600	1	1		
999997	1	14	30800	1	1		
999997	1	15	33000	1	1		
999997	1	16	35200	1	1		
999997	1	17	37400	1	1		
999997	1	18	39600	1	1		
999997	1	19	41800	1	1		
999997	1	20	44000	1	1		
999997	1	21	46200	1	1		
999997	1	22	48400	1	1		
999997	1	23	50600	1	1		
999997	1	24	52800	1	1		
999997	1	25	55000	1	1		
999997	1	26	57200	1	1		
999997	1	27	59400	1	1		
999997	1	28	61600	1	1		
999997	1	29	63800	1	1		
999997	1	30	66000	1	1		
999998	1	1	2200	1	1		
999998	1	2	4400	1	1		
999998	1	3	6600	1	1		
999998	1	4	8800	1	1		
999998	1	5	11000	1	1		
999998	1	6	13200	1	1		
999998	1	7	15400	1	1		
999998	1	8	17600	1	1		
999998	1	9	19800	1	1		
999998	1	10	22000	1	1		
999998	1	11	24200	1	1		
999998	1	12	26400	1	1		
999998	1	13	28600	1	1		
999998	1	14	30800	1	1		
999998	1	15	33000	1	1		
999998	1	16	35200	1	1		
999998	1	17	37400	1	1		
999998	1	18	39600	1	1		
999998	1	19	41800	1	1		
999998	1	20	44000	1	1		
999998	1	21	46200	1	1		
999998	1	22	48400	1	1		
999998	1	23	50600	1	1		
999998	1	24	52800	1	1		
999998	1	25	55000	1	1		
999998	1	26	57200	1	1		
999998	1	27	59400	1	1		
999998	1	28	61600	1	1		
999998	1	29	63800	1	1		
999998	1	30	66000	1	1		
999999	1	1	500	1	1		
999999	1	2	1000	1	1		
999999	1	3	1500	1	1		
999999	1	4	2000	1	1		
999999	1	5	2500	1	1		
999999	1	6	3000	1	1		
999999	1	7	3500	1	1		
999999	1	8	4000	1	1		
999999	1	9	4500	1	1		
999999	1	10	5000	1	1		
999999	1	11	5500	1	1		
999999	1	12	6000	1	1		
999999	1	13	6500	1	1		
999999	1	14	7000	1	1		
999999	1	15	7500	1	1		
999999	1	16	8000	1	1		
999999	1	17	8500	1	1		
999999	1	18	9000	1	1		
999999	1	19	9500	1	1		
999999	1	20	10000	1	1		
999999	2	1	10500	1	1	5	5
999999	2	2	11000	1	1	10	10
999999	2	3	11500	1	1	15	15
999999	2	4	12000	1	1	20	20
999999	2	5	12500	1	1	25	25
999999	2	6	13000	1	1	30	30
999999	2	7	13500	1	1	35	35
999999	2	8	14000	1	1	40	40
999999	2	9	14500	1	1	45	45
999999	2	10	15000	1	1	50	50
999999	2	11	15500	1	1	55	55
999999	2	12	16000	1	1	60	60
999999	2	13	16500	1	1	65	65
999999	2	14	17000	1	1	70	70
999999	2	15	17500	1	1	75	75
999999	2	16	18000	1	1	80	80
999999	2	17	18500	1	1	85	85
999999	2	18	19000	1	1	90	90
999999	2	19	19500	1	1	95	95
999999	2	20	20000	1	1	100	100
