id	story_type	chapter_text_id	title_text_id	media_type	chapter_id	feature_id	target_id	target_value	sort_id	card_lv	awakening_type	dear_point	media_id	has_choice	name_rank	reward_id	publish_date	open_date	close_date
70101052	3	101050	101053	1			10105		3	35	1		70101053				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101112	3	101110	101113	1			10111		3	35	1		70101113				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101122	3	101120	101123	1			10112		3	35	1		70101123				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101132	3	101130	101133	1			10113		3	35	1		70101133				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101142	3	101140	101143	1			10114		3	35	1		70101143				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101152	3	101150	101153	1			10115		3	35	1		70101153				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101162	3	101160	101163	1			10116		3	35	1		70101163				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101172	3	101170	101173	1			10117		3	35	1		70101173				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101182	3	101180	101183	1			10118		3	35	1		70101183				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101192	3	101190	101193	1			10119		3	35	1		70101193				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101202	3	101200	101203	1			10120		3	35	1		70101203				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101212	3	101210	101213	1			10121		3	35	1		70101213				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101222	3	101220	101223	1			10122		3	35	1		70101223				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101232	3	101230	101233	1			10123		3	35	1		70101233				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101242	3	101240	101243	1			10124		3	35	1		70101243				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101252	3	101250	101253	1			10125		3	35	1		70101253				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101762	3	101760	101763	1			10176		3	35	1		70101763				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101772	3	101770	101773	1			10177		3	35	1		70101773				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101782	3	101780	101783	1			10178		3	35	1		70101783				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101792	3	101790	101793	1			10179		3	35	1		70101793				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101802	3	101800	101803	1			10180		3	35	1		70101803				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101912	3	101910	101913	1			10191		3	35	1		70101913				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101922	3	101920	101923	1			10192		3	35	1		70101923				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101932	3	101930	101933	1			10193		3	35	1		70101933				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101942	3	101940	101943	1			10194		3	35	1		70101943				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101952	3	101950	101953	1			10195		3	35	1		70101953				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101962	3	101960	101963	1			10196		3	35	1		70101963				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101972	3	101970	101973	1			10197		3	35	1		70101973				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101982	3	101980	101983	1			10198		3	35	1		70101983				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101992	3	101990	101993	1			10199		3	35	1		70101993				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70102002	3	102000	102003	1			10200		3	35	1		70102003				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70701002	6	701000	701003	1		701	70701001	5000	3				70700102			202701002	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70702003	6	702000	702003	1		702	70702002	50000	3				70700203			202702003	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70704003	6	704000	704003	1		704	70704002	40000	3				70700303			202704003	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70701003	6	701000	701004	1		701	70701002	7500	4				70700103			202701003	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70702004	6	702000	702004	1		702	70702003	75000	4				70700204			202702004	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70704004	6	704000	704004	1		704	70704003	60000	4				70700304			202704004	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70701004	6	701000	701005	1		701	70701003	10000	5				70700104			202701004	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70702005	6	702000	702005	1		702	70702004	100000	5				70700205			202702005	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70704005	6	704000	704005	1		704	70704004	80000	5				70700305			202704005	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70701005	6	701000	701006	1		701	70701004	15000	6				70700105			202701005	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70702006	6	702000	702006	1		702	70702005	125000	6				70700206			202702006	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70704006	6	704000	704006	1		704	70704005	100000	6				70700306			202704006	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70701006	6	701000	701007	1		701	70701005	20000	7				70700106			202701006	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70702007	6	702000	702007	1		702	70702006	150000	7				70700207			202702007	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70704007	6	704000	704007	1		704	70704006	150000	7				70700307			202704007	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70701007	6	701000	701008	1		701	70701006	25000	8				70700107			202701007	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70702008	6	702000	702008	1		702	70702007	175000	8				70700208			202702008	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70704008	6	704000	704008	1		704	70704007	200000	8				70700308			202704008	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70701008	6	701000	701009	1		701	70701007	30000	9				70700108			202701008	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70702009	6	702000	702009	1		702	70702008	200000	9				70700209			202702009	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70704009	6	704000	704009	1		704	70704008	250000	9				70700309			202704009	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70701009	6	701000	701010	1		701	70701008	35000	10				70700109			202701009	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70702010	6	702000	702010	1		702	70702009	250000	10				70700210			202702010	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70704010	6	704000	704010	1		704	70704009	300000	10				70700310			202704010	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70701010	6	701000	701011	1		701	70701009	40000	11				70700110			202701010	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
