id	type	target_id	message_text_id	motion_id	cond_type	cond_type2	cond1	cond2	cond3	cond_start_time	cond_end_time	cond_start_date	cond_end_date	leavetime	resource_id	gear_id	weight	response_id	response_min	response_max	is_sleeping	open_date	close_date
1105001	1	1	70	laugh_2l	1							2020-12-25 00:00:00	2100-12-25 23:59:59		1105		3	1105001	1	2		2020-01-01 00:00:00	2100-12-31 00:00:00
1105002	1	2	272	neglect2_2l	1							2020-12-25 00:00:00	2100-12-25 23:59:59		1105		3	1105002	1	2		2020-01-01 00:00:00	2100-12-31 00:00:00
1105003	1	3	472	reach_2l	1							2020-12-25 00:00:00	2100-12-25 23:59:59		1105		3	1105003	1	2		2020-01-01 00:00:00	2100-12-31 00:00:00
1105004	1	4	675	laugh_2l	1							2020-12-25 00:00:00	2100-12-25 23:59:59		1105		3	1105004	1	2		2020-01-01 00:00:00	2100-12-31 00:00:00
1105005	1	5	878	insight_2l	1							2020-12-25 00:00:00	2100-12-25 23:59:59		1105		3	1105005	1	2		2020-01-01 00:00:00	2100-12-31 00:00:00
1106001	1	1	71	shy_2l	1							2020-12-31 00:00:00	2100-12-31 23:59:59		1106		3	1106001	1	2		2020-01-01 00:00:00	2100-12-31 00:00:00
1106002	1	2	273	anger_2l	1							2020-12-31 00:00:00	2100-12-31 23:59:59		1106		3	1106002	1	2		2020-01-01 00:00:00	2100-12-31 00:00:00
1106003	1	3	473	insight_2l	1							2020-12-31 00:00:00	2100-12-31 23:59:59		1106		3	1106003	1	2		2020-01-01 00:00:00	2100-12-31 00:00:00
1106004	1	4	676	shy_2l	1							2020-12-31 00:00:00	2100-12-31 23:59:59		1106		3	1106004	1	2		2020-01-01 00:00:00	2100-12-31 00:00:00
1106005	1	5	879	insight_2l	1							2020-12-31 00:00:00	2100-12-31 23:59:59		1106		3	1106005	1	2		2020-01-01 00:00:00	2100-12-31 00:00:00
1107001	1	1	72	surprise_2l	1							2020-09-30 00:00:00	2100-09-30 23:59:59		1107		3	1107001	1	2		2020-01-01 00:00:00	2100-12-31 00:00:00
1107002	1	2	274	talk_2l	1							2020-09-30 00:00:00	2100-09-30 23:59:59		1107		3	1107002	1	2		2020-01-01 00:00:00	2100-12-31 00:00:00
1107003	1	3	474	panic2_2l	1							2020-09-30 00:00:00	2100-09-30 23:59:59		1107		3	1107003	1	2		2020-01-01 00:00:00	2100-12-31 00:00:00
1107004	1	4	677	laugh2_2l	1							2020-09-30 00:00:00	2100-09-30 23:59:59		1107		3	1107004	1	2		2020-01-01 00:00:00	2100-12-31 00:00:00
1107005	1	5	880	joy2_2l	1							2020-09-30 00:00:00	2100-09-30 23:59:59		1107		3	1107005	1	2		2020-01-01 00:00:00	2100-12-31 00:00:00
1108001	1	1	73	clap_2l	1							2020-04-06 00:00:00	2100-04-06 23:59:59		1108		2	1108001	1	2		2020-01-01 00:00:00	2100-12-31 00:00:00
1108002	1	2	275	shy2_2l	1							2020-04-06 00:00:00	2100-04-06 23:59:59		1108		2	1108002	1	2		2020-01-01 00:00:00	2100-12-31 00:00:00
1108003	1	3	475	insight_2l	1							2020-04-06 00:00:00	2100-04-06 23:59:59		1108		2	1108003	1	2		2020-01-01 00:00:00	2100-12-31 00:00:00
1108004	1	4	678	laugh2_2l	1							2020-04-06 00:00:00	2100-04-06 23:59:59		1108		2	1108004	1	2		2020-01-01 00:00:00	2100-12-31 00:00:00
1108005	1	5	881	neglect2_2l	1							2020-04-06 00:00:00	2100-04-06 23:59:59		1108		2	1108005	1	2		2020-01-01 00:00:00	2100-12-31 00:00:00
1109001	1	1	74	0								2020-01-01 00:00:00	2100-12-31 00:00:00		1109		1				1	2020-01-01 00:00:00	2100-12-31 00:00:00
1109002	1	2	276	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1109		1				1	2020-01-01 00:00:00	2100-12-31 00:00:00
1109003	1	3	476	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1109		1				1	2020-01-01 00:00:00	2100-12-31 00:00:00
1109004	1	4	679	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1109		1				1	2020-01-01 00:00:00	2100-12-31 00:00:00
1109005	1	5	882	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1109		1				1	2020-01-01 00:00:00	2100-12-31 00:00:00
1110001	1	1	75	0								2020-01-01 00:00:00	2100-12-31 00:00:00		1110		1				1	2020-01-01 00:00:00	2100-12-31 00:00:00
1110002	1	2	277	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1110		1				1	2020-01-01 00:00:00	2100-12-31 00:00:00
1110003	1	3	477	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1110		1				1	2020-01-01 00:00:00	2100-12-31 00:00:00
1110004	1	4	680	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1110		1				1	2020-01-01 00:00:00	2100-12-31 00:00:00
1110005	1	5	883	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1110		1				1	2020-01-01 00:00:00	2100-12-31 00:00:00
1111001	1	1	76	0								2020-01-01 00:00:00	2100-12-31 00:00:00		1111	85020120	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1111004	1	4	681	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1111	85020120	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1111005	1	5	885	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1111	85020010	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1111015	1	5	885	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1111	85020020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1111035	1	5	885	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1111	85020070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1111065	1	5	885	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1111	85020200	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1111075	1	5	885	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1111	85020210	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1111085	1	5	885	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1111	85020220	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1111095	1	5	885	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1111	85020230	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112003	1	3	479	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020010	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112004	1	4	682	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020010	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112005	1	5	884	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020120	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112013	1	3	479	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112014	1	4	682	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112021	1	1	77	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020060	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112022	1	2	279	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020060	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112031	1	1	77	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112032	1	2	279	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112033	1	3	479	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112034	1	4	682	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112041	1	1	77	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020100	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112042	1	2	279	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020100	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112043	1	3	479	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020100	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112061	1	1	77	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020200	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112062	1	2	279	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020200	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112063	1	3	479	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020200	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112064	1	4	682	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020200	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112073	1	3	479	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020210	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112074	1	4	682	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020210	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112083	1	3	479	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020220	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112084	1	4	682	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020220	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112093	1	3	479	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020230	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112094	1	4	682	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020230	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112151	1	1	77	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020210	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112152	1	2	279	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020210	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112241	1	1	77	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020220	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112242	1	2	279	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020220	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112331	1	1	77	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020230	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1112332	1	2	279	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1112	85020230	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1113001	1	1	74	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1113	85040050	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1113002	1	2	289	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1113	85040050	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1113005	1	5	894	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1113	85040050	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1113011	1	1	74	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1113	85040060	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1113012	1	2	289	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1113	85040060	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1113015	1	5	894	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1113	85040060	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1113025	1	5	894	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1113	85040520	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1113111	1	1	74	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1113	85040520	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1113112	1	2	289	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1113	85040520	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1114001	1	1	79	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1114	85040400	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1114002	1	2	281	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1114	85040400	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1114004	1	4	684	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1114	85040400	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1114005	1	5	887	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1114	85040400	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1114023	1	3	482	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1114	85040110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1114033	1	3	482	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1114	85040130	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1114053	1	3	482	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1114	85040179	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1114063	1	3	482	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1114	85040280	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1114073	1	3	482	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1114	85040300	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1114083	1	3	482	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1114	85040350	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1114093	1	3	482	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1114	85040360	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1114103	1	3	482	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1114	85040370	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1114113	1	3	482	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1114	85040390	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1114123	1	3	482	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1114	85040420	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1114133	1	3	482	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1114	85040310	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115001	1	1	80	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040010	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115003	1	3	481	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040400	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115004	1	4	685	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040010	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115005	1	5	888	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040010	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115011	1	1	80	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040100	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115014	1	4	685	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040100	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115025	1	5	888	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115031	1	1	80	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040130	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115032	1	2	282	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040130	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115034	1	4	685	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040130	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115035	1	5	888	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040130	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115044	1	4	685	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040140	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115045	1	5	888	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040140	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115051	1	1	80	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040179	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115052	1	2	282	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040179	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115054	1	4	685	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040179	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115055	1	5	888	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040179	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115061	1	1	80	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040280	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115062	1	2	282	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040280	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115064	1	4	685	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040280	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115065	1	5	888	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040280	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115071	1	1	80	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040300	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115072	1	2	282	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040300	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115074	1	4	685	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040300	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115075	1	5	888	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040300	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115081	1	1	80	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040350	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115082	1	2	282	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040350	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115084	1	4	685	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040350	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115085	1	5	888	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040350	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115091	1	1	80	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040360	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115092	1	2	282	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040360	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115094	1	4	685	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040360	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115095	1	5	888	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040360	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115101	1	1	80	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040370	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115102	1	2	282	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040370	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115104	1	4	685	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040370	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115105	1	5	888	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040370	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115111	1	1	80	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040390	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115112	1	2	282	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040390	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115114	1	4	685	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040390	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115115	1	5	888	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040390	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115121	1	1	80	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040420	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115122	1	2	282	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040420	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115124	1	4	685	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040420	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115125	1	5	888	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040420	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115131	1	1	80	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040310	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115132	1	2	282	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040310	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115134	1	4	685	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040310	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1115135	1	5	888	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1115	85040310	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1116001	1	1	123	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1116	85090110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1116002	1	2	325	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1116	85090110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1116003	1	3	525	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1116	85090110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1116004	1	4	727	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1116	85090110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1116005	1	5	928	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1116	85090110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1116011	1	1	123	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1116	85090120	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1116012	1	2	325	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1116	85090120	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1116013	1	3	525	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1116	85090120	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1116014	1	4	727	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1116	85090120	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1116015	1	5	928	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1116	85090120	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1117001	1	1	97	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1117	85090410	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1117002	1	2	300	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1117	85090410	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1117003	1	3	499	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1117	85090410	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1117004	1	4	703	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1117	85090410	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1117005	1	5	906	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1117	85090410	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1118001	1	1	107	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1118	85020110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1118002	1	2	310	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1118	85020110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1118003	1	3	509	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1118	85020110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1118004	1	4	712	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1118	85020110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1118005	1	5	915	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1118	85020110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119001	1	1	100	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87010020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119003	1	3	503	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87010020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119004	1	4	705	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87010020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119011	1	1	100	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87010030	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119031	1	1	100	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87010050	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119033	1	3	503	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87010050	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119034	1	4	705	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87010050	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119041	1	1	100	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87020020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119043	1	3	503	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87020020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119044	1	4	705	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87020020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119081	1	1	100	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87020070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119083	1	3	503	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87020070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119084	1	4	705	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87020070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119091	1	1	100	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87030070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119093	1	3	503	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87030070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119094	1	4	705	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87030070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119101	1	1	100	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87030080	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119103	1	3	503	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87030080	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119104	1	4	705	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87030080	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119111	1	1	100	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87040020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119113	1	3	503	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87040020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119114	1	4	705	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87040020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1119121	1	1	100	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1119	87040030	1					2020-01-01 00:00:00	2100-12-31 00:00:00
