id	type	profile	shadow	stage_id	puzzle_id	background	bgm_text_id	popratio_id	limit_type	limit_count	use_full_count	gimmick_design
105101	2	1		105101	200100100	10100991	2002	6	1	20		
105102	1	1		105102	200100100	10100991	2002	6	1	20		
105103	1	1		105103	200100100	10100991	2002	6	1	20		
105104	2	1		105104	200100100	10100991	2002	6	1	25		
105105	1	1		105105	200100100	10100991	2002	6	1	25		
105106	2	1		105106	200100100	10100991	2002	6	1	25		
105107	1	1		105107	200100100	10100991	2002	6	1	20		
105108	2	1		105108	200100100	10100991	2002	6	1	25		
105109	1	1		105109	200100100	10100991	2002	6	1	30		
105110	2	1		105110	200100100	10100991	2002	6	1	25		
105111	1	1		105111	200100100	10100991	2002	6	1	25		
105112	2	1		105112	200100100	10100991	2002	6	1	25		
105113	1	1		105113	200100100	10100991	2002	6	1	20		
105114	2	1		105114	200100100	10100991	2002	6	1	25		
105115	1	1		105115	200100100	10100991	2002	6	2	70		
105116	2	1		105116	200100100	10100991	2002	6	1	25		
105117	1	1		105117	200100100	10100991	2002	6	1	20		
105118	2	1		105118	200100100	10100991	2002	6	1	25		
105119	1	1		105119	200100100	10100991	2002	6	1	30		
105120	2	1		105120	200100100	10100991	2002	6	1	25		
105201	2	1		105201	200100100	10100991	2002	6	1	20		
105202	1	1		105202	200100100	10100991	2002	6	1	20		
105203	1	1		105203	200100100	10100991	2002	6	1	20		
105204	2	1		105204	200100100	10100991	2002	6	1	25		
105205	1	1		105205	200100100	10100991	2002	6	1	25		
105206	2	1		105206	200100100	10100991	2002	6	1	25		
105207	1	1		105207	200100100	10100991	2002	6	1	20		
105208	2	1		105208	200100100	10100991	2002	6	1	25		
105209	1	1		105209	200100100	10100991	2002	6	1	30		
105210	2	1		105210	200100100	10100991	2002	6	1	25		
105211	1	1		105211	200100100	10100991	2002	6	1	25		
105212	2	1		105212	200100100	10100991	2002	6	1	25		
105213	1	1		105213	200100100	10100991	2002	6	1	20		
105214	2	1		105214	200100100	10100991	2002	6	1	25		
105215	1	1		105215	200100100	10100991	2002	6	2	70		
105216	2	1		105216	200100100	10100991	2002	6	1	25		
105217	1	1		105217	200100100	10100991	2002	6	1	20		
105218	2	1		105218	200100100	10100991	2002	6	1	25		
105219	1	1		105219	200100100	10100991	2002	6	1	30		
105220	2	1		105220	200100100	10100991	2002	6	1	25		
105301	2	1		105301	200100100	10100991	2002	6	1	20		
105302	1	1		105302	200100100	10100991	2002	6	1	20		
105303	1	1		105303	200100100	10100991	2002	6	1	20		
105304	2	1		105304	200100100	10100991	2002	6	1	25		
105305	1	1		105305	200100100	10100991	2002	6	1	25		
105306	2	1		105306	200100100	10100991	2002	6	1	25		
105307	1	1		105307	200100100	10100991	2002	6	1	20		
105308	2	1		105308	200100100	10100991	2002	6	1	25		
105309	1	1		105309	200100100	10100991	2002	6	1	30		
105310	2	1		105310	200100100	10100991	2002	6	1	25		
105311	1	1		105311	200100100	10100991	2002	6	1	25		
105312	2	1		105312	200100100	10100991	2002	6	1	25		
105313	1	1		105313	200100100	10100991	2002	6	1	20		
105314	2	1		105314	200100100	10100991	2002	6	1	25		
105315	1	1		105315	200100100	10100991	2002	6	2	70		
105316	2	1		105316	200100100	10100991	2002	6	1	25		
105317	1	1		105317	200100100	10100991	2002	6	1	20		
105318	2	1		105318	200100100	10100991	2002	6	1	25		
105319	1	1		105319	200100100	10100991	2002	6	1	30		
105320	2	1		105320	200100100	10100991	2002	6	1	25		
106101	2	1		106101	200100100	10100991	2003	6	1	20		
106102	1	1		106102	200100100	10100991	2003	6	2	90		
106103	1	1		106103	200100100	10100991	2003	6	1	25		
106104	2	1		106104	200100100	10100991	2003	6	1	20		
106105	1	1		106105	200100100	10100991	2003	6	1	20		
106106	2	1		106106	200100100	10100991	2003	6	1	25		
106107	1	1		106107	200100100	10100991	2003	6	1	20		
106108	2	1		106108	200100100	10100991	2003	6	2	90		
106109	1	1		106109	200100100	10100991	2003	6	2	80		
106110	2	1		106110	200100100	10100991	2003	6	1	25		
106111	1	1		106111	200100100	10100991	2003	6	1	25		
106112	2	1		106112	200100100	10100991	2003	6	1	25		
106113	1	1		106113	200100100	10100991	2003	6	2	85		
106114	2	1		106114	200100100	10100991	2003	6	1	20		
106115	1	1		106115	200100100	10100991	2003	6	1	25		
106116	2	1		106116	200100100	10100991	2003	6	1	22		
106117	1	1		106117	200100100	10100991	2003	6	1	30		
106118	2	1		106118	200100100	10100991	2003	6	1	25		
106119	1	1		106119	200100100	10100991	2003	6	1	30		
106120	2	1		106120	200100100	10100991	2003	6	2	60		
106201	2	1		106201	200100100	10100991	2003	6	1	20		
106202	1	1		106202	200100100	10100991	2003	6	2	90		
106203	1	1		106203	200100100	10100991	2003	6	1	25		
106204	2	1		106204	200100100	10100991	2003	6	1	20		
106205	1	1		106205	200100100	10100991	2003	6	1	20		
106206	2	1		106206	200100100	10100991	2003	6	1	25		
106207	1	1		106207	200100100	10100991	2003	6	1	20		
106208	2	1		106208	200100100	10100991	2003	6	2	90		
106209	1	1		106209	200100100	10100991	2003	6	2	80		
106210	2	1		106210	200100100	10100991	2003	6	1	25		
106211	1	1		106211	200100100	10100991	2003	6	1	25		
106212	2	1		106212	200100100	10100991	2003	6	1	25		
106213	1	1		106213	200100100	10100991	2003	6	2	85		
106214	2	1		106214	200100100	10100991	2003	6	1	20		
106215	1	1		106215	200100100	10100991	2003	6	1	25		
106216	2	1		106216	200100100	10100991	2003	6	1	22		
106217	1	1		106217	200100100	10100991	2003	6	1	30		
106218	2	1		106218	200100100	10100991	2003	6	1	25		
106219	1	1		106219	200100100	10100991	2003	6	1	30		
106220	2	1		106220	200100100	10100991	2003	6	2	60		
106301	2	1		106301	200100100	10100991	2003	6	1	20		
106302	1	1		106302	200100100	10100991	2003	6	2	90		
106303	1	1		106303	200100100	10100991	2003	6	1	25		
106304	2	1		106304	200100100	10100991	2003	6	1	20		
106305	1	1		106305	200100100	10100991	2003	6	1	20		
106306	2	1		106306	200100100	10100991	2003	6	1	25		
106307	1	1		106307	200100100	10100991	2003	6	1	20		
106308	2	1		106308	200100100	10100991	2003	6	2	90		
106309	1	1		106309	200100100	10100991	2003	6	2	80		
106310	2	1		106310	200100100	10100991	2003	6	1	25		
106311	1	1		106311	200100100	10100991	2003	6	1	25		
106312	2	1		106312	200100100	10100991	2003	6	1	25		
106313	1	1		106313	200100100	10100991	2003	6	2	85		
106314	2	1		106314	200100100	10100991	2003	6	1	20		
106315	1	1		106315	200100100	10100991	2003	6	1	25		
106316	2	1		106316	200100100	10100991	2003	6	1	22		
106317	1	1		106317	200100100	10100991	2003	6	1	30		
106318	2	1		106318	200100100	10100991	2003	6	1	25		
106319	1	1		106319	200100100	10100991	2003	6	1	30		
106320	2	1		106320	200100100	10100991	2003	6	2	60		
107101	2	1		107101	200100100	10100991	2001	6	1	20		
107102	1	1		107102	200100100	10100991	2001	6	1	30		
107103	1	1		107103	200100100	10100991	2001	6	1	25		
107104	2	1		107104	200100100	10100991	2001	6	1	25		
107105	1	1		107105	200100100	10100991	2001	6	2	180		
107106	2	1		107106	200100100	10100991	2001	6	1	20		
107107	1	1		107107	200100100	10100991	2001	6	1	25		
107108	2	1		107108	200100100	10100991	2001	6	1	16		
107109	1	1		107109	200100100	10100991	2001	6	1	25		
107110	2	1		107110	200100100	10100991	2001	6	1	25		
107111	1	1		107111	200100100	10100991	2001	6	1	30		
107112	2	1		107112	200100100	10100991	2001	6	1	22		
107113	1	1		107113	200100100	10100991	2001	6	1	20		
107114	2	1		107114	200100100	10100991	2001	6	1	25		
107115	1	1		107115	200100100	10100991	2001	6	1	25		
107116	2	1		107116	200100100	10100991	2001	6	1	20		
107117	1	1		107117	200100100	10100991	2001	6	1	30		
107118	2	1		107118	200100100	10100991	2001	6	1	20		
107119	1	1		107119	200100100	10100991	2001	6	1	25		
107120	2	1		107120	200100100	10100991	2001	6	1	30		
107201	2	1		107201	200100100	10100991	2001	6	1	20		
107202	1	1		107202	200100100	10100991	2001	6	1	30		
107203	1	1		107203	200100100	10100991	2001	6	1	25		
107204	2	1		107204	200100100	10100991	2001	6	1	25		
107205	1	1		107205	200100100	10100991	2001	6	2	180		
107206	2	1		107206	200100100	10100991	2001	6	1	20		
107207	1	1		107207	200100100	10100991	2001	6	1	25		
107208	2	1		107208	200100100	10100991	2001	6	1	16		
107209	1	1		107209	200100100	10100991	2001	6	1	25		
107210	2	1		107210	200100100	10100991	2001	6	1	25		
107211	1	1		107211	200100100	10100991	2001	6	1	30		
107212	2	1		107212	200100100	10100991	2001	6	1	22		
107213	1	1		107213	200100100	10100991	2001	6	1	20		
107214	2	1		107214	200100100	10100991	2001	6	1	25		
107215	1	1		107215	200100100	10100991	2001	6	1	25		
107216	2	1		107216	200100100	10100991	2001	6	1	20		
107217	1	1		107217	200100100	10100991	2001	6	1	30		
107218	2	1		107218	200100100	10100991	2001	6	1	20		
107219	1	1		107219	200100100	10100991	2001	6	1	25		
107220	2	1		107220	200100100	10100991	2001	6	1	30		
107301	2	1		107301	200100100	10100991	2001	6	1	20		
107302	1	1		107302	200100100	10100991	2001	6	1	30		
107303	1	1		107303	200100100	10100991	2001	6	1	25		
107304	2	1		107304	200100100	10100991	2001	6	1	25		
107305	1	1		107305	200100100	10100991	2001	6	2	180		
107306	2	1		107306	200100100	10100991	2001	6	1	20		
107307	1	1		107307	200100100	10100991	2001	6	1	25		
107308	2	1		107308	200100100	10100991	2001	6	1	16		
107309	1	1		107309	200100100	10100991	2001	6	1	25		
107310	2	1		107310	200100100	10100991	2001	6	1	25		
107311	1	1		107311	200100100	10100991	2001	6	1	30		
107312	2	1		107312	200100100	10100991	2001	6	1	22		
107313	1	1		107313	200100100	10100991	2001	6	1	20		
107314	2	1		107314	200100100	10100991	2001	6	1	25		
107315	1	1		107315	200100100	10100991	2001	6	1	25		
107316	2	1		107316	200100100	10100991	2001	6	1	20		
107317	1	1		107317	200100100	10100991	2001	6	1	30		
107318	2	1		107318	200100100	10100991	2001	6	1	20		
107319	1	1		107319	200100100	10100991	2001	6	1	25		
107320	2	1		107320	200100100	10100991	2001	6	1	30		
108101	2	3	1	108101	200100100	10100991	2002	6	1	25		
108102	1	3	1	108102	200100100	10100991	2002	6	1	20		
108103	1	3	1	108103	200100100	10100991	2002	6	1	15		
108104	2	3	1	108104	200100100	10100991	2002	6	1	25		
108105	1	3	1	108105	200100100	10100991	2002	6	1	27		
108106	2	3	1	108106	200100100	10100991	2002	6	1	30		
108107	1	3	1	108107	200100100	10100991	2002	6	2	140		
108108	2	3	1	108108	200100100	10100991	2002	6	1	20		
108109	1	3	1	108109	200100100	10100991	2002	6	1	25		
108110	2	5	1	108110	200100100	10100991	2002	6	1	30		
108111	1	5	1	108111	200100100	10100991	2002	6	1	20		
108112	2	5	1	108112	200100100	10100991	2002	6	2	150		
108113	1	5	1	108113	200100100	10100991	2002	6	1	15		
108114	2	5	1	108114	200100100	10100991	2002	6	1	30		
108115	1	2		108115	200100100	10100991	2002	6	1	20		
108116	2	2		108116	200100100	10100991	2002	6	1	30		
108117	1	2		108117	200100100	10100991	2002	6	2	80		
108118	2	2		108118	200100100	10100991	2002	6	1	25		
108119	1	2		108119	200100100	10100991	2002	6	1	30		
108120	2	2		108120	200100100	10100991	2002	6	1	25		
108201	2	3	1	108201	200100100	10100991	2002	6	1	25		
108202	1	3	1	108202	200100100	10100991	2002	6	1	20		
108203	1	3	1	108203	200100100	10100991	2002	6	1	15		
108204	2	3	1	108204	200100100	10100991	2002	6	1	25		
108205	1	3	1	108205	200100100	10100991	2002	6	1	27		
108206	2	3	1	108206	200100100	10100991	2002	6	1	30		
108207	1	3	1	108207	200100100	10100991	2002	6	2	140		
108208	2	3	1	108208	200100100	10100991	2002	6	1	20		
108209	1	3	1	108209	200100100	10100991	2002	6	1	25		
108210	2	5	1	108210	200100100	10100991	2002	6	1	30		
108211	1	5	1	108211	200100100	10100991	2002	6	1	20		
108212	2	5	1	108212	200100100	10100991	2002	6	2	150		
108213	1	5	1	108213	200100100	10100991	2002	6	1	15		
108214	2	5	1	108214	200100100	10100991	2002	6	1	30		
108215	1	2		108215	200100100	10100991	2002	6	1	20		
108216	2	2		108216	200100100	10100991	2002	6	1	30		
108217	1	2		108217	200100100	10100991	2002	6	2	80		
108218	2	2		108218	200100100	10100991	2002	6	1	25		
108219	1	2		108219	200100100	10100991	2002	6	1	30		
108220	2	2		108220	200100100	10100991	2002	6	1	25		
108301	2	3	1	108301	200100100	10100991	2002	6	1	25		
108302	1	3	1	108302	200100100	10100991	2002	6	1	20		
108303	1	3	1	108303	200100100	10100991	2002	6	1	15		
108304	2	3	1	108304	200100100	10100991	2002	6	1	25		
108305	1	3	1	108305	200100100	10100991	2002	6	1	27		
108306	2	3	1	108306	200100100	10100991	2002	6	1	30		
108307	1	3	1	108307	200100100	10100991	2002	6	2	140		
108308	2	3	1	108308	200100100	10100991	2002	6	1	20		
108309	1	3	1	108309	200100100	10100991	2002	6	1	25		
108310	2	5	1	108310	200100100	10100991	2002	6	1	30		
108311	1	5	1	108311	200100100	10100991	2002	6	1	20		
108312	2	5	1	108312	200100100	10100991	2002	6	2	150		
108313	1	5	1	108313	200100100	10100991	2002	6	1	15		
108314	2	5	1	108314	200100100	10100991	2002	6	1	30		
108315	1	2		108315	200100100	10100991	2002	6	1	20		
108316	2	2		108316	200100100	10100991	2002	6	1	30		
108317	1	2		108317	200100100	10100991	2002	6	2	80		
108318	2	2		108318	200100100	10100991	2002	6	1	25		
108319	1	2		108319	200100100	10100991	2002	6	1	30		
108320	2	2		108320	200100100	10100991	2002	6	1	25		
109101	2	1		109101	200100100	10100991	2003	6	1	32		
109102	1	1		109102	200100100	10100991	2003	6	1	20		
109103	1	1		109103	200100100	10100991	2003	6	1	20		
109104	2	1		109104	200100100	10100991	2003	6	1	25		
109105	1	1		109105	200100100	10100991	2003	6	2	65		
109106	2	1		109106	200100100	10100991	2003	6	2	180		
109107	1	1		109107	200100100	10100991	2003	6	1	27		
109108	2	1		109108	200100100	10100991	2003	6	1	30		
109109	1	1		109109	200100100	10100991	2003	6	1	32		
109110	2	1		109110	200100100	10100991	2003	6	1	20		
109111	1	1		109111	200100100	10100991	2003	6	1	30		
109112	2	1		109112	200100100	10100991	2003	6	1	25		
109113	1	1		109113	200100100	10100991	2003	6	1	20		
109114	2	1		109114	200100100	10100991	2003	6	1	30		
109115	1	1		109115	200100100	10100991	2003	6	1	25		
109116	2	1		109116	200100100	10100991	2003	6	1	30		
109117	1	1		109117	200100100	10100991	2003	6	1	22		
109118	2	1		109118	200100100	10100991	2003	6	1	20		
109119	1	1		109119	200100100	10100991	2003	6	1	27		
109120	2	1		109120	200100100	10100991	2003	6	1	20		
109201	2	1		109201	200100100	10100991	2003	6	1	32		
109202	1	1		109202	200100100	10100991	2003	6	1	20		
109203	1	1		109203	200100100	10100991	2003	6	1	20		
109204	2	1		109204	200100100	10100991	2003	6	1	25		
109205	1	1		109205	200100100	10100991	2003	6	2	65		
109206	2	1		109206	200100100	10100991	2003	6	2	180		
109207	1	1		109207	200100100	10100991	2003	6	1	27		
109208	2	1		109208	200100100	10100991	2003	6	1	30		
109209	1	1		109209	200100100	10100991	2003	6	1	32		
109210	2	1		109210	200100100	10100991	2003	6	1	20		
109211	1	1		109211	200100100	10100991	2003	6	1	30		
109212	2	1		109212	200100100	10100991	2003	6	1	25		
109213	1	1		109213	200100100	10100991	2003	6	1	20		
109214	2	1		109214	200100100	10100991	2003	6	1	30		
109215	1	1		109215	200100100	10100991	2003	6	1	25		
109216	2	1		109216	200100100	10100991	2003	6	1	30		
109217	1	1		109217	200100100	10100991	2003	6	1	22		
109218	2	1		109218	200100100	10100991	2003	6	1	20		
109219	1	1		109219	200100100	10100991	2003	6	1	27		
109220	2	1		109220	200100100	10100991	2003	6	1	20		
109301	2	1		109301	200100100	10100991	2003	6	1	32		
109302	1	1		109302	200100100	10100991	2003	6	1	20		
109303	1	1		109303	200100100	10100991	2003	6	1	20		
109304	2	1		109304	200100100	10100991	2003	6	1	25		
109305	1	1		109305	200100100	10100991	2003	6	2	65		
109306	2	1		109306	200100100	10100991	2003	6	2	180		
109307	1	1		109307	200100100	10100991	2003	6	1	27		
109308	2	1		109308	200100100	10100991	2003	6	1	30		
109309	1	1		109309	200100100	10100991	2003	6	1	32		
109310	2	1		109310	200100100	10100991	2003	6	1	20		
109311	1	1		109311	200100100	10100991	2003	6	1	30		
109312	2	1		109312	200100100	10100991	2003	6	1	25		
109313	1	1		109313	200100100	10100991	2003	6	1	20		
109314	2	1		109314	200100100	10100991	2003	6	1	30		
109315	1	1		109315	200100100	10100991	2003	6	1	25		
109316	2	1		109316	200100100	10100991	2003	6	1	30		
109317	1	1		109317	200100100	10100991	2003	6	1	22		
109318	2	1		109318	200100100	10100991	2003	6	1	20		
109319	1	1		109319	200100100	10100991	2003	6	1	27		
109320	2	1		109320	200100100	10100991	2003	6	1	20		
110101	2	4	1	110101	200100100	10100991	2001	6	1	25		
110102	1	4	1	110102	200100100	10100991	2001	6	1	25		
110103	1	4	1	110103	200100100	10100991	2001	6	1	17		
110104	2	4	1	110104	200100100	10100991	2001	6	2	150		
110105	1	1		110105	200100100	10100991	2001	6	1	25		
110106	2	1		110106	200100100	10100991	2001	6	1	25		
110107	1	1		110107	200100100	10100991	2001	6	1	27		
110108	2	1		110108	200100100	10100991	2001	6	1	25		
110109	1	1		110109	200100100	10100991	2001	6	1	25		
110110	2	1		110110	200100100	10100991	2001	6	1	30		
110111	1	1		110111	200100100	10100991	2001	6	1	27		
110112	2	1		110112	200100100	10100991	2001	6	1	30		
110113	1	1		110113	200100100	10100991	2001	6	2	145		
110114	2	1		110114	200100100	10100991	2001	6	1	30		
110115	1	4	1	110115	200100100	10100991	2001	6	1	32		
110116	2	4	1	110116	200100100	10100991	2001	6	1	30		
110117	1	4	1	110117	200100100	10100991	2001	6	1	25		
110118	2	4	1	110118	200100100	10100991	2001	6	1	30		
110119	1	4	1	110119	200100100	10100991	2001	6	1	27		
110120	2	1		110120	200100100	10100991	2001	6	1	30		
110201	2	4	1	110201	200100100	10100991	2001	6	1	25		
110202	1	4	1	110202	200100100	10100991	2001	6	1	25		
110203	1	4	1	110203	200100100	10100991	2001	6	1	17		
110204	2	4	1	110204	200100100	10100991	2001	6	2	150		
110205	1	1		110205	200100100	10100991	2001	6	1	25		
110206	2	1		110206	200100100	10100991	2001	6	1	25		
110207	1	1		110207	200100100	10100991	2001	6	1	27		
110208	2	1		110208	200100100	10100991	2001	6	1	25		
110209	1	1		110209	200100100	10100991	2001	6	1	25		
110210	2	1		110210	200100100	10100991	2001	6	1	30		
110211	1	1		110211	200100100	10100991	2001	6	1	27		
110212	2	1		110212	200100100	10100991	2001	6	1	30		
110213	1	1		110213	200100100	10100991	2001	6	2	145		
110214	2	1		110214	200100100	10100991	2001	6	1	30		
110215	1	4	1	110215	200100100	10100991	2001	6	1	32		
110216	2	4	1	110216	200100100	10100991	2001	6	1	30		
110217	1	4	1	110217	200100100	10100991	2001	6	1	25		
110218	2	4	1	110218	200100100	10100991	2001	6	1	30		
110219	1	4	1	110219	200100100	10100991	2001	6	1	27		
110220	2	1		110220	200100100	10100991	2001	6	1	30		
110301	2	4	1	110301	200100100	10100991	2001	6	1	25		
110302	1	4	1	110302	200100100	10100991	2001	6	1	25		
110303	1	4	1	110303	200100100	10100991	2001	6	1	17		
110304	2	4	1	110304	200100100	10100991	2001	6	2	150		
110305	1	1		110305	200100100	10100991	2001	6	1	25		
110306	2	1		110306	200100100	10100991	2001	6	1	25		
110307	1	1		110307	200100100	10100991	2001	6	1	27		
110308	2	1		110308	200100100	10100991	2001	6	1	25		
110309	1	1		110309	200100100	10100991	2001	6	1	25		
110310	2	1		110310	200100100	10100991	2001	6	1	30		
110311	1	1		110311	200100100	10100991	2001	6	1	27		
110312	2	1		110312	200100100	10100991	2001	6	1	30		
110313	1	1		110313	200100100	10100991	2001	6	2	145		
110314	2	1		110314	200100100	10100991	2001	6	1	30		
110315	1	4	1	110315	200100100	10100991	2001	6	1	32		
110316	2	4	1	110316	200100100	10100991	2001	6	1	30		
110317	1	4	1	110317	200100100	10100991	2001	6	1	25		
110318	2	4	1	110318	200100100	10100991	2001	6	1	30		
110319	1	4	1	110319	200100100	10100991	2001	6	1	27		
110320	2	1		110320	200100100	10100991	2001	6	1	30		
111101	2	4	1	111101	200100100	10100991	2002	6	1	30		
111102	1	4	1	111102	200100100	10100991	2002	6	1	22		
111103	1	4	1	111103	200100100	10100991	2002	6	1	30		
111104	2	4	1	111104	200100100	10100991	2002	6	1	20		
111105	1	1		111105	200100100	10100991	2002	6	2	100		
111106	2	1		111106	200100100	10100991	2002	6	1	20		
111107	1	1		111107	200100100	10100991	2002	6	1	30		
111108	2	1		111108	200100100	10100991	2002	6	1	25		
111109	1	1		111109	200100100	10100991	2002	6	1	30		
111110	2	1		111110	200100100	10100991	2002	6	2	80		
111111	1	1		111111	200100100	10100991	2002	6	1	30		
111112	2	1		111112	200100100	10100991	2002	6	1	20		
111113	1	1		111113	200100100	10100991	2002	6	1	30		
111114	2	1		111114	200100100	10100991	2002	6	1	25		
111115	1	4	1	111115	200100100	10100991	2002	6	1	25		
111116	2	4	1	111116	200100100	10100991	2002	6	1	30		
111117	1	4	1	111117	200100100	10100991	2002	6	1	35		
111118	2	4	1	111118	200100100	10100991	2002	6	1	15		
111119	1	4	1	111119	200100100	10100991	2002	6	1	35		
111120	2	1		111120	200100100	10100991	2002	6	1	25		
111201	2	4	1	111201	200100100	10100991	2002	6	1	30		
111202	1	4	1	111202	200100100	10100991	2002	6	1	22		
111203	1	4	1	111203	200100100	10100991	2002	6	1	30		
111204	2	4	1	111204	200100100	10100991	2002	6	1	20		
111205	1	1		111205	200100100	10100991	2002	6	2	100		
111206	2	1		111206	200100100	10100991	2002	6	1	20		
111207	1	1		111207	200100100	10100991	2002	6	1	30		
111208	2	1		111208	200100100	10100991	2002	6	1	25		
111209	1	1		111209	200100100	10100991	2002	6	1	30		
111210	2	1		111210	200100100	10100991	2002	6	2	80		
111211	1	1		111211	200100100	10100991	2002	6	1	30		
111212	2	1		111212	200100100	10100991	2002	6	1	20		
111213	1	1		111213	200100100	10100991	2002	6	1	30		
111214	2	1		111214	200100100	10100991	2002	6	1	25		
111215	1	4	1	111215	200100100	10100991	2002	6	1	25		
111216	2	4	1	111216	200100100	10100991	2002	6	1	30		
111217	1	4	1	111217	200100100	10100991	2002	6	1	35		
111218	2	4	1	111218	200100100	10100991	2002	6	1	15		
111219	1	4	1	111219	200100100	10100991	2002	6	1	35		
111220	2	1		111220	200100100	10100991	2002	6	1	25		
111301	2	4	1	111301	200100100	10100991	2002	6	1	30		
111302	1	4	1	111302	200100100	10100991	2002	6	1	22		
111303	1	4	1	111303	200100100	10100991	2002	6	1	30		
111304	2	4	1	111304	200100100	10100991	2002	6	1	20		
111305	1	1		111305	200100100	10100991	2002	6	2	100		
111306	2	1		111306	200100100	10100991	2002	6	1	20		
111307	1	1		111307	200100100	10100991	2002	6	1	30		
111308	2	1		111308	200100100	10100991	2002	6	1	25		
111309	1	1		111309	200100100	10100991	2002	6	1	30		
111310	2	1		111310	200100100	10100991	2002	6	2	80		
111311	1	1		111311	200100100	10100991	2002	6	1	30		
111312	2	1		111312	200100100	10100991	2002	6	1	20		
111313	1	1		111313	200100100	10100991	2002	6	1	30		
111314	2	1		111314	200100100	10100991	2002	6	1	25		
111315	1	4	1	111315	200100100	10100991	2002	6	1	25		
111316	2	4	1	111316	200100100	10100991	2002	6	1	30		
111317	1	4	1	111317	200100100	10100991	2002	6	1	35		
111318	2	4	1	111318	200100100	10100991	2002	6	1	15		
111319	1	4	1	111319	200100100	10100991	2002	6	1	35		
111320	2	1		111320	200100100	10100991	2002	6	1	25		
112101	2	4	1	112101	200100100	10100991	2003	6	1	19		
112102	1	4	1	112102	200100100	10100991	2003	6	1	25		
112103	1	4	1	112103	200100100	10100991	2003	6	1	20		
112104	2	4	1	112104	200100100	10100991	2003	6	1	25		
112105	1	1		112105	200100100	10100991	2003	6	1	30		
112106	2	1		112106	200100100	10100991	2003	6	1	25		
112107	1	1		112107	200100100	10100991	2003	6	1	20		
112108	2	1		112108	200100100	10100991	2003	6	1	30		
112109	1	1		112109	200100100	10100991	2003	6	2	110		
112110	2	1		112110	200100100	10100991	2003	6	1	30		
112111	1	1		112111	200100100	10100991	2003	6	1	30		
112112	2	1		112112	200100100	10100991	2003	6	2	140		
112113	1	1		112113	200100100	10100991	2003	6	1	27		
112114	2	1		112114	200100100	10100991	2003	6	1	20		
112115	1	4	1	112115	200100100	10100991	2003	6	2	60		
112116	2	4	1	112116	200100100	10100991	2003	6	1	22		
112117	1	4	1	112117	200100100	10100991	2003	6	1	20		
112118	2	4	1	112118	200100100	10100991	2003	6	2	90		
112119	1	4	1	112119	200100100	10100991	2003	6	1	25		
112120	2	1		112120	200100100	10100991	2003	6	1	25		
112201	2	4	1	112201	200100100	10100991	2003	6	1	19		
112202	1	4	1	112202	200100100	10100991	2003	6	1	25		
112203	1	4	1	112203	200100100	10100991	2003	6	1	20		
112204	2	4	1	112204	200100100	10100991	2003	6	1	25		
112205	1	1		112205	200100100	10100991	2003	6	1	30		
112206	2	1		112206	200100100	10100991	2003	6	1	25		
112207	1	1		112207	200100100	10100991	2003	6	1	20		
112208	2	1		112208	200100100	10100991	2003	6	1	30		
112209	1	1		112209	200100100	10100991	2003	6	2	110		
112210	2	1		112210	200100100	10100991	2003	6	1	30		
112211	1	1		112211	200100100	10100991	2003	6	1	30		
112212	2	1		112212	200100100	10100991	2003	6	2	140		
112213	1	1		112213	200100100	10100991	2003	6	1	27		
112214	2	1		112214	200100100	10100991	2003	6	1	20		
112215	1	4	1	112215	200100100	10100991	2003	6	2	60		
112216	2	4	1	112216	200100100	10100991	2003	6	1	22		
112217	1	4	1	112217	200100100	10100991	2003	6	1	20		
112218	2	4	1	112218	200100100	10100991	2003	6	2	90		
112219	1	4	1	112219	200100100	10100991	2003	6	1	25		
112220	2	1		112220	200100100	10100991	2003	6	1	25		
112301	2	4	1	112301	200100100	10100991	2003	6	1	19		
112302	1	4	1	112302	200100100	10100991	2003	6	1	25		
112303	1	4	1	112303	200100100	10100991	2003	6	1	20		
112304	2	4	1	112304	200100100	10100991	2003	6	1	25		
112305	1	1		112305	200100100	10100991	2003	6	1	30		
112306	2	1		112306	200100100	10100991	2003	6	1	25		
112307	1	1		112307	200100100	10100991	2003	6	1	20		
112308	2	1		112308	200100100	10100991	2003	6	1	30		
112309	1	1		112309	200100100	10100991	2003	6	2	110		
112310	2	1		112310	200100100	10100991	2003	6	1	30		
112311	1	1		112311	200100100	10100991	2003	6	1	30		
112312	2	1		112312	200100100	10100991	2003	6	2	140		
112313	1	1		112313	200100100	10100991	2003	6	1	27		
112314	2	1		112314	200100100	10100991	2003	6	1	20		
112315	1	4	1	112315	200100100	10100991	2003	6	2	60		
112316	2	4	1	112316	200100100	10100991	2003	6	1	22		
112317	1	4	1	112317	200100100	10100991	2003	6	1	20		
112318	2	4	1	112318	200100100	10100991	2003	6	2	90		
112319	1	4	1	112319	200100100	10100991	2003	6	1	25		
112320	2	1		112320	200100100	10100991	2003	6	1	25		
201101	1			201101	210100100	10111017	2004	6	1	15		
201102	2			201102	210100200	10111021	2004	6	1	20		
201103	1			201103	210100300	10111022	2004	6	2	60		
201201	1			201201	210100100	10111017	2004	6	1	15		
201202	2			201202	210100200	10111021	2004	6	1	20		
201203	1			201203	210100300	10111022	2004	6	2	60		
201301	1			201301	210100100	10111017	2004	6	1	15		
201302	2			201302	210100200	10111021	2004	6	1	20		
201303	1			201303	210100300	10111022	2004	6	2	60		
