id	skill_group_id	level	name_text_id	desc_text_id	skill_effect_ids
51009124	5100912	4	51009124	151009124	10042
51009125	5100912	5	51009125	151009125	10048
51009211	5100921	1	51009211	151009211	10336
51009212	5100921	2	51009212	151009212	10342
51009213	5100921	3	51009213	151009213	10348
51009214	5100921	4	51009214	151009214	10354
51009215	5100921	5	51009215	151009215	10360
51009221	5100922	1	51009221	151009221	10130
51009222	5100922	2	51009222	151009222	10136
51009223	5100922	3	51009223	151009223	10142
51009224	5100922	4	51009224	151009224	10148
51009225	5100922	5	51009225	151009225	10154
51009311	5100931	1	51009311	151009311	10436
51009312	5100931	2	51009312	151009312	10442
51009313	5100931	3	51009313	151009313	10448
51009314	5100931	4	51009314	151009314	10454
51009315	5100931	5	51009315	151009315	10460
51009321	5100932	1	51009321	151009321	10224
51009322	5100932	2	51009322	151009322	10230
51009323	5100932	3	51009323	151009323	10236
51009324	5100932	4	51009324	151009324	10242
51009325	5100932	5	51009325	151009325	10248
51009411	5100941	1	51009411	151009411	10030
51009412	5100941	2	51009412	151009412	10036
51009413	5100941	3	51009413	151009413	10042
51009414	5100941	4	51009414	151009414	10048
51009415	5100941	5	51009415	151009415	10054
51009421	5100942	1	51009421	151009421	10336
51009422	5100942	2	51009422	151009422	10342
51009423	5100942	3	51009423	151009423	10348
51009424	5100942	4	51009424	151009424	10354
51009425	5100942	5	51009425	151009425	10360
51009511	5100951	1	51009511	151009511	10142
51009512	5100951	2	51009512	151009512	10148
51009513	5100951	3	51009513	151009513	10154
51009514	5100951	4	51009514	151009514	10160
51009515	5100951	5	51009515	151009515	10166
51009521	5100952	1	51009521	151009521	10430
51009522	5100952	2	51009522	151009522	10436
51009523	5100952	3	51009523	151009523	10442
51009524	5100952	4	51009524	151009524	10448
51009525	5100952	5	51009525	151009525	10454
51009611	5100961	1	51009611	151009611	10230
51009612	5100961	2	51009612	151009612	10236
51009613	5100961	3	51009613	151009613	10242
51009614	5100961	4	51009614	151009614	10248
51009615	5100961	5	51009615	151009615	10254
51009621	5100962	1	51009621	151009621	10130
51009622	5100962	2	51009622	151009622	10136
51009623	5100962	3	51009623	151009623	10142
51009624	5100962	4	51009624	151009624	10148
51009625	5100962	5	51009625	151009625	10154
51009711	5100971	1	51009711	151009711	10336
51009712	5100971	2	51009712	151009712	10342
51009713	5100971	3	51009713	151009713	10348
51009714	5100971	4	51009714	151009714	10354
51009715	5100971	5	51009715	151009715	10360
51009721	5100972	1	51009721	151009721	10230
51009722	5100972	2	51009722	151009722	10236
51009723	5100972	3	51009723	151009723	10242
51009724	5100972	4	51009724	151009724	10248
51009725	5100972	5	51009725	151009725	10254
51009811	5100981	1	51009811	151009811	10436
51009812	5100981	2	51009812	151009812	10442
51009813	5100981	3	51009813	151009813	10448
51009814	5100981	4	51009814	151009814	10454
51009815	5100981	5	51009815	151009815	10460
51009821	5100982	1	51009821	151009821	10336
51009822	5100982	2	51009822	151009822	10342
51009823	5100982	3	51009823	151009823	10348
51009824	5100982	4	51009824	151009824	10354
51009825	5100982	5	51009825	151009825	10360
51009911	5100991	1	51009911	151009911	10030
51009912	5100991	2	51009912	151009912	10036
51009913	5100991	3	51009913	151009913	10042
51009914	5100991	4	51009914	151009914	10048
51009915	5100991	5	51009915	151009915	10054
51009921	5100992	1	51009921	151009921	10424
51009922	5100992	2	51009922	151009922	10430
51009923	5100992	3	51009923	151009923	10436
51009924	5100992	4	51009924	151009924	10442
51009925	5100992	5	51009925	151009925	10448
51010011	5101001	1	51010011	151010011	10142
51010012	5101001	2	51010012	151010012	10148
51010013	5101001	3	51010013	151010013	10154
51010014	5101001	4	51010014	151010014	10160
51010015	5101001	5	51010015	151010015	10166
51010021	5101002	1	51010021	151010021	10024
51010022	5101002	2	51010022	151010022	10030
51010023	5101002	3	51010023	151010023	10036
51010024	5101002	4	51010024	151010024	10042
51010025	5101002	5	51010025	151010025	10048
51010111	5101011	1	51010111	151010111	10042
51010112	5101011	2	51010112	151010112	10048
51010113	5101011	3	51010113	151010113	10054
51010114	5101011	4	51010114	151010114	10060
51010115	5101011	5	51010115	151010115	10066
51010121	5101012	1	51010121	151010121	10024
51010122	5101012	2	51010122	151010122	10030
51010123	5101012	3	51010123	151010123	10036
51010124	5101012	4	51010124	151010124	10042
51010125	5101012	5	51010125	151010125	10048
51010211	5101021	1	51010211	151010211	10130
51010212	5101021	2	51010212	151010212	10136
51010213	5101021	3	51010213	151010213	10142
51010214	5101021	4	51010214	151010214	10148
51010215	5101021	5	51010215	151010215	10154
51010221	5101022	1	51010221	151010221	10136
51010222	5101022	2	51010222	151010222	10142
51010223	5101022	3	51010223	151010223	10148
51010224	5101022	4	51010224	151010224	10154
51010225	5101022	5	51010225	151010225	10160
51010311	5101031	1	51010311	151010311	10242
51010312	5101031	2	51010312	151010312	10248
51010313	5101031	3	51010313	151010313	10254
51010314	5101031	4	51010314	151010314	10260
51010315	5101031	5	51010315	151010315	10266
51010321	5101032	1	51010321	151010321	10236
51010322	5101032	2	51010322	151010322	10242
51010323	5101032	3	51010323	151010323	10248
51010324	5101032	4	51010324	151010324	10254
51010325	5101032	5	51010325	151010325	10260
51010331	5101033	1	51010331	151010331	20206
51010332	5101033	2	51010332	151010332	20207
51010333	5101033	3	51010333	151010333	20208
51010334	5101033	4	51010334	151010334	20209
51010335	5101033	5	51010335	151010335	20210
51010411	5101041	1	51010411	151010411	10348
51010412	5101041	2	51010412	151010412	10354
51010413	5101041	3	51010413	151010413	10360
51010414	5101041	4	51010414	151010414	10366
51010415	5101041	5	51010415	151010415	10372
51010421	5101042	1	51010421	151010421	10342
51010422	5101042	2	51010422	151010422	10348
51010423	5101042	3	51010423	151010423	10354
51010424	5101042	4	51010424	151010424	10360
51010425	5101042	5	51010425	151010425	10366
51010431	5101043	1	51010431	151010431	20306
51010432	5101043	2	51010432	151010432	20307
51010433	5101043	3	51010433	151010433	20308
51010434	5101043	4	51010434	151010434	20309
51010435	5101043	5	51010435	151010435	20310
51010511	5101051	1	51010511	151010511	10448
51010512	5101051	2	51010512	151010512	10454
51010513	5101051	3	51010513	151010513	10460
51010514	5101051	4	51010514	151010514	10466
51010515	5101051	5	51010515	151010515	10472
51010521	5101052	1	51010521	151010521	10448
51010522	5101052	2	51010522	151010522	10454
51010523	5101052	3	51010523	151010523	10460
51010524	5101052	4	51010524	151010524	10466
51010525	5101052	5	51010525	151010525	10472
51010531	5101053	1	51010531	151010531	20406
51010532	5101053	2	51010532	151010532	20407
51010533	5101053	3	51010533	151010533	20408
51010534	5101053	4	51010534	151010534	20409
51010535	5101053	5	51010535	151010535	20410
51010611	5101061	1	51010611	151010611	10348
51010612	5101061	2	51010612	151010612	10354
51010613	5101061	3	51010613	151010613	10360
51010614	5101061	4	51010614	151010614	10366
51010615	5101061	5	51010615	151010615	10372
51010621	5101062	1	51010621	151010621	10348
51010622	5101062	2	51010622	151010622	10354
51010623	5101062	3	51010623	151010623	10360
51010624	5101062	4	51010624	151010624	10366
51010625	5101062	5	51010625	151010625	10372
51010631	5101063	1	51010631	151010631	20306
51010632	5101063	2	51010632	151010632	20307
51010633	5101063	3	51010633	151010633	20308
51010634	5101063	4	51010634	151010634	20309
51010635	5101063	5	51010635	151010635	20310
51010711	5101071	1	51010711	151010711	10448
51010712	5101071	2	51010712	151010712	10454
51010713	5101071	3	51010713	151010713	10460
51010714	5101071	4	51010714	151010714	10466
51010715	5101071	5	51010715	151010715	10472
51010721	5101072	1	51010721	151010721	10436
51010722	5101072	2	51010722	151010722	10442
51010723	5101072	3	51010723	151010723	10448
51010724	5101072	4	51010724	151010724	10454
51010725	5101072	5	51010725	151010725	10460
51010731	5101073	1	51010731	151010731	20406
51010732	5101073	2	51010732	151010732	20407
51010733	5101073	3	51010733	151010733	20408
51010734	5101073	4	51010734	151010734	20409
51010735	5101073	5	51010735	151010735	20410
51010811	5101081	1	51010811	151010811	10042
51010812	5101081	2	51010812	151010812	10048
51010813	5101081	3	51010813	151010813	10054
51010814	5101081	4	51010814	151010814	10060
51010815	5101081	5	51010815	151010815	10066
51010821	5101082	1	51010821	151010821	10048
51010822	5101082	2	51010822	151010822	10054
51010823	5101082	3	51010823	151010823	10060
51010824	5101082	4	51010824	151010824	10066
51010825	5101082	5	51010825	151010825	10072
51010831	5101083	1	51010831	151010831	20006
51010832	5101083	2	51010832	151010832	20007
51010833	5101083	3	51010833	151010833	20008
51010834	5101083	4	51010834	151010834	20009
51010835	5101083	5	51010835	151010835	20010
51010911	5101091	1	51010911	151010911	10142
51010912	5101091	2	51010912	151010912	10148
51010913	5101091	3	51010913	151010913	10154
51010914	5101091	4	51010914	151010914	10160
51010915	5101091	5	51010915	151010915	10166
51010921	5101092	1	51010921	151010921	10142
51010922	5101092	2	51010922	151010922	10148
51010923	5101092	3	51010923	151010923	10154
51010924	5101092	4	51010924	151010924	10160
51010925	5101092	5	51010925	151010925	10166
51010931	5101093	1	51010931	151010931	20106
51010932	5101093	2	51010932	151010932	20107
51010933	5101093	3	51010933	151010933	20108
51010934	5101093	4	51010934	151010934	20109
51010935	5101093	5	51010935	151010935	20110
51011011	5101101	1	51011011	151011011	10236
51011012	5101101	2	51011012	151011012	10242
51011013	5101101	3	51011013	151011013	10248
51011014	5101101	4	51011014	151011014	10254
51011015	5101101	5	51011015	151011015	10260
51011021	5101102	1	51011021	151011021	10236
51011022	5101102	2	51011022	151011022	10242
51011023	5101102	3	51011023	151011023	10248
51011024	5101102	4	51011024	151011024	10254
51011025	5101102	5	51011025	151011025	10260
51011031	5101103	1	51011031	151011031	20206
51011032	5101103	2	51011032	151011032	20207
51011033	5101103	3	51011033	151011033	20208
51011034	5101103	4	51011034	151011034	20209
51011035	5101103	5	51011035	151011035	20210
51011111	5101111	1	51011111	151011111	10242
51011112	5101111	2	51011112	151011112	10248
51011113	5101111	3	51011113	151011113	10254
51011114	5101111	4	51011114	151011114	10260
51011115	5101111	5	51011115	151011115	10266
51011121	5101112	1	51011121	151011121	10242
51011122	5101112	2	51011122	151011122	10248
51011123	5101112	3	51011123	151011123	10254
51011124	5101112	4	51011124	151011124	10260
51011125	5101112	5	51011125	151011125	10266
51011131	5101113	1	51011131	151011131	20206
51011132	5101113	2	51011132	151011132	20207
51011133	5101113	3	51011133	151011133	20208
51011134	5101113	4	51011134	151011134	20209
51011135	5101113	5	51011135	151011135	20210
51011211	5101121	1	51011211	151011211	10348
51011212	5101121	2	51011212	151011212	10354
51011213	5101121	3	51011213	151011213	10360
51011214	5101121	4	51011214	151011214	10366
51011215	5101121	5	51011215	151011215	10372
51011221	5101122	1	51011221	151011221	10336
51011222	5101122	2	51011222	151011222	10342
51011223	5101122	3	51011223	151011223	10348
51011224	5101122	4	51011224	151011224	10354
51011225	5101122	5	51011225	151011225	10360
51011231	5101123	1	51011231	151011231	20306
51011232	5101123	2	51011232	151011232	20307
51011233	5101123	3	51011233	151011233	20308
51011234	5101123	4	51011234	151011234	20309
51011235	5101123	5	51011235	151011235	20310
51011311	5101131	1	51011311	151011311	10436
51011312	5101131	2	51011312	151011312	10442
51011313	5101131	3	51011313	151011313	10448
51011314	5101131	4	51011314	151011314	10454
51011315	5101131	5	51011315	151011315	10460
51011321	5101132	1	51011321	151011321	10442
51011322	5101132	2	51011322	151011322	10448
51011323	5101132	3	51011323	151011323	10454
51011324	5101132	4	51011324	151011324	10460
51011325	5101132	5	51011325	151011325	10466
51011331	5101133	1	51011331	151011331	20406
51011332	5101133	2	51011332	151011332	20407
51011333	5101133	3	51011333	151011333	20408
51011334	5101133	4	51011334	151011334	20409
51011335	5101133	5	51011335	151011335	20410
51011411	5101141	1	51011411	151011411	10036
51011412	5101141	2	51011412	151011412	10042
51011413	5101141	3	51011413	151011413	10048
51011414	5101141	4	51011414	151011414	10054
51011415	5101141	5	51011415	151011415	10060
51011421	5101142	1	51011421	151011421	10048
51011422	5101142	2	51011422	151011422	10054
51011423	5101142	3	51011423	151011423	10060
51011424	5101142	4	51011424	151011424	10066
51011425	5101142	5	51011425	151011425	10072
51011431	5101143	1	51011431	151011431	20006
51011432	5101143	2	51011432	151011432	20007
51011433	5101143	3	51011433	151011433	20008
51011434	5101143	4	51011434	151011434	20009
51011435	5101143	5	51011435	151011435	20010
51011511	5101151	1	51011511	151011511	10142
51011512	5101151	2	51011512	151011512	10148
51011513	5101151	3	51011513	151011513	10154
51011514	5101151	4	51011514	151011514	10160
51011515	5101151	5	51011515	151011515	10166
51011521	5101152	1	51011521	151011521	10148
51011522	5101152	2	51011522	151011522	10154
51011523	5101152	3	51011523	151011523	10160
51011524	5101152	4	51011524	151011524	10166
51011525	5101152	5	51011525	151011525	10172
51011531	5101153	1	51011531	151011531	20106
51011532	5101153	2	51011532	151011532	20107
51011533	5101153	3	51011533	151011533	20108
51011534	5101153	4	51011534	151011534	20109
51011535	5101153	5	51011535	151011535	20110
51011611	5101161	1	51011611	151011611	10442
51011612	5101161	2	51011612	151011612	10448
51011613	5101161	3	51011613	151011613	10454
51011614	5101161	4	51011614	151011614	10460
51011615	5101161	5	51011615	151011615	10466
51011621	5101162	1	51011621	151011621	10436
51011622	5101162	2	51011622	151011622	10442
51011623	5101162	3	51011623	151011623	10448
51011624	5101162	4	51011624	151011624	10454
51011625	5101162	5	51011625	151011625	10460
51011631	5101163	1	51011631	151011631	20406
51011632	5101163	2	51011632	151011632	20407
51011633	5101163	3	51011633	151011633	20408
51011634	5101163	4	51011634	151011634	20409
51011635	5101163	5	51011635	151011635	20410
51011711	5101171	1	51011711	151011711	10036
51011712	5101171	2	51011712	151011712	10042
51011713	5101171	3	51011713	151011713	10048
51011714	5101171	4	51011714	151011714	10054
51011715	5101171	5	51011715	151011715	10060
51011721	5101172	1	51011721	151011721	10048
51011722	5101172	2	51011722	151011722	10054
51011723	5101172	3	51011723	151011723	10060
51011724	5101172	4	51011724	151011724	10066
51011725	5101172	5	51011725	151011725	10072
51011731	5101173	1	51011731	151011731	20006
51011732	5101173	2	51011732	151011732	20007
51011733	5101173	3	51011733	151011733	20008
51011734	5101173	4	51011734	151011734	20009
51011735	5101173	5	51011735	151011735	20010
51011811	5101181	1	51011811	151011811	10136
51011812	5101181	2	51011812	151011812	10142
51011813	5101181	3	51011813	151011813	10148
51011814	5101181	4	51011814	151011814	10154
51011815	5101181	5	51011815	151011815	10160
51011821	5101182	1	51011821	151011821	10136
51011822	5101182	2	51011822	151011822	10142
51011823	5101182	3	51011823	151011823	10148
51011824	5101182	4	51011824	151011824	10154
51011825	5101182	5	51011825	151011825	10160
51011831	5101183	1	51011831	151011831	20106
51011832	5101183	2	51011832	151011832	20107
51011833	5101183	3	51011833	151011833	20108
51011834	5101183	4	51011834	151011834	20109
51011835	5101183	5	51011835	151011835	20110
51011911	5101191	1	51011911	151011911	10248
51011912	5101191	2	51011912	151011912	10254
51011913	5101191	3	51011913	151011913	10260
51011914	5101191	4	51011914	151011914	10266
51011915	5101191	5	51011915	151011915	10272
51011921	5101192	1	51011921	151011921	10248
51011922	5101192	2	51011922	151011922	10254
51011923	5101192	3	51011923	151011923	10260
51011924	5101192	4	51011924	151011924	10266
51011925	5101192	5	51011925	151011925	10272
51011931	5101193	1	51011931	151011931	20206
51011932	5101193	2	51011932	151011932	20207
51011933	5101193	3	51011933	151011933	20208
51011934	5101193	4	51011934	151011934	20209
51011935	5101193	5	51011935	151011935	20210
51012011	5101201	1	51012011	151012011	10342
51012012	5101201	2	51012012	151012012	10348
51012013	5101201	3	51012013	151012013	10354
51012014	5101201	4	51012014	151012014	10360
51012015	5101201	5	51012015	151012015	10366
51012021	5101202	1	51012021	151012021	10342
51012022	5101202	2	51012022	151012022	10348
51012023	5101202	3	51012023	151012023	10354
51012024	5101202	4	51012024	151012024	10360
51012025	5101202	5	51012025	151012025	10366
51012031	5101203	1	51012031	151012031	20306
51012032	5101203	2	51012032	151012032	20307
51012033	5101203	3	51012033	151012033	20308
51012034	5101203	4	51012034	151012034	20309
51012035	5101203	5	51012035	151012035	20310
51012111	5101211	1	51012111	151012111	10036
51012112	5101211	2	51012112	151012112	10042
51012113	5101211	3	51012113	151012113	10048
51012114	5101211	4	51012114	151012114	10054
51012115	5101211	5	51012115	151012115	10060
51012121	5101212	1	51012121	151012121	10048
51012122	5101212	2	51012122	151012122	10054
51012123	5101212	3	51012123	151012123	10060
51012124	5101212	4	51012124	151012124	10066
51012125	5101212	5	51012125	151012125	10072
51012131	5101213	1	51012131	151012131	20006
51012132	5101213	2	51012132	151012132	20007
51012133	5101213	3	51012133	151012133	20008
51012134	5101213	4	51012134	151012134	20009
51012135	5101213	5	51012135	151012135	20010
51012211	5101221	1	51012211	151012211	10136
51012212	5101221	2	51012212	151012212	10142
51012213	5101221	3	51012213	151012213	10148
51012214	5101221	4	51012214	151012214	10154
51012215	5101221	5	51012215	151012215	10160
51012221	5101222	1	51012221	151012221	10136
51012222	5101222	2	51012222	151012222	10142
51012223	5101222	3	51012223	151012223	10148
51012224	5101222	4	51012224	151012224	10154
51012225	5101222	5	51012225	151012225	10160
51012231	5101223	1	51012231	151012231	20106
51012232	5101223	2	51012232	151012232	20107
51012233	5101223	3	51012233	151012233	20108
51012234	5101223	4	51012234	151012234	20109
51012235	5101223	5	51012235	151012235	20110
51012311	5101231	1	51012311	151012311	10248
51012312	5101231	2	51012312	151012312	10254
51012313	5101231	3	51012313	151012313	10260
51012314	5101231	4	51012314	151012314	10266
51012315	5101231	5	51012315	151012315	10272
51012321	5101232	1	51012321	151012321	10242
51012322	5101232	2	51012322	151012322	10248
51012323	5101232	3	51012323	151012323	10254
51012324	5101232	4	51012324	151012324	10260
51012325	5101232	5	51012325	151012325	10266
51012331	5101233	1	51012331	151012331	20206
51012332	5101233	2	51012332	151012332	20207
51012333	5101233	3	51012333	151012333	20208
51012334	5101233	4	51012334	151012334	20209
51012335	5101233	5	51012335	151012335	20210
51012411	5101241	1	51012411	151012411	10348
51012412	5101241	2	51012412	151012412	10354
51012413	5101241	3	51012413	151012413	10360
51012414	5101241	4	51012414	151012414	10366
51012415	5101241	5	51012415	151012415	10372
51012421	5101242	1	51012421	151012421	10342
51012422	5101242	2	51012422	151012422	10348
51012423	5101242	3	51012423	151012423	10354
51012424	5101242	4	51012424	151012424	10360
51012425	5101242	5	51012425	151012425	10366
51012431	5101243	1	51012431	151012431	20306
51012432	5101243	2	51012432	151012432	20307
51012433	5101243	3	51012433	151012433	20308
51012434	5101243	4	51012434	151012434	20309
51012435	5101243	5	51012435	151012435	20310
51012511	5101251	1	51012511	151012511	10442
51012512	5101251	2	51012512	151012512	10448
51012513	5101251	3	51012513	151012513	10454
51012514	5101251	4	51012514	151012514	10460
51012515	5101251	5	51012515	151012515	10466
51012521	5101252	1	51012521	151012521	10448
51012522	5101252	2	51012522	151012522	10454
51012523	5101252	3	51012523	151012523	10460
51012524	5101252	4	51012524	151012524	10466
51012525	5101252	5	51012525	151012525	10472
51012531	5101253	1	51012531	151012531	20406
51012532	5101253	2	51012532	151012532	20407
51012533	5101253	3	51012533	151012533	20408
51012534	5101253	4	51012534	151012534	20409
51012535	5101253	5	51012535	151012535	20410
51012611	5101261	1	51012611	151012611	10236
51012612	5101261	2	51012612	151012612	10242
51012613	5101261	3	51012613	151012613	10248
51012614	5101261	4	51012614	151012614	10254
51012615	5101261	5	51012615	151012615	10260
51012621	5101262	1	51012621	151012621	10248
51012622	5101262	2	51012622	151012622	10254
51012623	5101262	3	51012623	151012623	10260
51012624	5101262	4	51012624	151012624	10266
51012625	5101262	5	51012625	151012625	10272
51012631	5101263	1	51012631	151012631	20206
51012632	5101263	2	51012632	151012632	20207
51012633	5101263	3	51012633	151012633	20208
51012634	5101263	4	51012634	151012634	20209
51012635	5101263	5	51012635	151012635	20210
51012711	5101271	1	51012711	151012711	10348
51012712	5101271	2	51012712	151012712	10354
51012713	5101271	3	51012713	151012713	10360
51012714	5101271	4	51012714	151012714	10366
51012715	5101271	5	51012715	151012715	10372
51012721	5101272	1	51012721	151012721	10342
51012722	5101272	2	51012722	151012722	10348
51012723	5101272	3	51012723	151012723	10354
51012724	5101272	4	51012724	151012724	10360
51012725	5101272	5	51012725	151012725	10366
51012731	5101273	1	51012731	151012731	20306
51012732	5101273	2	51012732	151012732	20307
51012733	5101273	3	51012733	151012733	20308
51012734	5101273	4	51012734	151012734	20309
51012735	5101273	5	51012735	151012735	20310
51012811	5101281	1	51012811	151012811	10442
51012812	5101281	2	51012812	151012812	10448
51012813	5101281	3	51012813	151012813	10454
51012814	5101281	4	51012814	151012814	10460
51012815	5101281	5	51012815	151012815	10466
51012821	5101282	1	51012821	151012821	10436
51012822	5101282	2	51012822	151012822	10442
51012823	5101282	3	51012823	151012823	10448
51012824	5101282	4	51012824	151012824	10454
51012825	5101282	5	51012825	151012825	10460
51012831	5101283	1	51012831	151012831	20406
51012832	5101283	2	51012832	151012832	20407
51012833	5101283	3	51012833	151012833	20408
51012834	5101283	4	51012834	151012834	20409
51012835	5101283	5	51012835	151012835	20410
51012911	5101291	1	51012911	151012911	10048
51012912	5101291	2	51012912	151012912	10054
51012913	5101291	3	51012913	151012913	10060
51012914	5101291	4	51012914	151012914	10066
51012915	5101291	5	51012915	151012915	10072
51012921	5101292	1	51012921	151012921	10036
51012922	5101292	2	51012922	151012922	10042
51012923	5101292	3	51012923	151012923	10048
51012924	5101292	4	51012924	151012924	10054
51012925	5101292	5	51012925	151012925	10060
51012931	5101293	1	51012931	151012931	20006
51012932	5101293	2	51012932	151012932	20007
51012933	5101293	3	51012933	151012933	20008
51012934	5101293	4	51012934	151012934	20009
51012935	5101293	5	51012935	151012935	20010
51013011	5101301	1	51013011	151013011	10136
51013012	5101301	2	51013012	151013012	10142
51013013	5101301	3	51013013	151013013	10148
51013014	5101301	4	51013014	151013014	10154
51013015	5101301	5	51013015	151013015	10160
51013021	5101302	1	51013021	151013021	10142
51013022	5101302	2	51013022	151013022	10148
51013023	5101302	3	51013023	151013023	10154
51013024	5101302	4	51013024	151013024	10160
51013025	5101302	5	51013025	151013025	10166
51013031	5101303	1	51013031	151013031	20106
51013032	5101303	2	51013032	151013032	20107
51013033	5101303	3	51013033	151013033	20108
51013034	5101303	4	51013034	151013034	20109
51013035	5101303	5	51013035	151013035	20110
51013111	5101311	1	51013111	151013111	10342
51013112	5101311	2	51013112	151013112	10348
51013113	5101311	3	51013113	151013113	10354
51013114	5101311	4	51013114	151013114	10360
51013115	5101311	5	51013115	151013115	10366
51013121	5101312	1	51013121	151013121	10348
51013122	5101312	2	51013122	151013122	10354
51013123	5101312	3	51013123	151013123	10360
51013124	5101312	4	51013124	151013124	10366
51013125	5101312	5	51013125	151013125	10372
51013131	5101313	1	51013131	151013131	20306
51013132	5101313	2	51013132	151013132	20307
51013133	5101313	3	51013133	151013133	20308
51013134	5101313	4	51013134	151013134	20309
51013135	5101313	5	51013135	151013135	20310
51013211	5101321	1	51013211	151013211	10448
51013212	5101321	2	51013212	151013212	10454
51013213	5101321	3	51013213	151013213	10460
51013214	5101321	4	51013214	151013214	10466
51013215	5101321	5	51013215	151013215	10472
51013221	5101322	1	51013221	151013221	10448
51013222	5101322	2	51013222	151013222	10454
51013223	5101322	3	51013223	151013223	10460
51013224	5101322	4	51013224	151013224	10466
51013225	5101322	5	51013225	151013225	10472
51013231	5101323	1	51013231	151013231	20406
51013232	5101323	2	51013232	151013232	20407
51013233	5101323	3	51013233	151013233	20408
51013234	5101323	4	51013234	151013234	20409
51013235	5101323	5	51013235	151013235	20410
51013311	5101331	1	51013311	151013311	10036
51013312	5101331	2	51013312	151013312	10042
51013313	5101331	3	51013313	151013313	10048
51013314	5101331	4	51013314	151013314	10054
51013315	5101331	5	51013315	151013315	10060
51013321	5101332	1	51013321	151013321	10042
51013322	5101332	2	51013322	151013322	10048
51013323	5101332	3	51013323	151013323	10054
51013324	5101332	4	51013324	151013324	10060
51013325	5101332	5	51013325	151013325	10066
51013331	5101333	1	51013331	151013331	20006
51013332	5101333	2	51013332	151013332	20007
51013333	5101333	3	51013333	151013333	20008
51013334	5101333	4	51013334	151013334	20009
51013335	5101333	5	51013335	151013335	20010
51013411	5101341	1	51013411	151013411	10142
51013412	5101341	2	51013412	151013412	10148
51013413	5101341	3	51013413	151013413	10154
51013414	5101341	4	51013414	151013414	10160
51013415	5101341	5	51013415	151013415	10166
51013421	5101342	1	51013421	151013421	10136
51013422	5101342	2	51013422	151013422	10142
51013423	5101342	3	51013423	151013423	10148
51013424	5101342	4	51013424	151013424	10154
51013425	5101342	5	51013425	151013425	10160
51013431	5101343	1	51013431	151013431	20106
51013432	5101343	2	51013432	151013432	20107
51013433	5101343	3	51013433	151013433	20108
51013434	5101343	4	51013434	151013434	20109
51013435	5101343	5	51013435	151013435	20110
51013511	5101351	1	51013511	151013511	10236
51013512	5101351	2	51013512	151013512	10242
51013513	5101351	3	51013513	151013513	10248
51013514	5101351	4	51013514	151013514	10254
51013515	5101351	5	51013515	151013515	10260
51013521	5101352	1	51013521	151013521	10236
51013522	5101352	2	51013522	151013522	10242
51013523	5101352	3	51013523	151013523	10248
51013524	5101352	4	51013524	151013524	10254
51013525	5101352	5	51013525	151013525	10260
51013531	5101353	1	51013531	151013531	20206
51013532	5101353	2	51013532	151013532	20207
51013533	5101353	3	51013533	151013533	20208
51013534	5101353	4	51013534	151013534	20209
51013535	5101353	5	51013535	151013535	20210
51013611	5101361	1	51013611	151013611	10436
51013612	5101361	2	51013612	151013612	10442
51013613	5101361	3	51013613	151013613	10448
51013614	5101361	4	51013614	151013614	10454
51013615	5101361	5	51013615	151013615	10460
51013621	5101362	1	51013621	151013621	10436
51013622	5101362	2	51013622	151013622	10442
51013623	5101362	3	51013623	151013623	10448
51013624	5101362	4	51013624	151013624	10454
51013625	5101362	5	51013625	151013625	10460
51013631	5101363	1	51013631	151013631	20406
51013632	5101363	2	51013632	151013632	20407
51013633	5101363	3	51013633	151013633	20408
51013634	5101363	4	51013634	151013634	20409
51013635	5101363	5	51013635	151013635	20410
51013711	5101371	1	51013711	151013711	10042
51013712	5101371	2	51013712	151013712	10048
51013713	5101371	3	51013713	151013713	10054
51013714	5101371	4	51013714	151013714	10060
51013715	5101371	5	51013715	151013715	10066
51013721	5101372	1	51013721	151013721	10042
51013722	5101372	2	51013722	151013722	10048
51013723	5101372	3	51013723	151013723	10054
51013724	5101372	4	51013724	151013724	10060
51013725	5101372	5	51013725	151013725	10066
51013731	5101373	1	51013731	151013731	20006
51013732	5101373	2	51013732	151013732	20007
51013733	5101373	3	51013733	151013733	20008
51013734	5101373	4	51013734	151013734	20009
51013735	5101373	5	51013735	151013735	20010
51013811	5101381	1	51013811	151013811	10148
51013812	5101381	2	51013812	151013812	10154
51013813	5101381	3	51013813	151013813	10160
51013814	5101381	4	51013814	151013814	10166
51013815	5101381	5	51013815	151013815	10172
51013821	5101382	1	51013821	151013821	10142
51013822	5101382	2	51013822	151013822	10148
51013823	5101382	3	51013823	151013823	10154
51013824	5101382	4	51013824	151013824	10160
51013825	5101382	5	51013825	151013825	10166
51013831	5101383	1	51013831	151013831	20106
51013832	5101383	2	51013832	151013832	20107
51013833	5101383	3	51013833	151013833	20108
51013834	5101383	4	51013834	151013834	20109
51013835	5101383	5	51013835	151013835	20110
51013911	5101391	1	51013911	151013911	10242
51013912	5101391	2	51013912	151013912	10248
51013913	5101391	3	51013913	151013913	10254
51013914	5101391	4	51013914	151013914	10260
51013915	5101391	5	51013915	151013915	10266
51013921	5101392	1	51013921	151013921	10236
51013922	5101392	2	51013922	151013922	10242
51013923	5101392	3	51013923	151013923	10248
51013924	5101392	4	51013924	151013924	10254
51013925	5101392	5	51013925	151013925	10260
51013931	5101393	1	51013931	151013931	20206
51013932	5101393	2	51013932	151013932	20207
51013933	5101393	3	51013933	151013933	20208
