id	level	name_text_id	description_text_id	type	value	invoke_type	invoke_value1	invoke_value2	stage_type	target_stage	invoke_rate
127304	3	258	298	2	310	6	7	3	1		100
127304	4	258	298	2	350	6	7	3	1		100
127304	5	258	298	2	390	6	7	3	1		100
127401	1	259	299	2	80	6	7	4	1		100
127401	2	259	299	2	90	6	7	4	1		100
127401	3	259	299	2	100	6	7	4	1		100
127401	4	259	299	2	110	6	7	4	1		100
127401	5	259	299	2	120	6	7	4	1		100
127402	1	259	299	2	180	6	7	4	1		100
127402	2	259	299	2	200	6	7	4	1		100
127402	3	259	299	2	220	6	7	4	1		100
127402	4	259	299	2	240	6	7	4	1		100
127402	5	259	299	2	260	6	7	4	1		100
127403	1	259	299	2	230	6	7	4	1		100
127403	2	259	299	2	260	6	7	4	1		100
127403	3	259	299	2	290	6	7	4	1		100
127403	4	259	299	2	330	6	7	4	1		100
127403	5	259	299	2	370	6	7	4	1		100
127404	1	259	299	2	250	6	7	4	1		100
127404	2	259	299	2	280	6	7	4	1		100
127404	3	259	299	2	310	6	7	4	1		100
127404	4	259	299	2	350	6	7	4	1		100
127404	5	259	299	2	390	6	7	4	1		100
127501	1	260	300	2	80	6	7	5	1		100
127501	2	260	300	2	90	6	7	5	1		100
127501	3	260	300	2	100	6	7	5	1		100
127501	4	260	300	2	110	6	7	5	1		100
127501	5	260	300	2	120	6	7	5	1		100
127502	1	260	300	2	180	6	7	5	1		100
127502	2	260	300	2	200	6	7	5	1		100
127502	3	260	300	2	220	6	7	5	1		100
127502	4	260	300	2	240	6	7	5	1		100
127502	5	260	300	2	260	6	7	5	1		100
127503	1	260	300	2	230	6	7	5	1		100
127503	2	260	300	2	260	6	7	5	1		100
127503	3	260	300	2	290	6	7	5	1		100
127503	4	260	300	2	330	6	7	5	1		100
127503	5	260	300	2	370	6	7	5	1		100
127504	1	260	300	2	250	6	7	5	1		100
127504	2	260	300	2	280	6	7	5	1		100
127504	3	260	300	2	310	6	7	5	1		100
127504	4	260	300	2	350	6	7	5	1		100
127504	5	260	300	2	390	6	7	5	1		100
129101	1	256	296	2	90	6	9	1	1		100
129101	2	256	296	2	100	6	9	1	1		100
129101	3	256	296	2	110	6	9	1	1		100
129101	4	256	296	2	120	6	9	1	1		100
129101	5	256	296	2	130	6	9	1	1		100
129102	1	256	296	2	200	6	9	1	1		100
129102	2	256	296	2	220	6	9	1	1		100
129102	3	256	296	2	240	6	9	1	1		100
129102	4	256	296	2	260	6	9	1	1		100
129102	5	256	296	2	280	6	9	1	1		100
129103	1	256	296	2	280	6	9	1	1		100
129103	2	256	296	2	310	6	9	1	1		100
129103	3	256	296	2	340	6	9	1	1		100
129103	4	256	296	2	380	6	9	1	1		100
129103	5	256	296	2	420	6	9	1	1		100
129104	1	256	296	2	300	6	9	1	1		100
129104	2	256	296	2	330	6	9	1	1		100
129104	3	256	296	2	360	6	9	1	1		100
129104	4	256	296	2	400	6	9	1	1		100
129104	5	256	296	2	440	6	9	1	1		100
129201	1	257	297	2	90	6	9	2	1		100
129201	2	257	297	2	100	6	9	2	1		100
129201	3	257	297	2	110	6	9	2	1		100
129201	4	257	297	2	120	6	9	2	1		100
129201	5	257	297	2	130	6	9	2	1		100
129202	1	257	297	2	200	6	9	2	1		100
129202	2	257	297	2	220	6	9	2	1		100
129202	3	257	297	2	240	6	9	2	1		100
129202	4	257	297	2	260	6	9	2	1		100
129202	5	257	297	2	280	6	9	2	1		100
129203	1	257	297	2	280	6	9	2	1		100
129203	2	257	297	2	310	6	9	2	1		100
129203	3	257	297	2	340	6	9	2	1		100
129203	4	257	297	2	380	6	9	2	1		100
129203	5	257	297	2	420	6	9	2	1		100
129204	1	257	297	2	300	6	9	2	1		100
129204	2	257	297	2	330	6	9	2	1		100
129204	3	257	297	2	360	6	9	2	1		100
129204	4	257	297	2	400	6	9	2	1		100
129204	5	257	297	2	440	6	9	2	1		100
129301	1	258	298	2	90	6	9	3	1		100
129301	2	258	298	2	100	6	9	3	1		100
129301	3	258	298	2	110	6	9	3	1		100
129301	4	258	298	2	120	6	9	3	1		100
129301	5	258	298	2	130	6	9	3	1		100
129302	1	258	298	2	200	6	9	3	1		100
129302	2	258	298	2	220	6	9	3	1		100
129302	3	258	298	2	240	6	9	3	1		100
129302	4	258	298	2	260	6	9	3	1		100
129302	5	258	298	2	280	6	9	3	1		100
129303	1	258	298	2	280	6	9	3	1		100
129303	2	258	298	2	310	6	9	3	1		100
129303	3	258	298	2	340	6	9	3	1		100
129303	4	258	298	2	380	6	9	3	1		100
129303	5	258	298	2	420	6	9	3	1		100
129304	1	258	298	2	300	6	9	3	1		100
129304	2	258	298	2	330	6	9	3	1		100
129304	3	258	298	2	360	6	9	3	1		100
129304	4	258	298	2	400	6	9	3	1		100
129304	5	258	298	2	440	6	9	3	1		100
129401	1	259	299	2	90	6	9	4	1		100
129401	2	259	299	2	100	6	9	4	1		100
129401	3	259	299	2	110	6	9	4	1		100
129401	4	259	299	2	120	6	9	4	1		100
129401	5	259	299	2	130	6	9	4	1		100
129402	1	259	299	2	200	6	9	4	1		100
129402	2	259	299	2	220	6	9	4	1		100
129402	3	259	299	2	240	6	9	4	1		100
129402	4	259	299	2	260	6	9	4	1		100
129402	5	259	299	2	280	6	9	4	1		100
129403	1	259	299	2	280	6	9	4	1		100
129403	2	259	299	2	310	6	9	4	1		100
129403	3	259	299	2	340	6	9	4	1		100
129403	4	259	299	2	380	6	9	4	1		100
129403	5	259	299	2	420	6	9	4	1		100
129404	1	259	299	2	300	6	9	4	1		100
129404	2	259	299	2	330	6	9	4	1		100
129404	3	259	299	2	360	6	9	4	1		100
129404	4	259	299	2	400	6	9	4	1		100
129404	5	259	299	2	440	6	9	4	1		100
129501	1	260	300	2	90	6	9	5	1		100
129501	2	260	300	2	100	6	9	5	1		100
129501	3	260	300	2	110	6	9	5	1		100
129501	4	260	300	2	120	6	9	5	1		100
129501	5	260	300	2	130	6	9	5	1		100
129502	1	260	300	2	200	6	9	5	1		100
129502	2	260	300	2	220	6	9	5	1		100
129502	3	260	300	2	240	6	9	5	1		100
129502	4	260	300	2	260	6	9	5	1		100
129502	5	260	300	2	280	6	9	5	1		100
129503	1	260	300	2	280	6	9	5	1		100
129503	2	260	300	2	310	6	9	5	1		100
129503	3	260	300	2	340	6	9	5	1		100
129503	4	260	300	2	380	6	9	5	1		100
129503	5	260	300	2	420	6	9	5	1		100
129504	1	260	300	2	300	6	9	5	1		100
129504	2	260	300	2	330	6	9	5	1		100
129504	3	260	300	2	360	6	9	5	1		100
129504	4	260	300	2	400	6	9	5	1		100
129504	5	260	300	2	440	6	9	5	1		100
145001	1	261	301	4	100	7	5		1		100
145001	2	261	301	4	120	7	5		1		100
145001	3	261	301	4	140	7	5		1		100
145001	4	261	301	4	160	7	5		1		100
145001	5	261	301	4	180	7	5		1		100
145002	1	261	301	4	250	7	5		1		100
145002	2	261	301	4	300	7	5		1		100
145002	3	261	301	4	350	7	5		1		100
145002	4	261	301	4	400	7	5		1		100
145002	5	261	301	4	450	7	5		1		100
145003	1	261	301	4	600	7	5		1		100
145003	2	261	301	4	700	7	5		1		100
145003	3	261	301	4	800	7	5		1		100
145003	4	261	301	4	900	7	5		1		100
145003	5	261	301	4	1000	7	5		1		100
145004	1	261	301	4	650	7	5		1		100
145004	2	261	301	4	750	7	5		1		100
145004	3	261	301	4	850	7	5		1		100
145004	4	261	301	4	950	7	5		1		100
145004	5	261	301	4	1050	7	5		1		100
160001	1	262	302	6	200	1			1		100
160001	2	262	302	6	250	1			1		100
160001	3	262	302	6	300	1			1		100
160001	4	262	302	6	350	1			1		100
160001	5	262	302	6	400	1			1		100
160002	1	262	302	6	400	1			1		100
160002	2	262	302	6	450	1			1		100
160002	3	262	302	6	500	1			1		100
160002	4	262	302	6	550	1			1		100
160002	5	262	302	6	600	1			1		100
160003	1	262	302	6	1000	1			1		100
160003	2	262	302	6	1300	1			1		100
160003	3	262	302	6	1600	1			1		100
160003	4	262	302	6	2000	1			1		100
160003	5	262	302	6	2400	1			1		100
160004	1	262	302	6	1100	1			1		100
160004	2	262	302	6	1400	1			1		100
160004	3	262	302	6	1700	1			1		100
160004	4	262	302	6	2100	1			1		100
160004	5	262	302	6	2500	1			1		100
180001	1	263	303	8	300	8			1		100
180001	2	263	303	8	350	8			1		100
180001	3	263	303	8	400	8			1		100
180001	4	263	303	8	450	8			1		100
180001	5	263	303	8	500	8			1		100
180002	1	263	303	8	500	8			1		100
180002	2	263	303	8	550	8			1		100
180002	3	263	303	8	600	8			1		100
180002	4	263	303	8	650	8			1		100
180002	5	263	303	8	700	8			1		100
180003	1	263	303	8	1000	8			1		100
180003	2	263	303	8	1400	8			1		100
180003	3	263	303	8	1800	8			1		100
180003	4	263	303	8	2200	8			1		100
180003	5	263	303	8	2600	8			1		100
180004	1	263	303	8	1100	8			1		100
180004	2	263	303	8	1500	8			1		100
180004	3	263	303	8	1900	8			1		100
180004	4	263	303	8	2300	8			1		100
180004	5	263	303	8	2700	8			1		100
190003	1	242	304	9	1	2			2		10
190003	2	242	305	9	1	2			2		20
190003	3	242	306	9	1	2			2		30
190003	4	243	307	9	1	2			2		40
190003	5	243	308	9	1	2			2		50
190004	1	242	309	9	1	2			2		15
190004	2	242	310	9	1	2			2		25
190004	3	242	311	9	1	2			2		35
190004	4	243	312	9	1	2			2		45
190004	5	243	313	9	1	2			2		55
190051	1	242	306	9	1	2			2		30
190051	2	243	307	9	1	2			2		40
190051	3	243	308	9	1	2			2		50
190051	4	243	314	9	1	2			2		60
190051	5	244	315	9	1	2			2		70
200003	1	245	316	10	5	2			3		10
200003	2	245	317	10	5	2			3		20
200003	3	245	318	10	5	2			3		30
200003	4	246	319	10	5	2			3		40
200003	5	246	320	10	5	2			3		50
200004	1	245	321	10	5	2			3		15
200004	2	245	322	10	5	2			3		25
200004	3	245	323	10	5	2			3		35
200004	4	246	324	10	5	2			3		45
200004	5	246	325	10	5	2			3		55
200051	1	245	318	10	5	2			3		30
200051	2	246	319	10	5	2			3		40
200051	3	246	320	10	5	2			3		50
200051	4	246	326	10	5	2			3		60
200051	5	247	327	10	5	2			3		70
210001	1	232	328	13	0.14	8			1		100
210001	2	232	328	13	0.16	8			1		100
210001	3	232	328	13	0.18	8			1		100
210001	4	232	328	13	0.2	8			1		100
210001	5	232	328	13	0.22	8			1		100
501001	1	250	291	2	20	5	1		1		100
501001	2	250	291	2	50	5	1		1		100
501001	3	250	291	2	80	5	1		1		100
501001	4	250	291	2	110	5	1		1		100
501001	5	250	291	2	140	5	1		1		100
501001	6	250	291	2	170	5	1		1		100
501001	7	250	291	2	180	5	1		1		100
501001	8	250	291	2	190	5	1		1		100
501001	9	250	291	2	200	5	1		1		100
501001	10	250	291	2	210	5	1		1		100
501001	11	250	291	2	220	5	1		1		100
501001	12	250	291	2	230	5	1		1		100
501001	13	250	291	2	240	5	1		1		100
501001	14	250	291	2	250	5	1		1		100
501001	15	250	291	2	260	5	1		1		100
501001	16	250	291	2	270	5	1		1		100
501001	17	250	291	2	280	5	1		1		100
501001	18	250	291	2	290	5	1		1		100
502001	1	251	292	2	20	5	2		1		100
502001	2	251	292	2	50	5	2		1		100
502001	3	251	292	2	80	5	2		1		100
502001	4	251	292	2	110	5	2		1		100
502001	5	251	292	2	140	5	2		1		100
502001	6	251	292	2	170	5	2		1		100
502001	7	251	292	2	180	5	2		1		100
502001	8	251	292	2	190	5	2		1		100
502001	9	251	292	2	200	5	2		1		100
502001	10	251	292	2	210	5	2		1		100
502001	11	251	292	2	220	5	2		1		100
502001	12	251	292	2	230	5	2		1		100
502001	13	251	292	2	240	5	2		1		100
502001	14	251	292	2	250	5	2		1		100
502001	15	251	292	2	260	5	2		1		100
502001	16	251	292	2	270	5	2		1		100
502001	17	251	292	2	280	5	2		1		100
502001	18	251	292	2	290	5	2		1		100
503001	1	252	293	2	20	5	3		1		100
503001	2	252	293	2	50	5	3		1		100
503001	3	252	293	2	80	5	3		1		100
503001	4	252	293	2	110	5	3		1		100
503001	5	252	293	2	140	5	3		1		100
503001	6	252	293	2	170	5	3		1		100
503001	7	252	293	2	180	5	3		1		100
503001	8	252	293	2	190	5	3		1		100
503001	9	252	293	2	200	5	3		1		100
503001	10	252	293	2	210	5	3		1		100
503001	11	252	293	2	220	5	3		1		100
503001	12	252	293	2	230	5	3		1		100
503001	13	252	293	2	240	5	3		1		100
503001	14	252	293	2	250	5	3		1		100
503001	15	252	293	2	260	5	3		1		100
503001	16	252	293	2	270	5	3		1		100
503001	17	252	293	2	280	5	3		1		100
503001	18	252	293	2	290	5	3		1		100
504001	1	253	294	2	20	5	4		1		100
504001	2	253	294	2	50	5	4		1		100
504001	3	253	294	2	80	5	4		1		100
504001	4	253	294	2	110	5	4		1		100
504001	5	253	294	2	140	5	4		1		100
504001	6	253	294	2	170	5	4		1		100
504001	7	253	294	2	180	5	4		1		100
504001	8	253	294	2	190	5	4		1		100
504001	9	253	294	2	200	5	4		1		100
504001	10	253	294	2	210	5	4		1		100
504001	11	253	294	2	220	5	4		1		100
504001	12	253	294	2	230	5	4		1		100
504001	13	253	294	2	240	5	4		1		100
504001	14	253	294	2	250	5	4		1		100
504001	15	253	294	2	260	5	4		1		100
504001	16	253	294	2	270	5	4		1		100
504001	17	253	294	2	280	5	4		1		100
504001	18	253	294	2	290	5	4		1		100
505001	1	254	295	2	20	5	5		1		100
505001	2	254	295	2	50	5	5		1		100
505001	3	254	295	2	80	5	5		1		100
505001	4	254	295	2	110	5	5		1		100
505001	5	254	295	2	140	5	5		1		100
505001	6	254	295	2	170	5	5		1		100
505001	7	254	295	2	180	5	5		1		100
505001	8	254	295	2	190	5	5		1		100
505001	9	254	295	2	200	5	5		1		100
505001	10	254	295	2	210	5	5		1		100
505001	11	254	295	2	220	5	5		1		100
505001	12	254	295	2	230	5	5		1		100
505001	13	254	295	2	240	5	5		1		100
505001	14	254	295	2	250	5	5		1		100
505001	15	254	295	2	260	5	5		1		100
505001	16	254	295	2	270	5	5		1		100
505001	17	254	295	2	280	5	5		1		100
505001	18	254	295	2	290	5	5		1		100
511001	1	256	296	2	50	6	7	1	1		100
511001	2	256	296	2	90	6	7	1	1		100
511001	3	256	296	2	130	6	7	1	1		100
511001	4	256	296	2	170	6	7	1	1		100
511001	5	256	296	2	210	6	7	1	1		100
511001	6	256	296	2	250	6	7	1	1		100
511001	7	256	296	2	260	6	7	1	1		100
511001	8	256	296	2	270	6	7	1	1		100
511001	9	256	296	2	280	6	7	1	1		100
511001	10	256	296	2	290	6	7	1	1		100
511001	11	256	296	2	300	6	7	1	1		100
511001	12	256	296	2	310	6	7	1	1		100
511001	13	256	296	2	320	6	7	1	1		100
511001	14	256	296	2	330	6	7	1	1		100
511001	15	256	296	2	340	6	7	1	1		100
511001	16	256	296	2	350	6	7	1	1		100
511001	17	256	296	2	360	6	7	1	1		100
512001	1	257	297	2	50	6	7	2	1		100
512001	2	257	297	2	90	6	7	2	1		100
512001	3	257	297	2	130	6	7	2	1		100
512001	4	257	297	2	170	6	7	2	1		100
512001	5	257	297	2	210	6	7	2	1		100
512001	6	257	297	2	250	6	7	2	1		100
512001	7	257	297	2	260	6	7	2	1		100
512001	8	257	297	2	270	6	7	2	1		100
512001	9	257	297	2	280	6	7	2	1		100
512001	10	257	297	2	290	6	7	2	1		100
512001	11	257	297	2	300	6	7	2	1		100
512001	12	257	297	2	310	6	7	2	1		100
512001	13	257	297	2	320	6	7	2	1		100
512001	14	257	297	2	330	6	7	2	1		100
512001	15	257	297	2	340	6	7	2	1		100
512001	16	257	297	2	350	6	7	2	1		100
512001	17	257	297	2	360	6	7	2	1		100
513001	1	258	298	2	50	6	7	3	1		100
513001	2	258	298	2	90	6	7	3	1		100
513001	3	258	298	2	130	6	7	3	1		100
513001	4	258	298	2	170	6	7	3	1		100
513001	5	258	298	2	210	6	7	3	1		100
513001	6	258	298	2	250	6	7	3	1		100
513001	7	258	298	2	260	6	7	3	1		100
513001	8	258	298	2	270	6	7	3	1		100
513001	9	258	298	2	280	6	7	3	1		100
513001	10	258	298	2	290	6	7	3	1		100
513001	11	258	298	2	300	6	7	3	1		100
513001	12	258	298	2	310	6	7	3	1		100
513001	13	258	298	2	320	6	7	3	1		100
513001	14	258	298	2	330	6	7	3	1		100
513001	15	258	298	2	340	6	7	3	1		100
513001	16	258	298	2	350	6	7	3	1		100
513001	17	258	298	2	360	6	7	3	1		100
514001	1	259	299	2	50	6	7	4	1		100
514001	2	259	299	2	90	6	7	4	1		100
514001	3	259	299	2	130	6	7	4	1		100
514001	4	259	299	2	170	6	7	4	1		100
514001	5	259	299	2	210	6	7	4	1		100
514001	6	259	299	2	250	6	7	4	1		100
514001	7	259	299	2	260	6	7	4	1		100
514001	8	259	299	2	270	6	7	4	1		100
514001	9	259	299	2	280	6	7	4	1		100
514001	10	259	299	2	290	6	7	4	1		100
514001	11	259	299	2	300	6	7	4	1		100
514001	12	259	299	2	310	6	7	4	1		100
514001	13	259	299	2	320	6	7	4	1		100
514001	14	259	299	2	330	6	7	4	1		100
514001	15	259	299	2	340	6	7	4	1		100
514001	16	259	299	2	350	6	7	4	1		100
514001	17	259	299	2	360	6	7	4	1		100
515001	1	260	300	2	50	6	7	5	1		100
515001	2	260	300	2	90	6	7	5	1		100
515001	3	260	300	2	130	6	7	5	1		100
515001	4	260	300	2	170	6	7	5	1		100
515001	5	260	300	2	210	6	7	5	1		100
515001	6	260	300	2	250	6	7	5	1		100
515001	7	260	300	2	260	6	7	5	1		100
515001	8	260	300	2	270	6	7	5	1		100
515001	9	260	300	2	280	6	7	5	1		100
515001	10	260	300	2	290	6	7	5	1		100
515001	11	260	300	2	300	6	7	5	1		100
515001	12	260	300	2	310	6	7	5	1		100
515001	13	260	300	2	320	6	7	5	1		100
515001	14	260	300	2	330	6	7	5	1		100
515001	15	260	300	2	340	6	7	5	1		100
515001	16	260	300	2	350	6	7	5	1		100
515001	17	260	300	2	360	6	7	5	1		100
