gear_id	relationship	satisfaction	comfortableness	warmth	healing	hotness	coldness	sporty	relaxing	playing	cooking	camp_skill_id	camp_turn_event_id	forbidden_type_id	group_camp_passive_skill_id	guild_camp_theme1	guild_camp_theme2	guild_camp_theme3
85060020									3	3	7	76002011	23060021		1	1		
85060030									3	3	7	76003011	23060031		1	2		
85060040									3	3	7	76004011	23060041		1	3		
85060050									2	6	5	76005011	23060051		1	4		
85060060									4	3	6	76006011	23060061		1	1		
85060070									4	3	6	76007011	23060071		1	2		
85060080									3	3	5	76008011	23060081		1	3		
85060090									3	4	6	76009011	23060091		1	4		
85060100									4	4	7	76010011	23060101		1	1		
85060110									3	3	5	76011011	23060111		1	2		
85060120									4	3	4	76012011	23060121		1	3		
85070010									3	4	6	77001011	23070011		1	4		
85070020									3	4	4	77002011	23070021		1	1		
85070030									2	6	5	77003011	23070031		1	2		
85070040									6	3	6	77004011	23070041		1	3		
85070050									6	3	4	77005011	23070051		1	4		
85070060									6	2	3	77006011	23070061		1	1		
85070070									5	5	5	77007011	23070071		1	2		
85070080									4	3	6	77008011	23070081		1	3		
85070090									4	2	5	77009011	23070091		1	4		
85070100									5	3	5	77010011	23070101		1	1		
85070110									5	3	5	77011011	23070111		1	2		
85070120									7	3	3	77012011	23070121	8	1	3		
85070130									5	3	7	77013011	23070131		1	4		
85070140									5	3	3	77014011	23070141	6	1	1		
85070150									7	5	1	77015011	23070151		1	2		
85070160									5	4	2	77016011	23070161		1	3		
85070170									6	4	3	77017011	23070171		1	4		
85070180									7	3	3	77018011	23070181		1	1		
85080010									4	4	3	78001011	23080011		1	2		
85080020									4	5	2	78002011	23080021		1	3		
85080030									5	3	3	78003011	23080031		1	4		
85080050									6	4	3	78005011	23080051		1	1		
85080051									6	4	3	78005111	23080051		1	2		
85080052									6	4	3	78005211	23080051		1	3		
85080053									6	4	3	78005311	23080051		1	4		
85080054									6	4	3	78005411	23080051		1	1		
85080055									6	4	3	78005511	23080051		1	2		
85080056									6	4	3	78005611	23080051		1	3		
85080057									6	4	3	78005711	23080051		1	4		
85080058									6	4	3	78005811	23080051		1	1		
85080059									6	4	3	78005911	23080051		1	2		
85080060									7	3	5	78006011	23080061		1	3		
85080061									7	3	5	78006111	23080061		1	4		
85080062									7	3	5	78006211	23080061		1	1		
85080063									7	3	5	78006311	23080061		1	2		
85080064									7	3	5	78006411	23080061		1	3		
85080065									7	3	5	78006511	23080061		1	4		
85080066									7	3	5	78006611	23080061		1	1		
85080067									7	3	5	78006711	23080061		1	2		
85080068									7	3	5	78006811	23080061		1	3		
85080069									7	3	5	78006911	23080061		1	4		
85080070									6	4	3	78007011	23080071		1	1		
85080071									6	4	3	78007111	23080071		1	2		
85080072									6	4	3	78007211	23080071		1	3		
85080073									6	4	3	78007311	23080071		1	4		
85080074									6	4	3	78007411	23080071		1	1		
85080075									6	4	3	78007511	23080071		1	2		
85080076									6	4	3	78007611	23080071		1	3		
85080077									6	4	3	78007711	23080071		1	4		
85080078									6	4	3	78007811	23080071		1	1		
85080079									6	4	3	78007911	23080071		1	2		
85080080									6	5	4	78008011	23080081		1	3		
85080081									6	5	4	78008111	23080081		1	4		
85080082									6	5	4	78008211	23080081		1	1		
85080083									6	5	4	78008311	23080081		1	2		
85080084									6	5	4	78008411	23080081		1	3		
85080085									6	5	4	78008511	23080081		1	4		
85080086									6	5	4	78008611	23080081		1	1		
85080087									6	5	4	78008711	23080081		1	2		
85080088									6	5	4	78008811	23080081		1	3		
85080089									6	5	4	78008911	23080081		1	4		
85080090									7	3	3	78009011	23080091		1	1		
85080091									7	3	3	78009111	23080091		1	2		
85080092									7	3	3	78009211	23080091		1	3		
85080093									7	3	3	78009311	23080091		1	4		
85080094									7	3	3	78009411	23080091		1	1		
85080095									7	3	3	78009511	23080091		1	2		
85080096									7	3	3	78009611	23080091		1	3		
85080097									7	3	3	78009711	23080091		1	4		
85080098									7	3	3	78009811	23080091		1	1		
85080099									7	3	3	78009911	23080091		1	2		
85080100									7	4	4	78010011	23080101		1	3		
85080101									7	4	4	78010111	23080101		1	4		
85080102									7	4	4	78010211	23080101		1	1		
85080103									7	4	4	78010311	23080101		1	2		
85080104									7	4	4	78010411	23080101		1	3		
85080105									7	4	4	78010511	23080101		1	4		
85080106									7	4	4	78010611	23080101		1	1		
85080107									7	4	4	78010711	23080101		1	2		
85080108									7	4	4	78010811	23080101		1	3		
85080109									7	4	4	78010911	23080101		1	4		
85080110									4	4	3	78011011	23080111		1	1		
85080111									4	4	3	78011111	23080111		1	2		
85080112									4	4	3	78011211	23080111		1	3		
85080113									4	4	3	78011311	23080111		1	4		
85080114									4	4	3	78011411	23080111		1	1		
85080115									4	4	3	78011511	23080111		1	2		
85080116									4	4	3	78011611	23080111		1	3		
85080117									4	4	3	78011711	23080111		1	4		
85080118									4	4	3	78011811	23080111		1	1		
85080119									4	4	3	78011911	23080111		1	2		
85080120									5	5	3	78012011	23080121		1	3		
85080121									5	5	3	78012111	23080121		1	4		
85080122									5	5	3	78012211	23080121		1	1		
85080123									5	5	3	78012311	23080121		1	2		
85080124									5	5	3	78012411	23080121		1	3		
85080125									5	5	3	78012511	23080121		1	4		
85080126									5	5	3	78012611	23080121		1	1		
85080127									5	5	3	78012711	23080121		1	2		
85080128									5	5	3	78012811	23080121		1	3		
85080129									5	5	3	78012911	23080121		1	4		
85080140									6	4	4	78014011	23080141		1	2		
85085000									4	3	4	78500011	23085001		1	1		
85085001									4	3	4	78500111	23085001		1	2		
85085002									4	3	4	78500211	23085001		1	3		
85085003									4	3	4	78500311	23085001		1	4		
85085004									4	3	4	78500411	23085001		1	1		
85085005									4	3	4	78500511	23085001		1	2		
85085006									4	3	4	78500611	23085001		1	3		
85085007									4	3	4	78500711	23085001		1	4		
85085008									4	3	4	78500811	23085001		1	1		
85085009									4	3	4	78500911	23085001		1	2		
85085010									5	2	4	78501011	23085011		1	3		
85085011									5	2	4	78501111	23085011		1	4		
85085012									5	2	4	78501211	23085011		1	1		
85085013									5	2	4	78501311	23085011		1	2		
85085014									5	2	4	78501411	23085011		1	3		
85085015									5	2	4	78501511	23085011		1	4		
85085016									5	2	4	78501611	23085011		1	1		
85085017									5	2	4	78501711	23085011		1	2		
85085018									5	2	4	78501811	23085011		1	3		
85085019									5	2	4	78501911	23085011		1	4		
85085020									5	5	2	78502011	23085021		1	1		
85085030									5	5	2	78503011	23085031		1	2		
85085070									5	1	6	78507011	23085071		1	2		
85085071									5	1	6	78507111	23085071		1	2		
85090010									6	4	3	79001011	23090011		1	1		
85090020									3	3	5	79002011	23090021		1	2		
85090030									4	4	3	79003011	23090031		1	3		
85090040									3	5	3	79004011	23090041		1	4		
85090050									3	3	5	79005011	23090051		1	1		
85090060									5	4	2	79006011	23090061		1	2		
85090070									6	4	3	79007011	23090071		1	3		
85090080									4	3	4	79008011	23090081		1	4		
85090090									4	3	4	79009011	23090091		1	1		
85090100									4	7	2	79010011	23090101		1	2		
85090110									4	3	4	79011011	23090111		1	3		
85090120									4	3	4	79012011	23090121		1	4		
85090130									3	3	5	79013011	23090131		1	1		
85090140									5	4	4	79014011	23090141		1	2		
85090150									6	4	3	79015011	23090151		1	3		
85090160									6	4	3	79016011	23090161		1	4		
85090170									5	3	3	79017011	23090171		1	1		
85090180									5	3	3	79018011	23090181		1	2		
85090190									5	5	3	79019011	23090191		1	3		
85090200									5	5	3	79020011	23090201		1	4		
85090210									4	4	3	79021011	23090211		1	1		
85090220									5	5	3	79022011	23090221	1	1	2		
85090230									5	5	3	79023011	23090231	1	1	3		
85090240									4	6	3	79024011	23090241	1	1	4		
85090250									4	6	3	79025011	23090251	1	1	1		
85090260									6	6	3	79026011	23090261	2	1	2		
85090270									4	6	5	79027011	23090271	1	1	3		
85090280									5	7	3	79028011	23090281	2	1	4		
85090290									5	5	5	79029011	23090291	3	1	1		
85090300									5	5	5	79030011	23090301	3	1	2		
85090310									5	5	5	79031011	23090311	3	1	3		
85090320									2	3	6	79032011	23090321		1	4		
85090330									7	5	3	79033011	23090331		1	1		
85090340									3	6	2	79034011	23090341		1	2		
85090350									5	3	3	79035011	23090351		1	3		
85090360									5	3	3	79036011	23090361		1	4		
85090370									6	2	3	79037011	23090371		1	1		
85090380									4	4	3	79038011	23090381		1	2		
85090390									4	4	3	79039011	23090391		1	3		
85090400									7	4	4	79040011	23090401		1	4		
85090410									6	4	3	79041011	23090411		1	1		
85090420									4	5	2	79042011	23090421		1	2		
85090430									2	7	2	79043011	23090431		1	3		
85090440									5	4	2	79044011	23090441	8	1	4		
85090450									3	6	2	79045011	23090451		1	1		
85090460									5	6	2	79046011	23090461		1	2		
85090720									3	5	5	79072011	23090721		1	3		
85090730									3	5	3	79073011	23090731		1	4		
85090731									3	5	3	79073111	23090731		1	1		
85090732									3	5	3	79073211	23090731		1	2		
85090733									3	5	3	79073311	23090731		1	3		
85090734									3	5	3	79073411	23090731		1	4		
85090735									3	5	3	79073511	23090731		1	1		
85090736									3	5	3	79073611	23090731		1	2		
85090737									3	5	3	79073711	23090731		1	3		
85090738									3	5	3	79073811	23090731		1	4		
85090739									3	5	3	79073911	23090731		1	1		
85090750									4	5	2	79075011	23090751		1	2		
85090751									4	5	2	79075111	23090751		1	3		
85090752									4	5	2	79075211	23090751		1	4		
85090753									4	5	2	79075311	23090751		1	1		
85090754									4	5	2	79075411	23090751		1	2		
85090755									4	5	2	79075511	23090751		1	3		
85090756									4	5	2	79075611	23090751		1	4		
85090757									4	5	2	79075711	23090751		1	1		
85090758									4	5	2	79075811	23090751		1	2		
85090759									4	5	2	79075911	23090751		1	3		
85090760									4	5	2	79076011	23090761		1	4		
85090761									4	5	2	79076111	23090761		1	1		
85090762									4	5	2	79076211	23090761		1	2		
85090763									4	5	2	79076311	23090761		1	3		
85090764									4	5	2	79076411	23090761		1	4		
85090765									4	5	2	79076511	23090761		1	1		
85090766									4	5	2	79076611	23090761		1	2		
85090767									4	5	2	79076711	23090761		1	3		
85090768									4	5	2	79076811	23090761		1	4		
85090769									4	5	2	79076911	23090761		1	1		
85090770									5	6	2	79077011	23090771		1	2		
85090771									5	6	2	79077111	23090771		1	3		
85090772									5	6	2	79077211	23090771		1	4		
85090773									5	6	2	79077311	23090771		1	1		
85090774									5	6	2	79077411	23090771		1	2		
85090775									5	6	2	79077511	23090771		1	3		
85090776									5	6	2	79077611	23090771		1	4		
85090777									5	6	2	79077711	23090771		1	1		
85090778									5	6	2	79077811	23090771		1	2		
85090779									5	6	2	79077911	23090771		1	3		
85090780									5	6	2	79078011	23090781		1	4		
85090781									5	6	2	79078111	23090781		1	1		
85090782									5	6	2	79078211	23090781		1	2		
85090783									5	6	2	79078311	23090781		1	3		
85090784									5	6	2	79078411	23090781		1	4		
85090785									5	6	2	79078511	23090781		1	1		
85090786									5	6	2	79078611	23090781		1	2		
85090787									5	6	2	79078711	23090781		1	3		
85090788									5	6	2	79078811	23090781		1	4		
85090789									5	6	2	79078911	23090781		1	1		
85090790									5	6	2	79079011	23090791		1	2		
85090791									5	6	2	79079111	23090791		1	3		
85090792									5	6	2	79079211	23090791		1	4		
85090793									5	6	2	79079311	23090791		1	1		
85090794									5	6	2	79079411	23090791		1	2		
85090795									5	6	2	79079511	23090791		1	3		
85090796									5	6	2	79079611	23090791		1	4		
85090797									5	6	2	79079711	23090791		1	1		
85090798									5	6	2	79079811	23090791		1	2		
85090799									5	6	2	79079911	23090791		1	3		
85090800									4	4	3	79080011	23090801		1	4		
85090801									4	4	3	79080111	23090801		1	1		
85090802									4	4	3	79080211	23090801		1	2		
85090803									4	4	3	79080311	23090801		1	3		
85090804									4	4	3	79080411	23090801		1	4		
85090805									4	4	3	79080511	23090801		1	1		
85090806									4	4	3	79080611	23090801		1	2		
85090807									4	4	3	79080711	23090801		1	3		
85090808									4	4	3	79080811	23090801		1	4		
85090809									4	4	3	79080911	23090801		1	1		
85090810									6	4	3	79081011	23090811		1	2		
85090820									5	5	5	79082011	23090821		1	3		
85090821									5	5	5	79082111	23090821		1	4		
85090822									5	5	5	79082211	23090821		1	1		
85090823									5	5	5	79082311	23090821		1	2		
85090824									5	5	5	79082411	23090821		1	3		
85090825									5	5	5	79082511	23090821		1	4		
85090826									5	5	5	79082611	23090821		1	1		
85090827									5	5	5	79082711	23090821		1	2		
85090828									5	5	5	79082811	23090821		1	3		
85090829									5	5	5	79082911	23090821		1	4		
85090830									4	3	4	79083011	23090831		1	1		
85090831									4	3	4	79083111	23090831		1	2		
85090832									4	3	4	79083211	23090831		1	3		
85090833									4	3	4	79083311	23090831		1	4		
85090834									4	3	4	79083411	23090831		1	1		
85090835									4	3	4	79083511	23090831		1	2		
85090836									4	3	4	79083611	23090831		1	3		
85090837									4	3	4	79083711	23090831		1	4		
85090838									4	3	4	79083811	23090831		1	1		
85090839									4	3	4	79083911	23090831		1	2		
85090840									5	4	2	79084011	23090841		1	3		
85090841									5	4	2	79084111	23090841		1	4		
85090842									5	4	2	79084211	23090841		1	1		
85090843									5	4	2	79084311	23090841		1	2		
85090844									5	4	2	79084411	23090841		1	3		
85090845									5	4	2	79084511	23090841		1	4		
85090846									5	4	2	79084611	23090841		1	1		
85090847									5	4	2	79084711	23090841		1	2		
85090848									5	4	2	79084811	23090841		1	3		
85090849									5	4	2	79084911	23090841		1	4		
85090850									5	3	3	79085011	23090851		1	1		
85090851									5	3	3	79085111	23090851		1	2		
85090852									5	3	3	79085211	23090851		1	3		
85090853									5	3	3	79085311	23090851		1	4		
85090854									5	3	3	79085411	23090851		1	1		
85090855									5	3	3	79085511	23090851		1	2		
85090856									5	3	3	79085611	23090851		1	3		
85090857									5	3	3	79085711	23090851		1	4		
85090858									5	3	3	79085811	23090851		1	1		
85090859									5	3	3	79085911	23090851		1	2		
85090860									6	2	3	79086011	23090861		1	3		
85090861									6	2	3	79086111	23090861		1	4		
85090862									6	2	3	79086211	23090861		1	1		
85090863									6	2	3	79086311	23090861		1	2		
85090864									6	2	3	79086411	23090861		1	3		
85090865									6	2	3	79086511	23090861		1	4		
85090866									6	2	3	79086611	23090861		1	1		
85090867									6	2	3	79086711	23090861		1	2		
85090868									6	2	3	79086811	23090861		1	3		
85090869									6	2	3	79086911	23090861		1	4		
85090870									5	3	3	79087011	23090871		1	1		
85090871									5	3	3	79087111	23090871		1	2		
85090872									5	3	3	79087211	23090871		1	3		
85090873									5	3	3	79087311	23090871		1	4		
85090874									5	3	3	79087411	23090871		1	1		
85090875									5	3	3	79087511	23090871		1	2		
85090876									5	3	3	79087611	23090871		1	3		
85090877									5	3	3	79087711	23090871		1	4		
85090878									5	3	3	79087811	23090871		1	1		
85090879									5	3	3	79087911	23090871		1	2		
85090880									5	4	4	79088011	23090881		1	3		
85090881									5	4	4	79088111	23090881		1	4		
85090882									5	4	4	79088211	23090881		1	1		
85090883									5	4	4	79088311	23090881		1	2		
85090884									5	4	4	79088411	23090881		1	3		
85090885									5	4	4	79088511	23090881		1	4		
85090886									5	4	4	79088611	23090881		1	1		
85090887									5	4	4	79088711	23090881		1	2		
85090888									5	4	4	79088811	23090881		1	3		
85090889									5	4	4	79088911	23090881		1	4		
85090890									5	3	5	79089011	23090891		1	1		
85090891									5	3	5	79089111	23090891		1	2		
85090892									5	3	5	79089211	23090891		1	3		
85090893									5	3	5	79089311	23090891		1	4		
85090894									5	3	5	79089411	23090891		1	1		
85090895									5	3	5	79089511	23090891		1	2		
85090896									5	3	5	79089611	23090891		1	3		
85090897									5	3	5	79089711	23090891		1	4		
85090898									5	3	5	79089811	23090891		1	1		
85090899									5	3	5	79089911	23090891		1	2		
85090900									6	5	4	79090011	23090901		1	3		
85090901									6	5	4	79090111	23090901		1	4		
85090902									6	5	4	79090211	23090901		1	1		
85090903									6	5	4	79090311	23090901		1	2		
85090904									6	5	4	79090411	23090901		1	3		
85090905									6	5	4	79090511	23090901		1	4		
85090906									6	5	4	79090611	23090901		1	1		
85090907									6	5	4	79090711	23090901		1	2		
85090908									6	5	4	79090811	23090901		1	3		
85090909									6	5	4	79090911	23090901		1	4		
85090910									6	4	5	79091011	23090911		1	1		
85090911									6	4	5	79091111	23090911		1	2		
85090912									6	4	5	79091211	23090911		1	3		
85090913									6	4	5	79091311	23090911		1	4		
85090914									6	4	5	79091411	23090911		1	1		
85090915									6	4	5	79091511	23090911		1	2		
85090916									6	4	5	79091611	23090911		1	3		
85090917									6	4	5	79091711	23090911		1	4		
85090918									6	4	5	79091811	23090911		1	1		
85090919									6	4	5	79091911	23090911		1	2		
85090940									3	5	3	79094011	23090941		1	3		
85090941									3	5	3	79094111	23090941		1	4		
85090942									3	5	3	79094211	23090941		1	1		
85090943									3	5	3	79094311	23090941		1	2		
85090944									3	5	3	79094411	23090941		1	3		
85090945									3	5	3	79094511	23090941		1	4		
85090946									3	5	3	79094611	23090941		1	1		
85090947									3	5	3	79094711	23090941		1	2		
85090948									3	5	3	79094811	23090941		1	3		
85090949									3	5	3	79094911	23090941		1	4		
85090950									4	5	2	79095011	23090951		1	1		
85090951									4	5	2	79095111	23090951		1	2		
85090952									4	5	2	79095211	23090951		1	3		
85090953									4	5	2	79095311	23090951		1	4		
85090954									4	5	2	79095411	23090951		1	1		
85090955									4	5	2	79095511	23090951		1	2		
85090956									4	5	2	79095611	23090951		1	3		
85090957									4	5	2	79095711	23090951		1	4		
85090958									4	5	2	79095811	23090951		1	1		
85090959									4	5	2	79095911	23090951		1	2		
85090960									4	6	3	79096011	23090961		1	3		
85090961									4	6	3	79096111	23090961		1	4		
85090962									4	6	3	79096211	23090961		1	1		
85090963									4	6	3	79096311	23090961		1	2		
85090964									4	6	3	79096411	23090961		1	3		
85090965									4	6	3	79096511	23090961		1	4		
85090966									4	6	3	79096611	23090961		1	1		
85090967									4	6	3	79096711	23090961		1	2		
85090968									4	6	3	79096811	23090961		1	3		
85090969									4	6	3	79096911	23090961		1	4		
85090970									5	5	3	79097011	23090971		1	1		
85090971									5	5	3	79097111	23090971		1	2		
85090972									5	5	3	79097211	23090971		1	3		
85090973									5	5	3	79097311	23090971		1	4		
85090974									5	5	3	79097411	23090971		1	1		
85090975									5	5	3	79097511	23090971		1	2		
85090976									5	5	3	79097611	23090971		1	3		
85090977									5	5	3	79097711	23090971		1	4		
85090978									5	5	3	79097811	23090971		1	1		
85090979									5	5	3	79097911	23090971		1	2		
85090980									3	4	6	79098011	23090981		1	3		
85090981									3	4	6	79098111	23090981		1	4		
85090982									3	4	6	79098211	23090981		1	1		
85090983									3	4	6	79098311	23090981		1	2		
85090984									3	4	6	79098411	23090981		1	3		
85090985									3	4	6	79098511	23090981		1	4		
85090986									3	4	6	79098611	23090981		1	1		
85090987									3	4	6	79098711	23090981		1	2		
85090988									3	4	6	79098811	23090981		1	3		
85090989									3	4	6	79098911	23090981		1	4		
85090990									4	6	3	79099011	23090991		1	1		
85090991									4	6	3	79099111	23090991		1	2		
85090992									4	6	3	79099211	23090991		1	3		
85090993									4	6	3	79099311	23090991		1	4		
85090994									4	6	3	79099411	23090991		1	1		
85090995									4	6	3	79099511	23090991		1	2		
85090996									4	6	3	79099611	23090991		1	3		
85090997									4	6	3	79099711	23090991		1	4		
85090998									4	6	3	79099811	23090991		1	1		
85090999									4	6	3	79099911	23090991		1	2		
85091000									4	4	7	79100011	23091001		1	3		
85091001									4	4	7	79100111	23091001		1	4		
85091002									4	4	7	79100211	23091001		1	1		
85091003									4	4	7	79100311	23091001		1	2		
85091004									4	4	7	79100411	23091001		1	3		
85091005									4	4	7	79100511	23091001		1	4		
85091006									4	4	7	79100611	23091001		1	1		
85091007									4	4	7	79100711	23091001		1	2		
85091008									4	4	7	79100811	23091001		1	3		
85091009									4	4	7	79100911	23091001		1	4		
85091010									4	6	3	79101011	23091011		1	1		
85091011									4	6	3	79101111	23091011		1	2		
85091012									4	6	3	79101211	23091011		1	3		
85091013									4	6	3	79101311	23091011		1	4		
85091014									4	6	3	79101411	23091011		1	1		
85091015									4	6	3	79101511	23091011		1	2		
85091016									4	6	3	79101611	23091011		1	3		
85091017									4	6	3	79101711	23091011		1	4		
85091018									4	6	3	79101811	23091011		1	1		
85091019									4	6	3	79101911	23091011		1	2		
85091020									3	4	6	79102011	23091021		1	3		
85091021									3	4	6	79102111	23091021		1	4		
85091022									3	4	6	79102211	23091021		1	1		
85091023									3	4	6	79102311	23091021		1	2		
85091024									3	4	6	79102411	23091021		1	3		
85091025									3	4	6	79102511	23091021		1	4		
85091026									3	4	6	79102611	23091021		1	1		
85091027									3	4	6	79102711	23091021		1	2		
85091028									3	4	6	79102811	23091021		1	3		
85091029									3	4	6	79102911	23091021		1	4		
85091090									4	3	4	79109011	23091091		1	1		
85091360									4	4	3	79136011	23091361		1	2		
85091370									4	4	3	79137011	23091371		1	3		
85091380									3	6	2	79138011	23091381		1	4		
85091390									4	6	2	79139011	23091391		1	3		
85091400									6	4	2	79140011	23091401		1	4		
85091540									6	3	2	79154011	23091541		1	1		
85091541									6	3	2	79154111	23091542		1	1		
85091542									6	3	2	79154211	23091543		1	1		
85091543									6	3	2	79154311	23091544		1	1		
85091544									6	3	2	79154411	23091545		1	1		
85091545									6	3	2	79154511	23091546		1	1		
85091546									6	3	2	79154611	23091547		1	1		
85091547									6	3	2	79154711	23091548		1	1		
85091670									7	5	2	79167011	23091671		1	1		
85091671									7	5	2	79167111	23091671		1	2		
85091710									2	7	5	79171011	23091711		1	2		
85091720									3	6	3	79172011	23091721		1	2		
85091721									3	6	3	79172111	23091721		1	2		
85091730									6	5	3	79173011	23091731		1	2		
85091740									5	5	2	79174011	23091741		1	2		
85091741									5	5	2	79174111	23091741		1	2		
85091760									5	6	1	79176011	23091761		1	2		
85091761									5	6	1	79176111	23091761		1	2		
85091810									5	6	3	79181011	23091811		1	2		
85091811									5	6	3	79181111	23091811		1	2		
85091830									6	5	3	79183011	23091831		1	2		
85091831									6	5	3	79183111	23091831		1	2		
85091850									5	7	2	79185011	23091851		1	2		
85091851									5	7	2	79185111	23091851		1	2		
86010010									3	6	2	71001011	23091381		1	2		
86010020									3	6	2	71001011	23091381		1	3		
86010030									3	6	2	71001011	23091381		1	4		
86010040									3	6	2	71001011	23091381		1	1		
86020010									3	6	2	71001011	23091381		1	2		
86020020									3	6	2	71001011	23091381		1	3		
86020030									3	6	2	71001011	23091381		1	4		
86020040									3	6	2	71001011	23091381		1	1		
86020050									3	6	2	71001011	23091381		1	2		
86020060									3	6	2	71001011	23091381		1	3		
86020070									3	6	2	71001011	23091381		1	4		
86020080									3	6	2	71001011	23091381		1	1		
86020090									3	6	2	71001011	23091381		1	2		
86020100									3	6	2	71001011	23091381		1	3		
86020110									3	6	2	71001011	23091381		1	4		
86020120									3	6	2	71001011	23091381		1	1		
86020130									3	6	2	71001011	23091381		1	2		
86020140									3	6	2	71001011	23091381		1	3		
86020150									3	6	2	71001011	23091381		1	4		
86020160									3	6	2	71001011	23091381		1	1		
86020170									3	6	2	71001011	23091381		1	2		
86020180									3	6	2	71001011	23091381		1	3		
86020190									3	6	2	71001011	23091381		1	4		
86020200									3	6	2	71001011	23091381		1	1		
86020210									3	6	2	71001011	23091381		1	2		
86020220									3	6	2	71001011	23091381		1	3		
86020230									3	6	2	71001011	23091381		1	4		
86020240									3	6	2	71001011	23091381		1	1		
86020250									3	6	2	71001011	23091381		1	2		
86020260									3	6	2	71001011	23091381		1	3		
86020270									3	6	2	71001011	23091381		1	4		
87010010									3	6	2	71001011	23091381		1	1		
87010020									3	6	2	71001011	23091381		1	2		
87010030									3	6	2	71001011	23091381		1	3		
87010040									3	6	2	71001011	23091381		1	4		
87010050									3	6	2	71001011	23091381		1	1		
87010060									3	6	2	71001011	23091381		1	2		
87010080									3	6	2	71001011	23091381		1	3		
87010090									3	6	2	71001011	23091381		1	4		
87020010									3	6	2	71001011	23091381		1	1		
87020020									3	6	2	71001011	23091381		1	2		
87020030									3	6	2	71001011	23091381		1	3		
87020040									3	6	2	71001011	23091381		1	4		
87020050									3	6	2	71001011	23091381		1	1		
87020060									3	6	2	71001011	23091381		1	2		
87020070									3	6	2	71001011	23091381		1	3		
87020080									6	3	2	71001011	23091541		1	3		
87020090									6	3	2	71001011	23091541		1	2		
87020100									6	3	2	71001011	23091541		1	2		
87020101									6	3	2	71001011	23091541		1	2		
87030010									3	6	2	71001011	23091381		1	4		
87030020									3	6	2	71001011	23091381		1	1		
87030030									3	6	2	71001011	23091381		1	2		
87030040									3	6	2	71001011	23091381		1	3		
87030050									3	6	2	71001011	23091381		1	4		
87030060									3	6	2	71001011	23091381		1	1		
87030070									3	6	2	71001011	23091381		1	2		
87030080									3	6	2	71001011	23091381		1	3		
87030110									6	3	2	71001011	23091541		1	2		
87040010									3	6	2	71001011	23091381		1	4		
87040020									3	6	2	71001011	23091381		1	1		
87040030									3	6	2	71001011	23091381		1	2		
87040040									3	6	2	71001011	23091381		1	3		
87050010									3	6	2	71001011	23091381		1	4		
87050020									3	6	2	71001011	23091381		1	1		
87050030									3	6	2	71001011	23091381		1	2		
87050040									3	6	2	71001011	23091381		1	3		
87060010									3	6	2	71001011	23091381		1	4		
87060020									3	6	2	71001011	23091381		1	1		
87060030									3	6	2	71001011	23091381		1	2		
87060040									3	6	2	71001011	23091381		1	3		
87060050									3	6	2	71001011	23091381		1	4		
87060060									3	6	2	71001011	23091381		1	1		
87070010									3	6	2	71001011	23091381		1	2		
87070020									3	6	2	71001011	23091381		1	3		
87070030									3	6	2	71001011	23091381		1	4		
87070040									3	6	2	71001011	23091381		1	1		
87070050									3	6	2	71001011	23091381		1	2		
87080010									3	6	2	71001011	23091381		1	3		
87080020									3	6	2	71001011	23091381		1	4		
87080030									3	6	2	71001011	23091381		1	1		
87090010									3	6	2	71001011	23091381		1	2		
87090020									3	6	2	71001011	23091381		1	3		
87090030									3	6	2	71001011	23091381		1	4		
87090050									6	3	2	71001011	23091541		1	2		
87090051									6	3	2	71001011	23091541		1	2		
87100010									3	6	2	71001011	23091381		1	1		
87100020									3	6	2	71001011	23091381		1	2		
87100030									3	6	2	71001011	23091381		1	3		
87100040									3	6	2	71001011	23091381		1	4		
87100050									3	6	2	71001011	23091381		1	1		
87100060									6	3	2	71001011	23091541		1	4		
87100070									6	3	2	71001011	23091541		1	1		
87100080									6	3	2	71001011	23091541		1	2		
87100120									6	3	2	71001011	23091541		1	2		
87100130									6	3	2	71001011	23091541		1	2		
87100131									6	3	2	71001011	23091541		1	2		
