id	seq_id	name_text_id	type	reward_id	vip	quantity	weight	reward_card_property_id
300001	674	457	1	3090753		1	6	1000
300001	675	457	1	3090754		1	6	1000
300001	676	457	1	3090755		1	6	1000
300001	677	457	1	3090756		1	6	1000
300001	678	457	1	3090757		1	6	1000
300001	679	457	1	3090758		1	6	1000
300001	680	457	1	3090759		1	6	1000
300001	681	457	1	3090761		1	6	1000
300001	682	457	1	3090762		1	6	1000
300001	683	457	1	3090763		1	6	1000
300001	684	457	1	3090764		1	6	1000
300001	685	457	1	3090765		1	6	1000
300001	686	457	1	3090766		1	6	1000
300001	687	457	1	3090767		1	6	1000
300001	688	457	1	3090768		1	6	1000
300001	689	457	1	3090769		1	6	1000
300001	690	457	1	3090801		1	6	1000
300001	691	457	1	3090802		1	6	1000
300001	692	457	1	3090803		1	6	1000
300001	693	457	1	3090804		1	6	1000
300001	694	457	1	3090805		1	6	1000
300001	695	457	1	3090806		1	6	1000
300001	696	457	1	3090807		1	6	1000
300001	697	457	1	3090808		1	6	1000
300001	698	457	1	3090809		1	6	1000
300001	699	457	1	3090831		1	6	1000
300001	700	457	1	3090832		1	6	1000
300001	701	457	1	3090833		1	6	1000
300001	702	457	1	3090834		1	6	1000
300001	703	457	1	3090835		1	6	1000
300001	704	457	1	3090836		1	6	1000
300001	705	457	1	3090837		1	6	1000
300001	706	457	1	3090838		1	6	1000
300001	707	457	1	3090839		1	6	1000
300001	708	457	1	3090841		1	5	1000
300001	709	457	1	3090842		1	5	1000
300001	710	457	1	3090843		1	5	1000
300001	711	457	1	3090844		1	5	1000
300001	712	457	1	3090845		1	5	1000
300001	713	457	1	3090846		1	5	1000
300001	714	457	1	3090847		1	5	1000
300001	715	457	1	3090848		1	5	1000
300001	716	457	1	3090849		1	5	1000
300001	717	457	1	3090851		1	5	1000
300001	718	457	1	3090852		1	5	1000
300001	719	457	1	3090853		1	5	1000
300001	720	457	1	3090854		1	5	1000
300001	721	457	1	3090855		1	5	1000
300001	722	457	1	3090856		1	5	1000
300001	723	457	1	3090857		1	5	1000
300001	724	457	1	3090858		1	5	1000
300001	725	457	1	3090859		1	5	1000
300001	726	457	1	3090861		1	5	1000
300001	727	457	1	3090862		1	5	1000
300001	728	457	1	3090863		1	5	1000
300001	729	457	1	3090864		1	5	1000
300001	730	457	1	3090865		1	5	1000
300001	731	457	1	3090866		1	5	1000
300001	732	457	1	3090867		1	5	1000
300001	733	457	1	3090868		1	5	1000
300001	734	457	1	3090869		1	5	1000
300001	735	457	1	3090871		1	5	1000
300001	736	457	1	3090872		1	5	1000
300001	737	457	1	3090873		1	5	1000
300001	738	457	1	3090874		1	5	1000
300001	739	457	1	3090875		1	5	1000
300001	740	457	1	3090876		1	5	1000
300001	741	457	1	3090877		1	5	1000
300001	742	457	1	3090878		1	5	1000
300001	743	457	1	3090879		1	5	1000
300001	744	457	1	3090941		1	6	1000
300001	745	457	1	3090942		1	6	1000
300001	746	457	1	3090943		1	6	1000
300001	747	457	1	3090944		1	6	1000
300001	748	457	1	3090945		1	6	1000
300001	749	457	1	3090946		1	6	1000
300001	750	457	1	3090947		1	6	1000
300001	751	457	1	3090948		1	6	1000
300001	752	457	1	3090949		1	6	1000
300001	753	457	1	3090951		1	6	1000
300001	754	457	1	3090952		1	6	1000
300001	755	457	1	3090953		1	6	1000
300001	756	457	1	3090954		1	6	1000
300001	757	457	1	3090955		1	6	1000
300001	758	457	1	3090956		1	6	1000
300001	759	457	1	3090957		1	6	1000
300001	760	457	1	3090958		1	6	1000
300001	761	457	1	3090959		1	6	1000
300001	762	457	1	3091542		1	6	1000
300001	763	457	1	3091543		1	6	1000
300001	764	457	1	3091544		1	6	1000
300001	765	457	1	3091545		1	6	1000
300001	766	457	1	3091546		1	6	1000
300001	767	457	1	3091547		1	6	1000
300002	1	457	1	3010271		1	5	1000
300002	2	457	1	3010272		1	5	1000
300002	3	457	1	3010273		1	5	1000
300002	4	457	1	3010274		1	5	1000
300002	5	457	1	3010275		1	5	1000
300002	6	457	1	3010276		1	5	1000
300002	7	457	1	3010277		1	5	1000
300002	8	457	1	3010278		1	5	1000
300002	9	457	1	3010279		1	5	1000
300002	10	457	1	3010381		1	5	1000
300002	11	457	1	3010382		1	5	1000
300002	12	457	1	3010383		1	5	1000
300002	13	457	1	3010384		1	5	1000
300002	14	457	1	3010385		1	5	1000
300002	15	457	1	3010386		1	5	1000
300002	16	457	1	3010387		1	5	1000
300002	17	457	1	3010388		1	5	1000
300002	18	457	1	3010389		1	5	1000
300002	19	457	1	3010391		1	5	1000
300002	20	457	1	3010392		1	5	1000
300002	21	457	1	3010393		1	5	1000
300002	22	457	1	3010394		1	5	1000
300002	23	457	1	3010395		1	5	1000
300002	24	457	1	3010396		1	5	1000
300002	25	457	1	3010397		1	5	1000
300002	26	457	1	3010398		1	5	1000
300002	27	457	1	3010399		1	5	1000
300002	28	457	1	3050131		1	20	1000
300002	29	457	1	3050132		1	20	1000
300002	30	457	1	3050133		1	20	1000
300002	31	457	1	3050134		1	20	1000
300002	32	457	1	3050135		1	20	1000
300002	33	457	1	3050141		1	20	1000
300002	34	457	1	3050142		1	20	1000
300002	35	457	1	3050143		1	20	1000
300002	36	457	1	3050144		1	20	1000
300002	37	457	1	3050145		1	20	1000
300002	38	457	1	3080061		1	5	1000
300002	39	457	1	3080062		1	5	1000
300002	40	457	1	3080063		1	5	1000
300002	41	457	1	3080064		1	5	1000
300002	42	457	1	3080065		1	5	1000
300002	43	457	1	3080066		1	5	1000
300002	44	457	1	3080067		1	5	1000
300002	45	457	1	3080068		1	5	1000
300002	46	457	1	3080069		1	5	1000
300002	47	457	1	3080081		1	5	1000
300002	48	457	1	3080082		1	5	1000
300002	49	457	1	3080083		1	5	1000
300002	50	457	1	3080084		1	5	1000
300002	51	457	1	3080085		1	5	1000
300002	52	457	1	3080086		1	5	1000
300002	53	457	1	3080087		1	5	1000
300002	54	457	1	3080088		1	5	1000
300002	55	457	1	3080089		1	5	1000
300002	56	457	1	3080101		1	5	1000
300002	57	457	1	3080102		1	5	1000
300002	58	457	1	3080103		1	5	1000
300002	59	457	1	3080104		1	5	1000
300002	60	457	1	3080105		1	5	1000
300002	61	457	1	3080106		1	5	1000
300002	62	457	1	3080107		1	5	1000
300002	63	457	1	3080108		1	5	1000
300002	64	457	1	3080109		1	5	1000
300002	65	457	1	3090821		1	55	1000
300002	66	457	1	3090822		1	55	1000
300002	67	457	1	3090823		1	55	1000
300002	68	457	1	3090824		1	55	1000
300002	69	457	1	3090825		1	55	1000
300002	70	457	1	3090826		1	55	1000
300002	71	457	1	3090827		1	55	1000
300002	72	457	1	3090828		1	55	1000
300002	73	457	1	3090829		1	55	1000
300002	74	457	1	3090901		1	22	1000
300002	75	457	1	3090902		1	22	1000
300002	76	457	1	3090903		1	22	1000
300002	77	457	1	3090904		1	22	1000
300002	78	457	1	3090905		1	22	1000
300002	79	457	1	3090906		1	22	1000
300002	80	457	1	3090907		1	22	1000
300002	81	457	1	3090908		1	22	1000
300002	82	457	1	3090909		1	22	1000
300002	83	457	1	3090911		1	22	1000
300002	84	457	1	3090912		1	22	1000
300002	85	457	1	3090913		1	22	1000
300002	86	457	1	3090914		1	22	1000
300002	87	457	1	3090915		1	22	1000
300002	88	457	1	3090916		1	22	1000
300002	89	457	1	3090917		1	22	1000
300002	90	457	1	3090918		1	22	1000
300002	91	457	1	3090919		1	22	1000
300002	92	457	1	3091001		1	55	1000
300002	93	457	1	3091002		1	55	1000
300002	94	457	1	3091003		1	55	1000
300002	95	457	1	3091004		1	55	1000
300002	96	457	1	3091005		1	55	1000
300002	97	457	1	3091006		1	55	1000
300002	98	457	1	3091007		1	55	1000
300002	99	457	1	3091008		1	55	1000
300002	100	457	1	3091009		1	55	1000
300002	101	457	1	3010211		1	7	1000
300002	102	457	1	3010212		1	7	1000
300002	103	457	1	3010213		1	7	1000
300002	104	457	1	3010214		1	7	1000
300002	105	457	1	3010215		1	7	1000
300002	106	457	1	3010216		1	7	1000
300002	107	457	1	3010217		1	7	1000
300002	108	457	1	3010218		1	7	1000
300002	109	457	1	3010219		1	7	1000
300002	110	457	1	3010221		1	7	1000
300002	111	457	1	3010222		1	7	1000
300002	112	457	1	3010223		1	7	1000
300002	113	457	1	3010224		1	7	1000
300002	114	457	1	3010225		1	7	1000
300002	115	457	1	3010226		1	7	1000
300002	116	457	1	3010227		1	7	1000
300002	117	457	1	3010228		1	7	1000
300002	118	457	1	3010229		1	7	1000
300002	119	457	1	3010241		1	7	1000
300002	120	457	1	3010242		1	7	1000
300002	121	457	1	3010243		1	7	1000
300002	122	457	1	3010244		1	7	1000
300002	123	457	1	3010245		1	7	1000
300002	124	457	1	3010246		1	7	1000
300002	125	457	1	3010247		1	7	1000
300002	126	457	1	3010248		1	7	1000
300002	127	457	1	3010249		1	7	1000
300002	128	457	1	3010281		1	7	1000
300002	129	457	1	3010282		1	7	1000
300002	130	457	1	3010283		1	7	1000
300002	131	457	1	3010284		1	7	1000
300002	132	457	1	3010285		1	7	1000
300002	133	457	1	3010286		1	7	1000
300002	134	457	1	3010287		1	7	1000
300002	135	457	1	3010288		1	7	1000
300002	136	457	1	3010289		1	7	1000
300002	137	457	1	3010291		1	7	1000
300002	138	457	1	3010292		1	7	1000
300002	139	457	1	3010293		1	7	1000
300002	140	457	1	3010294		1	7	1000
300002	141	457	1	3010295		1	7	1000
300002	142	457	1	3010296		1	7	1000
300002	143	457	1	3010297		1	7	1000
300002	144	457	1	3010298		1	7	1000
300002	145	457	1	3010299		1	7	1000
300002	146	457	1	3010301		1	7	1000
300002	147	457	1	3010302		1	7	1000
300002	148	457	1	3010303		1	7	1000
300002	149	457	1	3010304		1	7	1000
300002	150	457	1	3010305		1	7	1000
300002	151	457	1	3010306		1	7	1000
300002	152	457	1	3010307		1	7	1000
300002	153	457	1	3010308		1	7	1000
300002	154	457	1	3010309		1	7	1000
300002	155	457	1	3010321		1	7	1000
300002	156	457	1	3010322		1	7	1000
300002	157	457	1	3010323		1	7	1000
300002	158	457	1	3010324		1	7	1000
300002	159	457	1	3010325		1	7	1000
300002	160	457	1	3010326		1	7	1000
300002	161	457	1	3010327		1	7	1000
300002	162	457	1	3010328		1	7	1000
300002	163	457	1	3010329		1	7	1000
300002	164	457	1	3010331		1	7	1000
300002	165	457	1	3010332		1	7	1000
300002	166	457	1	3010333		1	7	1000
300002	167	457	1	3010334		1	7	1000
300002	168	457	1	3010335		1	7	1000
300002	169	457	1	3010336		1	7	1000
300002	170	457	1	3010337		1	7	1000
300002	171	457	1	3010338		1	7	1000
300002	172	457	1	3010339		1	7	1000
300002	173	457	1	3010341		1	7	1000
300002	174	457	1	3010342		1	7	1000
300002	175	457	1	3010343		1	7	1000
300002	176	457	1	3010344		1	7	1000
300002	177	457	1	3010345		1	7	1000
300002	178	457	1	3010346		1	7	1000
300002	179	457	1	3010347		1	7	1000
300002	180	457	1	3010348		1	7	1000
300002	181	457	1	3010349		1	7	1000
300002	182	457	1	3010351		1	7	1000
300002	183	457	1	3010352		1	7	1000
300002	184	457	1	3010353		1	7	1000
300002	185	457	1	3010354		1	7	1000
300002	186	457	1	3010355		1	7	1000
300002	187	457	1	3010356		1	7	1000
300002	188	457	1	3010357		1	7	1000
300002	189	457	1	3010358		1	7	1000
300002	190	457	1	3010359		1	7	1000
300002	191	457	1	3010361		1	7	1000
300002	192	457	1	3010362		1	7	1000
300002	193	457	1	3010363		1	7	1000
300002	194	457	1	3010364		1	7	1000
300002	195	457	1	3010365		1	7	1000
300002	196	457	1	3010366		1	7	1000
300002	197	457	1	3010367		1	7	1000
300002	198	457	1	3010368		1	7	1000
300002	199	457	1	3010369		1	7	1000
300002	200	457	1	3010371		1	7	1000
300002	201	457	1	3010372		1	7	1000
300002	202	457	1	3010373		1	7	1000
300002	203	457	1	3010374		1	7	1000
300002	204	457	1	3010375		1	7	1000
300002	205	457	1	3010376		1	7	1000
300002	206	457	1	3010377		1	7	1000
300002	207	457	1	3010379		1	7	1000
300002	208	457	1	3010401		1	7	1000
300002	209	457	1	3010402		1	7	1000
300002	210	457	1	3010403		1	7	1000
300002	211	457	1	3010404		1	7	1000
300002	212	457	1	3010405		1	7	1000
300002	213	457	1	3010406		1	7	1000
300002	214	457	1	3010407		1	7	1000
300002	215	457	1	3010408		1	7	1000
300002	216	457	1	3010409		1	7	1000
300002	217	457	1	3010441		1	7	1000
300002	218	457	1	3010442		1	7	1000
300002	219	457	1	3010443		1	7	1000
300002	220	457	1	3010444		1	7	1000
300002	221	457	1	3010445		1	7	1000
300002	222	457	1	3010446		1	7	1000
300002	223	457	1	3010447		1	7	1000
300002	224	457	1	3010448		1	7	1000
300002	225	457	1	3010449		1	7	1000
300002	226	457	1	3020201		1	19	1000
300002	227	457	1	3020202		1	19	1000
300002	228	457	1	3020203		1	19	1000
300002	229	457	1	3020204		1	19	1000
300002	230	457	1	3020205		1	19	1000
300002	231	457	1	3020206		1	19	1000
300002	232	457	1	3020207		1	19	1000
300002	233	457	1	3020209		1	19	1000
300002	234	457	1	3020211		1	19	1000
300002	235	457	1	3020212		1	19	1000
300002	236	457	1	3020213		1	19	1000
300002	237	457	1	3020214		1	19	1000
300002	238	457	1	3020215		1	19	1000
300002	239	457	1	3020216		1	19	1000
300002	240	457	1	3020217		1	19	1000
300002	241	457	1	3020218		1	19	1000
300002	242	457	1	3020219		1	19	1000
300002	243	457	1	3020221		1	19	1000
300002	244	457	1	3020222		1	19	1000
300002	245	457	1	3020223		1	19	1000
300002	246	457	1	3020224		1	19	1000
300002	247	457	1	3020225		1	19	1000
300002	248	457	1	3020226		1	19	1000
300002	249	457	1	3020227		1	19	1000
300002	250	457	1	3020228		1	19	1000
300002	251	457	1	3020229		1	19	1000
300002	252	457	1	3020231		1	19	1000
300002	253	457	1	3020232		1	19	1000
300002	254	457	1	3020233		1	19	1000
300002	255	457	1	3020234		1	19	1000
300002	256	457	1	3020235		1	19	1000
300002	257	457	1	3020236		1	19	1000
300002	258	457	1	3020237		1	19	1000
300002	259	457	1	3020238		1	19	1000
300002	260	457	1	3020239		1	19	1000
300002	261	457	1	3030101		1	19	1000
300002	262	457	1	3030102		1	19	1000
300002	263	457	1	3030103		1	19	1000
300002	264	457	1	3030104		1	19	1000
300002	265	457	1	3030105		1	19	1000
300002	266	457	1	3030106		1	19	1000
300002	267	457	1	3030107		1	19	1000
300002	268	457	1	3030108		1	19	1000
300002	269	457	1	3030109		1	19	1000
300002	270	457	1	3030131		1	19	1000
300002	271	457	1	3030132		1	19	1000
300002	272	457	1	3030133		1	19	1000
300002	273	457	1	3030134		1	19	1000
300002	274	457	1	3030135		1	19	1000
300002	275	457	1	3030136		1	19	1000
300002	276	457	1	3030137		1	19	1000
300002	277	457	1	3030138		1	19	1000
300002	278	457	1	3030139		1	19	1000
300002	279	457	1	3030141		1	19	1000
300002	280	457	1	3030142		1	19	1000
300002	281	457	1	3030143		1	19	1000
300002	282	457	1	3030144		1	19	1000
300002	283	457	1	3030145		1	19	1000
300002	284	457	1	3030150		1	19	1000
300002	285	457	1	3030170		1	19	1000
300002	286	457	1	3030180		1	19	1000
300002	287	457	1	3040179		1	200	1000
300002	288	457	1	3040231		1	200	1000
300002	289	457	1	3040232		1	200	1000
300002	290	457	1	3040233		1	200	1000
300002	291	457	1	3040234		1	200	1000
300002	292	457	1	3040235		1	200	1000
300002	293	457	1	3040241		1	200	1000
300002	294	457	1	3040242		1	200	1000
300002	295	457	1	3040243		1	200	1000
300002	296	457	1	3040244		1	200	1000
300002	297	457	1	3040245		1	200	1000
300002	298	457	1	3040451		1	200	1000
300002	299	457	1	3040452		1	200	1000
300002	300	457	1	3040453		1	200	1000
300002	301	457	1	3040454		1	200	1000
300002	302	457	1	3040455		1	200	1000
300002	303	457	1	3050161		1	53	1000
300002	304	457	1	3050162		1	53	1000
300002	305	457	1	3050163		1	53	1000
300002	306	457	1	3050164		1	53	1000
300002	307	457	1	3050165		1	53	1000
300002	308	457	1	3050181		1	53	1000
300002	309	457	1	3050183		1	53	1000
300002	310	457	1	3050184		1	53	1000
300002	311	457	1	3050185		1	53	1000
300002	312	457	1	3050191		1	53	1000
300002	313	457	1	3050192		1	53	1000
300002	314	457	1	3050193		1	53	1000
300002	315	457	1	3050194		1	53	1000
300002	316	457	1	3050195		1	53	1000
300002	317	457	1	3080051		1	7	1000
300002	318	457	1	3080052		1	7	1000
300002	319	457	1	3080053		1	7	1000
300002	320	457	1	3080054		1	7	1000
300002	321	457	1	3080055		1	7	1000
300002	322	457	1	3080056		1	7	1000
300002	323	457	1	3080057		1	7	1000
300002	324	457	1	3080058		1	7	1000
300002	325	457	1	3080059		1	7	1000
300002	326	457	1	3080071		1	7	1000
300002	327	457	1	3080072		1	7	1000
300002	328	457	1	3080073		1	7	1000
300002	329	457	1	3080074		1	7	1000
300002	330	457	1	3080075		1	7	1000
300002	331	457	1	3080076		1	7	1000
300002	332	457	1	3080077		1	7	1000
300002	333	457	1	3080078		1	7	1000
300002	334	457	1	3080079		1	7	1000
300002	335	457	1	3080091		1	7	1000
300002	336	457	1	3080092		1	7	1000
300002	337	457	1	3080093		1	7	1000
300002	338	457	1	3080094		1	7	1000
300002	339	457	1	3080095		1	7	1000
300002	340	457	1	3080096		1	7	1000
300002	341	457	1	3080097		1	7	1000
300002	342	457	1	3080098		1	7	1000
300002	343	457	1	3080099		1	7	1000
300002	344	457	1	3080121		1	7	1000
300002	345	457	1	3080123		1	7	1000
300002	346	457	1	3080124		1	7	1000
300002	347	457	1	3080125		1	7	1000
300002	348	457	1	3080126		1	7	1000
300002	349	457	1	3080127		1	7	1000
300002	350	457	1	3080128		1	7	1000
300002	351	457	1	3080129		1	7	1000
300002	352	457	1	3090771		1	48	1000
300002	353	457	1	3090772		1	48	1000
300002	354	457	1	3090773		1	48	1000
300002	355	457	1	3090774		1	48	1000
300002	356	457	1	3090775		1	48	1000
300002	357	457	1	3090776		1	48	1000
300002	358	457	1	3090777		1	48	1000
300002	359	457	1	3090778		1	48	1000
300002	360	457	1	3090779		1	48	1000
300002	361	457	1	3090781		1	48	1000
300002	362	457	1	3090782		1	48	1000
300002	363	457	1	3090783		1	48	1000
300002	364	457	1	3090784		1	48	1000
300002	365	457	1	3090785		1	48	1000
300002	366	457	1	3090786		1	48	1000
300002	367	457	1	3090787		1	48	1000
300002	368	457	1	3090788		1	48	1000
300002	369	457	1	3090789		1	48	1000
300002	370	457	1	3090791		1	48	1000
300002	371	457	1	3090792		1	48	1000
300002	372	457	1	3090793		1	48	1000
300002	373	457	1	3090794		1	48	1000
300002	374	457	1	3090795		1	48	1000
300002	375	457	1	3090796		1	48	1000
300002	376	457	1	3090797		1	48	1000
300002	377	457	1	3090798		1	48	1000
300002	378	457	1	3090799		1	48	1000
300002	379	457	1	3090881		1	88	1000
300002	380	457	1	3090882		1	88	1000
300002	381	457	1	3090883		1	88	1000
300002	382	457	1	3090884		1	88	1000
300002	383	457	1	3090885		1	88	1000
300002	384	457	1	3090886		1	88	1000
300002	385	457	1	3090887		1	88	1000
300002	386	457	1	3090888		1	88	1000
300002	387	457	1	3090889		1	88	1000
300002	388	457	1	3090891		1	88	1000
300002	389	457	1	3090892		1	88	1000
300002	390	457	1	3090893		1	88	1000
300002	391	457	1	3090894		1	88	1000
300002	392	457	1	3090895		1	88	1000
300002	393	457	1	3090896		1	88	1000
300002	394	457	1	3090897		1	88	1000
300002	395	457	1	3090898		1	88	1000
300002	396	457	1	3090899		1	88	1000
300002	397	457	1	3090961		1	48	1000
300002	398	457	1	3090962		1	48	1000
300002	399	457	1	3090963		1	48	1000
300002	400	457	1	3090964		1	48	1000
300002	401	457	1	3090965		1	48	1000
300002	402	457	1	3090966		1	48	1000
300002	403	457	1	3090967		1	48	1000
300002	404	457	1	3090968		1	48	1000
300002	405	457	1	3090969		1	48	1000
300002	406	457	1	3090971		1	48	1000
300002	407	457	1	3090972		1	48	1000
300002	408	457	1	3090973		1	48	1000
300002	409	457	1	3090974		1	48	1000
300002	410	457	1	3090975		1	48	1000
300002	411	457	1	3090976		1	48	1000
300002	412	457	1	3090977		1	48	1000
300002	413	457	1	3090978		1	48	1000
300002	414	457	1	3090979		1	48	1000
300002	415	457	1	3090981		1	48	1000
300002	416	457	1	3090982		1	48	1000
300002	417	457	1	3090983		1	48	1000
300002	418	457	1	3090984		1	48	1000
300002	419	457	1	3090985		1	48	1000
300002	420	457	1	3090986		1	48	1000
300002	421	457	1	3090987		1	48	1000
300002	422	457	1	3090988		1	48	1000
300002	423	457	1	3090989		1	48	1000
300002	424	457	1	3090991		1	48	1000
300002	425	457	1	3090992		1	48	1000
300002	426	457	1	3090993		1	48	1000
300002	427	457	1	3090994		1	48	1000
300002	428	457	1	3090995		1	48	1000
300002	429	457	1	3090996		1	48	1000
300002	430	457	1	3090997		1	48	1000
300002	431	457	1	3090998		1	48	1000
300002	432	457	1	3090999		1	48	1000
300002	433	457	1	3091011		1	48	1000
300002	434	457	1	3091012		1	48	1000
300002	435	457	1	3091013		1	48	1000
300002	436	457	1	3091014		1	48	1000
300002	437	457	1	3091015		1	48	1000
300002	438	457	1	3091016		1	48	1000
300002	439	457	1	3091017		1	48	1000
300002	440	457	1	3091018		1	48	1000
300002	441	457	1	3091019		1	48	1000
300002	442	457	1	3091021		1	48	1000
300002	443	457	1	3091023		1	48	1000
300002	444	457	1	3091024		1	48	1000
300002	445	457	1	3091025		1	48	1000
300002	446	457	1	3091026		1	48	1000
300002	447	457	1	3091027		1	48	1000
300002	448	457	1	3091028		1	48	1000
300002	449	457	1	3091029		1	48	1000
300002	450	457	1	3010201		1	6	1000
300002	451	457	1	3010202		1	6	1000
300002	452	457	1	3010203		1	6	1000
300002	453	457	1	3010204		1	6	1000
300002	454	457	1	3010205		1	6	1000
300002	455	457	1	3010206		1	6	1000
300002	456	457	1	3010207		1	6	1000
300002	457	457	1	3010208		1	6	1000
300002	458	457	1	3010209		1	6	1000
300002	459	457	1	3010231		1	6	1000
300002	460	457	1	3010232		1	6	1000
300002	461	457	1	3010233		1	6	1000
300002	462	457	1	3010234		1	6	1000
300002	463	457	1	3010235		1	6	1000
300002	464	457	1	3010236		1	6	1000
300002	465	457	1	3010237		1	6	1000
300002	466	457	1	3010238		1	6	1000
300002	467	457	1	3010239		1	6	1000
300002	468	457	1	3010251		1	6	1000
300002	469	457	1	3010252		1	6	1000
300002	470	457	1	3010253		1	6	1000
300002	471	457	1	3010254		1	6	1000
300002	472	457	1	3010255		1	6	1000
300002	473	457	1	3010256		1	6	1000
300002	474	457	1	3010257		1	6	1000
300002	475	457	1	3010258		1	6	1000
300002	476	457	1	3010259		1	6	1000
300002	477	457	1	3010261		1	6	1000
300002	478	457	1	3010262		1	6	1000
300002	479	457	1	3010263		1	6	1000
300002	480	457	1	3010264		1	6	1000
300002	481	457	1	3010265		1	6	1000
300002	482	457	1	3010266		1	6	1000
300002	483	457	1	3010267		1	6	1000
300002	484	457	1	3010268		1	6	1000
300002	485	457	1	3010269		1	6	1000
300002	486	457	1	3010311		1	6	1000
300002	487	457	1	3010312		1	6	1000
300002	488	457	1	3010313		1	6	1000
300002	489	457	1	3010314		1	6	1000
300002	490	457	1	3010315		1	6	1000
300002	491	457	1	3010316		1	6	1000
300002	492	457	1	3010317		1	6	1000
300002	493	457	1	3010318		1	6	1000
300002	494	457	1	3010319		1	6	1000
300002	495	457	1	3010411		1	6	1000
300002	496	457	1	3010412		1	6	1000
300002	497	457	1	3010413		1	6	1000
300002	498	457	1	3010414		1	6	1000
300002	499	457	1	3010415		1	6	1000
300002	500	457	1	3010416		1	6	1000
300002	501	457	1	3010417		1	6	1000
300002	502	457	1	3010418		1	6	1000
300002	503	457	1	3010419		1	6	1000
300002	504	457	1	3010421		1	6	1000
300002	505	457	1	3010422		1	6	1000
300002	506	457	1	3010423		1	6	1000
300002	507	457	1	3010424		1	6	1000
300002	508	457	1	3010425		1	6	1000
300002	509	457	1	3010426		1	6	1000
300002	510	457	1	3010427		1	6	1000
300002	511	457	1	3010428		1	6	1000
300002	512	457	1	3010429		1	6	1000
300002	513	457	1	3010431		1	6	1000
300002	514	457	1	3010432		1	6	1000
300002	515	457	1	3010433		1	6	1000
300002	516	457	1	3010434		1	6	1000
300002	517	457	1	3010435		1	6	1000
300002	518	457	1	3010436		1	6	1000
300002	519	457	1	3010437		1	6	1000
300002	520	457	1	3010438		1	6	1000
300002	521	457	1	3010439		1	6	1000
300002	522	457	1	3020131		1	9	1000
300002	523	457	1	3020132		1	9	1000
300002	524	457	1	3020133		1	9	1000
300002	525	457	1	3020134		1	9	1000
300002	526	457	1	3020135		1	9	1000
300002	527	457	1	3020136		1	9	1000
300002	528	457	1	3020137		1	9	1000
300002	529	457	1	3020138		1	9	1000
300002	530	457	1	3020139		1	9	1000
300002	531	457	1	3020141		1	9	1000
300002	532	457	1	3020142		1	9	1000
300002	533	457	1	3020143		1	9	1000
300002	534	457	1	3020144		1	9	1000
300002	535	457	1	3020145		1	9	1000
300002	536	457	1	3020146		1	9	1000
300002	537	457	1	3020147		1	9	1000
300002	538	457	1	3020148		1	9	1000
300002	539	457	1	3020149		1	9	1000
300002	540	457	1	3020151		1	9	1000
300002	541	457	1	3020152		1	9	1000
300002	542	457	1	3020153		1	9	1000
300002	543	457	1	3020154		1	9	1000
300002	544	457	1	3020155		1	9	1000
300002	545	457	1	3020156		1	9	1000
300002	546	457	1	3020157		1	9	1000
300002	547	457	1	3020158		1	9	1000
300002	548	457	1	3020159		1	9	1000
300002	549	457	1	3020161		1	9	1000
300002	550	457	1	3020162		1	9	1000
300002	551	457	1	3020163		1	9	1000
300002	552	457	1	3020164		1	9	1000
300002	553	457	1	3020165		1	9	1000
300002	554	457	1	3020166		1	9	1000
300002	555	457	1	3020167		1	9	1000
300002	556	457	1	3020168		1	9	1000
300002	557	457	1	3020169		1	9	1000
300002	558	457	1	3020171		1	9	1000
300002	559	457	1	3020172		1	9	1000
300002	560	457	1	3020173		1	9	1000
300002	561	457	1	3020174		1	9	1000
300002	562	457	1	3020175		1	9	1000
300002	563	457	1	3020176		1	9	1000
300002	564	457	1	3020177		1	9	1000
300002	565	457	1	3020178		1	9	1000
300002	566	457	1	3020179		1	9	1000
300002	567	457	1	3020181		1	9	1000
300002	568	457	1	3020182		1	9	1000
300002	569	457	1	3020183		1	9	1000
300002	570	457	1	3020184		1	9	1000
300002	571	457	1	3020185		1	9	1000
300002	572	457	1	3020186		1	9	1000
300002	573	457	1	3020187		1	9	1000
300002	574	457	1	3020188		1	9	1000
300002	575	457	1	3020189		1	9	1000
300002	576	457	1	3020191		1	9	1000
300002	577	457	1	3020192		1	9	1000
300002	578	457	1	3020193		1	9	1000
300002	579	457	1	3020194		1	9	1000
300002	580	457	1	3020195		1	9	1000
300002	581	457	1	3020196		1	9	1000
300002	582	457	1	3020197		1	9	1000
300002	583	457	1	3020198		1	9	1000
300002	584	457	1	3020199		1	9	1000
300002	585	457	1	3030129		1	9	1000
300002	586	457	1	3040061		1	40	1000
300002	587	457	1	3040062		1	40	1000
300002	588	457	1	3040063		1	40	1000
300002	589	457	1	3040064		1	40	1000
300002	590	457	1	3040065		1	40	1000
300002	591	457	1	3040066		1	40	1000
300002	592	457	1	3040067		1	40	1000
300002	593	457	1	3040068		1	40	1000
300002	594	457	1	3040069		1	40	1000
300002	595	457	1	3040251		1	40	1000
300002	596	457	1	3040252		1	40	1000
300002	597	457	1	3040253		1	40	1000
300002	598	457	1	3040254		1	40	1000
300002	599	457	1	3040255		1	40	1000
300002	600	457	1	3040461		1	40	1000
300002	601	457	1	3040462		1	40	1000
300002	602	457	1	3040463		1	40	1000
300002	603	457	1	3040464		1	40	1000
300002	604	457	1	3040465		1	40	1000
