craft_recipe_id	seq	material1	material2	material3	material4	material5	value
85020138	2	3020138					1
85020138	3	3020138					2
85020138	4	3020138					3
85020139	1	3020139					1
85020139	2	3020139					1
85020139	3	3020139					2
85020139	4	3020139					3
85020140	1	3020140					1
85020140	2	3020140					1
85020140	3	3020140					2
85020140	4	3020140					3
85020141	1	3020141					1
85020141	2	3020141					1
85020141	3	3020141					2
85020141	4	3020141					3
85020142	1	3020142					1
85020142	2	3020142					1
85020142	3	3020142					2
85020142	4	3020142					3
85020143	1	3020143					1
85020143	2	3020143					1
85020143	3	3020143					2
85020143	4	3020143					3
85020144	1	3020144					1
85020144	2	3020144					1
85020144	3	3020144					2
85020144	4	3020144					3
85020145	1	3020145					1
85020145	2	3020145					1
85020145	3	3020145					2
85020145	4	3020145					3
85020146	1	3020146					1
85020146	2	3020146					1
85020146	3	3020146					2
85020146	4	3020146					3
85020147	1	3020147					1
85020147	2	3020147					1
85020147	3	3020147					2
85020147	4	3020147					3
85020148	1	3020148					1
85020148	2	3020148					1
85020148	3	3020148					2
85020148	4	3020148					3
85020149	1	3020149					1
85020149	2	3020149					1
85020149	3	3020149					2
85020149	4	3020149					3
85020150	1	3020150					1
85020150	2	3020150					1
85020150	3	3020150					2
85020150	4	3020150					3
85020151	1	3020151					1
85020151	2	3020151					1
85020151	3	3020151					2
85020151	4	3020151					3
85020152	1	3020152					1
85020152	2	3020152					1
85020152	3	3020152					2
85020152	4	3020152					3
85020153	1	3020153					1
85020153	2	3020153					1
85020153	3	3020153					2
85020153	4	3020153					3
85020154	1	3020154					1
85020154	2	3020154					1
85020154	3	3020154					2
85020154	4	3020154					3
85020155	1	3020155					1
85020155	2	3020155					1
85020155	3	3020155					2
85020155	4	3020155					3
85020156	1	3020156					1
85020156	2	3020156					1
85020156	3	3020156					2
85020156	4	3020156					3
85020157	1	3020157					1
85020157	2	3020157					1
85020157	3	3020157					2
85020157	4	3020157					3
85020158	1	3020158					1
85020158	2	3020158					1
85020158	3	3020158					2
85020158	4	3020158					3
85020159	1	3020159					1
85020159	2	3020159					1
85020159	3	3020159					2
85020159	4	3020159					3
85020160	1	3020160					1
85020160	2	3020160					1
85020160	3	3020160					2
85020160	4	3020160					3
85020161	1	3020161					1
85020161	2	3020161					1
85020161	3	3020161					2
85020161	4	3020161					3
85020162	1	3020162					1
85020162	2	3020162					1
85020162	3	3020162					2
85020162	4	3020162					3
85020163	1	3020163					1
85020163	2	3020163					1
85020163	3	3020163					2
85020163	4	3020163					3
85020164	1	3020164					1
85020164	2	3020164					1
85020164	3	3020164					2
85020164	4	3020164					3
85020165	1	3020165					1
85020165	2	3020165					1
85020165	3	3020165					2
85020165	4	3020165					3
85020166	1	3020166					1
85020166	2	3020166					1
85020166	3	3020166					2
85020166	4	3020166					3
85020167	1	3020167					1
85020167	2	3020167					1
85020167	3	3020167					2
85020167	4	3020167					3
85020168	1	3020168					1
85020168	2	3020168					1
85020168	3	3020168					2
85020168	4	3020168					3
85020169	1	3020169					1
85020169	2	3020169					1
85020169	3	3020169					2
85020169	4	3020169					3
85020170	1	3020170					1
85020170	2	3020170					1
85020170	3	3020170					2
85020170	4	3020170					3
85020171	1	3020171					1
85020171	2	3020171					1
85020171	3	3020171					2
85020171	4	3020171					3
85020172	1	3020172					1
85020172	2	3020172					1
85020172	3	3020172					2
85020172	4	3020172					3
85020173	1	3020173					1
85020173	2	3020173					1
85020173	3	3020173					2
85020173	4	3020173					3
85020174	1	3020174					1
85020174	2	3020174					1
85020174	3	3020174					2
85020174	4	3020174					3
85020175	1	3020175					1
85020175	2	3020175					1
85020175	3	3020175					2
85020175	4	3020175					3
85020176	1	3020176					1
85020176	2	3020176					1
85020176	3	3020176					2
85020176	4	3020176					3
85020177	1	3020177					1
85020177	2	3020177					1
85020177	3	3020177					2
85020177	4	3020177					3
85020178	1	3020178					1
85020178	2	3020178					1
85020178	3	3020178					2
85020178	4	3020178					3
85020179	1	3020179					1
85020179	2	3020179					1
85020179	3	3020179					2
85020179	4	3020179					3
85020180	1	3020180					1
85020180	2	3020180					1
85020180	3	3020180					2
85020180	4	3020180					3
85020181	1	3020181					1
85020181	2	3020181					1
85020181	3	3020181					2
85020181	4	3020181					3
85020182	1	3020182					1
85020182	2	3020182					1
85020182	3	3020182					2
85020182	4	3020182					3
85020183	1	3020183					1
85020183	2	3020183					1
85020183	3	3020183					2
85020183	4	3020183					3
85020184	1	3020184					1
85020184	2	3020184					1
85020184	3	3020184					2
85020184	4	3020184					3
85020185	1	3020185					1
85020185	2	3020185					1
85020185	3	3020185					2
85020185	4	3020185					3
85020186	1	3020186					1
85020186	2	3020186					1
85020186	3	3020186					2
85020186	4	3020186					3
85020187	1	3020187					1
85020187	2	3020187					1
85020187	3	3020187					2
85020187	4	3020187					3
85020188	1	3020188					1
85020188	2	3020188					1
85020188	3	3020188					2
85020188	4	3020188					3
85020189	1	3020189					1
85020189	2	3020189					1
85020189	3	3020189					2
85020189	4	3020189					3
85020190	1	3020190					1
85020190	2	3020190					1
85020190	3	3020190					2
85020190	4	3020190					3
85020191	1	3020191					1
85020191	2	3020191					1
85020191	3	3020191					2
85020191	4	3020191					3
85020192	1	3020192					1
85020192	2	3020192					1
85020192	3	3020192					2
85020192	4	3020192					3
85020193	1	3020193					1
85020193	2	3020193					1
85020193	3	3020193					2
85020193	4	3020193					3
85020194	1	3020194					1
85020194	2	3020194					1
85020194	3	3020194					2
85020194	4	3020194					3
85020195	1	3020195					1
85020195	2	3020195					1
85020195	3	3020195					2
85020195	4	3020195					3
85020196	1	3020196					1
85020196	2	3020196					1
85020196	3	3020196					2
85020196	4	3020196					3
85020197	1	3020197					1
85020197	2	3020197					1
85020197	3	3020197					2
85020197	4	3020197					3
85020198	1	3020198					1
85020198	2	3020198					1
85020198	3	3020198					2
85020198	4	3020198					3
85020199	1	3020199					1
85020199	2	3020199					1
85020199	3	3020199					2
85020199	4	3020199					3
85020200	1	3020200					1
85020200	2	3020200					1
85020200	3	3020200					1
85020200	4	3020200					2
85020201	1	3020201					1
85020201	2	3020201					1
85020201	3	3020201					1
85020201	4	3020201					2
85020202	1	3020202					1
85020202	2	3020202					1
85020202	3	3020202					1
85020202	4	3020202					2
85020203	1	3020203					1
85020203	2	3020203					1
85020203	3	3020203					1
85020203	4	3020203					2
85020204	1	3020204					1
85020204	2	3020204					1
85020204	3	3020204					1
85020204	4	3020204					2
85020205	1	3020205					1
85020205	2	3020205					1
85020205	3	3020205					1
85020205	4	3020205					2
85020206	1	3020206					1
85020206	2	3020206					1
85020206	3	3020206					1
85020206	4	3020206					2
85020207	1	3020207					1
85020207	2	3020207					1
85020207	3	3020207					1
85020207	4	3020207					2
85020208	1	3020208					1
85020208	2	3020208					1
85020208	3	3020208					1
85020208	4	3020208					2
85020209	1	3020209					1
85020209	2	3020209					1
85020209	3	3020209					1
85020209	4	3020209					2
85020210	1	3020210					1
85020210	2	3020210					1
85020210	3	3020210					1
85020210	4	3020210					2
85020211	1	3020211					1
85020211	2	3020211					1
85020211	3	3020211					1
85020211	4	3020211					2
85020212	1	3020212					1
85020212	2	3020212					1
85020212	3	3020212					1
85020212	4	3020212					2
85020213	1	3020213					1
85020213	2	3020213					1
85020213	3	3020213					1
85020213	4	3020213					2
85020214	1	3020214					1
85020214	2	3020214					1
85020214	3	3020214					1
85020214	4	3020214					2
85020215	1	3020215					1
85020215	2	3020215					1
85020215	3	3020215					1
85020215	4	3020215					2
85020216	1	3020216					1
85020216	2	3020216					1
85020216	3	3020216					1
85020216	4	3020216					2
85020217	1	3020217					1
85020217	2	3020217					1
85020217	3	3020217					1
85020217	4	3020217					2
85020218	1	3020218					1
85020218	2	3020218					1
85020218	3	3020218					1
85020218	4	3020218					2
85020219	1	3020219					1
85020219	2	3020219					1
85020219	3	3020219					1
85020219	4	3020219					2
85020220	1	3020220					1
85020220	2	3020220					1
85020220	3	3020220					1
85020220	4	3020220					2
85020221	1	3020221					1
85020221	2	3020221					1
85020221	3	3020221					1
85020221	4	3020221					2
85020222	1	3020222					1
85020222	2	3020222					1
85020222	3	3020222					1
85020222	4	3020222					2
85020223	1	3020223					1
85020223	2	3020223					1
85020223	3	3020223					1
85020223	4	3020223					2
85020224	1	3020224					1
85020224	2	3020224					1
85020224	3	3020224					1
85020224	4	3020224					2
85020225	1	3020225					1
85020225	2	3020225					1
85020225	3	3020225					1
85020225	4	3020225					2
85020226	1	3020226					1
85020226	2	3020226					1
85020226	3	3020226					1
85020226	4	3020226					2
85020227	1	3020227					1
85020227	2	3020227					1
85020227	3	3020227					1
85020227	4	3020227					2
85020228	1	3020228					1
85020228	2	3020228					1
85020228	3	3020228					1
85020228	4	3020228					2
85020229	1	3020229					1
85020229	2	3020229					1
85020229	3	3020229					1
85020229	4	3020229					2
85020230	1	3020230					1
85020230	2	3020230					1
85020230	3	3020230					1
85020230	4	3020230					2
85020231	1	3020231					1
85020231	2	3020231					1
85020231	3	3020231					1
85020231	4	3020231					2
85020232	1	3020232					1
85020232	2	3020232					1
85020232	3	3020232					1
85020232	4	3020232					2
85020233	1	3020233					1
85020233	2	3020233					1
85020233	3	3020233					1
85020233	4	3020233					2
85020234	1	3020234					1
85020234	2	3020234					1
85020234	3	3020234					1
85020234	4	3020234					2
85020235	1	3020235					1
85020235	2	3020235					1
85020235	3	3020235					1
85020235	4	3020235					2
85020236	1	3020236					1
85020236	2	3020236					1
85020236	3	3020236					1
85020236	4	3020236					2
85020237	1	3020237					1
85020237	2	3020237					1
85020237	3	3020237					1
85020237	4	3020237					2
85020238	1	3020238					1
85020238	2	3020238					1
85020238	3	3020238					1
85020238	4	3020238					2
85020239	1	3020239					1
85020239	2	3020239					1
85020239	3	3020239					1
85020239	4	3020239					2
85030010	1	3030010					1
85030010	2	3030010					1
85030010	3	3030010					1
85030010	4	3030010					2
85030020	1	3030020					1
85030020	2	3030020					1
85030020	3	3030020					2
85030020	4	3030020					3
85030030	1	3030030					1
85030030	2	3030030					1
85030030	3	3030030					2
85030030	4	3030030					3
85030040	1	3030040					1
85030040	2	3030040					1
85030040	3	3030040					2
85030040	4	3030040					3
85030050	1	3030050					1
85030050	2	3030050					1
85030050	3	3030050					1
85030050	4	3030050					2
85030060	1	3030060					1
85030060	2	3030060					1
85030060	3	3030060					1
85030060	4	3030060					2
85030070	1	3030070					1
85030070	2	3030070					1
85030070	3	3030070					1
85030070	4	3030070					2
85030080	1	3030080					1
85030080	2	3030080					1
85030080	3	3030080					1
85030080	4	3030080					2
85030090	1	3030090					1
85030090	2	3030090					1
85030090	3	3030090					1
85030090	4	3030090					2
85030100	1	3030100					1
85030100	2	3030100					1
85030100	3	3030100					1
85030100	4	3030100					2
85030101	1	3030101					1
85030101	2	3030101					1
85030101	3	3030101					1
85030101	4	3030101					2
85030102	1	3030102					1
85030102	2	3030102					1
85030102	3	3030102					1
85030102	4	3030102					2
85030103	1	3030103					1
85030103	2	3030103					1
85030103	3	3030103					1
85030103	4	3030103					2
85030104	1	3030104					1
85030104	2	3030104					1
85030104	3	3030104					1
85030104	4	3030104					2
85030105	1	3030105					1
85030105	2	3030105					1
85030105	3	3030105					1
85030105	4	3030105					2
85030106	1	3030106					1
85030106	2	3030106					1
85030106	3	3030106					1
85030106	4	3030106					2
85030107	1	3030107					1
85030107	2	3030107					1
85030107	3	3030107					1
85030107	4	3030107					2
85030108	1	3030108					1
85030108	2	3030108					1
85030108	3	3030108					1
85030108	4	3030108					2
85030109	1	3030109					1
85030109	2	3030109					1
85030109	3	3030109					1
85030109	4	3030109					2
85030110	1	3030110					1
85030110	2	3030110					1
85030110	3	3030110					2
85030110	4	3030110					3
85030120	1	3030120					1
85030120	2	3030120					1
85030120	3	3030120					2
85030120	4	3030120					3
85030129	1	3030129					1
85030129	2	3030129					1
85030129	3	3030129					2
85030129	4	3030129					3
85030130	1	3030130					1
85030130	2	3030130					1
85030130	3	3030130					1
85030130	4	3030130					2
85030131	1	3030131					1
85030131	2	3030131					1
85030131	3	3030131					1
85030131	4	3030131					2
85030132	1	3030132					1
85030132	2	3030132					1
85030132	3	3030132					1
85030132	4	3030132					2
85030133	1	3030133					1
85030133	2	3030133					1
85030133	3	3030133					1
85030133	4	3030133					2
85030134	1	3030134					1
85030134	2	3030134					1
85030134	3	3030134					1
85030134	4	3030134					2
85030135	1	3030135					1
85030135	2	3030135					1
85030135	3	3030135					1
85030135	4	3030135					2
85030136	1	3030136					1
85030136	2	3030136					1
85030136	3	3030136					1
85030136	4	3030136					2
85030137	1	3030137					1
85030137	2	3030137					1
85030137	3	3030137					1
85030137	4	3030137					2
85030138	1	3030138					1
85030138	2	3030138					1
85030138	3	3030138					1
85030138	4	3030138					2
85030139	1	3030139					1
85030139	2	3030139					1
85030139	3	3030139					1
85030139	4	3030139					2
85030140	1	3030140					1
85030140	2	3030140					1
85030140	3	3030140					1
85030140	4	3030140					2
85030141	1	3030141					1
85030141	2	3030141					1
85030141	3	3030141					1
85030141	4	3030141					2
85030142	1	3030142					1
85030142	2	3030142					1
85030142	3	3030142					1
85030142	4	3030142					2
85030143	1	3030143					1
85030143	2	3030143					1
85030143	3	3030143					1
85030143	4	3030143					2
85030144	1	3030144					1
85030144	2	3030144					1
85030144	3	3030144					1
85030144	4	3030144					2
85030145	1	3030145					1
85030145	2	3030145					1
85030145	3	3030145					1
85030145	4	3030145					2
85030150	1	3030150					1
85030150	2	3030150					1
85030150	3	3030150					1
85030150	4	3030150					2
85030160	1	3030160					1
85030160	2	3030160					1
85030160	3	3030160					2
85030160	4	3030160					3
85030170	1	3030170					1
85030170	2	3030170					1
85030170	3	3030170					1
85030170	4	3030170					2
85030180	1	3030180					1
85030180	2	3030180					1
85030180	3	3030180					1
85030180	4	3030180					2
85040010	1	3040010					1
85040010	2	3040010					1
85040010	3	3040010					1
85040010	4	3040010					2
85040020	1	3040020					1
85040020	2	3040020					1
85040020	3	3040020					1
85040020	4	3040020					2
85040050	1	3040050					1
85040050	2	3040050					1
85040050	3	3040050					2
85040050	4	3040050					3
85040060	1	3040060					1
85040060	2	3040060					1
85040060	3	3040060					2
85040060	4	3040060					3
85040061	1	3040061					1
85040061	2	3040061					1
85040061	3	3040061					2
85040061	4	3040061					3
85040062	1	3040062					1
85040062	2	3040062					1
85040062	3	3040062					2
85040062	4	3040062					3
85040063	1	3040063					1
85040063	2	3040063					1
85040063	3	3040063					2
85040063	4	3040063					3
85040064	1	3040064					1
85040064	2	3040064					1
85040064	3	3040064					2
85040064	4	3040064					3
85040065	1	3040065					1
85040065	2	3040065					1
85040065	3	3040065					2
85040065	4	3040065					3
85040066	1	3040066					1
85040066	2	3040066					1
85040066	3	3040066					2
85040066	4	3040066					3
85040067	1	3040067					1
85040067	2	3040067					1
85040067	3	3040067					2
85040067	4	3040067					3
85040068	1	3040068					1
85040068	2	3040068					1
85040068	3	3040068					2
85040068	4	3040068					3
85040069	1	3040069					1
85040069	2	3040069					1
85040069	3	3040069					2
85040069	4	3040069					3
85040070	1	3040070					1
85040070	2	3040070					1
85040070	3	3040070					1
85040070	4	3040070					2
85040080	1	3040080					1
85040080	2	3040080					1
85040080	3	3040080					2
85040080	4	3040080					3
85040090	1	3040090					1
85040090	2	3040090					1
85040090	3	3040090					1
85040090	4	3040090					2
85040100	1	3040100					1
85040100	2	3040100					1
85040100	3	3040100					1
85040100	4	3040100					2
85040110	1	3040110					1
85040110	2	3040110					1
85040110	3	3040110					1
85040110	4	3040110					2
85040120	1	3040120					1
85040120	2	3040120					1
85040120	3	3040120					2
85040120	4	3040120					3
85040130	1	3040130					1
85040130	2	3040130					1
85040130	3	3040130					1
85040130	4	3040130					2
85040140	1	3040140					1
85040140	2	3040140					1
85040140	3	3040140					1
85040140	4	3040140					2
85040150	1	3040150					1
85040150	2	3040150					1
85040150	3	3040150					2
85040150	4	3040150					3
85040160	1	3040160					1
85040160	2	3040160					1
85040160	3	3040160					2
85040160	4	3040160					3
85040170	1	3040170					1
85040170	2	3040170					1
85040170	3	3040170					2
85040170	4	3040170					3
85040179	1	3040179					1
85040179	2	3040179					1
85040179	3	3040179					1
85040179	4	3040179					2
85040180	1	3040180					1
85040180	2	3040180					1
85040180	3	3040180					2
85040180	4	3040180					3
85040190	1	3040190					1
85040190	2	3040190					1
85040190	3	3040190					2
85040190	4	3040190					3
85040200	1	3040200					1
85040200	2	3040200					1
85040200	3	3040200					1
85040200	4	3040200					2
85040210	1	3040210					1
85040210	2	3040210					1
85040210	3	3040210					2
85040210	4	3040210					3
85040220	1	3040220					1
85040220	2	3040220					1
85040220	3	3040220					2
85040220	4	3040220					3
85040230	1	3040230					1
85040230	2	3040230					1
85040230	3	3040230					1
85040230	4	3040230					2
85040231	1	3040231					1
85040231	2	3040231					1
85040231	3	3040231					1
85040231	4	3040231					2
85040232	1	3040232					1
85040232	2	3040232					1
85040232	3	3040232					1
85040232	4	3040232					2
85040233	1	3040233					1
85040233	2	3040233					1
85040233	3	3040233					1
85040233	4	3040233					2
85040234	1	3040234					1
85040234	2	3040234					1
85040234	3	3040234					1
85040234	4	3040234					2
85040235	1	3040235					1
85040235	2	3040235					1
85040235	3	3040235					1
85040235	4	3040235					2
85040240	1	3040240					1
85040240	2	3040240					1
85040240	3	3040240					1
85040240	4	3040240					2
85040241	1	3040241					1
85040241	2	3040241					1
85040241	3	3040241					1
85040241	4	3040241					2
85040242	1	3040242					1
85040242	2	3040242					1
85040242	3	3040242					1
85040242	4	3040242					2
85040243	1	3040243					1
85040243	2	3040243					1
85040243	3	3040243					1
85040243	4	3040243					2
85040244	1	3040244					1
85040244	2	3040244					1
85040244	3	3040244					1
85040244	4	3040244					2
85040245	1	3040245					1
85040245	2	3040245					1
85040245	3	3040245					1
85040245	4	3040245					2
85040250	1	3040250					1
85040250	2	3040250					1
85040250	3	3040250					2
85040250	4	3040250					3
85040251	1	3040251					1
85040251	2	3040251					1
85040251	3	3040251					2
85040251	4	3040251					3
85040252	1	3040252					1
85040252	2	3040252					1
85040252	3	3040252					2
85040252	4	3040252					3
85040253	1	3040253					1
85040253	2	3040253					1
85040253	3	3040253					2
85040253	4	3040253					3
85040254	1	3040254					1
85040254	2	3040254					1
85040254	3	3040254					2
85040254	4	3040254					3
85040255	1	3040255					1
85040255	2	3040255					1
85040255	3	3040255					2
85040255	4	3040255					3
85040260	1	3040260					1
85040260	2	3040260					1
85040260	3	3040260					2
85040260	4	3040260					3
85040270	1	3040270					1
85040270	2	3040270					1
85040270	3	3040270					2
85040270	4	3040270					3
85040280	1	3040280					1
85040280	2	3040280					1
85040280	3	3040280					1
85040280	4	3040280					2
85040300	1	3040300					1
85040300	2	3040300					1
85040300	3	3040300					1
85040300	4	3040300					2
85040310	1	3040310					1
85040310	2	3040310					1
85040310	3	3040310					1
85040310	4	3040310					2
85040320	1	3040320					1
85040320	2	3040320					1
85040320	3	3040320					1
85040320	4	3040320					2
85040330	1	3040330					1
85040330	2	3040330					1
85040330	3	3040330					2
85040330	4	3040330					3
85040340	1	3040340					1
85040340	2	3040340					1
85040340	3	3040340					2
85040340	4	3040340					3
85040350	1	3040350					1
85040350	2	3040350					1
85040350	3	3040350					1
85040350	4	3040350					2
85040360	1	3040360					1
85040360	2	3040360					1
85040360	3	3040360					1
85040360	4	3040360					2
85040370	1	3040370					1
85040370	2	3040370					1
85040370	3	3040370					1
85040370	4	3040370					2
85040380	1	3040380					1
85040380	2	3040380					1
85040380	3	3040380					2
85040380	4	3040380					3
85040390	1	3040390					1
85040390	2	3040390					1
85040390	3	3040390					1
85040390	4	3040390					2
85040400	1	3040400					1
85040400	2	3040400					1
85040400	3	3040400					1
85040400	4	3040400					1
85040410	1	3040410					1
85040410	2	3040410					1
85040410	3	3040410					1
85040410	4	3040410					1
85040420	1	3040420					1
85040420	2	3040420					1
85040420	3	3040420					1
85040420	4	3040420					2
85040430	1	3040430					1
85040430	2	3040430					1
85040430	3	3040430					2
85040430	4	3040430					3
85040440	1	3040440					1
85040440	2	3040440					1
85040440	3	3040440					1
85040440	4	3040440					2
85040450	1	3040450					1
85040450	2	3040450					1
85040450	3	3040450					1
85040450	4	3040450					2
85040451	1	3040451					1
85040451	2	3040451					1
85040451	3	3040451					1
85040451	4	3040451					2
85040452	1	3040452					1
85040452	2	3040452					1
85040452	3	3040452					1
85040452	4	3040452					2
85040453	1	3040453					1
85040453	2	3040453					1
85040453	3	3040453					1
85040453	4	3040453					2
85040454	1	3040454					1
85040454	2	3040454					1
85040454	3	3040454					1
85040454	4	3040454					2
85040455	1	3040455					1
85040455	2	3040455					1
85040455	3	3040455					1
85040455	4	3040455					2
85040460	1	3040460					1
85040460	2	3040460					1
85040460	3	3040460					2
85040460	4	3040460					3
85040461	1	3040461					1
85040461	2	3040461					1
85040461	3	3040461					2
85040461	4	3040461					3
85040462	1	3040462					1
85040462	2	3040462					1
85040462	3	3040462					2
85040462	4	3040462					3
85040463	1	3040463					1
85040463	2	3040463					1
85040463	3	3040463					2
85040463	4	3040463					3
85040464	1	3040464					1
85040464	2	3040464					1
85040464	3	3040464					2
85040464	4	3040464					3
85040465	1	3040465					1
85040465	2	3040465					1
85040465	3	3040465					2
85040465	4	3040465					3
85040480	1	3040480					1
85040480	2	3040480					1
85040480	3	3040480					2
85040480	4	3040480					3
85040490	1	3040490					1
85040490	2	3040490					1
85040490	3	3040490					2
85040490	4	3040490					3
85040491	1	3040491					1
85040491	2	3040491					1
85040491	3	3040491					2
85040491	4	3040491					3
85040492	1	3040492					1
85040492	2	3040492					1
85040492	3	3040492					2
85040492	4	3040492					3
85040493	1	3040493					1
85040493	2	3040493					1
85040493	3	3040493					2
85040493	4	3040493					3
85040494	1	3040494					1
85040494	2	3040494					1
85040494	3	3040494					2
85040494	4	3040494					3
85040495	1	3040495					1
85040495	2	3040495					1
85040495	3	3040495					2
85040495	4	3040495					3
85040510	1	3040510					1
85040510	2	3040510					1
85040510	3	3040510					1
85040510	4	3040510					2
85040520	1	3040520					1
85040520	2	3040520					1
85040520	3	3040520					2
85040520	4	3040520					3
85040521	1	3040521					1
85040521	2	3040521					1
85040521	3	3040521					2
85040521	4	3040521					3
85040522	1	3040522					1
85040522	2	3040522					1
85040522	3	3040522					2
85040522	4	3040522					3
85040523	1	3040523					1
85040523	2	3040523					1
85040523	3	3040523					2
85040523	4	3040523					3
85040524	1	3040524					1
85040524	2	3040524					1
85040524	3	3040524					2
85040524	4	3040524					3
85040525	1	3040525					1
85040525	2	3040525					1
85040525	3	3040525					2
85040525	4	3040525					3
85040530	1	3040530					1
85040530	2	3040530					1
85040530	3	3040530					2
85040530	4	3040530					3
85040531	1	3040531					1
85040531	2	3040531					1
85040531	3	3040531					2
85040531	4	3040531					3
85040532	1	3040532					1
85040532	2	3040532					1
85040532	3	3040532					2
85040532	4	3040532					3
85040533	1	3040533					1
85040533	2	3040533					1
85040533	3	3040533					2
85040533	4	3040533					3
85040534	1	3040534					1
85040534	2	3040534					1
85040534	3	3040534					2
85040534	4	3040534					3
85040535	1	3040535					1
85040535	2	3040535					1
85040535	3	3040535					2
85040535	4	3040535					3
85040540	1	3040540					1
85040540	2	3040540					1
85040540	3	3040540					2
85040540	4	3040540					3
85040541	1	3040541					1
85040541	2	3040541					1
85040541	3	3040541					2
85040541	4	3040541					3
85040542	1	3040542					1
85040542	2	3040542					1
85040542	3	3040542					2
85040542	4	3040542					3
85040543	1	3040543					1
85040543	2	3040543					1
85040543	3	3040543					2
85040543	4	3040543					3
85040544	1	3040544					1
85040544	2	3040544					1
85040544	3	3040544					2
85040544	4	3040544					3
85040545	1	3040545					1
85040545	2	3040545					1
85040545	3	3040545					2
85040545	4	3040545					3
85040550	1	3040550					1
85040550	2	3040550					1
85040550	3	3040550					2
85040550	4	3040550					3
85040560	1	3040560					1
85040560	2	3040560					1
85040560	3	3040560					2
85040560	4	3040560					3
85050010	1	3050010					1
85050010	2	3050010					1
85050010	3	3050010					1
85050010	4	3050010					2
85050020	1	3050020					1
85050020	2	3050020					1
85050020	3	3050020					2
85050020	4	3050020					3
85050030	1	3050030					1
85050030	2	3050030					1
85050030	3	3050030					1
85050030	4	3050030					2
85050040	1	3050040					1
85050040	2	3050040					1
85050040	3	3050040					1
85050040	4	3050040					2
85050050	1	3050050					1
85050050	2	3050050					1
85050050	3	3050050					2
85050050	4	3050050					3
85050060	1	3050060					1
85050060	2	3050060					1
85050060	3	3050060					2
85050060	4	3050060					3
85050120	1	3050120					1
85050120	2	3050120					1
85050120	3	3050120					1
85050120	4	3050120					2
85050130	1	3050130					1
85050130	2	3050130					1
85050130	3	3050130					1
85050130	4	3050130					1
85050131	1	3050131					1
85050131	2	3050131					1
85050131	3	3050131					1
85050131	4	3050131					1
85050132	1	3050132					1
85050132	2	3050132					1
85050132	3	3050132					1
85050132	4	3050132					1
85050133	1	3050133					1
85050133	2	3050133					1
85050133	3	3050133					1
85050133	4	3050133					1
85050134	1	3050134					1
85050134	2	3050134					1
85050134	3	3050134					1
85050134	4	3050134					1
85050135	1	3050135					1
85050135	2	3050135					1
85050135	3	3050135					1
85050135	4	3050135					1
85050140	1	3050140					1
85050140	2	3050140					1
85050140	3	3050140					1
85050140	4	3050140					1
85050141	1	3050141					1
85050141	2	3050141					1
85050141	3	3050141					1
85050141	4	3050141					1
85050142	1	3050142					1
85050142	2	3050142					1
85050142	3	3050142					1
85050142	4	3050142					1
85050143	1	3050143					1
85050143	2	3050143					1
85050143	3	3050143					1
85050143	4	3050143					1
85050144	1	3050144					1
85050144	2	3050144					1
85050144	3	3050144					1
85050144	4	3050144					1
85050145	1	3050145					1
85050145	2	3050145					1
85050145	3	3050145					1
85050145	4	3050145					1
85050150	1	3050150					1
85050150	2	3050150					1
85050150	3	3050150					2
85050150	4	3050150					3
85050151	1	3050151					1
85050151	2	3050151					1
85050151	3	3050151					2
85050151	4	3050151					3
85050152	1	3050152					1
85050152	2	3050152					1
85050152	3	3050152					2
85050152	4	3050152					3
85050153	1	3050153					1
85050153	2	3050153					1
85050153	3	3050153					2
85050153	4	3050153					3
85050154	1	3050154					1
85050154	2	3050154					1
85050154	3	3050154					2
85050154	4	3050154					3
85050155	1	3050155					1
85050155	2	3050155					1
85050155	3	3050155					2
85050155	4	3050155					3
85050160	1	3050160					1
85050160	2	3050160					1
85050160	3	3050160					1
85050160	4	3050160					2
85050161	1	3050161					1
85050161	2	3050161					1
85050161	3	3050161					1
85050161	4	3050161					2
85050162	1	3050162					1
85050162	2	3050162					1
85050162	3	3050162					1
85050162	4	3050162					2
85050163	1	3050163					1
85050163	2	3050163					1
85050163	3	3050163					1
85050163	4	3050163					2
85050164	1	3050164					1
85050164	2	3050164					1
85050164	3	3050164					1
85050164	4	3050164					2
85050165	1	3050165					1
85050165	2	3050165					1
85050165	3	3050165					1
85050165	4	3050165					2
85050170	1	3050170					1
85050170	2	3050170					1
85050170	3	3050170					2
85050170	4	3050170					3
85050171	1	3050171					1
85050171	2	3050171					1
85050171	3	3050171					2
85050171	4	3050171					3
85050172	1	3050172					1
85050172	2	3050172					1
85050172	3	3050172					2
85050172	4	3050172					3
85050173	1	3050173					1
85050173	2	3050173					1
85050173	3	3050173					2
85050173	4	3050173					3
85050174	1	3050174					1
85050174	2	3050174					1
85050174	3	3050174					2
85050174	4	3050174					3
85050175	1	3050175					1
85050175	2	3050175					1
85050175	3	3050175					2
85050175	4	3050175					3
85050180	1	3050180					1
85050180	2	3050180					1
85050180	3	3050180					1
85050180	4	3050180					2
85050181	1	3050181					1
85050181	2	3050181					1
85050181	3	3050181					1
85050181	4	3050181					2
85050182	1	3050182					1
85050182	2	3050182					1
85050182	3	3050182					1
85050182	4	3050182					2
85050183	1	3050183					1
85050183	2	3050183					1
85050183	3	3050183					1
85050183	4	3050183					2
85050184	1	3050184					1
