id	sort_id	name_text_id	description_text_id	type	value	target_id	rarity	feature_id	season_id	team_battle_event_id	resource_id	duration	expire	price	disp_flag	real_incentive	exchange_item_id	open_date	close_date
970402	970402	9704021	9704012	39	1			704			26070402				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970403	970403	9704031	9704012	39	1			704			26070403				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970404	970404	9704041	9704012	39	1			704			26070404				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970405	970405	9704051	9704012	39	1			704			26070405				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970406	970406	9704061	9704012	39	1			704			26070406				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970407	970407	9704071	9704012	39	1			704			26070407				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970408	970408	9704081	9704012	39	1			704			26070408				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970409	970409	9704091	9704012	39	1			704			26070409				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970410	970410	9704101	9704012	39	1			704			26070410				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970411	970411	9704111	9704012	39	1			704			26070411				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970501	970501	9705011	9705012	39	1			705			26070501				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970502	970502	9705021	9705012	39	1			705			26070502				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970503	970503	9705031	9705012	39	1			705			26070503				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970504	970504	9705041	9705012	39	1			705			26070504				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970505	970505	9705051	9705012	39	1			705			26070505				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970506	970506	9705061	9705012	39	1			705			26070506				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970507	970507	9705071	9705012	39	1			705			26070507				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970508	970508	9705081	9705012	39	1			705			26070508				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970509	970509	9705091	9705012	39	1			705			26070509				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970510	970510	9705101	9705012	39	1			705			26070510				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970511	970511	9705111	9705012	39	1			705			26070511				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970601	970601	9706011	9706012	39	1			706			26070501				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970602	970602	9706021	9706012	39	1			706			26070502				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970603	970603	9706031	9706012	39	1			706			26070503				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970604	970604	9706041	9706012	39	1			706			26070504				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970605	970605	9706051	9706012	39	1			706			26070505				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970606	970606	9706061	9706012	39	1			706			26070506				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970607	970607	9706071	9706012	39	1			706			26070507				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970608	970608	9706081	9706012	39	1			706			26070508				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970609	970609	9706091	9706012	39	1			706			26070509				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970610	970610	9706101	9706012	39	1			706			26070510				1			2020-05-01 00:00:00	2100-12-31 12:59:59
970611	970611	9706111	9706012	39	1			706			26070511				1			2020-05-01 00:00:00	2100-12-31 12:59:59
1000001	1000001	10000011	10000012	7		7	1				25108211			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
1000002	1000002	10000021	10000012	7		7	2				25108221			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
1000003	1000003	10000031	10000012	7		7	3				25108231			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
1010001	1010001	10100011	10100012	7	10001	6	1				27010001			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010002	1010002	10100021	10100012	7	10002	6	1				27010002			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010003	1010003	10100031	10100012	7	10003	6	1				27010003			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010004	1010004	10100041	10100012	7	10004	6	1				27010004			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010005	1010005	10100051	10100012	7	10005	6	1				27010005			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010006	1010006	10100061	10100012	7	10006	6	1				27010006			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010007	1010007	10100071	10100012	7	10007	6	1				27010007			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010008	1010008	10100081	10100012	7	10008	6	1				27010008			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010009	1010009	10100091	10100012	7	10009	6	1				27010009			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010010	1010010	10100101	10100012	7	10010	6	1				27010010			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010011	1010011	10100111	10100012	7	10011	6	1				27010011			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010012	1010012	10100121	10100012	7	10012	6	1				27010012			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010013	1010013	10100131	10100012	7	10013	6	1				27010013			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010014	1010014	10100141	10100012	7	10014	6	1				27010014			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010015	1010015	10100151	10100012	7	10015	6	1				27010015			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010016	1010016	10100161	10100012	7	10016	6	1				27010016			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010017	1010017	10100171	10100012	7	10017	6	1				27010017			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010018	1010018	10100181	10100012	7	10018	6	1				27010018			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010019	1010019	10100191	10100012	7	10019	6	1				27010019			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010020	1010020	10100201	10100012	7	10020	6	1				27010020			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010021	1010021	10100211	10100012	7	10021	6	1				27010021			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010022	1010022	10100221	10100012	7	10022	6	1				27010022			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010023	1010023	10100231	10100012	7	10023	6	1				27010023			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010024	1010024	10100241	10100012	7	10024	6	1				27010024			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010025	1010025	10100251	10100012	7	10025	6	1				27010025			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010026	1010026	10100261	10100012	7	10026	6	1				27010026			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010027	1010027	10100271	10100012	7	10027	6	1				27010027			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010028	1010028	10100281	10100012	7	10028	6	1				27010028			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010029	1010029	10100291	10100012	7	10029	6	1				27010029			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010030	1010030	10100301	10100012	7	10030	6	1				27010030			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010031	1010031	10100311	10100012	7	10031	6	1				27010031			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010032	1010032	10100321	10100012	7	10032	6	1				27010032			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010033	1010033	10100331	10100012	7	10033	6	1				27010033			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010034	1010034	10100341	10100012	7	10034	6	1				27010034			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010035	1010035	10100351	10100012	7	10035	6	1				27010035			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010036	1010036	10100361	10100012	7	10036	6	1				27010036			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010037	1010037	10100371	10100012	7	10037	6	1				27010037			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010038	1010038	10100381	10100012	7	10038	6	1				27010038			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010039	1010039	10100391	10100012	7	10039	6	1				27010039			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010040	1010040	10100401	10100012	7	10040	6	1				27010040			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010041	1010041	10100411	10100012	7	10041	6	1				27010041			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010042	1010042	10100421	10100012	7	10042	6	1				27010042			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010043	1010043	10100431	10100012	7	10043	6	1				27010043			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010044	1010044	10100441	10100012	7	10044	6	1				27010044			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010045	1010045	10100451	10100012	7	10045	6	1				27010045			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010046	1010046	10100461	10100012	7	10046	6	1				27010046			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010047	1010047	10100471	10100012	7	10047	6	1				27010047			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010048	1010048	10100481	10100012	7	10048	6	1				27010048			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010049	1010049	10100491	10100012	7	10049	6	1				27010049			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010050	1010050	10100501	10100012	7	10050	6	1				27010050			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010051	1010051	10100511	10100012	7	10051	6	2				27010051			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010052	1010052	10100521	10100012	7	10052	6	2				27010052			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010053	1010053	10100531	10100012	7	10053	6	2				27010053			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010054	1010054	10100541	10100012	7	10054	6	2				27010054			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010055	1010055	10100551	10100012	7	10055	6	2				27010055			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010056	1010056	10100561	10100012	7	10056	6	2				27010056			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010057	1010057	10100571	10100012	7	10057	6	2				27010057			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010058	1010058	10100581	10100012	7	10058	6	2				27010058			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010059	1010059	10100591	10100012	7	10059	6	2				27010059			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010060	1010060	10100601	10100012	7	10060	6	2				27010060			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010061	1010061	10100611	10100012	7	10061	6	2				27010061			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010062	1010062	10100621	10100012	7	10062	6	2				27010062			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010063	1010063	10100631	10100012	7	10063	6	2				27010063			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010064	1010064	10100641	10100012	7	10064	6	2				27010064			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010065	1010065	10100651	10100012	7	10065	6	2				27010065			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010066	1010066	10100661	10100012	7	10066	6	2				27010066			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010067	1010067	10100671	10100012	7	10067	6	2				27010067			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010068	1010068	10100681	10100012	7	10068	6	2				27010068			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010069	1010069	10100691	10100012	7	10069	6	2				27010069			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010070	1010070	10100701	10100012	7	10070	6	2				27010070			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010071	1010071	10100711	10100012	7	10071	6	2				27010071			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010072	1010072	10100721	10100012	7	10072	6	2				27010072			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010073	1010073	10100731	10100012	7	10073	6	2				27010073			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010074	1010074	10100741	10100012	7	10074	6	2				27010074			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010075	1010075	10100751	10100012	7	10075	6	2				27010075			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010076	1010076	10100761	10100012	7	10076	6	2				27010076			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010077	1010077	10100771	10100012	7	10077	6	2				27010077			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010078	1010078	10100781	10100012	7	10078	6	2				27010078			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010079	1010079	10100791	10100012	7	10079	6	2				27010079			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010080	1010080	10100801	10100012	7	10080	6	2				27010080			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010081	1010081	10100811	10100012	7	10081	6	2				27010081			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010082	1010082	10100821	10100012	7	10082	6	2				27010082			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010083	1010083	10100831	10100012	7	10083	6	2				27010083			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010084	1010084	10100841	10100012	7	10084	6	2				27010084			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010085	1010085	10100851	10100012	7	10085	6	2				27010085			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010086	1010086	10100861	10100012	7	10086	6	2				27010086			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010087	1010087	10100871	10100012	7	10087	6	2				27010087			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010088	1010088	10100881	10100012	7	10088	6	2				27010088			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010089	1010089	10100891	10100012	7	10089	6	2				27010089			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010090	1010090	10100901	10100012	7	10090	6	2				27010090			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010091	1010091	10100911	10100012	7	10091	6	2				27010091			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010092	1010092	10100921	10100012	7	10092	6	2				27010092			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010093	1010093	10100931	10100012	7	10093	6	2				27010093			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010094	1010094	10100941	10100012	7	10094	6	2				27010094			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010095	1010095	10100951	10100012	7	10095	6	2				27010095			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010096	1010096	10100961	10100012	7	10096	6	2				27010096			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010097	1010097	10100971	10100012	7	10097	6	2				27010097			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010098	1010098	10100981	10100012	7	10098	6	2				27010098			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010099	1010099	10100991	10100012	7	10099	6	2				27010099			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010100	1010100	10101001	10100012	7	10100	6	2				27010100			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010101	1010101	10101011	10100012	7	10101	6	3				27010101			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010102	1010102	10101021	10100012	7	10102	6	3				27010102			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010103	1010103	10101031	10100012	7	10103	6	3				27010103			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010104	1010104	10101041	10100012	7	10104	6	3				27010104			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010105	1010105	10101051	10100012	7	10105	6	3				27010105			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010106	1010106	10101061	10100012	7	10106	6	3				27010106			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010107	1010107	10101071	10100012	7	10107	6	3				27010107			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010108	1010108	10101081	10100012	7	10108	6	3				27010108			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010109	1010109	10101091	10100012	7	10109	6	3				27010109			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010110	1010110	10101101	10100012	7	10110	6	3				27010110			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010111	1010111	10101111	10100012	7	10111	6	3				27010111			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010112	1010112	10101121	10100012	7	10112	6	3				27010112			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010113	1010113	10101131	10100012	7	10113	6	3				27010113			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010114	1010114	10101141	10100012	7	10114	6	3				27010114			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010115	1010115	10101151	10100012	7	10115	6	3				27010115			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010116	1010116	10101161	10100012	7	10116	6	3				27010116			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010117	1010117	10101171	10100012	7	10117	6	3				27010117			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010118	1010118	10101181	10100012	7	10118	6	3				27010118			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010119	1010119	10101191	10100012	7	10119	6	3				27010119			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010120	1010120	10101201	10100012	7	10120	6	3				27010120			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010121	1010121	10101211	10100012	7	10121	6	3				27010121			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010122	1010122	10101221	10100012	7	10122	6	3				27010122			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010123	1010123	10101231	10100012	7	10123	6	3				27010123			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010124	1010124	10101241	10100012	7	10124	6	3				27010124			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010125	1010125	10101251	10100012	7	10125	6	3				27010125			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010126	1010126	10101261	10100012	7	10126	6	3				27010126			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010127	1010127	10101271	10100012	7	10127	6	3				27010127			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010128	1010128	10101281	10100012	7	10128	6	3				27010128			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010129	1010129	10101291	10100012	7	10129	6	3				27010129			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010130	1010130	10101301	10100012	7	10130	6	3				27010130			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010131	1010131	10101311	10100012	7	10131	6	3				27010131			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010132	1010132	10101321	10100012	7	10132	6	3				27010132			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010133	1010133	10101331	10100012	7	10133	6	3				27010133			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010134	1010134	10101341	10100012	7	10134	6	3				27010134			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010135	1010135	10101351	10100012	7	10135	6	3				27010135			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010136	1010136	10101361	10100012	7	10136	6	3				27010136			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010137	1010137	10101371	10100012	7	10137	6	3				27010137			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010138	1010138	10101381	10100012	7	10138	6	3				27010138			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010139	1010139	10101391	10100012	7	10139	6	3				27010139			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010140	1010140	10101401	10100012	7	10140	6	3				27010140			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010141	1010141	10101411	10100012	7	10141	6	3				27010141			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010142	1010142	10101421	10100012	7	10142	6	3				27010142			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010143	1010143	10101431	10100012	7	10143	6	3				27010143			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010144	1010144	10101441	10100012	7	10144	6	3				27010144			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010145	1010145	10101451	10100012	7	10145	6	3				27010145			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010146	1010146	10101461	10100012	7	10146	6	3				27010146			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010147	1010147	10101471	10100012	7	10147	6	3				27010147			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010148	1010148	10101481	10100012	7	10148	6	3				27010148			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010149	1010149	10101491	10100012	7	10149	6	3				27010149			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010150	1010150	10101501	10100012	7	10150	6	3				27010150			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010151	1010151	10101511	10100012	7	10151	6	3				27010151			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010152	1010152	10101521	10100012	7	10152	6	3				27010152			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010153	1010153	10101531	10100012	7	10153	6	3				27010153			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010154	1010154	10101541	10100012	7	10154	6	3				27010154			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010155	1010155	10101551	10100012	7	10155	6	3				27010155			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010156	1010156	10101561	10100012	7	10156	6	3				27010156			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010157	1010157	10101571	10100012	7	10157	6	3				27010157			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010158	1010158	10101581	10100012	7	10158	6	3				27010158			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010159	1010159	10101591	10100012	7	10159	6	3				27010159			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010160	1010160	10101601	10100012	7	10160	6	3				27010160			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010161	1010161	10101611	10100012	7	10161	6	3				27010161			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010162	1010162	10101621	10100012	7	10162	6	3				27010162			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010163	1010163	10101631	10100012	7	10163	6	3				27010163			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010164	1010164	10101641	10100012	7	10164	6	3				27010164			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010165	1010165	10101651	10100012	7	10165	6	3				27010165			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010176	1010176	10101761	10100012	7	10176	6	3				27010176			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010177	1010177	10101771	10100012	7	10177	6	3				27010177			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010178	1010178	10101781	10100012	7	10178	6	3				27010178			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010179	1010179	10101791	10100012	7	10179	6	3				27010179			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010180	1010180	10101801	10100012	7	10180	6	3				27010180			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010181	1010181	10101811	10100012	7	10181	6	3				27010181			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010182	1010182	10101821	10100012	7	10182	6	3				27010182			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010191	1010191	10101911	10100012	7	10191	6	3				27010191			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010192	1010192	10101921	10100012	7	10192	6	3				27010192			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010193	1010193	10101931	10100012	7	10193	6	3				27010193			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010194	1010194	10101941	10100012	7	10194	6	3				27010194			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010195	1010195	10101951	10100012	7	10195	6	3				27010195			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010196	1010196	10101961	10100012	7	10196	6	3				27010196			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010197	1010197	10101971	10100012	7	10197	6	3				27010197			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010198	1010198	10101981	10100012	7	10198	6	3				27010198			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010199	1010199	10101991	10100012	7	10199	6	3				27010199			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010200	1010200	10102001	10100012	7	10200	6	3				27010200			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010201	1010201	10102011	10100012	7	10201	6	3				27010196			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010202	1010202	10102021	10100012	7	10202	6	3				27010197			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010203	1010203	10102031	10100012	7	10203	6	3				27010198			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010204	1010204	10102041	10100012	7	10204	6	3				27010199			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010205	1010205	10102051	10100012	7	10205	6	3				27010200			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010231	1010231	10102311	10100012	7	10231	6	3				27010231			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010232	1010232	10102321	10100012	7	10232	6	3				27010232			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010233	1010233	10102331	10100012	7	10233	6	3				27010233			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010234	1010234	10102341	10100012	7	10234	6	3				27010234			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
1010235	1010235	10102351	10100012	7	10235	6	3				27010235			1	1		1011	2020-05-01 00:00:00	2100-12-31 12:59:59
2000001	2000001	20000011	20000012	7		7	1				25108211			1	1			2020-05-01 00:00:00	2100-12-31 12:59:59
2000002	2000002	20000021	20000012	7		7	2				25108221			1	1			2020-05-01 00:00:00	2100-12-31 12:59:59
2000003	2000003	20000031	20000012	7		7	3				25108231			1	1			2020-05-01 00:00:00	2100-12-31 12:59:59
