id	card_id	awakening_type	score_attribute	score_attribute2	score_red	score_green	score_blue	score_yellow	score_purple	active_skill_id	passive_skill_id	passive_skill_growth_id
102043	10204	3	3	3	102041	102045	102043	102042	102044	1	1	20030
102051	10205	1	3	3	102051	102055	102053	102052	102054	1	1	20030
102052	10205	2	3	3	102051	102055	102053	102052	102054	1	1	20030
102053	10205	3	3	3	102051	102055	102053	102052	102054	1	1	20030
190011	19001	1	4	4	190011	190015	190013	190012	190014	1	1	20030
190012	19001	2	5	5	190011	190015	190013	190012	190014	1	1	20030
190013	19001	3	5	5	190011	190015	190013	190012	190014	1	1	20030
190021	19002	1	5	5	190021	190025	190023	190022	190024	1	1	20030
190022	19002	2	1	1	190021	190025	190023	190022	190024	1	1	20030
190023	19002	3	1	1	190021	190025	190023	190022	190024	1	1	20030
190031	19003	1	1	1	190031	190035	190033	190032	190034	1	1	20030
190032	19003	2	2	2	190031	190035	190033	190032	190034	1	1	20030
190033	19003	3	2	2	190031	190035	190033	190032	190034	1	1	20030
190041	19004	1	2	2	190041	190045	190043	190042	190044	1	1	20030
190042	19004	2	3	3	190041	190045	190043	190042	190044	1	1	20030
190043	19004	3	3	3	190041	190045	190043	190042	190044	1	1	20030
190051	19005	1	3	3	190051	190055	190053	190052	190054	1	1	20030
190052	19005	2	4	4	190051	190055	190053	190052	190054	1	1	20030
190053	19005	3	4	4	190051	190055	190053	190052	190054	1	1	20030
200011	20001	1	3	3	200011	200015	200013	200012	200014	1	1	20030
200021	20002	1	4	4	200021	200025	200023	200022	200024	1	1	20030
200031	20003	1	5	5	200031	200035	200033	200032	200034	1	1	20030
200041	20004	1	1	1	200041	200045	200043	200042	200044	1	1	20030
200051	20005	1	2	2	200051	200055	200053	200052	200054	1	1	20030
200061	20006	1	3	3	200061	200065	200063	200062	200064	1	1	20030
200071	20007	1	4	4	200071	200075	200073	200072	200074	1	1	20030
200081	20008	1	5	5	200081	200085	200083	200082	200084	1	1	20030
200091	20009	1	1	1	200091	200095	200093	200092	200094	1	1	20030
200101	20010	1	2	2	200101	200105	200103	200102	200104	1	1	20030
200111	20011	1	3	3	200111	200115	200113	200112	200114	1	1	20030
200121	20012	1	4	4	200121	200125	200123	200122	200124	1	1	20030
200131	20013	1	5	5	200131	200135	200133	200132	200134	1	1	20030
200141	20014	1	1	1	200141	200145	200143	200142	200144	1	1	20030
200151	20015	1	2	2	200151	200155	200153	200152	200154	1	1	20030
200161	20016	1	3	3	200161	200165	200163	200162	200164	1	1	20030
200171	20017	1	4	4	200171	200175	200173	200172	200174	1	1	20030
200181	20018	1	5	5	200181	200185	200183	200182	200184	1	1	20030
200191	20019	1	1	1	200191	200195	200193	200192	200194	1	1	20030
200201	20020	1	2	2	200201	200205	200203	200202	200204	1	1	20030
200211	20021	1	3	3	200211	200215	200213	200212	200214	1	1	20030
200221	20022	1	4	4	200221	200225	200223	200222	200224	1	1	20030
200231	20023	1	5	5	200231	200235	200233	200232	200234	1	1	20030
200241	20024	1	1	1	200241	200245	200243	200242	200244	1	1	20030
200251	20025	1	2	2	200251	200255	200253	200252	200254	1	1	20030
200261	20026	1	3	3	200261	200265	200263	200262	200264	1	1	20030
200271	20027	1	4	4	200271	200275	200273	200272	200274	1	1	20030
200281	20028	1	5	5	200281	200285	200283	200282	200284	1	1	20030
200291	20029	1	1	1	200291	200295	200293	200292	200294	1	1	20030
200301	20030	1	2	2	200301	200305	200303	200302	200304	1	1	20030
200311	20031	1	3	3	200311	200315	200313	200312	200314	1	1	20030
200321	20032	1	4	4	200321	200325	200323	200322	200324	1	1	20030
200331	20033	1	5	5	200331	200335	200333	200332	200334	1	1	20030
200341	20034	1	1	1	200341	200345	200343	200342	200344	1	1	20030
200351	20035	1	2	2	200351	200355	200353	200352	200354	1	1	20030
200361	20036	1	3	3	200361	200365	200363	200362	200364	1	1	20030
200371	20037	1	4	4	200371	200375	200373	200372	200374	1	1	20030
200381	20038	1	5	5	200381	200385	200383	200382	200384	1	1	20030
200391	20039	1	1	1	200391	200395	200393	200392	200394	1	1	20030
200401	20040	1	2	2	200401	200405	200403	200402	200404	1	1	20030
200411	20041	1	3	3	200411	200415	200413	200412	200414	1	1	20030
200421	20042	1	4	4	200421	200425	200423	200422	200424	1	1	20030
200431	20043	1	5	5	200431	200435	200433	200432	200434	1	1	20030
200441	20044	1	1	1	200441	200445	200443	200442	200444	1	1	20030
200451	20045	1	2	2	200451	200455	200453	200452	200454	1	1	20030
200461	20046	1	3	3	200461	200465	200463	200462	200464	1	1	20030
200471	20047	1	4	4	200471	200475	200473	200472	200474	1	1	20030
200481	20048	1	5	5	200481	200485	200483	200482	200484	1	1	20030
200491	20049	1	1	1	200491	200495	200493	200492	200494	1	1	20030
200501	20050	1	2	2	200501	200505	200503	200502	200504	1	1	20030
200511	20051	1	3	3	200511	200515	200513	200512	200514	1	1	20030
200521	20052	1	4	4	200521	200525	200523	200522	200524	1	1	20030
200531	20053	1	5	5	200531	200535	200533	200532	200534	1	1	20030
200541	20054	1	1	1	200541	200545	200543	200542	200544	1	1	20030
200551	20055	1	2	2	200551	200555	200553	200552	200554	1	1	20030
200561	20056	1	3	3	200561	200565	200563	200562	200564	1	1	20030
200571	20057	1	4	4	200571	200575	200573	200572	200574	1	1	20030
200581	20058	1	5	5	200581	200585	200583	200582	200584	1	1	20030
200591	20059	1	1	1	200591	200595	200593	200592	200594	1	1	20030
200601	20060	1	2	2	200601	200605	200603	200602	200604	1	1	20030
200611	20061	1	3	3	200611	200615	200613	200612	200614	1	1	20030
200621	20062	1	4	4	200621	200625	200623	200622	200624	1	1	20030
200631	20063	1	5	5	200631	200635	200633	200632	200634	1	1	20030
200641	20064	1	1	1	200641	200645	200643	200642	200644	1	1	20030
200651	20065	1	2	2	200651	200655	200653	200652	200654	1	1	20030
200661	20066	1	3	3	200661	200665	200663	200662	200664	1	1	20030
200671	20067	1	4	4	200671	200675	200673	200672	200674	1	1	20030
200681	20068	1	5	5	200681	200685	200683	200682	200684	1	1	20030
200691	20069	1	1	1	200691	200695	200693	200692	200694	1	1	20030
200701	20070	1	2	2	200701	200705	200703	200702	200704	1	1	20030
200711	20071	1	3	3	200711	200715	200713	200712	200714	1	1	20030
200721	20072	1	4	4	200721	200725	200723	200722	200724	1	1	20030
200731	20073	1	5	5	200731	200735	200733	200732	200734	1	1	20030
200741	20074	1	1	1	200741	200745	200743	200742	200744	1	1	20030
200751	20075	1	2	2	200751	200755	200753	200752	200754	1	1	20030
200761	20076	1	3	3	200761	200765	200763	200762	200764	1	1	20030
200771	20077	1	4	4	200771	200775	200773	200772	200774	1	1	20030
200781	20078	1	5	5	200781	200785	200783	200782	200784	1	1	20030
200791	20079	1	1	1	200791	200795	200793	200792	200794	1	1	20030
200801	20080	1	2	2	200801	200805	200803	200802	200804	1	1	20030
200811	20081	1	3	3	200811	200815	200813	200812	200814	1	1	20030
200821	20082	1	4	4	200821	200825	200823	200822	200824	1	1	20030
200831	20083	1	5	5	200831	200835	200833	200832	200834	1	1	20030
200841	20084	1	1	1	200841	200845	200843	200842	200844	1	1	20030
200851	20085	1	2	2	200851	200855	200853	200852	200854	1	1	20030
200861	20086	1	3	3	200861	200865	200863	200862	200864	1	1	20030
200871	20087	1	4	4	200871	200875	200873	200872	200874	1	1	20030
200881	20088	1	5	5	200881	200885	200883	200882	200884	1	1	20030
200891	20089	1	1	1	200891	200895	200893	200892	200894	1	1	20030
200901	20090	1	2	2	200901	200905	200903	200902	200904	1	1	20030
200911	20091	1	3	3	200911	200915	200913	200912	200914	1	1	20030
200921	20092	1	4	4	200921	200925	200923	200922	200924	1	1	20030
200931	20093	1	5	5	200931	200935	200933	200932	200934	1	1	20030
200941	20094	1	1	1	200941	200945	200943	200942	200944	1	1	20030
200951	20095	1	2	2	200951	200955	200953	200952	200954	1	1	20030
200961	20096	1	3	3	200961	200965	200963	200962	200964	1	1	20030
200971	20097	1	4	4	200971	200975	200973	200972	200974	1	1	20030
200981	20098	1	5	5	200981	200985	200983	200982	200984	1	1	20030
200991	20099	1	1	1	200991	200995	200993	200992	200994	1	1	20030
201001	20100	1	2	2	201001	201005	201003	201002	201004	1	1	20030
201011	20101	1	3	3	201011	201015	201013	201012	201014	1	1	20030
201021	20102	1	4	4	201021	201025	201023	201022	201024	1	1	20030
201031	20103	1	5	5	201031	201035	201033	201032	201034	1	1	20030
201041	20104	1	1	1	201041	201045	201043	201042	201044	1	1	20030
201051	20105	1	1	1	201051	201055	201053	201052	201054	1	1	20030
201061	20106	1	2	2	201061	201065	201063	201062	201064	1	1	20030
201062	20106	2	3	3	201061	201065	201063	201062	201064	1	1	20030
201063	20106	3	3	3	201061	201065	201063	201062	201064	1	1	20030
201071	20107	1	3	3	201071	201075	201073	201072	201074	1	1	20030
201072	20107	2	4	4	201071	201075	201073	201072	201074	1	1	20030
201073	20107	3	4	4	201071	201075	201073	201072	201074	1	1	20030
201081	20108	1	4	4	201081	201085	201083	201082	201084	1	1	20030
201082	20108	2	5	5	201081	201085	201083	201082	201084	1	1	20030
201083	20108	3	5	5	201081	201085	201083	201082	201084	1	1	20030
201091	20109	1	5	5	201091	201095	201093	201092	201094	1	1	20030
201092	20109	2	1	1	201091	201095	201093	201092	201094	1	1	20030
201093	20109	3	1	1	201091	201095	201093	201092	201094	1	1	20030
201101	20110	1	1	1	201101	201105	201103	201102	201104	1	1	20030
201102	20110	2	2	2	201101	201105	201103	201102	201104	1	1	20030
201103	20110	3	2	2	201101	201105	201103	201102	201104	1	1	20030
201111	20111	1	2	2	201111	201115	201113	201112	201114	1	1	20030
201112	20111	2	3	3	201111	201115	201113	201112	201114	1	1	20030
201113	20111	3	3	3	201111	201115	201113	201112	201114	1	1	20030
201121	20112	1	3	3	201121	201125	201123	201122	201124	1	1	20030
201122	20112	2	4	4	201121	201125	201123	201122	201124	1	1	20030
201123	20112	3	4	4	201121	201125	201123	201122	201124	1	1	20030
201131	20113	1	4	4	201131	201135	201133	201132	201134	1	1	20030
201132	20113	2	5	5	201131	201135	201133	201132	201134	1	1	20030
201133	20113	3	5	5	201131	201135	201133	201132	201134	1	1	20030
201141	20114	1	5	5	201141	201145	201143	201142	201144	1	1	20030
201142	20114	2	1	1	201141	201145	201143	201142	201144	1	1	20030
201143	20114	3	1	1	201141	201145	201143	201142	201144	1	1	20030
201151	20115	1	1	1	201151	201155	201153	201152	201154	1	1	20030
201152	20115	2	2	2	201151	201155	201153	201152	201154	1	1	20030
201153	20115	3	2	2	201151	201155	201153	201152	201154	1	1	20030
201161	20116	1	2	2	201161	201165	201163	201162	201164	1	1	20030
201162	20116	2	3	3	201161	201165	201163	201162	201164	1	1	20030
201163	20116	3	3	3	201161	201165	201163	201162	201164	1	1	20030
201171	20117	1	3	3	201171	201175	201173	201172	201174	1	1	20030
201172	20117	2	4	4	201171	201175	201173	201172	201174	1	1	20030
201173	20117	3	4	4	201171	201175	201173	201172	201174	1	1	20030
201181	20118	1	4	4	201181	201185	201183	201182	201184	1	1	20030
201182	20118	2	5	5	201181	201185	201183	201182	201184	1	1	20030
201183	20118	3	5	5	201181	201185	201183	201182	201184	1	1	20030
201191	20119	1	5	5	201191	201195	201193	201192	201194	1	1	20030
201192	20119	2	1	1	201191	201195	201193	201192	201194	1	1	20030
201193	20119	3	1	1	201191	201195	201193	201192	201194	1	1	20030
201201	20120	1	1	1	201201	201205	201203	201202	201204	1	1	20030
201202	20120	2	2	2	201201	201205	201203	201202	201204	1	1	20030
201203	20120	3	2	2	201201	201205	201203	201202	201204	1	1	20030
201211	20121	1	2	2	201211	201215	201213	201212	201214	1	1	20030
201212	20121	2	3	3	201211	201215	201213	201212	201214	1	1	20030
201213	20121	3	3	3	201211	201215	201213	201212	201214	1	1	20030
201221	20122	1	3	3	201221	201225	201223	201222	201224	1	1	20030
201222	20122	2	4	4	201221	201225	201223	201222	201224	1	1	20030
201223	20122	3	4	4	201221	201225	201223	201222	201224	1	1	20030
201231	20123	1	1	1	201231	201235	201233	201232	201234	1	1	20030
201241	20124	1	4	4	201241	201245	201243	201242	201244	1	1	20030
201242	20124	2	5	5	201241	201245	201243	201242	201244	1	1	20030
201243	20124	3	5	5	201241	201245	201243	201242	201244	1	1	20030
201251	20125	1	2	2	201251	201255	201253	201252	201254	1	1	20030
201261	20126	1	2	2	201261	201265	201263	201262	201264	1	1	20030
201271	20127	1	5	5	201271	201275	201273	201272	201274	1	1	20030
201272	20127	2	1	1	201271	201275	201273	201272	201274	1	1	20030
201273	20127	3	1	1	201271	201275	201273	201272	201274	1	1	20030
201281	20128	1	1	1	201281	201285	201283	201282	201284	1	1	20030
201282	20128	2	2	2	201281	201285	201283	201282	201284	1	1	20030
201283	20128	3	2	2	201281	201285	201283	201282	201284	1	1	20030
201291	20129	1	2	2	201291	201295	201293	201292	201294	1	1	20030
201301	20130	1	2	2	201301	201305	201303	201302	201304	1	1	20030
201302	20130	2	3	3	201301	201305	201303	201302	201304	1	1	20030
201303	20130	3	3	3	201301	201305	201303	201302	201304	1	1	20030
201311	20131	1	3	3	201311	201315	201313	201312	201314	1	1	20030
201321	20132	1	3	3	201321	201325	201323	201322	201324	1	1	20030
201331	20133	1	3	3	201331	201335	201333	201332	201334	1	1	20030
201332	20133	2	4	4	201331	201335	201333	201332	201334	1	1	20030
201333	20133	3	4	4	201331	201335	201333	201332	201334	1	1	20030
201341	20134	1	4	4	201341	201345	201343	201342	201344	1	1	20030
201342	20134	2	5	5	201341	201345	201343	201342	201344	1	1	20030
201343	20134	3	5	5	201341	201345	201343	201342	201344	1	1	20030
201351	20135	1	3	3	201351	201355	201353	201352	201354	1	1	20030
201361	20136	1	5	5	201361	201365	201363	201362	201364	1	1	20030
201362	20136	2	1	1	201361	201365	201363	201362	201364	1	1	20030
201363	20136	3	1	1	201361	201365	201363	201362	201364	1	1	20030
201371	20137	1	1	1	201371	201375	201373	201372	201374	1	1	20030
201372	20137	2	2	2	201371	201375	201373	201372	201374	1	1	20030
201373	20137	3	2	2	201371	201375	201373	201372	201374	1	1	20030
201381	20138	1	4	4	201381	201385	201383	201382	201384	1	1	20030
201391	20139	1	4	4	201391	201395	201393	201392	201394	1	1	20030
201401	20140	1	2	2	201401	201405	201403	201402	201404	1	1	20030
201402	20140	2	3	3	201401	201405	201403	201402	201404	1	1	20030
201403	20140	3	3	3	201401	201405	201403	201402	201404	1	1	20030
201411	20141	1	3	3	201411	201415	201413	201412	201414	1	1	20030
201412	20141	2	4	4	201411	201415	201413	201412	201414	1	1	20030
201413	20141	3	4	4	201411	201415	201413	201412	201414	1	1	20030
201421	20142	1	4	4	201421	201425	201423	201422	201424	1	1	20030
201422	20142	2	5	5	201421	201425	201423	201422	201424	1	1	20030
201423	20142	3	5	5	201421	201425	201423	201422	201424	1	1	20030
201431	20143	1	5	5	201431	201435	201433	201432	201434	1	1	20030
201432	20143	2	1	1	201431	201435	201433	201432	201434	1	1	20030
201433	20143	3	1	1	201431	201435	201433	201432	201434	1	1	20030
201441	20144	1	1	1	201441	201445	201443	201442	201444	1	1	20030
201442	20144	2	2	2	201441	201445	201443	201442	201444	1	1	20030
201443	20144	3	2	2	201441	201445	201443	201442	201444	1	1	20030
201451	20145	1	2	2	201451	201455	201453	201452	201454	1	1	20030
201452	20145	2	3	3	201451	201455	201453	201452	201454	1	1	20030
201453	20145	3	3	3	201451	201455	201453	201452	201454	1	1	20030
201461	20146	1	3	3	201461	201465	201463	201462	201464	1	1	20030
201462	20146	2	4	4	201461	201465	201463	201462	201464	1	1	20030
201463	20146	3	4	4	201461	201465	201463	201462	201464	1	1	20030
201471	20147	1	4	4	201471	201475	201473	201472	201474	1	1	20030
201472	20147	2	5	5	201471	201475	201473	201472	201474	1	1	20030
201473	20147	3	5	5	201471	201475	201473	201472	201474	1	1	20030
201481	20148	1	5	5	201481	201485	201483	201482	201484	1	1	20030
201482	20148	2	1	1	201481	201485	201483	201482	201484	1	1	20030
201483	20148	3	1	1	201481	201485	201483	201482	201484	1	1	20030
201491	20149	1	1	1	201491	201495	201493	201492	201494	1	1	20030
201492	20149	2	2	2	201491	201495	201493	201492	201494	1	1	20030
201493	20149	3	2	2	201491	201495	201493	201492	201494	1	1	20030
201501	20150	1	2	2	201501	201505	201503	201502	201504	1	1	20030
201502	20150	2	3	3	201501	201505	201503	201502	201504	1	1	20030
201503	20150	3	3	3	201501	201505	201503	201502	201504	1	1	20030
201511	20151	1	3	3	201511	201515	201513	201512	201514	1	1	20030
201512	20151	2	4	4	201511	201515	201513	201512	201514	1	1	20030
201513	20151	3	4	4	201511	201515	201513	201512	201514	1	1	20030
201521	20152	1	4	4	201521	201525	201523	201522	201524	1	1	20030
201522	20152	2	5	5	201521	201525	201523	201522	201524	1	1	20030
201523	20152	3	5	5	201521	201525	201523	201522	201524	1	1	20030
201531	20153	1	5	5	201531	201535	201533	201532	201534	1	1	20030
201532	20153	2	1	1	201531	201535	201533	201532	201534	1	1	20030
201533	20153	3	1	1	201531	201535	201533	201532	201534	1	1	20030
201541	20154	1	1	1	201541	201545	201543	201542	201544	1	1	20030
201542	20154	2	2	2	201541	201545	201543	201542	201544	1	1	20030
201543	20154	3	2	2	201541	201545	201543	201542	201544	1	1	20030
201551	20155	1	2	2	201551	201555	201553	201552	201554	1	1	20030
201552	20155	2	3	3	201551	201555	201553	201552	201554	1	1	20030
201553	20155	3	3	3	201551	201555	201553	201552	201554	1	1	20030
201561	20156	1	3	3	201561	201565	201563	201562	201564	1	1	20030
201562	20156	2	4	4	201561	201565	201563	201562	201564	1	1	20030
201563	20156	3	4	4	201561	201565	201563	201562	201564	1	1	20030
201571	20157	1	4	4	201571	201575	201573	201572	201574	1	1	20030
201572	20157	2	5	5	201571	201575	201573	201572	201574	1	1	20030
201573	20157	3	5	5	201571	201575	201573	201572	201574	1	1	20030
201581	20158	1	5	5	201581	201585	201583	201582	201584	1	1	20030
201582	20158	2	1	1	201581	201585	201583	201582	201584	1	1	20030
201583	20158	3	1	1	201581	201585	201583	201582	201584	1	1	20030
201591	20159	1	1	1	201591	201595	201593	201592	201594	1	1	20030
201592	20159	2	2	2	201591	201595	201593	201592	201594	1	1	20030
201593	20159	3	2	2	201591	201595	201593	201592	201594	1	1	20030
201601	20160	1	2	2	201601	201605	201603	201602	201604	1	1	20030
201602	20160	2	3	3	201601	201605	201603	201602	201604	1	1	20030
201603	20160	3	3	3	201601	201605	201603	201602	201604	1	1	20030
201611	20161	1	3	3	201611	201615	201613	201612	201614	1	1	20030
201612	20161	2	4	4	201611	201615	201613	201612	201614	1	1	20030
201613	20161	3	4	4	201611	201615	201613	201612	201614	1	1	20030
201621	20162	1	4	4	201621	201625	201623	201622	201624	1	1	20030
201622	20162	2	5	5	201621	201625	201623	201622	201624	1	1	20030
201623	20162	3	5	5	201621	201625	201623	201622	201624	1	1	20030
201631	20163	1	5	5	201631	201635	201633	201632	201634	1	1	20030
201632	20163	2	1	1	201631	201635	201633	201632	201634	1	1	20030
201633	20163	3	1	1	201631	201635	201633	201632	201634	1	1	20030
201641	20164	1	1	1	201641	201645	201643	201642	201644	1	1	20030
201642	20164	2	2	2	201641	201645	201643	201642	201644	1	1	20030
201643	20164	3	2	2	201641	201645	201643	201642	201644	1	1	20030
201651	20165	1	2	2	201651	201655	201653	201652	201654	1	1	20030
201652	20165	2	3	3	201651	201655	201653	201652	201654	1	1	20030
201653	20165	3	3	3	201651	201655	201653	201652	201654	1	1	20030
201661	20166	1	3	3	201661	201665	201663	201662	201664	1	1	20030
201662	20166	2	4	4	201661	201665	201663	201662	201664	1	1	20030
201663	20166	3	4	4	201661	201665	201663	201662	201664	1	1	20030
201671	20167	1	4	4	201671	201675	201673	201672	201674	1	1	20030
201672	20167	2	5	5	201671	201675	201673	201672	201674	1	1	20030
201673	20167	3	5	5	201671	201675	201673	201672	201674	1	1	20030
201681	20168	1	5	5	201681	201685	201683	201682	201684	1	1	20030
201682	20168	2	1	1	201681	201685	201683	201682	201684	1	1	20030
201683	20168	3	1	1	201681	201685	201683	201682	201684	1	1	20030
201691	20169	1	1	1	201691	201695	201693	201692	201694	1	1	20030
201692	20169	2	2	2	201691	201695	201693	201692	201694	1	1	20030
201693	20169	3	2	2	201691	201695	201693	201692	201694	1	1	20030
201701	20170	1	2	2	201701	201705	201703	201702	201704	1	1	20030
201702	20170	2	3	3	201701	201705	201703	201702	201704	1	1	20030
201703	20170	3	3	3	201701	201705	201703	201702	201704	1	1	20030
201711	20171	1	3	3	201711	201715	201713	201712	201714	1	1	20030
201712	20171	2	4	4	201711	201715	201713	201712	201714	1	1	20030
201713	20171	3	4	4	201711	201715	201713	201712	201714	1	1	20030
201721	20172	1	4	4	201721	201725	201723	201722	201724	1	1	20030
201722	20172	2	5	5	201721	201725	201723	201722	201724	1	1	20030
201723	20172	3	5	5	201721	201725	201723	201722	201724	1	1	20030
201731	20173	1	5	5	201731	201735	201733	201732	201734	1	1	20030
201732	20173	2	1	1	201731	201735	201733	201732	201734	1	1	20030
201733	20173	3	1	1	201731	201735	201733	201732	201734	1	1	20030
201741	20174	1	1	1	201741	201745	201743	201742	201744	1	1	20030
201742	20174	2	2	2	201741	201745	201743	201742	201744	1	1	20030
201743	20174	3	2	2	201741	201745	201743	201742	201744	1	1	20030
201751	20175	1	2	2	201751	201755	201753	201752	201754	1	1	20030
201752	20175	2	3	3	201751	201755	201753	201752	201754	1	1	20030
201753	20175	3	3	3	201751	201755	201753	201752	201754	1	1	20030
201761	20176	1	3	3	201761	201765	201763	201762	201764	1	1	20030
201762	20176	2	4	4	201761	201765	201763	201762	201764	1	1	20030
201763	20176	3	4	4	201761	201765	201763	201762	201764	1	1	20030
201771	20177	1	4	4	201771	201775	201773	201772	201774	1	1	20030
201772	20177	2	5	5	201771	201775	201773	201772	201774	1	1	20030
201773	20177	3	5	5	201771	201775	201773	201772	201774	1	1	20030
201781	20178	1	5	5	201781	201785	201783	201782	201784	1	1	20030
201782	20178	2	1	1	201781	201785	201783	201782	201784	1	1	20030
201783	20178	3	1	1	201781	201785	201783	201782	201784	1	1	20030
201791	20179	1	1	1	201791	201795	201793	201792	201794	1	1	20030
201792	20179	2	2	2	201791	201795	201793	201792	201794	1	1	20030
201793	20179	3	2	2	201791	201795	201793	201792	201794	1	1	20030
201801	20180	1	2	2	201801	201805	201803	201802	201804	1	1	20030
201802	20180	2	3	3	201801	201805	201803	201802	201804	1	1	20030
201803	20180	3	3	3	201801	201805	201803	201802	201804	1	1	20030
201811	20181	1	3	3	201811	201815	201813	201812	201814	1	1	20030
201812	20181	2	4	4	201811	201815	201813	201812	201814	1	1	20030
201813	20181	3	4	4	201811	201815	201813	201812	201814	1	1	20030
201821	20182	1	4	4	201821	201825	201823	201822	201824	1	1	20030
201822	20182	2	5	5	201821	201825	201823	201822	201824	1	1	20030
201823	20182	3	5	5	201821	201825	201823	201822	201824	1	1	20030
201831	20183	1	5	5	201831	201835	201833	201832	201834	1	1	20030
201832	20183	2	1	1	201831	201835	201833	201832	201834	1	1	20030
201833	20183	3	1	1	201831	201835	201833	201832	201834	1	1	20030
201841	20184	1	1	1	201841	201845	201843	201842	201844	1	1	20030
201842	20184	2	2	2	201841	201845	201843	201842	201844	1	1	20030
201843	20184	3	2	2	201841	201845	201843	201842	201844	1	1	20030
201851	20185	1	2	2	201851	201855	201853	201852	201854	1	1	20030
201852	20185	2	3	3	201851	201855	201853	201852	201854	1	1	20030
201853	20185	3	3	3	201851	201855	201853	201852	201854	1	1	20030
201861	20186	1	3	3	201861	201865	201863	201862	201864	1	1	20030
201862	20186	2	4	4	201861	201865	201863	201862	201864	1	1	20030
201863	20186	3	4	4	201861	201865	201863	201862	201864	1	1	20030
201871	20187	1	4	4	201871	201875	201873	201872	201874	1	1	20030
201872	20187	2	5	5	201871	201875	201873	201872	201874	1	1	20030
201873	20187	3	5	5	201871	201875	201873	201872	201874	1	1	20030
201881	20188	1	5	5	201881	201885	201883	201882	201884	1	1	20030
201882	20188	2	1	1	201881	201885	201883	201882	201884	1	1	20030
201883	20188	3	1	1	201881	201885	201883	201882	201884	1	1	20030
201891	20189	1	1	1	201891	201895	201893	201892	201894	1	1	20030
201892	20189	2	2	2	201891	201895	201893	201892	201894	1	1	20030
201893	20189	3	2	2	201891	201895	201893	201892	201894	1	1	20030
201901	20190	1	2	2	201901	201905	201903	201902	201904	1	1	20030
201902	20190	2	3	3	201901	201905	201903	201902	201904	1	1	20030
201903	20190	3	3	3	201901	201905	201903	201902	201904	1	1	20030
201911	20191	1	3	3	201911	201915	201913	201912	201914	1	1	20030
201912	20191	2	4	4	201911	201915	201913	201912	201914	1	1	20030
201913	20191	3	4	4	201911	201915	201913	201912	201914	1	1	20030
201921	20192	1	4	4	201921	201925	201923	201922	201924	1	1	20030
201922	20192	2	5	5	201921	201925	201923	201922	201924	1	1	20030
201923	20192	3	5	5	201921	201925	201923	201922	201924	1	1	20030
201931	20193	1	5	5	201931	201935	201933	201932	201934	1	1	20030
201932	20193	2	1	1	201931	201935	201933	201932	201934	1	1	20030
201933	20193	3	1	1	201931	201935	201933	201932	201934	1	1	20030
201941	20194	1	1	1	201941	201945	201943	201942	201944	1	1	20030
201942	20194	2	2	2	201941	201945	201943	201942	201944	1	1	20030
201943	20194	3	2	2	201941	201945	201943	201942	201944	1	1	20030
201951	20195	1	2	2	201951	201955	201953	201952	201954	1	1	20030
201952	20195	2	3	3	201951	201955	201953	201952	201954	1	1	20030
201953	20195	3	3	3	201951	201955	201953	201952	201954	1	1	20030
201961	20196	1	3	3	201961	201965	201963	201962	201964	1	1	20030
201962	20196	2	4	4	201961	201965	201963	201962	201964	1	1	20030
201963	20196	3	4	4	201961	201965	201963	201962	201964	1	1	20030
201971	20197	1	4	4	201971	201975	201973	201972	201974	1	1	20030
201972	20197	2	5	5	201971	201975	201973	201972	201974	1	1	20030
201973	20197	3	5	5	201971	201975	201973	201972	201974	1	1	20030
201981	20198	1	5	5	201981	201985	201983	201982	201984	1	1	20030
201982	20198	2	1	1	201981	201985	201983	201982	201984	1	1	20030
201983	20198	3	1	1	201981	201985	201983	201982	201984	1	1	20030
201991	20199	1	1	1	201991	201995	201993	201992	201994	1	1	20030
201992	20199	2	2	2	201991	201995	201993	201992	201994	1	1	20030
201993	20199	3	2	2	201991	201995	201993	201992	201994	1	1	20030
202001	20200	1	2	2	202001	202005	202003	202002	202004	1	1	20030
202002	20200	2	3	3	202001	202005	202003	202002	202004	1	1	20030
202003	20200	3	3	3	202001	202005	202003	202002	202004	1	1	20030
