id	name	name_text_id	type	tutorial	x	y	information	information_text_id	character_id	clothes_id	model_id	can_skip	can_continue	max_continue	play_condition	chapter_id	unlock_stage_id	secret_unlock_type	secret_member_id	secret_unlock_condition	rank_score_s	rank_score_a	rank_score_b	rank_score_c	rank_score_d	firstclear_reward_id	rank_s_reward_id	clear_reward_id	drop_reward1_id	drop_reward2_id	drop_reward3_id	exp	card_exp	ep_coefficient	publish_date	open_date	close_date
102326	ステージ26	1					30手以内に目標を達成しよう！	1	11	1	1	1				1023	102325				88000	82000	76000	70000	64000	100101103	200101103	300102126	400102326	500102326	600102326	96	31		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
102327	ステージ27	1					30手以内に目標を達成しよう！	1	11	1	1	1				1023	102326				99000	92000	85000	79000	72000	100101103	200101103	300102127	400102327	500102327	600102327	96	31		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
102328	ステージ28	1					30手以内に目標を達成しよう！	1	11	1	1	1				1023	102327				82000	77000	71000	65000	60000	100101103	200101103	300102128	400102328	500102328	600102328	96	31		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
102329	ステージ29	1					20手以内に目標を達成しよう！	1	11	1	1	1				1023	102328				159000	149000	138000	127000	116000	100101103	200101103	300102129	400102329	500102329	600102329	96	31		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
102330	ステージ30	1					30手以内に目標を達成しよう！	1	11	1	1	1				1023	102329				71000	66000	62000	57000	52000	100101103	200101103	300102130	400102330	500102330	600102330	96	31		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
102331	ステージ31	1					20手以内に目標を達成しよう！	1	11	1	1	1				1023	102330				132000	123000	114000	105000	96000	100101103	200101103	300102131	400102331	500102331	600102331	96	31		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
102332	ステージ32	1					30手以内に目標を達成しよう！	1	11	1	1	1				1023	102331				71000	66000	62000	57000	52000	100101103	200101103	300102132	400102332	500102332	600102332	96	31		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
102333	ステージ33	1					20手以内に目標を達成しよう！	1	11	1	1	1				1023	102332				104000	97000	90000	83000	76000	100101103	200101103	300102133	400102333	500102333	600102333	96	31		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
102334	ステージ34	1					30手以内に目標を達成しよう！	1	11	1	1	1				1023	102333				93000	87000	81000	74000	68000	100101103	200101103	300102134	400102334	500102334	600102334	96	31		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
102335	ステージ35	1					20手以内に目標を達成しよう！	1	11	1	1	1				1023	102334				137000	128000	119000	109000	100000	100101103	200101103	300102135	400102335	500102335	600102335	96	31		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
102336	ステージ36	1					30手以内に目標を達成しよう！	1	11	1	1	1				1023	102335				88000	82000	76000	70000	64000	100101103	200101103	300102136	400102336	500102336	600102336	96	31		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
102337	ステージ37	1					20手以内に目標を達成しよう！	1	11	1	1	1				1023	102336				49000	46000	42000	39000	36000	100101103	200101103	300102137	400102337	500102337	600102337	96	31		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
102338	ステージ38	1					30手以内に目標を達成しよう！	1	11	1	1	1				1023	102337				82000	77000	71000	65000	60000	100101103	200101103	300102138	400102338	500102338	600102338	96	31		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
102339	ステージ39	1					30手以内に目標を達成しよう！	1	11	1	1	1				1023	102338				71000	66000	62000	57000	52000	100101103	200101103	300102139	400102339	500102339	600102339	96	31		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
102340	ステージ40	1					30手以内に目標を達成しよう！	1	11	1	1	1				1023	102339				104000	97000	90000	83000	76000	100101103	200101103	300102140	400102340	500102340	600102340	96	31		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103101	ステージ1	1		12			20手以内に目標を達成しよう！	1	11	1	1	1	1			1031	102140				32000	27000	23000	18000	13000	100101101	200101101	300103101	400103101	500103101	600103101	75	24		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103102	ステージ2	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103101				37000	32000	26000	20000	15000	100101101	200101101	300103102	400103102	500103102	600103102	76	25		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103103	ステージ3	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103102				47000	40000	33000	26000	19000	100101101	200101101	300103103	400103103	500103103	600103103	76	25		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103104	ステージ4	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103103				45000	38000	31000	25000	18000	100101101	200101101	300103104	400103104	500103104	600103104	77	26		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103105	ステージ5	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103104				72000	62000	51000	40000	29000	100101101	200101101	300103105	400103105	500103105	600103105	78	26		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103106	ステージ6	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103105				32000	27000	23000	18000	13000	100101101	200101101	300103106	400103106	500103106	600103106	78	26		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103107	ステージ7	1					30手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103106				72000	62000	51000	40000	29000	100101101	200101101	300103107	400103107	500103107	600103107	79	27		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103108	ステージ8	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103107				42000	36000	30000	23000	17000	100101101	200101101	300103108	400103108	500103108	600103108	80	27		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103109	ステージ9	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103108				55000	47000	39000	30000	22000	100101101	200101101	300103109	400103109	500103109	600103109	80	28		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103110	ステージ10	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103109				32000	27000	23000	18000	13000	100101101	200101101	300103110	400103110	500103110	600103110	81	28		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103111	ステージ11	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103110				35000	30000	24000	19000	14000	100101101	200101101	300103111	400103111	500103111	600103111	81	29		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103112	ステージ12	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103111				37000	32000	26000	20000	15000	100101101	200101101	300103112	400103112	500103112	600103112	82	29		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103113	ステージ13	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103112				40000	34000	28000	22000	16000	100101101	200101101	300103113	400103113	500103113	600103113	83	30		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103114	ステージ14	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103113				45000	38000	31000	25000	18000	100101101	200101101	300103114	400103114	500103114	600103114	83	30		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103115	ステージ15	1					30手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103114				45000	38000	31000	25000	18000	100101101	200101101	300103115	400103115	500103115	600103115	84	31		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103116	ステージ16	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103115				32000	27000	23000	18000	13000	100101101	200101101	300103116	400103116	500103116	600103116	85	31		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103117	ステージ17	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103116				35000	30000	24000	19000	14000	100101101	200101101	300103117	400103117	500103117	600103117	85	32		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103118	ステージ18	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103117				42000	36000	30000	23000	17000	100101101	200101101	300103118	400103118	500103118	600103118	86	32		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103119	ステージ19	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103118				42000	36000	30000	23000	17000	100101101	200101101	300103119	400103119	500103119	600103119	86	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103120	ステージ20	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103119				32000	27000	23000	18000	13000	100101101	200101101	300103120	400103120	500103120	600103120	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103121	ステージ21	1					30手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103120				35000	30000	24000	19000	14000	100101101	200101101	300103121	400103121	500103121	600103121	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103122	ステージ22	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103121				37000	32000	26000	20000	15000	100101101	200101101	300103122	400103122	500103122	600103122	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103123	ステージ23	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103122				52000	45000	37000	29000	21000	100101101	200101101	300103123	400103123	500103123	600103123	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103124	ステージ24	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103123				45000	38000	31000	25000	18000	100101101	200101101	300103124	400103124	500103124	600103124	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103125	ステージ25	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103124				55000	47000	39000	30000	22000	100101101	200101101	300103125	400103125	500103125	600103125	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103126	ステージ26	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103125				32000	27000	23000	18000	13000	100101101	200101101	300103126	400103126	500103126	600103126	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103127	ステージ27	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103126				60000	51000	42000	33000	24000	100101101	200101101	300103127	400103127	500103127	600103127	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103128	ステージ28	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103127				42000	36000	30000	23000	17000	100101101	200101101	300103128	400103128	500103128	600103128	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103129	ステージ29	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103128				67000	57000	47000	37000	27000	100101101	200101101	300103129	400103129	500103129	600103129	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103130	ステージ30	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103129				32000	27000	23000	18000	13000	100101101	200101101	300103130	400103130	500103130	600103130	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103131	ステージ31	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103130				40000	34000	28000	22000	16000	100101101	200101101	300103131	400103131	500103131	600103131	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103132	ステージ32	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103131				37000	32000	26000	20000	15000	100101101	200101101	300103132	400103132	500103132	600103132	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103133	ステージ33	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103132				40000	34000	28000	22000	16000	100101101	200101101	300103133	400103133	500103133	600103133	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103134	ステージ34	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103133				45000	38000	31000	25000	18000	100101101	200101101	300103134	400103134	500103134	600103134	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103135	ステージ35	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103134				40000	34000	28000	22000	16000	100101101	200101101	300103135	400103135	500103135	600103135	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103136	ステージ36	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103135				32000	27000	23000	18000	13000	100101101	200101101	300103136	400103136	500103136	600103136	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103137	ステージ37	1					120秒以内に目標を達成しよう！	1	11	1	1	1	1			1031	103136				45000	38000	31000	25000	18000	100101101	200101101	300103137	400103137	500103137	600103137	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103138	ステージ38	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103137				42000	36000	30000	23000	17000	100101101	200101101	300103138	400103138	500103138	600103138	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103139	ステージ39	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103138				32000	27000	23000	18000	13000	100101101	200101101	300103139	400103139	500103139	600103139	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103140	ステージ40	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1031	103139				67000	57000	47000	37000	27000	100101101	200101101	300103140	400103140	500103140	600103140	87	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103201	ステージ1	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1032					52000	47000	42000	37000	32000	100101102	200101102	300103101	400103201	500103201	600103201	83	27		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103202	ステージ2	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103201				60000	54000	49000	43000	37000	100101102	200101102	300103102	400103202	500103202	600103202	84	27		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103203	ステージ3	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103202				76000	69000	62000	55000	47000	100101102	200101102	300103103	400103203	500103203	600103203	84	28		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103204	ステージ4	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103203				72000	65000	58000	52000	45000	100101102	200101102	300103104	400103204	500103204	600103204	85	28		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103205	ステージ5	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103204				116000	105000	95000	84000	72000	100101102	200101102	300103105	400103205	500103205	600103205	86	29		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103206	ステージ6	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103205				52000	47000	42000	37000	32000	100101102	200101102	300103106	400103206	500103206	600103206	86	29		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103207	ステージ7	1					30手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103206				116000	105000	95000	84000	72000	100101102	200101102	300103107	400103207	500103207	600103207	87	30		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103208	ステージ8	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103207				68000	61000	55000	49000	42000	100101102	200101102	300103108	400103208	500103208	600103208	88	30		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103209	ステージ9	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103208				88000	80000	72000	63000	55000	100101102	200101102	300103109	400103209	500103209	600103209	88	31		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103210	ステージ10	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103209				52000	47000	42000	37000	32000	100101102	200101102	300103110	400103210	500103210	600103210	89	31		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103211	ステージ11	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103210				56000	51000	45000	40000	35000	100101102	200101102	300103111	400103211	500103211	600103211	89	32		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103212	ステージ12	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103211				60000	54000	49000	43000	37000	100101102	200101102	300103112	400103212	500103212	600103212	90	32		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103213	ステージ13	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103212				64000	58000	52000	46000	40000	100101102	200101102	300103113	400103213	500103213	600103213	91	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103214	ステージ14	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103213				72000	65000	58000	52000	45000	100101102	200101102	300103114	400103214	500103214	600103214	91	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103215	ステージ15	1					30手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103214				72000	65000	58000	52000	45000	100101102	200101102	300103115	400103215	500103215	600103215	92	34		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103216	ステージ16	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103215				52000	47000	42000	37000	32000	100101102	200101102	300103116	400103216	500103216	600103216	94	34		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103217	ステージ17	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103216				56000	51000	45000	40000	35000	100101102	200101102	300103117	400103217	500103217	600103217	94	35		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103218	ステージ18	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103217				68000	61000	55000	49000	42000	100101102	200101102	300103118	400103218	500103218	600103218	95	35		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103219	ステージ19	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103218				68000	61000	55000	49000	42000	100101102	200101102	300103119	400103219	500103219	600103219	95	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103220	ステージ20	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103219				52000	47000	42000	37000	32000	100101102	200101102	300103120	400103220	500103220	600103220	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103221	ステージ21	1					30手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103220				56000	51000	45000	40000	35000	100101102	200101102	300103121	400103221	500103221	600103221	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103222	ステージ22	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103221				60000	54000	49000	43000	37000	100101102	200101102	300103122	400103222	500103222	600103222	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103223	ステージ23	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103222				84000	76000	68000	60000	52000	100101102	200101102	300103123	400103223	500103223	600103223	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103224	ステージ24	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103223				72000	65000	58000	52000	45000	100101102	200101102	300103124	400103224	500103224	600103224	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103225	ステージ25	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103224				88000	80000	72000	63000	55000	100101102	200101102	300103125	400103225	500103225	600103225	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103226	ステージ26	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103225				52000	47000	42000	37000	32000	100101102	200101102	300103126	400103226	500103226	600103226	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103227	ステージ27	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103226				96000	87000	78000	69000	60000	100101102	200101102	300103127	400103227	500103227	600103227	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103228	ステージ28	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103227				68000	61000	55000	49000	42000	100101102	200101102	300103128	400103228	500103228	600103228	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103229	ステージ29	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103228				108000	98000	88000	78000	67000	100101102	200101102	300103129	400103229	500103229	600103229	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103230	ステージ30	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103229				52000	47000	42000	37000	32000	100101102	200101102	300103130	400103230	500103230	600103230	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103231	ステージ31	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103230				64000	58000	52000	46000	40000	100101102	200101102	300103131	400103231	500103231	600103231	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103232	ステージ32	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103231				60000	54000	49000	43000	37000	100101102	200101102	300103132	400103232	500103232	600103232	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103233	ステージ33	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103232				64000	58000	52000	46000	40000	100101102	200101102	300103133	400103233	500103233	600103233	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103234	ステージ34	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103233				72000	65000	58000	52000	45000	100101102	200101102	300103134	400103234	500103234	600103234	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103235	ステージ35	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103234				64000	58000	52000	46000	40000	100101102	200101102	300103135	400103235	500103235	600103235	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103236	ステージ36	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103235				52000	47000	42000	37000	32000	100101102	200101102	300103136	400103236	500103236	600103236	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103237	ステージ37	1					120秒以内に目標を達成しよう！	1	11	1	1	1	1			1032	103236				72000	65000	58000	52000	45000	100101102	200101102	300103137	400103237	500103237	600103237	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103238	ステージ38	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103237				68000	61000	55000	49000	42000	100101102	200101102	300103138	400103238	500103238	600103238	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103239	ステージ39	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103238				52000	47000	42000	37000	32000	100101102	200101102	300103139	400103239	500103239	600103239	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103240	ステージ40	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1032	103239				108000	98000	88000	78000	67000	100101102	200101102	300103140	400103240	500103240	600103240	96	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103301	ステージ1	1					20手以内に目標を達成しよう！	1	11	1	1	1				1033					71000	66000	62000	57000	52000	100101103	200101103	300103101	400103301	500103301	600103301	98	31		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103302	ステージ2	1					25手以内に目標を達成しよう！	1	11	1	1	1				1033	103301				82000	77000	71000	65000	60000	100101103	200101103	300103102	400103302	500103302	600103302	99	32		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103303	ステージ3	1					20手以内に目標を達成しよう！	1	11	1	1	1				1033	103302				104000	97000	90000	83000	76000	100101103	200101103	300103103	400103303	500103303	600103303	99	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103304	ステージ4	1					25手以内に目標を達成しよう！	1	11	1	1	1				1033	103303				99000	92000	85000	79000	72000	100101103	200101103	300103104	400103304	500103304	600103304	100	33		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103305	ステージ5	1					20手以内に目標を達成しよう！	1	11	1	1	1				1033	103304				159000	149000	138000	127000	116000	100101103	200101103	300103105	400103305	500103305	600103305	101	34		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103306	ステージ6	1					25手以内に目標を達成しよう！	1	11	1	1	1				1033	103305				71000	66000	62000	57000	52000	100101103	200101103	300103106	400103306	500103306	600103306	101	34		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103307	ステージ7	1					30手以内に目標を達成しよう！	1	11	1	1	1				1033	103306				159000	149000	138000	127000	116000	100101103	200101103	300103107	400103307	500103307	600103307	103	35		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103308	ステージ8	1					25手以内に目標を達成しよう！	1	11	1	1	1				1033	103307				93000	87000	81000	74000	68000	100101103	200101103	300103108	400103308	500103308	600103308	104	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103309	ステージ9	1					20手以内に目標を達成しよう！	1	11	1	1	1				1033	103308				121000	113000	105000	96000	88000	100101103	200101103	300103109	400103309	500103309	600103309	104	36		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103310	ステージ10	1					25手以内に目標を達成しよう！	1	11	1	1	1				1033	103309				71000	66000	62000	57000	52000	100101103	200101103	300103110	400103310	500103310	600103310	105	37		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103311	ステージ11	1					20手以内に目標を達成しよう！	1	11	1	1	1				1033	103310				77000	72000	66000	61000	56000	100101103	200101103	300103111	400103311	500103311	600103311	105	38		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103312	ステージ12	1					25手以内に目標を達成しよう！	1	11	1	1	1				1033	103311				82000	77000	71000	65000	60000	100101103	200101103	300103112	400103312	500103312	600103312	107	38		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103313	ステージ13	1					20手以内に目標を達成しよう！	1	11	1	1	1				1033	103312				88000	82000	76000	70000	64000	100101103	200101103	300103113	400103313	500103313	600103313	108	39		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
103314	ステージ14	1					25手以内に目標を達成しよう！	1	11	1	1	1				1033	103313				99000	92000	85000	79000	72000	100101103	200101103	300103114	400103314	500103314	600103314	108	39		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
