id	type	rarity	sort_id	gear_text_id	description_text_id	size	layout_size	color	category	sub_category	layout_category	layout_sub_category	stack_type	stack_capacity	relation_category	relation_sub_category	cost	max_quantity	prefab_name	icon_resource_id	is_small	is_ground	is_hand	is_special	default_angle	default_scale	sound_type	camera_type	book_growth_reward_group_id
85010430	1	1	1	10247	20247	1	4	10	1	1	1	1	1				15	99	85010430	23010430		1			15	1.0		27	111
85010431	1	1	1	10248	20248	1	4	1	1	1	1	1	1				15	99	85010431	23010431		1			15	1.0		27	111
85010432	1	1	1	10249	20249	1	4	2	1	1	1	1	1				15	99	85010432	23010432		1			15	1.0		27	111
85010433	1	1	1	10250	20250	1	4	3	1	1	1	1	1				15	99	85010433	23010433		1			15	1.0		27	111
85010434	1	1	1	10251	20251	1	4	4	1	1	1	1	1				15	99	85010434	23010434		1			15	1.0		27	111
85010435	1	1	1	10252	20252	1	4	5	1	1	1	1	1				15	99	85010435	23010435		1			15	1.0		27	111
85010436	1	1	1	10253	20253	1	4	6	1	1	1	1	1				15	99	85010436	23010436		1			15	1.0		27	111
85010437	1	1	1	10254	20254	1	4	7	1	1	1	1	1				15	99	85010437	23010437		1			15	1.0		27	111
85010438	1	1	1	10255	20255	1	4	9	1	1	1	1	1				15	99	85010438	23010438		1			15	1.0		27	111
85010439	1	1	1	10256	20256	1	4	8	1	1	1	1	1				15	99	85010439	23010439		1			15	1.0		27	111
85010440	1	2	1	10257	20257	3	5	10	1	1	1	2	2				20	99	85010440	23010440		1			15	1.0		28	112
85010441	1	2	1	10258	20258	3	5	1	1	1	1	2	2				20	99	85010441	23010441		1			15	1.0		28	112
85010442	1	2	1	10259	20259	3	5	2	1	1	1	2	2				20	99	85010442	23010442		1			15	1.0		28	112
85010443	1	2	1	10260	20260	3	5	3	1	1	1	2	2				20	99	85010443	23010443		1			15	1.0		28	112
85010444	1	2	1	10261	20261	3	5	4	1	1	1	2	2				20	99	85010444	23010444		1			15	1.0		28	112
85010445	1	2	1	10262	20262	3	5	5	1	1	1	2	2				20	99	85010445	23010445		1			15	1.0		28	112
85010446	1	2	1	10263	20263	3	5	6	1	1	1	2	2				20	99	85010446	23010446		1			15	1.0		28	112
85010447	1	2	1	10264	20264	3	5	7	1	1	1	2	2				20	99	85010447	23010447		1			15	1.0		28	112
85010448	1	2	1	10265	20265	3	5	9	1	1	1	2	2				20	99	85010448	23010448		1			15	1.0		28	112
85010449	1	2	1	10266	20266	3	5	8	1	1	1	2	2				20	99	85010449	23010449		1			15	1.0		28	112
85010450	1	1	1	10267	20267	1	4	2	1	1	1	1	1				15	99	85010450	23010450		1		1	15	1.0		2	111
85010460	1	2	1	11122	21125	3	5	10	1	1	1	2	2				20	99	85010460	23010460		1			15	1.0		32	112
85010461	1	2	1	11123	21126	3	5	10	1	1	1	2	2				20	99	85010461	23010461		1			15	1.0		32	115
85010470	1	2	1	10268	20268	1	4	4	1	1	1	2	1				15	99	85010470	23010470		1			15	1.0			112
85020010	1	2	1	10269	20269	1	2	10	2	1	4	2	6		14	2	5	99	85020010	23020010		1			15	1.0		36	112
85020020	1	2	1	10270	20270	1	2	10	2	1	4	2	6		14	2	5	99	85020020	23020020		1			15	1.0			112
85020030	1	1	1	10271	20271	1	2	10	2	1	4	2	6		14	2	5	99	85020030	23020030		1			15	1.0			111
85020040	1	1	1	1021	20272	1	2	3	2	1	4	2	6		14	2	5	99	85020040	23020040		1			15	1.0			111
85020050	1	1	1	10273	20273	1	2	10	2	1	4	2	6		14	2	5	99	85020050	23020050		1			15	1.0			111
85020060	1	2	1	10274	20274	1	2	10	2	1	12	2	1				5	99	85020060	23020060		1			15	1.0			112
85020070	1	2	1	10275	20275	1	2	10	2	1	4	2	6		14	2	5	99	85020070	23020070		1			15	1.0			112
85020080	1	1	1	10276	20276	1	2	10	2	2	4	1	6		14	2	5	99	85020080	23020080		1			15	1.0			111
85020090	1	1	1	10277	20277	1	2	3	2	2	4	1	6		14	2	5	99	85020090	23020090		1			15	1.0			111
85020100	1	2	1	10278	20278	1	2	10	2	2	4	1	6		14	2	5	99	85020100	23020100		1			15	1.0			112
85020110	1	2	1	10279	20279	2	3	3	2	1	12	2	1				8	99	85020110	23020110		1			15	1.0			112
85020120	1	3	1	10280	20280	1	2	10	2	1	4	2	6		14	2	5	99	85020120	23020120		1			15	1.0			113
85020130	1	1	1	10281	20281	1	2	8	2	2	4	1	6		14	2	5	99	85020130	23020130		1			15	1.0			111
85020131	1	1	1	10282	20282	1	2	1	2	2	4	1	6		14	2	5	99	85020131	23020131		1			15	1.0			111
85020132	1	1	1	10283	20283	1	2	2	2	2	4	1	6		14	2	5	99	85020132	23020132		1			15	1.0			111
85020133	1	1	1	10284	20284	1	2	3	2	2	4	1	6		14	2	5	99	85020133	23020133		1			15	1.0			111
85020134	1	1	1	10285	20285	1	2	4	2	2	4	1	6		14	2	5	99	85020134	23020134		1			15	1.0			111
85020135	1	1	1	10286	20286	1	2	5	2	2	4	1	6		14	2	5	99	85020135	23020135		1			15	1.0			111
85020136	1	1	1	10287	20287	1	2	6	2	2	4	1	6		14	2	5	99	85020136	23020136		1			15	1.0			111
85020137	1	1	1	10288	20288	1	2	7	2	2	4	1	6		14	2	5	99	85020137	23020137		1			15	1.0			111
85020138	1	1	1	10289	20289	1	2	9	2	2	4	1	6		14	2	5	99	85020138	23020138		1			15	1.0			111
85020139	1	1	1	10290	20290	1	2	8	2	2	4	1	6		14	2	5	99	85020139	23020139		1			15	1.0			111
85020140	1	1	1	10291	20291	1	2	3	2	2	4	1	6		14	2	5	99	85020140	23020140		1			15	1.0			111
85020141	1	1	1	10292	20292	1	2	1	2	2	4	1	6		14	2	5	99	85020141	23020141		1			15	1.0			111
85020142	1	1	1	10293	20293	1	2	2	2	2	4	1	6		14	2	5	99	85020142	23020142		1			15	1.0			111
85020143	1	1	1	10294	20294	1	2	3	2	2	4	1	6		14	2	5	99	85020143	23020143		1			15	1.0			111
85020144	1	1	1	10295	20295	1	2	4	2	2	4	1	6		14	2	5	99	85020144	23020144		1			15	1.0			111
85020145	1	1	1	10296	20296	1	2	5	2	2	4	1	6		14	2	5	99	85020145	23020145		1			15	1.0			111
85020146	1	1	1	10297	20297	1	2	6	2	2	4	1	6		14	2	5	99	85020146	23020146		1			15	1.0			111
85020147	1	1	1	10298	20298	1	2	7	2	2	4	1	6		14	2	5	99	85020147	23020147		1			15	1.0			111
85020148	1	1	1	10299	20299	1	2	9	2	2	4	1	6		14	2	5	99	85020148	23020148		1			15	1.0			111
85020149	1	1	1	10300	20300	1	2	8	2	2	4	1	6		14	2	5	99	85020149	23020149		1			15	1.0			111
85020150	1	1	1	10301	20301	1	2	10	2	1	4	2	6		14	2	5	99	85020150	23020150		1			15	1.0			111
85020151	1	1	1	10302	20302	1	2	1	2	1	4	2	6		14	2	5	99	85020151	23020151		1			15	1.0			111
85020152	1	1	1	10303	20303	1	2	2	2	1	4	2	6		14	2	5	99	85020152	23020152		1			15	1.0			111
85020153	1	1	1	10304	20304	1	2	3	2	1	4	2	6		14	2	5	99	85020153	23020153		1			15	1.0			111
85020154	1	1	1	10305	20305	1	2	4	2	1	4	2	6		14	2	5	99	85020154	23020154		1			15	1.0			111
85020155	1	1	1	10306	20306	1	2	5	2	1	4	2	6		14	2	5	99	85020155	23020155		1			15	1.0			111
85020156	1	1	1	10307	20307	1	2	6	2	1	4	2	6		14	2	5	99	85020156	23020156		1			15	1.0			111
85020157	1	1	1	10308	20308	1	2	7	2	1	4	2	6		14	2	5	99	85020157	23020157		1			15	1.0			111
85020158	1	1	1	10309	20309	1	2	9	2	1	4	2	6		14	2	5	99	85020158	23020158		1			15	1.0			111
85020159	1	1	1	10310	20310	1	2	8	2	1	4	2	6		14	2	5	99	85020159	23020159		1			15	1.0			111
85020160	1	1	1	10311	20311	1	2	10	2	2	4	1	6		14	2	5	99	85020160	23020160		1			15	1.0			111
85020161	1	1	1	10312	20312	1	2	1	2	2	4	1	6		14	2	5	99	85020161	23020161		1			15	1.0			111
85020162	1	1	1	10313	20313	1	2	2	2	2	4	1	6		14	2	5	99	85020162	23020162		1			15	1.0			111
85020163	1	1	1	10314	20314	1	2	3	2	2	4	1	6		14	2	5	99	85020163	23020163		1			15	1.0			111
85020164	1	1	1	10315	20315	1	2	4	2	2	4	1	6		14	2	5	99	85020164	23020164		1			15	1.0			111
85020165	1	1	1	10316	20316	1	2	5	2	2	4	1	6		14	2	5	99	85020165	23020165		1			15	1.0			111
85020166	1	1	1	10317	20317	1	2	6	2	2	4	1	6		14	2	5	99	85020166	23020166		1			15	1.0			111
85020167	1	1	1	10318	20318	1	2	7	2	2	4	1	6		14	2	5	99	85020167	23020167		1			15	1.0			111
85020168	1	1	1	10319	20319	1	2	9	2	2	4	1	6		14	2	5	99	85020168	23020168		1			15	1.0			111
85020169	1	1	1	10320	20320	1	2	8	2	2	4	1	6		14	2	5	99	85020169	23020169		1			15	1.0			111
85020170	1	1	1	10321	20321	1	2	10	2	2	4	1	6		14	2	5	99	85020170	23020170		1			15	1.0			111
85020171	1	1	1	10322	20322	1	2	1	2	2	4	1	6		14	2	5	99	85020171	23020171		1			15	1.0			111
85020172	1	1	1	10323	20323	1	2	2	2	2	4	1	6		14	2	5	99	85020172	23020172		1			15	1.0			111
85020173	1	1	1	10324	20324	1	2	3	2	2	4	1	6		14	2	5	99	85020173	23020173		1			15	1.0			111
85020174	1	1	1	10325	20325	1	2	4	2	2	4	1	6		14	2	5	99	85020174	23020174		1			15	1.0			111
85020175	1	1	1	10326	20326	1	2	5	2	2	4	1	6		14	2	5	99	85020175	23020175		1			15	1.0			111
85020176	1	1	1	10327	20327	1	2	6	2	2	4	1	6		14	2	5	99	85020176	23020176		1			15	1.0			111
85020177	1	1	1	10328	20328	1	2	7	2	2	4	1	6		14	2	5	99	85020177	23020177		1			15	1.0			111
85020178	1	1	1	10329	20329	1	2	9	2	2	4	1	6		14	2	5	99	85020178	23020178		1			15	1.0			111
85020179	1	1	1	10330	20330	1	2	8	2	2	4	1	6		14	2	5	99	85020179	23020179		1			15	1.0			111
85020180	1	1	1	10331	20331	1	2	4	2	2	4	1	6		14	2	5	99	85020180	23020180		1			15	1.0			111
85020181	1	1	1	10332	20332	1	2	1	2	2	4	1	6		14	2	5	99	85020181	23020181		1			15	1.0			111
85020182	1	1	1	10333	20333	1	2	2	2	2	4	1	6		14	2	5	99	85020182	23020182		1			15	1.0			111
85020183	1	1	1	10334	20334	1	2	3	2	2	4	1	6		14	2	5	99	85020183	23020183		1			15	1.0			111
85020184	1	1	1	10335	20335	1	2	4	2	2	4	1	6		14	2	5	99	85020184	23020184		1			15	1.0			111
85020185	1	1	1	10336	20336	1	2	5	2	2	4	1	6		14	2	5	99	85020185	23020185		1			15	1.0			111
85020186	1	1	1	10337	20337	1	2	6	2	2	4	1	6		14	2	5	99	85020186	23020186		1			15	1.0			111
85020187	1	1	1	10338	20338	1	2	7	2	2	4	1	6		14	2	5	99	85020187	23020187		1			15	1.0			111
85020188	1	1	1	10339	20339	1	2	9	2	2	4	1	6		14	2	5	99	85020188	23020188		1			15	1.0			111
85020189	1	1	1	10340	20340	1	2	8	2	2	4	1	6		14	2	5	99	85020189	23020189		1			15	1.0			111
85020190	1	1	1	10341	20341	1	2	10	2	2	4	1	6		14	2	5	99	85020190	23020190		1			15	1.0			111
85020191	1	1	1	10342	20342	1	2	1	2	2	4	1	6		14	2	5	99	85020191	23020191		1			15	1.0			111
85020192	1	1	1	10343	20343	1	2	2	2	2	4	1	6		14	2	5	99	85020192	23020192		1			15	1.0			111
85020193	1	1	1	10344	20344	1	2	3	2	2	4	1	6		14	2	5	99	85020193	23020193		1			15	1.0			111
85020194	1	1	1	10345	20345	1	2	4	2	2	4	1	6		14	2	5	99	85020194	23020194		1			15	1.0			111
85020195	1	1	1	10346	20346	1	2	5	2	2	4	1	6		14	2	5	99	85020195	23020195		1			15	1.0			111
85020196	1	1	1	10347	20347	1	2	6	2	2	4	1	6		14	2	5	99	85020196	23020196		1			15	1.0			111
85020197	1	1	1	10348	20348	1	2	7	2	2	4	1	6		14	2	5	99	85020197	23020197		1			15	1.0			111
85020198	1	1	1	10349	20349	1	2	9	2	2	4	1	6		14	2	5	99	85020198	23020198		1			15	1.0			111
85020199	1	1	1	10350	20350	1	2	8	2	2	4	1	6		14	2	5	99	85020199	23020199		1			15	1.0			111
85020200	1	2	1	10351	20351	2	3	10	2	2	4	1	6		14	2	8	99	85020200	23020200		1			15	1.0			112
85020201	1	2	1	10352	20352	2	3	1	2	2	4	1	6		14	2	8	99	85020201	23020201		1			15	1.0			112
85020202	1	2	1	10353	20353	2	3	2	2	2	4	1	6		14	2	8	99	85020202	23020202		1			15	1.0			112
85020203	1	2	1	10354	20354	2	3	3	2	2	4	1	6		14	2	8	99	85020203	23020203		1			15	1.0			112
85020204	1	2	1	10355	20355	2	3	4	2	2	4	1	6		14	2	8	99	85020204	23020203		1			15	1.0			112
85020205	1	2	1	10356	20356	2	3	5	2	2	4	1	6		14	2	8	99	85020205	23020205		1			15	1.0			112
85020206	1	2	1	10357	20357	2	3	6	2	2	4	1	6		14	2	8	99	85020206	23020206		1			15	1.0			112
85020207	1	2	1	10358	20358	2	3	7	2	2	4	1	6		14	2	8	99	85020207	23020207		1			15	1.0			112
85020208	1	2	1	10359	20359	2	3	9	2	2	4	1	6		14	2	8	99	85020208	23020208		1			15	1.0			112
85020209	1	2	1	10360	20360	2	3	8	2	2	4	1	6		14	2	8	99	85020209	23020209		1			15	1.0			112
85020210	1	2	1	10361	20361	2	3	10	2	2	4	1	6		14	2	8	99	85020210	23020210		1			15	1.0			112
85020211	1	2	1	10362	20362	2	3	1	2	2	4	1	6		14	2	8	99	85020211	23020211		1			15	1.0			112
85020212	1	2	1	10363	20363	2	3	2	2	2	4	1	6		14	2	8	99	85020212	23020212		1			15	1.0			112
85020213	1	2	1	10364	20364	2	3	3	2	2	4	1	6		14	2	8	99	85020213	23020213		1			15	1.0			112
85020214	1	2	1	10365	20365	2	3	4	2	2	4	1	6		14	2	8	99	85020214	23020214		1			15	1.0			112
85020215	1	2	1	10366	20366	2	3	5	2	2	4	1	6		14	2	8	99	85020215	23020215		1			15	1.0			112
85020216	1	2	1	10367	20367	2	3	6	2	2	4	1	6		14	2	8	99	85020216	23020216		1			15	1.0			112
85020217	1	2	1	10368	20368	2	3	7	2	2	4	1	6		14	2	8	99	85020217	23020217		1			15	1.0			112
85020218	1	2	1	10369	20369	2	3	9	2	2	4	1	6		14	2	8	99	85020218	23020218		1			15	1.0			112
85020219	1	2	1	10370	20370	2	3	8	2	2	4	1	6		14	2	8	99	85020219	23020219		1			15	1.0			112
85020220	1	2	1	10371	20371	2	3	10	2	2	4	1	6		14	2	8	99	85020220	23020220		1			15	1.0			112
85020221	1	2	1	10372	20372	2	3	1	2	2	4	1	6		14	2	8	99	85020221	23020221		1			15	1.0			112
85020222	1	2	1	10373	20373	2	3	2	2	2	4	1	6		14	2	8	99	85020222	23020222		1			15	1.0			112
85020223	1	2	1	10374	20374	2	3	3	2	2	4	1	6		14	2	8	99	85020223	23020223		1			15	1.0			112
85020224	1	2	1	10375	20375	2	3	4	2	2	4	1	6		14	2	8	99	85020224	23020224		1			15	1.0			112
85020225	1	2	1	10376	20376	2	3	5	2	2	4	1	6		14	2	8	99	85020225	23020225		1			15	1.0			112
85020226	1	2	1	10377	20377	2	3	6	2	2	4	1	6		14	2	8	99	85020226	23020226		1			15	1.0			112
85020227	1	2	1	10378	20378	2	3	7	2	2	4	1	6		14	2	8	99	85020227	23020227		1			15	1.0			112
85020228	1	2	1	10379	20379	2	3	9	2	2	4	1	6		14	2	8	99	85020228	23020228		1			15	1.0			112
85020229	1	2	1	10380	20380	2	3	8	2	2	4	1	6		14	2	8	99	85020229	23020229		1			15	1.0			112
85020230	1	2	1	10381	20381	2	3	10	2	2	4	1	1				8	99	85020230	23020230		1			15	1.0			112
85020231	1	2	1	10382	20382	2	3	1	2	2	4	1	1				8	99	85020231	23020231		1			15	1.0			112
85020232	1	2	1	10383	20383	2	3	2	2	2	4	1	1				8	99	85020232	23020232		1			15	1.0			112
85020233	1	2	1	10384	20384	2	3	3	2	2	4	1	1				8	99	85020233	23020233		1			15	1.0			112
85020234	1	2	1	10385	20385	2	3	4	2	2	4	1	1				8	99	85020234	23020234		1			15	1.0			112
85020235	1	2	1	10386	20386	2	3	5	2	2	4	1	1				8	99	85020235	23020235		1			15	1.0			112
85020236	1	2	1	10387	20387	2	3	6	2	2	4	1	1				8	99	85020236	23020236		1			15	1.0			112
85020237	1	2	1	10388	20388	2	3	7	2	2	4	1	1				8	99	85020237	23020237		1			15	1.0			112
85020238	1	2	1	10389	20389	2	3	9	2	2	4	1	1				8	99	85020238	23020238		1			15	1.0			112
85020239	1	2	1	10390	20390	2	3	8	2	2	4	1	1				8	99	85020239	23020239		1			15	1.0			112
85020310	1	2	1	11136	21139	2	3	10	2	2	4	1	6		14	2	8	99	85020310	23020310		1			15	1.0			112
85020311	1	2	1	11137	21140	2	3	10	2	2	4	1	6		14	2	8	99	85020311	23020311		1			15	1.0			115
85020320	1	2	1	11159	21162	1	2	10	2	1	4	2	6		14	2	5	99	85020320	23020320		1			30	1.0			112
85020321	1	2	1	11160	21163	1	2	10	2	1	4	2	6		14	2	5	99	85020321	23020321		1			30	1.0			115
85030010	1	2	1	10391	20391	1	3	9	2	3	3	2	3				8	99	85030010	23030010		1			15	1.0		37	112
85030020	1	1	1	10392	20392	1	3	10	2	3	3	2	3				8	99	85030020	23030020		1			15	1.0			111
85030030	1	1	1	10393	20393	1	3	3	2	4	3	1	3				8	99	85030030	23030030		1			15	1.0			111
85030040	1	1	1	10394	20394	1	3	10	2	4	3	1	3				8	99	85030040	23030040		1			15	1.0			111
85030050	1	2	1	10395	20395	2	3	3	2	4	3	1	3				8	99	85030050	23030050		1			15	1.0			112
85030060	1	2	1	10396	20396	2	4	10	2	4	3	1	3				15	99	85030060	23030060		1			15	1.0			112
85030070	1	2	1	10397	20397	2	4	3	2	4	3	1	3				15	99	85030070	23030070		1			15	1.0			112
85030080	1	2	1	10398	20398	1	3	10	2	3	3	2	3				8	99	85030080	23030080		1			15	1.0			112
85030090	1	2	1	10399	20399	3	4	10	2	3	3	2	3				15	99	85030090	23030090		1			15	1.0			112
85030100	1	2	1	10400	20400	1	3	4	2	4	3	1	3				8	99	85030100	23030100		1			15	1.0			112
85030101	1	2	1	10401	20401	1	3	1	2	4	3	1	3				8	99	85030101	23030101		1			15	1.0			112
85030102	1	2	1	10402	20402	1	3	2	2	4	3	1	3				8	99	85030102	23030102		1			15	1.0			112
85030103	1	2	1	10403	20403	1	3	3	2	4	3	1	3				8	99	85030103	23030103		1			15	1.0			112
85030104	1	2	1	10404	20404	1	3	4	2	4	3	1	3				8	99	85030104	23030104		1			15	1.0			112
85030105	1	2	1	10405	20405	1	3	5	2	4	3	1	3				8	99	85030105	23030105		1			15	1.0			112
85030106	1	2	1	10406	20406	1	3	6	2	4	3	1	3				8	99	85030106	23030106		1			15	1.0			112
85030107	1	2	1	10407	20407	1	3	7	2	4	3	1	3				8	99	85030107	23030107		1			15	1.0			112
85030108	1	2	1	10408	20408	1	3	9	2	4	3	1	3				8	99	85030108	23030108		1			15	1.0			112
85030109	1	2	1	10409	20409	1	3	8	2	4	3	1	3				8	99	85030109	23030109		1			15	1.0			112
85030110	1	1	1	10410	20410	1	3	10	2	4	3	1	3				8	99	85030110	23030110		1			15	1.0			111
85030120	1	1	1	10411	20411	1	3	10	2	4	3	1	3				8	99	85030120	23030120		1			15	1.0			111
85030129	1	1	1	10412	20412	1	3	8	2	4	3	1	3				8	99	85030129	23030129		1			15	1.0			111
85030130	1	2	1	10413	20413	2	4	10	2	4	3	1	3				15	99	85030130	23030130		1			15	1.0			112
85030131	1	2	1	10414	20414	2	4	1	2	4	3	1	3				15	99	85030131	23030131		1			15	1.0			112
85030132	1	2	1	10415	20415	2	4	2	2	4	3	1	3				15	99	85030132	23030132		1			15	1.0			112
85030133	1	2	1	10416	20416	2	4	3	2	4	3	1	3				15	99	85030133	23030133		1			15	1.0			112
85030134	1	2	1	10417	20417	2	4	4	2	4	3	1	3				15	99	85030134	23030134		1			15	1.0			112
85030135	1	2	1	10418	20418	2	4	5	2	4	3	1	3				15	99	85030135	23030135		1			15	1.0			112
85030136	1	2	1	10419	20419	2	4	6	2	4	3	1	3				15	99	85030136	23030136		1			15	1.0			112
85030137	1	2	1	10420	20420	2	4	7	2	4	3	1	3				15	99	85030137	23030137		1			15	1.0			112
85030138	1	2	1	10421	20421	2	4	9	2	4	3	1	3				15	99	85030138	23030138		1			15	1.0			112
85030139	1	2	1	10422	20422	2	4	8	2	4	3	1	3				15	99	85030139	23030139		1			15	1.0			112
85030140	1	2	1	10423	20423	2	4	4	2	4	3	1	3				15	99	85030140	23030140		1			15	1.0			112
85030141	1	2	1	10424	20424	2	4	1	2	4	3	1	3				15	99	85030141	23030141		1			15	1.0			112
85030142	1	2	1	10425	20425	2	4	2	2	4	3	1	3				15	99	85030142	23030142		1			15	1.0			112
85030143	1	2	1	10426	20426	2	4	3	2	4	3	1	3				15	99	85030143	23030143		1			15	1.0			112
85030144	1	2	1	10427	20427	2	4	4	2	4	3	1	3				15	99	85030144	23030144		1			15	1.0			112
85030145	1	2	1	10428	20428	2	4	5	2	4	3	1	3				15	99	85030145	23030145		1			15	1.0			112
85030150	1	2	1	10429	20429	1	3	10	2	4	3	1	3				8	99	85030150	23030150		1			15	1.0			112
85030160	1	1	1	10430	20430	1	3	10	2	4	3	1	3				8	99	85030160	23030160		1			15	1.0			111
85030170	1	2	1	10431	20431	2	4	10	2	4	3	1	3				15	99	85030170	23030170		1			15	1.0			112
85030180	1	2	1	10432	20432	2	4	10	2	4	3	1	3				15	99	85030180	23030180		1			15	1.0			112
85030210	1	3	1	11149	21152	3	4	10	2	4	3	1	3				15	99	85030210	23030210		1			30	1.0			113
85030211	1	3	1	11150	21153	3	4	10	2	4	3	1	3				15	99	85030211	23030211		1			30	1.0			116
85040010	1	2	1	10433	20433	1	1	10	3	1	8	2	5				2	99	85040010	23040010	1	1			15	1.0			112
85040020	1	2	1	10434	20434	1	1	10	3	1	8	4	1				2	99	85040020	23040020		1			15	1.0			112
85040050	1	1	1	10435	20435	1	1	10	3	2	6	2	5				2	99	85040050	23040050	1	1	1		15	1.0		38	111
85040060	1	1	1	10436	20436	1	1	9	3	2	6	2	5				2	99	85040060	23040060	1	1	1		15	1.0			111
85040061	1	1	1	10437	20437	1	1	1	3	2	6	2	5				2	99	85040061	23040061	1	1	1		15	1.0			111
85040062	1	1	1	10438	20438	1	1	2	3	2	6	2	5				2	99	85040062	23040062	1	1	1		15	1.0			111
85040063	1	1	1	10439	20439	1	1	3	3	2	6	2	5				2	99	85040063	23040063	1	1	1		15	1.0			111
85040064	1	1	1	10440	20440	1	1	4	3	2	6	2	5				2	99	85040064	23040064	1	1	1		15	1.0			111
85040065	1	1	1	10441	20441	1	1	5	3	2	6	2	5				2	99	85040065	23040065	1	1	1		15	1.0			111
85040066	1	1	1	10442	20442	1	1	6	3	2	6	2	5				2	99	85040066	23040066	1	1	1		15	1.0			111
85040067	1	1	1	10443	20443	1	1	7	3	2	6	2	5				2	99	85040067	23040067	1	1	1		15	1.0			111
85040068	1	1	1	10444	20444	1	1	9	3	2	6	2	5				2	99	85040068	23040068	1	1	1		15	1.0			111
85040069	1	1	1	10445	20445	1	1	8	3	2	6	2	5				2	99	85040069	23040069	1	1	1		15	1.0			111
85040070	1	2	1	10446	20446	1	1	9	3	2	6	3	1				2	99	85040070	23040070	1	1			15	1.0		39	112
85040080	1	1	1	10447	20447	1	1	3	3	3	7	1	4		8		2	99	85040080	23040080	1	1			15	1.0			111
85040090	1	2	1	10448	20448	1	1	10	3	1	8	3	1				2	99	85040090	23040090	1	1			15	1.0			112
85040100	1	2	1	10449	20449	1	1	10	3	1	8	1	5				2	99	85040100	23040100	1	1			15	1.0	1	40	112
85040110	1	2	1	10450	20450	1	1	10	3	1	8	1	1				2	99	85040110	23040110	1	1			15	1.0	2		112
85040120	1	1	1	10451	20451	1	1	8	3	1	8	2	5				2	99	85040120	23040120	1	1			15	1.0	3		111
85040130	1	2	1	10452	20452	1	1	8	3	1	8	2	1				2	99	85040130	23040130	1	1			15	1.0	3		112
85040140	1	2	1	10453	20453	1	1	8	3	1	8	2	1				2	99	85040140	23040140	1	1			15	1.0	3		112
85040150	1	1	1	10454	20454	1	1	10	3	1	8	4	1				2	99	85040150	23040150		1			15	1.0	1		111
85040160	1	1	1	10455	20455	1	1	10	3	1	8	3	1				2	99	85040160	23040160	1	1	1		15	1.0			111
85040170	1	1	1	10456	20456	1	1	10	3	1	8	1	5				2	99	85040170	23040170	1	1			15	1.0	1		111
85040179	1	2	1	10457	20457	1	1	8	3	1	8	1	5				2	99	85040179	23040179	1	1			15	1.0	1		112
85040180	1	1	1	10458	20458	1	1	8	3	1	8	2	5				2	99	85040180	23040180	1	1			15	1.0	3		111
85040190	1	1	1	10459	20459	1	1	8	3	1	8	2	1				2	99	85040190	23040190	1	1			15	1.0	3		111
85040200	1	2	1	10460	20460	1	1	10	3	3	7	1	5				2	99	85040200	23040200	1	1			15	1.0			112
85040210	1	1	1	10461	20461	1	1	10	3	3	7	1	5				2	99	85040210	23040210	1	1			15	1.0			111
85040220	1	1	1	10462	20462	1	1	10	3	3	7	1	1				2	99	85040220	23040220	1	1			15	1.0			111
85040230	1	2	1	10463	20463	1	1	10	3	3	7	1	5				2	99	85040230	23040230	1	1			15	1.0			112
85040231	1	2	1	10464	20464	1	1	1	3	3	7	1	5				2	99	85040231	23040231	1	1			15	1.0			112
85040232	1	2	1	10465	20465	1	1	2	3	3	7	1	5				2	99	85040232	23040232	1	1			15	1.0			112
85040233	1	2	1	10466	20466	1	1	3	3	3	7	1	5				2	99	85040233	23040233	1	1			15	1.0			112
85040234	1	2	1	10467	20467	1	1	4	3	3	7	1	5				2	99	85040234	23040234	1	1			15	1.0			112
85040235	1	2	1	10468	20468	1	1	5	3	3	7	1	5				2	99	85040235	23040235	1	1			15	1.0			112
85040240	1	2	1	10469	20469	1	1	10	3	3	7	1	5				2	99	85040240	23040240	1	1			15	1.0			112
85040241	1	2	1	10470	20470	1	1	1	3	3	7	1	5				2	99	85040241	23040241	1	1			15	1.0			112
85040242	1	2	1	10471	20471	1	1	2	3	3	7	1	5				2	99	85040242	23040242	1	1			15	1.0			112
85040243	1	2	1	10472	20472	1	1	3	3	3	7	1	5				2	99	85040243	23040243	1	1			15	1.0			112
85040244	1	2	1	10473	20473	1	1	4	3	3	7	1	5				2	99	85040244	23040244	1	1			15	1.0			112
85040245	1	2	1	10474	20474	1	1	5	3	3	7	1	5				2	99	85040245	23040245	1	1			15	1.0			112
85040250	1	1	1	10475	20475	1	1	10	3	3	7	1	5				2	99	85040250	23040250	1	1			15	1.0			111
85040251	1	1	1	10476	20476	1	1	1	3	3	7	1	5				2	99	85040251	23040251	1	1			15	1.0			111
85040252	1	1	1	10477	20477	1	1	2	3	3	7	1	5				2	99	85040252	23040252	1	1			15	1.0			111
85040253	1	1	1	10478	20478	1	1	3	3	3	7	1	5				2	99	85040253	23040253	1	1			15	1.0			111
85040254	1	1	1	10479	20479	1	1	4	3	3	7	1	5				2	99	85040254	23040254	1	1			15	1.0			111
85040255	1	1	1	10480	20480	1	1	5	3	3	7	1	5				2	99	85040255	23040255	1	1			15	1.0			111
85040260	1	1	1	10481	20481	1	1	10	3	1	8	1	5				2	99	85040260	23040260	1	1			15	1.0	1		111
85040270	1	1	1	10482	20482	1	1	8	3	1	8	1	5				2	99	85040270	23040270	1	1			15	1.0	1		111
