id	hash	size
10120819	709b5ebd484f08541f4a8075da3727da	216202
10120820	42267f21360f7a1a562ec2c2a090ef27	204143
10120821	d7b44bd213b30d24733c1e355f52c253	223051
10120822	4df51217230143ebe6b126b98eaf3a2b	236912
10120823	958f6b5ffea1f980f25c617642ab47b1	229399
10120824	af374edb34712361b7db74e382079705	230174
10120825	0a811a356053b792a86e0e94a20938bd	224211
10120826	1cbebc55d394f1514ad15cdd1ef23994	224506
10120827	4ca849b5ccb589894fbf818db2828fe4	224370
10120828	030d2a1a4d05baea63153834db11fceb	219026
10120829	c322bd3490923eb2200946d7a31b780f	232199
10120830	aa521215ba64e5820989da74efd619f0	220498
10120831	0e6aa27344201c767ee732bd5c5dffef	216143
10120832	5cb8eaba95cc3c77e54287f40bee83b9	218255
10120833	69d5ec3df4f85ac806f87f29165f19de	219888
10120834	bc9ddb05a19b2c39e8dbfb4d98a76cd2	228443
10120835	d1bb23362fc9c27f70e791accf6c575c	222404
10120836	0892bd9bf2477139bbb804a0a7cae34d	212554
10120837	2bd408f460e87c9bf5920fcd1a6fd3b4	191485
10120838	7cfd0a7b3643eb836d23509b093427c7	166513
10120839	bf559070ec4e647f3d53a8f99ca4984a	200520
10120840	ab61b0751453588c3c82101d7afb90a1	225239
10120841	5c45e164bd67b4c0bfe336a3899cb55c	223039
10120842	90d6c3104c70c82ef1df6f51f75c46cb	221536
10120843	da1694e6a8e89cf00dc18c70080d757a	202796
10120844	d04d5ee63e434b2d27c5b1063efc1d10	180925
10120845	2261bb2a6509b10ab1fa6a89bab5c144	179686
10120846	05a91e4a476058bb3d7853526d96a754	179952
10120847	3666e8aa348836e318b16f1cd0843bff	179381
10120848	732b1c79d76564ccd505fc8be1611a49	195772
10120849	c88f20a7011e9e93bd6b9e6b027f599f	191630
10120850	6dbfee9343b9112c2cc709210c6b3c94	194285
10120851	7469a7675d5095c39869beaa71ece8e2	206224
10120852	6783c882474bcbb3e969f0beb6aaa539	206407
10120853	95ba954635f7aa25321ccd11188bc313	169111
10120854	1063144126adbf703d48519d57841104	179603
10120855	24856638ea7376117429fec9e1c3a8ce	193747
10120856	0db3f21379c1c163b4e026dd4e53e399	217809
10120857	8feba5ccf70704ce38674656c9ccd66d	215491
10120858	50686087864a5de1766a163bb085b611	212563
10120859	f42a92472728749e2a81b0c04024c580	212913
10120860	096159aec19dd4363e7ad82f0246f9c6	201481
10120861	c1ff0011aeefbabb90807fc347c371b8	225736
10120862	2a5c9084382113d4c09636d7bab08cd9	180872
10120863	a8c5e2ac5b79435cb1fc19ce018410c3	204475
10120864	333032218a9c40f9037bc28aa5b7fc51	213034
10120865	f57ab6f8e9354c6fd53bfde5757b4315	213705
10120866	7db70eabd4afe6454c3a9092d082d271	210074
10120867	412d086ea0d7417d9678ff4848d2d8fc	209949
10120868	af6ec5f79015c6c8190dc8d7886b225a	206477
10120869	475346d02161c2195f9b2c95b2f7761e	192245
10120870	05babf9d8bf4f5c39d92e9c6be765551	210265
10120871	900911f9206a6700a8e9be1742c20053	227319
10120872	ee1fb4614f476fc2a908198cb75cedc5	210726
10120873	50c729fb363041450ed5ffded57fa91f	224081
10120874	0f3853cfc5b0db0bba0efcde1bc87168	205407
10120875	e82143d71f4b184637a2a671856d7d0e	228563
10120876	bfae68e7da31dd65d2067f0ac758ad3e	220939
10120877	0b48a9350dd7eb1100a7b82ce781e561	222551
10120878	62b706a54aaa487e946837831b98693f	219297
10120879	457035d75ca8065b36b43f3b7f85eaf5	241066
10120880	8e59186e2c8f5a1f099e114fcfacde48	198392
10120881	01ceadcecc27d098763e5c32333d0c16	214689
10120882	005eee1c53f56decb4a3248a833b5833	216630
10120883	ef65a520bb3b547367eccbf71d56c7a5	218882
10120884	66650533e8ce591d5a48610480257963	211350
10120885	e04e6f6097f9cfaeecbc8b5de6f5efd4	214900
10120886	d238697b4d1c964b15bad37f29cee8b0	217290
10120887	c70cd647199b3232f685ddfbdc434876	233056
10120888	5ee627d49a39ae81848f97a763c15e16	231304
10120889	8d5895526748763c843c6dae739ccf08	221795
10120890	252d058e9a4b617f8f1a1d7130caaec3	219728
10120891	5acb19adc56fa65b3c598810758cb73b	233066
10120892	5b748c430eba6a71fade8b637a2fbb90	231499
10120893	9e786c8c83502c9788225b7765e6f0d5	230781
10120894	762aa222434f5eebcd6b93c858857dc4	235513
10120895	063e774b8203b4f9e1d5e22aa43f46ef	211150
10120896	3f7ff7142db7e890c93eb26570267b10	232848
10120897	bc4fd1fc4d03280fa1f5f88f01429946	232842
10120898	78c47990fdd54081f671e54e579992e5	235359
10120899	802b4fe2856c836517afd2ec80911139	235511
10120900	4240967dcd1fc306ec86aad96bcd9c46	235618
10120901	c460bca8ac125bb27c6d02b4f8a931be	233659
10120902	f4f4feb3e2ae7e466b79db19d0bb637c	238189
10120903	768aa2d2175efe52453db9d9d98973f8	240474
10120904	e1fb210749ff3120ca1c9bc1e79bc216	238091
10120905	ae435df85fe5bd94811f311dc72deccc	233794
10120906	efa74de6986e13d492fd4f67a48356a0	233652
10120907	5f3493b45e9cf8521e0681608de84fc5	235381
10120908	f4797898d1031c2674113a7079e60515	229350
10120909	c2183bd2d930ac0c6e1b5e8556c49c9d	229910
10120910	cd1f2986783223e4863e9cffc4cd1e6c	231604
10120911	fbcefbe919272477625a3e0be5ecf130	233401
10120912	802a099614847d149670912449d57005	235011
10120913	b2fab645588129fab6db70d946d6a5d9	224176
10120914	165636e33e4b15db61d54564967c1f99	233982
10120915	c663c6eaa44355f87f118068aa94d31b	234448
10120916	3b44e58c73d17d82ccee00f517ab22b6	222035
10120917	99110f8c5810a600457ad1209beb2523	223346
10120918	6b9e5f056a541d9527d6d5ddb4e906fd	99279
10120919	7ae18ed1332dee9b965f74375fb7d547	103793
10120920	18ddf930da1bdbc4bf1b8c47d930cfc7	101010
10120921	95d316becebfd7fc680766fc50e6bbec	98657
10120922	fae29477042a394728a5b858d6f1e7da	103390
10120923	919dea373adcf8e51b66315f3a93be86	94020
10120924	29b54acfecd119a5b0a4f0df192f5a02	103017
10120925	6a90844b9c1be1c61b47150ae8408982	99019
10120926	d12fcb5df69b8a91237cef3b6433a712	106074
10120927	b392c91f661dcfbb4800334f7fb5c494	92963
10120928	79e7cfa504419ba4cb264cfaf04330f5	219582
10120929	4311f09bb56ab428b6e24d265f23cd42	223594
10120930	4997d6fc32ba900518709a0b32bd347b	218629
10120931	cfc51ec6fb5789a8d3b2cbf27f98571c	201145
10120932	20ff3b5a8ecc9484a17b7c802e071f47	203545
10120933	e370af702f04238f7081016331422ecf	225652
10120934	32dc54c8bc402a3bf7a386d46caacaad	227185
10120935	23c13823f393a0baf3a45e28f7430d12	225410
10120936	63bdd55ccf1fbb0a89640b1ca0b12a0f	224758
10120937	2bc34ecbd4a0007f1ff1cf0590ecabe3	220648
10120938	fe77140e84611afcd954a9a76a53739d	221178
10120939	19ffa3f15b3f3fe3f76a630a80f2fc6d	207163
10120940	39da71c69dcc17006930f9d24d3b236f	207666
10120941	e718472b587c129f83a445cccd056bd3	227840
10120942	00b5e4fd349a493eb797c485ec200b0a	216747
10120943	09cbec1c4d3fe4b27a9b81a1baa24fb1	237138
10120944	01b518d5e31e847eef3fdacdfbad1e93	237676
10120945	6d3dd7d14a2905cad583c52343825fef	223635
10120946	5412d9db01e75caf11fa548a9f42f7a9	235068
10120947	7ebe12c09a26c636dc11d7caacd86bc6	235577
10120948	768fa54966782c7fbf09203ed58d2f84	235002
10120949	7972ecb184ad46f5b5311986d728ae47	200701
10120950	02976b5ed14ac142146935a0e16ca29e	212870
10120951	a5ab4c0d6ead8b5861cbbf09b77f583a	212891
10120952	9ed1210d7725c90bbeffdc0a29b6034d	227406
10120953	a49fd2ab139bd466238fd83a955f9e2a	212921
10120954	3d5d4cb5530c00543a9bcacbc772e5f6	215031
10120955	dbe2a5370857fc9d580cc800b07277a7	223788
10120956	7e2b73cefa22e7691461534b1027bfd0	226141
10120957	304f093a6f72b3bda360c5cbf7adaa0e	236927
10120958	63e8698a338092ce6e68fea974d1c97d	224499
10120959	ac369e56ad062ddbeb03937d69c3136b	207793
10120960	b9e1b2b3d22ba27d53651db3cd533d4d	232212
10120961	dfd22c82595477d66f6094296b14f54b	232415
10120962	a402dfed7fddbf162b62253b0e41b5f0	223799
10120963	31102fcd2a2797f66fa296c5ce33b738	224176
10120964	0d0567fd4918590d4929e176b731ff04	224627
10120965	0dd6bc3b2b93662559a1df1c80987e46	223392
10120966	bb5f80cfc84a79d2c0647123c67796a7	228587
10120967	0d3d3a2b8518ec05bc40b683d33e6205	228263
10120968	5e87c093f8d803a0c3810c449e671723	226909
10120969	5d191c1fb4805bc7553186d60ed8ba7c	209208
10120970	a4ffe298e28d210de2f940090366a184	227387
10120971	cd88ca53696a8214d54b86bb6f40c5d6	226956
10120972	a5d984bd86428bf75b9f1efe1441bcf0	227365
10120973	51fd53c05508d60619e08f16c7b51c93	221166
10120974	c3417619d318ecfbbf0f1d8bf64895d4	201041
10120975	77f51798c8a442c8bd111a4535251702	192516
10120976	90866238565cc34a66ea32d085e657b2	221560
10120977	dbcfa86de055933a340f7ae44d1de3fd	220099
10120978	d56967ce4882bc80cf274b742d8e7d5f	217283
10120979	d8bedd98a9608b3ef862ddc303bbf38c	219052
10120980	f150995435978818ef9445caf2f763db	230180
10120981	d15457c4adcfad06a5740fac591b8e37	229026
10120982	c1a1ae7823bdac792d7b77716a316e52	203544
10120983	0d036f8e37fd30405552b8d5bf894d97	207171
10120984	148961136ab3ff23405e189fff6eb803	207771
10120985	fe21e834d55c609491982d3b4a4024e0	185803
10120986	c4902d23fa5ea0d975cbba0e08310134	224195
10120987	1ea3fffeda5bc0708e400b3356ddb8b0	213277
10120988	f854565361528dddc15b983b541614c8	237139
10120989	8f8915d38e5ea065604610a8eff13325	237497
10120990	f5060b1c7f56ec2f9dff36b48fece381	237341
10120991	62cf7b841c45e8db102ee37c77ca405a	221350
10120992	58caf5ae39a94641503508558c4948af	221241
10120993	b4e798d8e812743da54acfd58fd23736	220539
10120994	b58a62a952f810aa9dacbaac4077254e	197617
10120995	be3e70c6f543eddf577dfc3f88727989	201920
10120996	962fdb0bedd854ebac0c34b8d999a9cd	236708
10120997	56fc206fe82c4a5054a44237ee81f2f0	209189
10120998	16067372546b81550061a984791aa742	218664
10120999	ff9ca1140935baf7a3e52ff3c72c94a1	208972
10121000	441fbe9b0e72524b106382cfa53fb244	230988
10121001	e65826b6af9ff84d27263c2dc41f8802	202710
10121002	a22053470b2e21a628048fb18837304a	229795
10121003	c1c861129eea588a715e72763d41929a	202505
10121004	3c4233b76c2de809f844e1fd71979106	203550
10121005	efbd1908d5a2c01f1d8876c610d212d7	225820
10121006	160ad6be428075e206343570c11e3505	221063
10121007	29517f275b73f6025d45bd73559d4937	227106
10121008	1ae789f18cc6eb343e3562e70ed3d9fe	194920
10121009	d7055db1449281faf29576a3e390df66	233757
10121010	0d1adb5aefb44da566ad6d402e9a52f2	211499
10121011	19bed41248f1b0ee2a96003d09ce431c	234732
10121012	d29aa8186d29321877abdf15e7ea316d	226686
10121013	3e7795acd1aa7a3c23939344a2711c3d	224800
10121014	d80e3bd4365a8c490907b01e54f9dd2e	215339
10121015	a888f586276e42a332bb0208bd66b9d3	217388
10121016	b237af6dea8b351ad8b325c88555cda7	230377
10121017	d32276519cba319425d5562820866416	230823
10121018	344b8ea623573b6060b7ca8ef5b4a1c0	231122
10121019	99d2d360c03671237e68a04956cb4555	217256
10121020	d6ee67f238014b46add1c9db45e03bdf	224270
10121021	bceb0b12916946b46b183e5f712e7eb8	203990
10121022	0eea918620ecf5e367ae0c41126ce2ea	204769
10121023	17b5eca28b6730e19d4429c1f431325a	204587
10121024	e337aa0d3f64fe77612dcb6cf764b8af	203336
10121025	404fd1c901c84b6304f8f2ba918fbf32	232022
10121026	0740c293cdee04a5227acb04b91a1c68	232018
10121027	6a2fca714d64acf3131b498b6ed2b29b	202023
10121028	884d46b4c38cb971e0476301856d4860	211068
10121029	0b2f57e411efb1f695c518058fb825f3	233113
10121030	daae12cc17058ee0803efd54b8699b1b	232326
10121031	41a936425cafb3ff67d768287f1bc482	236103
10121032	cfb9e1cfa71dd8eae0af27f95a240d73	231310
10121033	230d9337751df4b0d0e27c1ff0180fc1	234574
10121034	938d5fa64906080ac381ea6a6a034fc2	215457
10121035	9d826af249dd03162cd071fa9a5835e4	233585
10121036	d70c0b8d0c57b231a675c65a420ac45a	228296
10121037	ad207ca323d215330467d566e491775f	228188
10121038	bcbe3b872c7a16713c683b9e58d6854d	227873
10121039	09e92c9b9acee6e01f22f7c957b6cd14	211720
10121040	dffb3c8f220a05f35c294f8803315b82	220981
10121041	b1b2941bb0c3424d82aacc8921c1482e	212683
10121042	b03b9a91758600109c94b001098b44ed	223957
10121043	b5ac23fa0cfacf40babe31b53f56bc73	221011
10121044	3356a919cb29ff05f16c07c5cf5a8667	224496
10121045	1c3cdbc2e062e3943b0b37b3d8955491	220969
10121046	2baa9f63ccf7fed057e077b5b058c64f	229451
10121047	dd7e76cf5ecf7c21792477c5267ce90e	227570
10121048	58a7929e56cf9092ecc40404bc33a8ab	227618
10121049	2a82e55a99637652298ca0f5b1fd9242	229619
10121050	9ede5b20734d01a98198dc5889249839	220520
10121051	bb1b879bd7409d8eca11889dab618cab	233444
10121052	c119770f0658c13941c310712e6435a3	213593
10121053	412a1d4a027661419ffa631bf9a5ee1e	230562
10121054	7ffbf201362d70ac01bac30961d4b97d	225413
10121055	4275ade7277a4e1394446ba6ccdfae24	223101
10121056	bfbda1c5cced58b4e1d91379b9795547	201722
10121057	04a02ea3e1c7b547ff7c113efac8fdbf	223498
10121058	62b2c4486f99ea5cad8d505937e4afed	230896
10121059	50d06c96befdba5dd02811236ac09eed	225359
10121060	83501df6d1b2d234c8db3978c42c3821	225587
10121061	e62e3246b1aaa11a494aee1629695029	226341
10121062	631d09770e945ff157d0c9c2bde97f93	222597
10121063	1090fb8ff2de6d4b6f8bc205f86f4c6c	221142
10121064	154cf5a69da2790aff1976a3277632a9	222518
10121065	9903e71573863e923d0d609a49130030	216638
10121066	3e61f707dd4dd061e4419f118abd4291	211584
10121067	bd52566132850ada9cb39579f3e1f130	209992
10121068	85656f50ee258c5ff96737f8ffc12378	192025
10121069	aa05e9b659441a1c4054959b70f27447	196711
10121070	4d3990d4a9ad22aa1f8d81adffa5b774	205521
10121071	893a9fddb4b81780827f3433055dc894	217022
10121072	4085dcad6dc648a61d1796eaafdef38e	188620
10121073	7480436dfcb7e7a52888124db8d06dc6	196087
10121074	df010caa828164579808f37cc5a8cdd5	209083
10121075	0767253bd0eaf2ab873592accf0528cd	219982
10121076	e4a95ad3f099eee0dbed89a5e4cdc3fe	203869
10121077	ce41754e59abbf539454b0bb02365f07	211978
10121078	9020ea21c898c475333871a5fda69047	229202
10121079	039cd95b45847c55fe3eef61eb8b45cc	219235
10121080	f22d08a83aeb17b587e958e74c75b9d6	192131
10121081	2449a867e294ad36ff5e7efd21178c57	232203
10121082	2664e9a8b0622864cee541554b0bceca	214743
10121083	053fcc206b11f7de81adb8ed90772760	213523
10121084	1791019c719ee4cf09ab1ae56dc4043e	213873
10121085	218888ae4ca0396308996271febae07c	206569
10121086	ce7886bae9d3491d72e8614ef49bc01b	212650
10121087	5e7d0d1d24f65e3c3de7d1fd2f598935	225930
10121088	0f3233948845c3357546c5b52e457339	222551
10121089	c38dd7d83a9d5a8b85e7f81120d5665a	213341
10121090	fcde025724e4bba2cd7f435339910b19	218678
10121091	3070021dd1652e18acde399bda7b801f	217723
10121092	e683fd26df24e5815360fbef83c917be	222396
10121093	0a7ad1340647f2a8dcf5ad62b59db3f9	213216
10121094	c311e1201188e28dd34d5f0524702729	212394
10121095	f41264ceb2f20b96119afe9580034255	215767
10121096	59335a71a5d795373a2d1efae7d16aab	200847
10121097	82d4e31ba05cd733a1936125168a11b5	204642
10121098	3767d65a5a96e2011578166c3ae50224	213515
10121099	b05df706fd36897864af6be89f96d0db	213377
10121100	3c22c88a57402f065bdaee3a8e25b6e3	213952
10121101	5743e6d3243f793d6161703bc5d2c025	220368
10121102	e1ab1cabf04264cd15a3ac215231445e	208627
10121103	09a73c90676660a5884404f7b445908b	216598
10121104	72ec0d1e2260f5537bd2a2da4af465a5	206811
10121105	ff509202062ac6ee0397869e7c5c4694	200880
10121106	f07b0f331ff87c5a0eb910dfccdc1961	210170
10121107	6296f6f2ef46e6e155cbc24372eeb9d1	170151
10121108	7b311f626a4307d7b4ee0b42a65ec549	220337
10121109	21cf7dd17c888df819cf55961e27fe02	239959
10121110	d04f09294bc05355e82eb73e8c53eecd	232986
10121111	e691cca607f6b253e1058d568406df46	239632
10121112	da859ae82b1a0c1ea41d09aa87631b6d	230302
10121113	be21a50d62e51d3b87d2b04d208390ff	239614
10121114	fa39a269779a9ffe30a12b1834f8635b	238608
10121115	41d9c4d79741a1514db533692ab752b9	238689
10121116	dd13fe728940f822289f2cc1655b8695	205280
10121117	1956f37b434e7dbe918be1a7bb9dae09	222417
10121118	9172950dc0dce5ff8e7445b8f0ee500c	191589
10121119	777b10ddb8154646eef863612bbf84d6	219150
10121120	81df3af4758bd1e2f13ad2bb7e430d65	210300
10121121	0a91db53e8b69072199ad13e1a38a539	234665
10121122	143e4ee639613f825679b064afa715f3	194899
10121123	3d84022d7b2528a3bbf30204f4108179	209224
10121124	b2e7a4eac05a3552f2dff11fe1cca175	217722
10121125	ffb8b6acfd8980a7af4012da78d08255	227310
10121126	0204d33a5746be1b83b3475314830326	220292
10121127	3fcc0bc52353bdf7202b0db8bedb48e6	203485
10121128	e1f083111a47b5d3ae8ae6e439e33909	203158
10121129	645b181d7affc52cb8ace67b5a1d7e00	230036
10121130	8c19f746523a1650f0b3541e445def68	229082
10121131	0a475066b8ced27c81cb03df04ea7396	212941
10121132	74c2b62d806ecc07dab9b63def902d74	240432
10121133	bb8fdf23b9666493d3fefe76f61e0eda	239360
10121134	d9b1c97599035782ab3efea078935c10	225621
10121135	8e737196f3c090f02adfa2148c4d4e4a	225681
10121136	11b1ef788836dfe534dc3ddcab0f2ec9	218207
10121137	a7d481bcd9c3bf9c1a2a860a9d6061f7	201064
10121138	e2fcad3edc275e0d1f8f8a176518e064	239970
10121139	73a06c21ffb3ec96e25fe5c285d37480	238281
10121140	2668c2744186f92e2dc8e2b94a64dec8	207694
10121141	90359e4b9103f341231217275713e20e	239786
10121142	ec1345a65f7d80e20ffa8887f5804a8f	239868
10121143	27ba764291de9399a08a27616a1bced3	233538
10121144	8ac02f5b1aff67e15c759ab58683dd47	234632
10121145	7a82de122a4e24091034b54267611236	236438
10121146	4a55e2b7c4846d4338a6e0f64ffcff50	236396
10121147	35255ad7850e05476473c6552e929285	223810
10121148	26f2a141a13af3961e43fd4097e2b1bc	224293
10121149	689757f975d445a6b33ba3b34de401b6	228594
10121150	1b1830444815688260cb39ccb4d216cb	228692
10121151	56d76dd20db503b7ee25253b8c701a4d	228898
10121152	fae6317ddd7ce1ab17c3a740f781f4a6	231672
10121153	43ac54660facefe204889f7f777b83eb	215758
10121154	57345dd1eae4674eabfd186c3f341b88	218182
10121155	74b58b06a2e2c471f847e15242be68b0	219869
10121156	c7ec7fb4072396897343a63acff1f33a	231263
10121157	0c74223d55b408030ed33f27b668425c	217427
10121158	072b7a3338967f2fbe716cef4677e034	230569
10121159	62974ff19caf56ccbdf4862b72bb4c89	192347
10121160	c124792e6ca4309192ce11af7fdb9b79	203759
10121161	14d47583f2b30233491f53fba48fdaa0	224928
10121162	9ddf6014f12631c64052db066cb5076b	224824
10121163	9965adda6290779ff7892f6cb048b372	215473
10121164	d3188d0fcbaef79e7ee1e0265fe45acc	232936
10121165	a4249e5cdaa48b6afdef075c7a18a001	226304
10121166	bd3f8d9496cd0ef79eb53fffc4224a32	227433
10121167	77641717ab16404a6f028b63ef448360	226859
10121168	98881ee6a05282276d9e6259f96fa7cb	227222
10121169	6b48b6b08a0b5156fb549a5c96fd9b1c	231093
10121170	abf7bb483ab0aaeba4b55fe951837610	230533
10121171	2b4df03a3142804b4baf6dfa3af0ff34	232062
10121172	5f4a9fa3c29c3ae5c543349005ebe574	222268
10121173	46844586b49298270a505dfa42184ee8	218732
10121174	93e70adaf1839adbc1df7b173e20bb09	220543
10121175	1ce843108fae512b774f657dbb9f2d7f	225638
10121176	4f60afcdf7e300e316ed75f6ccf3aef1	219843
10121177	f06060fa427d6a768b87567d86e4ded7	219272
10121178	be1a8a40ac8733448497b7ee03a2dd75	192740
10121179	1cc1376798b0e635a601e015382dcff5	212363
10121180	b9adc984dfd9bf06b0702171ab67aeca	225669
10121181	14e7cdccadb0658036eca036454ff7e1	217183
10121182	64e07ae866f702f4ed6c8405755e0ed0	210628
10121183	5d5332cc20698c7c6515c37830b3fe24	224647
10121184	58cc2452a7517b37b531ceb10243d596	239746
10121185	ad98e9b64b9b12c503230866a662f18e	239970
10121186	cf32cbd830cd9902965e45c380d1027f	213851
10121187	ce8d9aed54d366885c21777126b03393	215864
10121188	471b8bbddc2c4cda0f56d66da9ebf8d7	205033
10121189	feb085a167814335f43e2350aafb849f	210006
10121190	111be6d898b32af69c9d430ddf2ed62a	219938
10121191	b687a5a8b274ba375f40910974f1d760	193015
10121192	5ff3f3d765fc84504fe041e97cc465f5	193414
10121193	93338aa9f27909b5228a89135f94d684	207568
10121194	b2406eef9b4e493ad9ee0c3f31073b9f	198507
10121195	d7f1560302f0419d849a9ea82039f715	221999
10121196	fb3cca10e67090ad543d06d9e64ba482	223895
10121197	e36e17f362af4daeb1c5f1cb306632ef	228890
10121198	3fa5ded159e4ca86e0613b40cec30478	225147
10121199	d62cee1933a4f3ccc6b54682238c5cfc	230342
10121200	777f3c3ad0f50a459b0519f685b8e005	202685
10121201	fe50dd876d332da7fa38e77bb0ed016a	213984
10121202	b18ad074d86c85602c5bb95c854c96e2	244372
10121203	fa1131ab1a08898a19376ef8f1b358a4	217787
10121204	5db8e92fbf91485c28d6ba92519d3bd2	222278
10121205	aaa0be2869948a7c258b8e3ee4c03d15	222713
10121206	d87b1649399de36d46f1918d598114f1	206613
10121207	770aa36109c437faea5713bc26236005	234410
10121208	6f90d52e729be1c63b3298c690883bfa	191014
10121209	b8deef501469f5298ce9e2223d165cd0	219947
10121210	0c62bf25d325ac4e5910b9cbd646e66a	220276
10121211	4e9dc82692fef12930ca4b082fd1d947	223355
10121212	5e141729cd232fed43405ac34b8262f0	220429
10121213	f49ec6e56250454b459ac5c0126d1e97	221808
10121214	a213e7d40dfae3fe873fc0be53840d54	207530
10121215	c21c3d288af93aa81e268b88b46be60e	212794
10121216	821194548935b159bf9aa5ec51cc445c	222262
10121217	eb3bfdad2a0181fa8f5093ee6dc92ff6	213849
10121218	9cd96d3fe4af44e64218cf57ff2c58f7	218189
10121219	e18c8e1057ba4457ef841e5d57155c2e	217711
10121220	39ee7d379c8b3fed369d2a7ac67c0632	217355
10121221	f96236914967b0101c1b8b7833543339	218081
10121222	0d348814b2283ea7dfcd6a1d05bb3c42	226366
10121223	f30d8188b052ab104438d5f6b326301a	219794
10121224	f98e004258437feb8e99a2011e0d9d5f	233101
10121225	a33a96c7704af50da00dd8721e71b16b	218907
10121226	8032193727d603ebc6c6a7a3ed8c3cdd	222633
10121227	2ac761891eff851db1415de02b1bf974	223251
10121228	6e8cb8f7248cce759bdc1b47f49338cf	227047
10121229	796304ddef023bd49eb2506b7fb2f088	216291
10121230	e0d34b1126b495dee219e0ed97ec3af4	233277
10121231	8fa82de4245bdede0229ede54ce6a11f	224228
10121232	4faa169da37803d8c0f1659673877225	224745
10121233	0f284101989f11682de02eb6ec7685b4	225385
10121234	e11f99d5d79655da00c4312e4013ce08	211194
10121235	4bcfa41b099d9492fea0ad8833e8a819	209288
10121236	9da7aaa919eb6eae5e6a521f293e7b1b	216330
10121237	24746017d784f22fafceaba7e740196a	215596
10121238	9e0891bf6545511ca86acd20f4c88b38	205389
10121239	4b6c4867077d2375b5cba4b66334aa03	224588
10121240	076e227de66b40c09fd8c552a4272ac9	224071
10121241	e7ad42e6c87557f865a15fee8a237e0a	214636
10121242	0fe20d79f6d625c98a6ee120129a816f	217863
10121243	226c1cf80385e4e1bc03c24e9c04635a	239505
10121244	1b5127d2339e65ed4f3ebad7e625d2c0	224083
10121245	d71f34c610a61d68d3598da647a4b4a6	217447
10121246	a9d02c7f4e4cd73c38402fd8ba24233d	218691
10121247	e184399801855188040d592bd3bcc84f	219955
10121248	a2703b9a7061232d364bfdfb32bf8a5f	237442
10121249	e9be69d6b21d036ac42c1038224cd0e6	219003
10121250	c283bd687e7c52d677b3a184a9472309	220620
10121251	3325588b07f4469f7d4c0dd09b0c48b2	228410
10121252	7f8c195620657c16550f865d11f5684e	212396
10121253	296072bf77ff9429e17c213628f11228	235599
10121254	132e165da63fa0f40a5ae232ae953f19	235521
10121255	e6bf1a0d2e88a24973ec5a2a62342896	229237
10121256	dcf84ebc107bff2af98f66d7ba02d5f5	230019
10121257	01f0dae5b06c03be539e5e0b384c5d3a	226561
10121258	804c619e24983ba84ef17a0673c56821	231883
10121259	24285807c2bba0e3a244db6cad8a7c69	231566
10121260	415a3abab98b0a5182991328a0ee0813	232017
10121261	0044e33b927178cc53f0fe6f42d6c9bd	233251
10121262	74124fc197bf5c148631da69a34fd20d	220680
10121263	aec563fdb359b4f90537e82de45c4a8c	224816
10121264	dda74b6e2fb28577a27cd1be22762b9c	196665
10121265	b8785bd2d752bcdfa61a7b094f999254	208391
10121266	791ad54b48aa063c6638f4bf5c59574e	217500
10121267	1d50de8ae6b35ab597bd1242b2f6fca3	227439
10121268	826b505dc78a39ae474c14ee3ca0e0f2	231558
10121269	440f27039afc088627da47dbc7eb4cf3	219477
10121270	6f9bb8e4362f31bc414012cfcb53f0d2	233701
10121271	c2d08db8bdf5bcf113a83f95268b8ece	233339
10121272	add1b28db184c1d726eb17e04001b68f	219498
10121273	3f77dd39b5f90e6e49113a54072cc9da	208828
10121274	9d609ad9d9100f62eb7398a0d25015da	194297
10121275	2ebaf10a31baafcedc563cb6571e4028	236090
10121276	8a2d7087ba2264dd3e43c50d163c2106	214296
10121277	a2c20c2e7e7fb339966ce889d0624610	218743
10121278	3f8195760c74cd0a6114c752b5df3277	218431
10121279	2e92379d514096484fcf5344ddf88377	205521
10121280	45d6fef3089d474dd33629f739438d22	201037
10121281	cb49f5a23511dcaa1bf45cdc85b524c1	205021
10121282	c8fa22ffac94d159280bcdd85f990d21	207637
10121283	429af8078e575138bd708f444e87d433	207540
10121284	67be38e3cd103978ee006b56ca6bdf6e	230637
10121285	d07b8c5f4235abb23c5ecddc61064fc8	233277
10121286	e3c62bbdb592032f1968a6862c8bab9c	218072
10121287	b578a5f7b6b137ced30d6f454bd6c40b	222253
10121288	e199ebed5580edf80c017c1d6d109498	222060
10121289	3ae7bc2b7c5937d058130501b4032bf6	173336
10121290	09996e509709a91fe9c88794fcddb48c	166850
10121291	abe761076705a1baee884e9f128e968d	161556
10121292	e616b9cd0c49f28fc79fb5da65b98b08	225945
10121293	e90f282d1fbd7df30c56f672cf874df9	211149
10121294	64abb3f8ac91420b85da01764335f99d	209300
10121295	d1a4aae53284fa7fe99a285558f2f96f	214117
10121296	fe8c16ed4ab20e140cfd4eb86c3c5d34	211826
10121297	1cb5c574b257af6d314f92576947fde0	211994
10121298	58b71f789bda7d547d80ebc218783f6a	215115
10121299	0514d7c617923f994de395ca3326592d	214373
10121300	5f85dfbc721eaff7ca75bc04971747fb	225608
10121301	bdde3003715d42b00da52405d371e79a	225478
10121302	a3a6b3a611ab74e889b79ca1cb956656	225598
10121303	618642c8f6a920b9a1dd2b086a5bc5f5	223836
10121304	75186c8ce88265b62f3c0e1d773dd649	227153
